candidate_id,cluster_id,corr_to_representative,interval,horizon,motif_family,expression,score_proxy,recent_ls_annualized,recent_turnover
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,crypto_a3_1h_001,1.0,1h,6,price_funding_state,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",0.2585929106677976,0.7496942905955591,0.3289467671921407
crypto_a1_1h_3_price_funding_state_8a876a361e3a,crypto_a3_1h_001,1.0,1h,3,price_funding_state,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",0.25656822731733486,0.8403020973088582,0.3289467671921407
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,crypto_a3_1h_002,1.0,1h,6,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.2475678224275567,0.7046233564574574,0.5342928946767191
crypto_a1_1h_12_basis_funding_state_ff70353aad8e,crypto_a3_1h_002,1.0,1h,12,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.24728001184809023,0.706528721143133,0.5336988805117661
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1.0,1h,1,price_funding_state,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",0.24440534779816284,0.9319209289225948,0.3720356408498972
crypto_a1_1h_1_price_funding_state_1281e210fe56,crypto_a3_1h_001,0.8532690004582176,1h,1,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",0.23644125005424588,0.8480686090379798,0.4870459218642905
crypto_a1_1h_1_price_basis_confirmation_cd03f009af21,crypto_a3_1h_004,1.0,1h,1,price_basis_confirmation,"Mul(Rank(ret_24),Rank(mark_minus_index))",0.23163125969835027,1.085684092387024,0.3777016221156042
crypto_a1_1h_12_basis_funding_state_cca224f9b80e,crypto_a3_1h_002,0.9419053843942804,1h,12,basis_funding_state,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",0.22782734232284707,0.6231580731971456,0.559150102810144
crypto_a1_1h_6_basis_funding_state_c76816e530ca,crypto_a3_1h_002,0.8528022341014262,1h,6,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",0.22703207461703345,0.6643387538930015,0.216358236234864
crypto_a1_1h_3_basis_funding_state_81bd0d894999,crypto_a3_1h_002,1.0,1h,3,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.22699069777589734,0.7145680573959307,0.5344756682659356
crypto_a1_1h_1_basis_funding_state_bcb9a54219dd,crypto_a3_1h_005,1.0,1h,1,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",0.2269696400619056,0.7740381541890188,0.1801690655700251
crypto_a1_1h_3_basis_funding_state_6f31eb328f68,crypto_a3_1h_002,0.8528022341014262,1h,3,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",0.2210794262896016,0.7932921686865432,0.2164039296321681
crypto_a1_1h_1_price_funding_state_8527c10ad952,crypto_a3_1h_003,0.8582640690689373,1h,1,price_funding_state,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",0.21995845179069723,0.6185215888173079,0.2312542837559972
crypto_a1_1h_1_price_basis_confirmation_bdae62c87774,crypto_a3_1h_006,1.0,1h,1,price_basis_confirmation,"Mul(Rank(ret_6),Rank(mark_minus_index))",0.2184912204674903,0.986069301059528,0.5550376970527758
crypto_a1_1h_12_price_funding_state_587d316e0cde,crypto_a3_1h_001,0.8532690004582176,1h,12,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",0.21774687366324486,0.6672898118395021,0.4863148275074251
crypto_a1_1h_1_basis_funding_state_34d2888cadd0,crypto_a3_1h_002,0.8528022341014262,1h,1,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",0.21438001677479962,0.8104380922728335,0.2164496230294722
crypto_a1_1h_3_price_funding_state_5ef9d34d8240,crypto_a3_1h_003,0.8582640690689373,1h,3,price_funding_state,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",0.214238807055324,0.4985736268345527,0.2312542837559972
crypto_a1_1h_1_price_momentum_continuation_cd58bdfa34b6,crypto_a3_1h_007,1.0,1h,1,price_momentum_continuation,Rank(ret_3),0.21381008027868628,1.0680917897724145,0.8995202193283071
crypto_a1_1h_3_price_basis_confirmation_38918c5ce65c,crypto_a3_1h_008,1.0,1h,3,price_basis_confirmation,"Mul(Rank(ret_24),Rank(mark_index_ratio))",0.21307427173240645,0.7185297081579558,0.7636737491432488
crypto_a1_1h_12_price_funding_state_830c611c5c9c,crypto_a3_1h_001,0.8971694961850059,1h,12,price_funding_state,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",0.2116355852334994,0.5467154777648034,0.2769476810600868
crypto_a1_1h_1_price_momentum_continuation_fd4cc71299e6,crypto_a3_1h_009,1.0,1h,1,price_momentum_continuation,Rank(ret_24),0.20836636179516704,1.0231961586132576,0.3617089330591729
crypto_a1_1h_3_basis_funding_state_31416b6f7871,crypto_a3_1h_010,1.0,1h,3,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",0.2068538152964314,0.5957783462239269,0.5488233950194196
crypto_a1_1h_3_price_funding_state_54ab1649533d,crypto_a3_1h_003,0.9093850038314198,1h,3,price_funding_state,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",0.20603809501869955,0.5445305350123645,0.2879140964130682
crypto_a1_1h_3_price_funding_state_cb04ff909481,crypto_a3_1h_001,0.8532690004582176,1h,3,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",0.20441538747571683,0.7343185284248817,0.4869545350696824
crypto_a1_1h_6_basis_funding_state_d529e4332c94,crypto_a3_1h_010,1.0,1h,6,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",0.20167706456827394,0.5096723738651106,0.5486406214302033
crypto_a1_1h_3_price_funding_state_16ae17acb8d0,crypto_a3_1h_003,0.9107646629275649,1h,3,price_funding_state,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))",0.20051986740548486,0.742886272410102,0.4802376056659812
crypto_a1_1h_6_price_funding_state_5654e7f99c44,crypto_a3_1h_003,0.8582640690689373,1h,6,price_funding_state,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",0.20024335020917705,0.4483515576681181,0.2312085903586931
crypto_a1_1h_1_price_funding_state_3410f1bc0853,crypto_a3_1h_001,0.8996433466697314,1h,1,price_funding_state,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",0.1982106486825351,0.93081266458303,0.3989033584647019
crypto_a1_1h_12_price_funding_state_d3a92fcdcb6c,crypto_a3_1h_003,0.8582640690689373,1h,12,price_funding_state,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",0.1954798734631522,0.5273986316511737,0.2309344299748686
crypto_a1_1h_12_price_funding_state_07c3e440d74b,crypto_a3_1h_011,1.0,1h,12,price_funding_state,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",0.19377452944555365,0.4976993701341579,0.4729723554946309
crypto_a1_1h_1_price_basis_confirmation_419b4b2e5a89,crypto_a3_1h_008,0.8780892276349096,1h,1,price_basis_confirmation,"Mul(Rank(ret_24),Rank(premium_index))",0.18885199788540563,0.7853500566862783,0.8185515193054603
