replay_contract_rank,candidate_id,family_id,primary_seed_field,source_fields,skeleton_key,production_key,motif,expression,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error
80,a7ab3_3ed79f238f5c8699,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,"ZScore(Sub(Decay(mark_index_basis_bps,4),Decay(mark_index_basis_bps,12)))",True,0.9970703125,1.0,True,-9.634458869820095,9.509519083172812,0.9947780321927768,
81,a7ab3_3f4762f1af1b5e34,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_f79c9d833a6de838,prod_d0c88668aa496a26,decay_atom,"Decay(Rank(Winsor(ZScore(premium_close_bps),3)),12)",True,0.9970703125,1.0,True,0.0104166666666666,1.0,0.178236176938348,
82,a7ab3_497b2029c8417016,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_92a027c8f2dc1bf3,prod_a5ff9b112213a658,horizon_spread,"Sub(Delta(premium_close_bps,1),ZScore(Sub(Decay(premium_close_bps,12),Decay(premium_close_bps,4))))",True,0.9970703125,1.0,True,-1267.0080889559404,1174.2046829575672,15.054129498210992,
83,a7ab3_4b7887a40c61d294,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_92a027c8f2dc1bf3,prod_a5ff9b112213a658,horizon_spread,"Sub(Delta(premium_close_bps,1),ZScore(Sub(Decay(premium_close_bps,4),Decay(premium_close_bps,12))))",True,0.9970703125,1.0,True,-1247.7489110440597,1193.133317042433,14.864363437614363,
84,a7ab3_9d9d758365bd7848,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_007ceb90e9646fcf,prod_9d9aaf0773348c06,clip_horizon_spread,"Clip(Sub(Mul(Decay(mark_index_basis_bps,12),ZScore(Delta(mark_index_basis_bps,4))),ZScore(mark_index_basis_bps)),-3,3)",True,0.9970703125,1.0,True,-5.0,5.0,3.495958206581791,
85,a7ab3_db425196e6b15b0a,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,"Rank(Sub(Rank(Decay(premium_close_bps,12)),Rank(Decay(premium_close_bps,4))))",True,0.9970703125,1.0,True,0.0104166666666666,1.0,0.2885405180389337,
86,a7ab3_0ec11b8f07b0f3e5,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_631f433b0ee241f4,prod_6bde1a4ee922c95f,winsor_atom,"Winsor(ZScore(Decay(Delta(mark_index_basis_bps,1),12)),3)",True,0.996826171875,1.0,True,-5.0,5.0,0.945931791054778,
87,a7ab3_f8e1560d786c4722,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_272214a507ab883c,prod_078043cd9e73f2a8,zscore_self_interaction,"ZScore(Mul(ZScore(Winsor(Delta(premium_close_bps,1),3)),ZScore(Decay(Delta(premium_close_bps,1),12))))",True,0.996826171875,1.0,True,-9.665649273968048,9.682481177781924,0.9947780321927768,
88,a7ab3_0b7b3deaa9bdd1bc,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,"Rank(Sub(Rank(Decay(premium_close_bps,4)),Rank(Decay(premium_close_bps,24))))",True,0.994140625,1.0,True,0.0104166666666666,1.0,0.2885983669754531,
89,a7ab3_0c251ff970b71ec7,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_b4719759c75cc639,prod_be1ce816ced7a697,zscore_self_interaction,"ZScore(Mul(ZScore(Mean(premium_close_bps,168)),Sub(Decay(premium_close_bps,12),Decay(premium_close_bps,24))))",True,0.994140625,1.0,True,-9.694944251051131,9.694712677909036,0.9947780321927768,
90,a7ab3_0caf6e64238a4009,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_0d0b63c5ed3bddab,prod_27561277934afe9f,rank_atom,"Rank(Sub(Rank(Decay(premium_close_bps,12)),Rank(Decay(premium_close_bps,24))))",True,0.994140625,1.0,True,0.0104166666666666,1.0,0.2883611545893558,
91,a7ab3_23820b477fd5da2d,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,"ZScore(Sub(Decay(mark_index_basis_bps,12),Decay(mark_index_basis_bps,24)))",True,0.994140625,1.0,True,-9.617823785689454,9.52251236044885,0.9947780321927768,
92,a7ab3_259e51a3d817578c,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,12)),Sub(TSRank(premium_close_bps,168),Rank(premium_close_bps)))",True,0.994140625,1.0,True,-174.70935137362633,393.5716936355311,5.909173334640747,
93,a7ab3_2851ccb20396dab9,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_92a027c8f2dc1bf3,prod_a5ff9b112213a658,horizon_spread,"Sub(Delta(premium_close_bps,1),ZScore(Sub(Decay(premium_close_bps,24),Decay(premium_close_bps,4))))",True,0.994140625,1.0,True,-1267.0265373312463,1174.1584813226768,15.040729701895836,
94,a7ab3_3144de7015d18195,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_aee8e5fc677d3eb9,prod_98c0d0faebaff24f,self_interaction,"Mul(Clip(Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,12)),-3,3),Rank(Winsor(ZScore(mark_index_basis_bps),3)))",True,0.994140625,1.0,True,-5.0,5.0,1.4910739971483409,
95,a7ab3_39e2cf80d4b57fa7,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,4)),Sub(TSRank(premium_close_bps,24),Rank(premium_close_bps)))",True,0.994140625,1.0,True,-215.2616658333339,713.4013699999999,9.679544831543945,
96,a7ab3_47f44a5d3ee776de,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_007ceb90e9646fcf,prod_9d9aaf0773348c06,clip_horizon_spread,"Clip(Sub(Mul(Decay(mark_index_basis_bps,24),ZScore(Delta(mark_index_basis_bps,4))),ZScore(mark_index_basis_bps)),-3,3)",True,0.994140625,1.0,True,-5.0,5.0,3.5089657236302574,
97,a7ab3_7005b0d4aa2dce2e,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|premium_close_bps,skeleton_1d429891415e0cc1,prod_61a2a4525c78a9f7,pair_sub,"Sub(Clip(Delta(mark_index_basis_bps,4),-3,3),ZScore(Decay(Delta(premium_close_bps,1),4)))",True,0.998779296875,1.0,True,-14.40304887879291,14.277525332055411,3.817493269417816,
98,a7ab3_2ad4a9e8d3c38900,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|mark_index_basis_bps,skeleton_2cbec0d1f5703d87,prod_e8fb93c46df72833,pair_rank_mul,"Rank(Mul(Winsor(Delta(premium_close_bps,24),3),Sub(ZScore(Mean(mark_index_basis_bps,168)),ZScore(Mean(mark_index_basis_bps,24)))))",True,0.993896484375,1.0,True,0.0104166666666666,1.0,0.2869275260269696,
99,a7ab3_bf0a7b983ea3592f,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|trade_return_1h,skeleton_ce8faf9cf2a3832c,prod_7906458ab8ca6d31,pair_winsor_sub,"Winsor(Sub(Winsor(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,4)),3),Mul(Rank(trade_return_1h),ZScore(Delta(trade_return_1h,24)))),3)",True,0.993408203125,1.0,True,-5.0,5.0,2.6683924494453004,
100,a7ab3_7935162ab6cc52c9,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|mark_index_basis_bps,skeleton_4d96ff8a113c4294,prod_0fff1f7ba38fa9ee,pair_zscore_sub,"ZScore(Sub(TSRank(Mean(premium_close_bps,168),72),TSRank(Delta(mark_index_basis_bps,4),168)))",True,0.988525390625,1.0,True,-3.574413856275233,3.7792375631549255,0.9947780321927768,
101,a7ab3_e142ac349de3313f,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|premium_close_bps,skeleton_01f0940dda172970,prod_d4e46d0172c9a7fc,pair_rank_mul,"Rank(Mul(Decay(Delta(mark_index_basis_bps,24),24),Decay(premium_close_bps,24)))",True,0.98828125,1.0,True,0.0104166666666666,1.0,0.2886590239570655,
102,a7ab3_fdd86cd8983e9d9b,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|trade_return_1h,skeleton_276435236aa0c134,prod_c4fd4ad3a823e496,pair_zscore_sub,"ZScore(Sub(Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,12)),Winsor(Mean(trade_return_1h,24),3)))",True,0.98828125,1.0,True,-9.527459543517198,9.608834512510306,0.9947780321927768,
103,a7ab3_fada04e06f8f9be7,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|realized_vol_24h,skeleton_b2350374ff5e0769,prod_687cb8e653ce24a6,pair_clip_mul,"Clip(Mul(Clip(Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,4)),-3,3),ZScore(Mean(realized_vol_24h,168))),-3,3)",True,0.8828125,1.0,True,-5.0,5.0,2.110223705591077,
104,a7ab3_468910c8ea564621,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|mark_index_basis_bps,skeleton_a8f2eb1be3bc5b33,prod_262449722f761747,pair_clip_mul,"Clip(Mul(ZScore(Delta(Mean(realized_vol_168h,168),4)),Sub(Mean(mark_index_basis_bps,24),Decay(mark_index_basis_bps,24))),-3,3)",True,0.8818359375,1.0,True,-5.0,5.0,1.2604429662419412,
105,a7ab3_64f833333849ff7f,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|trade_return_1h,skeleton_e3942fd8d3809b5c,prod_2c754704e5624136,pair_sub,"Sub(Sub(ZScore(Mean(realized_vol_24h,4)),ZScore(realized_vol_24h)),Sub(Decay(trade_return_1h,4),Decay(trade_return_1h,12)))",True,0.8505859375,1.0,True,-5.146209462762943,6.846991243783437,0.1618985054623214,
106,a7ab3_ac94a00af91868bc,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|premium_close_bps,skeleton_57a936a8498b77a2,prod_251092552dd9aba4,pair_clip_mul,"Clip(Mul(Winsor(Mean(realized_vol_24h,24),3),ZScore(Winsor(Delta(premium_close_bps,1),3))),-3,3)",True,0.84765625,1.0,True,-0.2741062397882672,0.2841482338331812,0.0111437440046369,
107,a7ab3_d772ca7c25367e24,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|premium_close_bps,skeleton_0ef1ce48f679b5a7,prod_d73182dd20bf273c,pair_zscore_sub,"ZScore(Sub(Clip(Mean(realized_vol_168h,24),-3,3),Clip(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,12)),-3,3)))",True,0.84765625,1.0,True,-4.341116863243181,4.077541247250799,0.9947780321927768,
108,a7ab3_f8fa28b226b1b1e4,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|trade_return_1h,skeleton_6b7e392c774e38f9,prod_c50cbacd5b384d14,pair_mul,"Mul(Sub(Decay(realized_vol_24h,24),Decay(realized_vol_24h,4)),Rank(Winsor(ZScore(trade_return_1h),3)))",True,0.84765625,1.0,True,-0.0755864170262929,0.0443246056683188,0.0012554414402306,
109,a7ab3_285694ca91ce7337,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|realized_vol_24h,skeleton_de83063414831b91,prod_6f3fa3d7c7909680,pair_winsor_sub,"Winsor(Sub(Decay(ZScore(premium_close_bps),12),Rank(Delta(realized_vol_24h,24))),3)",True,0.847412109375,1.0,True,-5.0,4.502428618662955,0.6929085137311957,
110,a7ab3_6763ebe3d24de902,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|premium_close_bps,skeleton_40574fe122065686,prod_63cd2e3632663e0f,pair_rank_mul,"Rank(Mul(Mul(Rank(Mean(realized_vol_168h,72)),ZScore(Delta(realized_vol_168h,24))),Sub(TSRank(premium_close_bps,72),TSRank(premium_close_bps,24))))",True,0.847412109375,1.0,True,0.0104166666666666,1.0,0.2885991018373988,
111,a7ab3_7c68909e8aa7f6ea,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|realized_vol_24h,skeleton_70134d0e4f09b6ba,prod_305d2a0fb47d6623,pair_winsor_sub,"Winsor(Sub(Sub(ZScore(Mean(mark_index_basis_bps,168)),ZScore(Mean(mark_index_basis_bps,4))),Mul(Rank(Mean(realized_vol_24h,72)),ZScore(Delta(realized_vol_24h,24)))),3)",True,0.847412109375,1.0,True,-5.0,5.0,1.0424270018231272,
112,a7ab3_952ed11fca8cfac1,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|realized_vol_168h,skeleton_a8e54200dcb275da,prod_8d6441508dc96835,pair_mul,"Mul(ZScore(Decay(Delta(mark_index_basis_bps,1),24)),Winsor(ZScore(realized_vol_168h),3))",True,0.847412109375,1.0,True,-48.12177347880503,46.76107863039364,1.8961809836551748,
113,a7ab3_6a2a3b864e045e61,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|premium_close_bps,skeleton_7c11bdc2245ea440,prod_888f3d702811c573,pair_zscore_sub,"ZScore(Sub(Mul(TSRank(realized_vol_24h,168),ZScore(Mean(realized_vol_24h,168))),ZScore(Delta(Mean(premium_close_bps,168),4))))",True,0.8466796875,1.0,True,-9.208441134453755,9.442859799727168,0.9947780321927768,
114,a7ab3_dc6b0b0d1d92ef26,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|mark_index_basis_bps,skeleton_9a873b0561c3ab9f,prod_923dbfd10014d76f,pair_winsor_sub,"Winsor(Sub(Rank(Sub(Mean(realized_vol_24h,168),Mean(realized_vol_24h,24))),Decay(Delta(mark_index_basis_bps,24),4)),3)",True,0.8466796875,1.0,True,-5.0,5.0,3.812037378940814,
115,a7ab3_04daf24ce962db97,G3_seed_pair_interaction,realized_vol_24h,realized_vol_24h|realized_vol_168h,skeleton_dd3e0615c6931f24,prod_5e6f5eb5e868e520,pair_rank_mul,"Rank(Mul(TSRank(Sub(Mean(realized_vol_24h,4),Mean(realized_vol_24h,168)),24),Mul(Rank(Delta(realized_vol_168h,24)),TSRank(Mean(realized_vol_168h,168),72))))",True,0.842041015625,1.0,True,0.0104166666666666,1.0,0.2886571028951453,
116,a7ab3_e5d6e69d28752387,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|realized_vol_24h,skeleton_7a30cffcc7fa7bfa,prod_390ec35ad3ccad00,pair_sub,"Sub(Sub(Rank(Decay(realized_vol_168h,4)),Rank(Decay(realized_vol_168h,12))),Rank(Clip(ZScore(realized_vol_24h),-3,3)))",True,0.8505859375,0.999452855912744,True,-1.2708333333333337,0.0520833333333333,0.2861124189859688,
117,a7ab3_1e9f85720989ccee,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|realized_vol_168h,skeleton_fe70cc9c1ac73f85,prod_6e8419d29679a850,pair_sub,"Sub(Sub(TSRank(Delta(premium_close_bps,4),168),Rank(Delta(premium_close_bps,24))),Sub(TSRank(realized_vol_168h,24),Rank(realized_vol_168h)))",True,0.8466796875,0.9990538494809688,True,-1.9211309523809523,1.891369047619048,0.5473068198387663,
118,a7ab3_afb013eb6fa30150,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|trade_return_1h,skeleton_ba9457d4927c9310,prod_5f5c2e741cddccb3,pair_winsor_sub,"Winsor(Sub(Sub(TSRank(realized_vol_168h,72),TSRank(realized_vol_168h,24)),TSRank(Sub(Mean(trade_return_1h,4),Mean(trade_return_1h,168)),24)),3)",True,0.842041015625,0.9960707209819272,True,-1.6666666666666667,0.5972222222222223,0.3783277486377344,
119,a7ab3_c435af7ac54a72be,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|trade_return_1h,skeleton_cb7542a6a3107541,prod_f5cf2ee2e8634fc4,pair_clip_mul,"Clip(Mul(Sub(Mean(premium_close_bps,24),Mean(premium_close_bps,4)),Mul(TSRank(trade_return_1h,24),ZScore(Mean(trade_return_1h,168)))),-3,3)",True,0.98828125,0.9922338191699605,True,-5.0,5.0,1.3876741320667925,
120,a7ab3_f9d3a2b05e2e13ae,G3_seed_pair_interaction,mark_index_basis_bps,mark_index_basis_bps|realized_vol_24h,skeleton_6fd0f4995197607b,prod_14421fff9b9e40aa,pair_clip_mul,"Clip(Mul(TSRank(Delta(mark_index_basis_bps,4),24),Delta(realized_vol_24h,1)),-3,3)",True,0.8466796875,0.9877360870818916,True,-0.0650156025476944,0.0632916900652366,0.0004637533106488,
121,a7ab3_d8e76f396c771531,G3_seed_pair_interaction,realized_vol_168h,realized_vol_168h|realized_vol_24h,skeleton_67e67312ca2df326,prod_0c8a3ac22bade298,pair_mul,"Mul(Sub(TSRank(realized_vol_168h,24),Rank(realized_vol_168h)),Sub(ZScore(Mean(realized_vol_24h,4)),ZScore(realized_vol_24h)))",True,0.84765625,0.9863401257680492,True,-6.494963645842058,2.709926366330257,0.0669969103451277,
122,a7ab3_a2f4400216b056a9,G3_seed_pair_interaction,premium_close_bps,premium_close_bps|realized_vol_24h,skeleton_324ea5c4a101d63c,prod_8daf16b0ad84b223,pair_mul,"Mul(Sub(ZScore(Delta(premium_close_bps,1)),ZScore(Delta(premium_close_bps,24))),Sub(Rank(Decay(realized_vol_24h,4)),Rank(Decay(realized_vol_24h,12))))",True,0.847412109375,0.8211490444636512,True,-5.817365052717251,4.806182716224081,0.0632340936401115,
123,a7ab3_4dceec11484308cd,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_d28a4a1d3d3ef772,prod_a2ab8f346c2bbd14,horizon_spread,"Sub(Sub(Mean(premium_close_bps,24),Decay(premium_close_bps,24)),Sub(TSRank(premium_close_bps,24),Rank(premium_close_bps)))",True,0.994140625,1.0,True,-105.8245446666666,144.30549316666662,2.7043257058272165,
124,a7ab3_5bf92cebea20b065,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_e52f279333afdc9d,prod_ba2e16fd3bd51956,zscore_self_interaction,"ZScore(Mul(Mul(TSRank(premium_close_bps,24),ZScore(Mean(premium_close_bps,168))),Rank(Clip(ZScore(premium_close_bps),-3,3))))",True,0.994140625,1.0,True,-9.561576539506657,8.873985831742129,0.9947780321927768,
125,a7ab3_5d4caf4e15cc5120,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,"ZScore(Sub(Decay(mark_index_basis_bps,4),Decay(mark_index_basis_bps,24)))",True,0.994140625,1.0,True,-9.64267992083764,9.42033511815047,0.9947780321927768,
126,a7ab3_5f3490d60d842a6e,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_80be2e39216c5bd2,prod_54938092429b135b,single_atom,"ZScore(Sub(Decay(mark_index_basis_bps,24),Decay(mark_index_basis_bps,12)))",True,0.994140625,1.0,True,-9.52251236044885,9.617823785689454,0.9947780321927768,
127,a7ab3_6403cbe7b873b73b,G2_basis_premium_dislocation,mark_index_basis_bps,mark_index_basis_bps,skeleton_e25be550185307eb,prod_19d95d075d7a5c2f,self_interaction,"Mul(Winsor(Mean(mark_index_basis_bps,24),3),Winsor(ZScore(mark_index_basis_bps),3))",True,0.994140625,1.0,True,-25.0,25.0,4.396276385719945,
128,a7ab3_6406fc0cf7ff3b35,G2_basis_premium_dislocation,premium_close_bps,premium_close_bps,skeleton_db44ca1a799bf920,prod_33d5176ca39ed498,horizon_spread,"Sub(Clip(Mean(premium_close_bps,24),-3,3),Rank(premium_close_bps))",True,0.994140625,1.0,True,-6.0,4.989583333333333,1.937980561991476,
