field_name,field_family,source_family,feature_class,transform,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,atlas_candidate,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error,strict_non_basis_candidate,near_miss_non_basis,lane
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L0_raw_forward_return,1,-1.0,1,False,5.516298528581125,0.0002928259369915,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,719,-6.982299304163853e-05,-0.3147646799860235,-0.3147646799860235,-0.3147646799860235,0.5146036161335188,719,5.228843342930523e-05,0.4765343920035981,0.4765343920035981,0.4765343920035981,0.5090403337969402,719,5.308257812182548e-05,0.3849979707956039,0.3849979707956039,0.3849979707956039,0.5243393602225312,719,-0.0005061740288102,-1.96821266844168,-1.96821266844168,-1.96821266844168,0.4561891515994437,95.86666666666666,,False,False,reject
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L1_cross_sectional_relative_return,1,-1.0,1,False,5.516298528581125,0.0002928259369915,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,719,-6.982299304163855e-05,-0.3147646799860237,-0.3147646799860237,-0.3147646799860237,0.5146036161335188,719,5.228843342930523e-05,0.4765343920035981,0.4765343920035981,0.4765343920035981,0.5090403337969402,719,5.308257812182549e-05,0.384997970795604,0.384997970795604,0.384997970795604,0.5243393602225312,719,-0.0005061740288102,-1.96821266844168,-1.96821266844168,-1.96821266844168,0.4561891515994437,95.86666666666666,,False,False,reject
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L3_liquidity_tier_relative_return,1,-1.0,2,False,5.6690476879142055,0.0001937779170999,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,719,-0.0001826638631439,-1.350839042385977,-1.350839042385977,-1.350839042385977,0.4826147426981919,719,5.155163957206839e-05,0.5772554140355061,0.5772554140355061,0.5772554140355061,0.5159944367176634,719,-6.193218020280678e-05,-0.5090154454165706,-0.5090154454165706,-0.5090154454165706,0.4993045897079277,719,-0.0003950246601918,-1.3597188678742862,-1.3597188678742862,-1.3597188678742862,0.4492350486787204,95.86666666666666,,False,False,reject
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L5_vol_adjusted_return,1,-1.0,1,False,3.2166584031843817,0.0227348425351781,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,719,-0.0009142232316395,-0.0622457672850272,-0.0622457672850272,-0.0622457672850272,0.502086230876217,719,0.0108735650914138,0.9344561136972642,0.9344561136972642,0.9344561136972642,0.5201668984700973,719,0.0144737582120275,1.0478256787255096,1.0478256787255096,1.0478256787255096,0.5354659248956884,719,-0.0268407726426009,-1.3702189566812506,-1.3702189566812506,-1.3702189566812506,0.4867872044506258,95.86666666666666,,False,False,reject
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L0_raw_forward_return,4,-1.0,1,False,26.115785766060533,0.0014290923738159,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,716,-0.0002932518523675,-0.6340320099712627,-0.3657334913769263,-0.4227027526701393,0.4930167597765363,716,4.985396667200796e-05,0.228174668859715,0.2252433777201149,-0.5823809002554091,0.494413407821229,716,7.274010249939149e-05,0.2689205440687662,0.3380402837377748,-0.520923752321934,0.5125698324022346,716,-0.0014617247838167,-3.1613303422892085,-1.5417498475322975,-2.090418466262194,0.4287709497206703,95.46666666666668,,False,False,reject
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L1_cross_sectional_relative_return,4,-1.0,1,False,26.115785766060508,0.0014290923738159,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,716,-0.0002932518523675,-0.6340320099712627,-0.3657334913769261,-0.4227027526701389,0.4930167597765363,716,4.9853966672008e-05,0.2281746688597152,0.2252433777201148,-0.5823809002554091,0.494413407821229,716,7.274010249939149e-05,0.2689205440687662,0.338040283737775,-0.5209237523219339,0.5125698324022346,716,-0.0014617247838167,-3.161330342289208,-1.541749847532297,-2.090418466262193,0.4287709497206703,95.46666666666668,,False,False,reject
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L3_liquidity_tier_relative_return,4,-1.0,2,False,17.660039288025093,0.0010644056824062,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,716,-0.0007699103904934,-2.948552464905472,-1.5275730423911729,-1.640354288385055,0.4622905027932961,716,7.219722257736369e-05,0.4110425318711789,0.29953601644884,-0.5465962152792468,0.4916201117318435,716,-0.0003674848537631,-1.4919694772382797,-0.5504557193576156,-1.3452056227498383,0.4608938547486033,716,-0.001072999284695,-1.9957561490576337,-0.9841746995610402,-1.3730460517694314,0.4455307262569832,95.46666666666668,,False,False,reject
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L5_vol_adjusted_return,4,-1.0,1,False,6.939524316978564,0.1134078476695901,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,716,-0.0126170471419327,-0.4161126689593377,-0.2297177625236943,-0.3299995857925017,0.5,716,0.0199220118029166,0.8233946685979561,0.568001842210159,-0.4408853839119667,0.505586592178771,716,0.0458589187847126,1.5888747516590591,0.9039476270404486,0.2178751886307356,0.5363128491620112,716,-0.1106779924428918,-2.945725684953033,-1.4588921581228649,-1.6435214364773176,0.4567039106145251,95.46666666666668,,False,False,reject
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L0_raw_forward_return,8,-1.0,1,False,27.284719028982064,0.0037521519045456,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,712,-0.0001071579979923,-0.1701122955195662,-0.0663082585567847,-0.3723043302300395,0.5028089887640449,712,9.588532888043068e-05,0.3309705748680229,0.0134636908804884,-0.9913272901271092,0.4873595505617977,712,0.0004072220084114,1.0918963062667146,0.3087550352689695,-0.102640774505778,0.5337078651685393,712,-0.0035849215456352,-5.81026045090553,-2.0460510372216767,-2.995259358961257,0.422752808988764,94.93333333333334,,False,False,reject
trade_quote_volume,liquidity,trade_ohlcv,raw_source,level,L1_cross_sectional_relative_return,8,-1.0,1,False,27.28471902898213,0.0037521519045456,True,False,HOLD_A7FFCORE16E_PREMAY_UNSTABLE,712,-0.0001071579979923,-0.1701122955195672,-0.0663082585567843,-0.3723043302300399,0.5028089887640449,712,9.588532888043044e-05,0.3309705748680221,0.0134636908804884,-0.9913272901271092,0.4873595505617977,712,0.0004072220084114,1.0918963062667146,0.3087550352689697,-0.102640774505778,0.5337078651685393,712,-0.0035849215456352,-5.810260450905532,-2.046051037221676,-2.995259358961256,0.422752808988764,94.93333333333334,,False,False,reject
