candidate_id,object_name,object_type,expected_classification,runner_classification,classification_match,redesigned_rank_score,reject_or_hold_reasons,may_stress_label
a7i1a_fundingcore_baseline,FundingCore,baseline,MANDATORY_BASELINE_NOT_CANDIDATE,MANDATORY_BASELINE_NOT_CANDIDATE,True,2.5113782982161554,,severe_fail
a7i1a_core4_benchmark,Core4,baseline,RESEARCH_BENCHMARK_NOT_CANDIDATE,RESEARCH_BENCHMARK_NOT_CANDIDATE,True,0.6783607414242765,,severe_fail
a7h_flow_rank_taker_imbalance_h6,Rank(taker_imbalance),known_overlay,HOLD_RESIDUAL_ONLY_HEDGE_CLUE,HOLD_RESIDUAL_ONLY_HEDGE_CLUE,True,-4.534663381690274,standalone_raw_negative;overlay_only,severe_fail
i2_microstructure_lite_113,i2_microstructure_lite_113,generated_candidate,A7J_CLUE_ONLY,A7J_CLUE_ONLY,True,1.739217050971275,residual_funding_validation_nonpositive;residual_core4_recent_nonpositive;cost20_recent_negative;may_stress_veto_label,material_fail
a7i1a_taker_imbalance_sign_flip,a7i1a_taker_imbalance_sign_flip,placebo,NEGATIVE_CONTROL,NEGATIVE_CONTROL,True,-6.8,,stress_only
a7i1a_taker_imbalance_row_shuffle,a7i1a_taker_imbalance_row_shuffle,placebo,NEGATIVE_CONTROL,NEGATIVE_CONTROL,True,-6.8,,stress_only
a7i1a_taker_imbalance_time_shuffle,a7i1a_taker_imbalance_time_shuffle,placebo,NEGATIVE_CONTROL,NEGATIVE_CONTROL,True,-6.8,,stress_only
a7i1a_taker_imbalance_wrong_lag,a7i1a_taker_imbalance_wrong_lag,placebo,NEGATIVE_CONTROL,NEGATIVE_CONTROL,True,-6.8,,stress_only
a7i1a_random_noise_placebo,a7i1a_random_noise_placebo,placebo,NEGATIVE_CONTROL,NEGATIVE_CONTROL,True,-6.8,,stress_only
