candidate_id,cluster_id,interval,horizon,expression,target,mean_ic,ic_positive_rate,ls_annualized,ls_hit_rate,turnover_mean
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,crypto_a3_1h_001,1h,6,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",perp_last_close,0.031033062639542783,0.5311385459533607,0.7496942905955591,0.5285322359396434,0.3289467671921407
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,crypto_a3_1h_001,1h,6,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",mark_close,0.030773428898763937,0.532235939643347,0.748614688931738,0.529355281207133,0.3289467671921407
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,crypto_a3_1h_001,1h,6,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",index_close,0.029782141915740135,0.5271604938271605,0.710782205315201,0.5268861454046639,0.3289467671921407
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,crypto_a3_1h_001,1h,6,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",spot_close_core6,,,,,0.0
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,crypto_a3_1h_002,1h,6,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",perp_last_close,0.025721168427405763,0.528395061728395,0.7046233564574574,0.5235939643347051,0.5342928946767191
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,crypto_a3_1h_002,1h,6,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",mark_close,0.025580449324943133,0.5288065843621399,0.7035047328949902,0.5241426611796982,0.5342928946767191
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,crypto_a3_1h_002,1h,6,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",index_close,0.0226251115140004,0.5248285322359396,0.6189179093223073,0.5219478737997256,0.5342928946767191
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,crypto_a3_1h_002,1h,6,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",spot_close_core6,,,,,0.0
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",perp_last_close,0.014451043037701726,0.520172509738453,0.9319209289225947,0.5186421814134669,0.3720356408498972
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",mark_close,0.014141728446562068,0.5193377851975515,0.9325767842594512,0.5162771285475793,0.3720356408498972
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",index_close,0.013728843139261223,0.5176683361157485,0.8991171556453028,0.5189204229271007,0.3720356408498972
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",spot_close_core6,,,,,0.0
crypto_a1_1h_1_price_basis_confirmation_cd03f009af21,crypto_a3_1h_004,1h,1,"Mul(Rank(ret_24),Rank(mark_minus_index))",perp_last_close,0.034907588367738086,0.535709389993146,1.085684092387024,0.5289924605894448,0.37770162211560426
crypto_a1_1h_1_price_basis_confirmation_cd03f009af21,crypto_a3_1h_004,1h,1,"Mul(Rank(ret_24),Rank(mark_minus_index))",mark_close,0.03520475188440385,0.5388622344071282,1.0842549694366985,0.5291295407813571,0.37770162211560426
crypto_a1_1h_1_price_basis_confirmation_cd03f009af21,crypto_a3_1h_004,1h,1,"Mul(Rank(ret_24),Rank(mark_minus_index))",index_close,0.032941410996662035,0.5388622344071282,0.9196043048406427,0.5248800548320768,0.37770162211560426
crypto_a1_1h_1_price_basis_confirmation_cd03f009af21,crypto_a3_1h_004,1h,1,"Mul(Rank(ret_24),Rank(mark_minus_index))",spot_close_core6,,,,,0.0
crypto_a1_1h_1_basis_funding_state_bcb9a54219dd,crypto_a3_1h_005,1h,1,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",perp_last_close,0.010318447604092517,0.5112687813021702,0.7740381541890188,0.5107122982749026,0.18016906557002513
crypto_a1_1h_1_basis_funding_state_bcb9a54219dd,crypto_a3_1h_005,1h,1,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",mark_close,0.009815306390553656,0.5125208681135225,0.7628791497834112,0.5108514190317195,0.18016906557002513
crypto_a1_1h_1_basis_funding_state_bcb9a54219dd,crypto_a3_1h_005,1h,1,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",index_close,0.008564402971992584,0.5114079020589872,0.6406316906252358,0.5098775737340011,0.18016906557002513
crypto_a1_1h_1_basis_funding_state_bcb9a54219dd,crypto_a3_1h_005,1h,1,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",spot_close_core6,,,,,0.0
crypto_a1_1h_1_price_basis_confirmation_bdae62c87774,crypto_a3_1h_006,1h,1,"Mul(Rank(ret_6),Rank(mark_minus_index))",perp_last_close,0.03735153313719927,0.5421521590130226,0.9860693010595281,0.5376285126799177,0.5550376970527758
crypto_a1_1h_1_price_basis_confirmation_bdae62c87774,crypto_a3_1h_006,1h,1,"Mul(Rank(ret_6),Rank(mark_minus_index))",mark_close,0.0371375081004267,0.5416038382453735,0.953922481252059,0.5358464701850583,0.5550376970527758
crypto_a1_1h_1_price_basis_confirmation_bdae62c87774,crypto_a3_1h_006,1h,1,"Mul(Rank(ret_6),Rank(mark_minus_index))",index_close,0.03571934947490477,0.5384509938313914,0.8390655629444378,0.5361206305688828,0.5550376970527758
crypto_a1_1h_1_price_basis_confirmation_bdae62c87774,crypto_a3_1h_006,1h,1,"Mul(Rank(ret_6),Rank(mark_minus_index))",spot_close_core6,,,,,0.0
crypto_a1_1h_1_price_momentum_continuation_cd58bdfa34b6,crypto_a3_1h_007,1h,1,Rank(ret_3),perp_last_close,0.04124358045699569,0.544893762851268,1.0680917897724143,0.5337902673063742,0.8995202193283071
