candidate_id,semantic_bucket,motif_bucket,split_count,strict_split_count,positive_split_count,control_clean_split_count,median_cost_adjusted_spread,median_control_ratio,max_tstat,control_clean_recent,control_clean_train,control_clean_validation,positive_recent,positive_train,positive_validation,strict_recent,strict_train,strict_validation,source,split_stable_proxy,surface_score,numeric_clue_rows,numeric_label_count,numeric_horizon_count,numeric_min_control_ratio,numeric_best_original_score,objective_surface_candidate
a7ffcore11e_01b7a408bae766f6b9,open_interest_like,single,3,0,0,0,-0.0008973869832867,2.400473158662842,0.8014980589160713,False,False,False,False,False,False,False,False,False,core14e_original_packet,False,-1.5989750997467707,5,3,3,0.4520624282623037,0.0456033415031406,False
a7ffcore11e_053df6d3b4eac08f74,taker_flow_like|open_interest_like,flow_x_leverage,3,0,0,0,-0.0030449953767541,12.869919561104783,-0.0804905699719431,False,False,False,False,False,False,False,False,False,core14e_original_packet,False,-10.080490569971943,2,2,1,0.7209974285617521,0.0155947682517269,False
a7ffcore11e_0645e71850908e893a,open_interest_like|positioning_like,delta_x_divergence,3,0,0,0,-0.0009125010363587,1.88057157471316,1.7693363482902622,False,False,False,False,False,False,False,False,False,core14e_original_packet,False,-0.11123522642289774,7,3,4,0.3372521577869478,0.0268616178662614,False
a7ffcore11e_0700ec30c6b8fb8e9c,liquidity_like|volatility_like,liquidity_shock,3,0,0,2,-0.0013524786843048,0.8101227420373095,2.3035410251773105,False,True,True,False,False,False,False,False,False,core14e_original_packet,False,4.4934182831400005,6,3,3,0.2120715965183493,0.1785527746133719,False
a7ffcore11e_08612111456ef74614,liquidity_like|volatility_like,liquidity_shock,3,0,1,0,-0.0015059739473347,2.381765796617047,0.8391164767773007,False,False,False,False,True,False,False,False,False,core14e_original_packet,False,-0.04264931983974618,3,3,3,0.4379762221465282,0.0645173415710785,False
a7ffcore11e_08873be32daaf18f8f,liquidity_like,single,3,0,0,1,-0.0007561752643233,4.052754330845725,0.986229559764061,False,True,False,False,False,False,False,False,False,core14e_original_packet,False,-1.566524771081664,3,1,3,0.241898256596405,0.0113755829720913,False
a7ffcore11e_0ba480ce00fc18d6d2,liquidity_like|volatility_like,liquidity_shock,3,0,1,1,-0.0025018185769197,1.143111108089989,1.1660764133208097,True,False,False,False,False,True,False,False,False,core14e_original_packet,False,3.022965305230821,5,3,4,0.4125404350312515,0.040720475648745,False
a7ffcore11e_0d924ccf8c5f90f8cf,liquidity_like|volatility_like,liquidity_shock,3,0,0,0,-0.001149368046677,6.82786888762637,-0.1189588520345164,False,False,False,False,False,False,False,False,False,core14e_original_packet,False,-6.946827739660886,4,3,3,0.2547724017692405,0.1994990550870831,False
a7ffcore11e_0dd21d80949fec5fb7,liquidity_like,single,3,0,0,0,-0.0011267438163326,3.289340242876934,1.1440062124360473,False,False,False,False,False,False,False,False,False,core14e_original_packet,False,-2.1453340304408863,3,2,3,0.3791012956707527,0.1081345182230059,False
a7ffcore11e_0e0f0e07398f95176c,taker_flow_like|basis_premium_like,gated_sign,3,0,0,0,-0.0006757020459678,6.031913827157433,2.7768818230023027,False,False,False,False,False,False,False,False,False,core14e_original_packet,False,-3.25503200415513,5,2,3,0.4339637322084959,0.0465748680968588,False
a7ffcore11e_108bca7372512beafd,taker_flow_like|basis_premium_like,gated_sign,3,1,1,2,-0.0002110149004785,0.7704178689985319,2.717133036669549,True,False,True,True,False,False,True,False,False,core14e_original_packet,False,10.446715167671018,7,3,4,0.3884429861016146,0.1729000381468802,False
a7ffcore11e_10950375da87ec66dc,taker_flow_like|basis_premium_like,gated_sign,3,0,0,0,-0.0007045550936637,7.035899682291943,2.879498663445393,False,False,False,False,False,False,False,False,False,core14e_original_packet,False,-4.15640101884655,4,2,2,0.4105340207096944,0.0456363483325001,False
a7ffcore11e_117db61a4c24d455a6,liquidity_like|volatility_like,liquidity_shock,3,0,0,1,-0.0008413695340261,1.8091032586190272,1.2843735146013302,False,False,True,False,False,False,False,False,False,core14e_original_packet,False,0.9752702559823028,3,3,2,0.3104009983157864,0.1283682401261909,False
a7ffcore11e_11882b391b74beae55,liquidity_like|volatility_like,liquidity_shock,3,0,0,0,-0.0004647925551125,1.201383344553015,1.828121177401083,False,False,False,False,False,False,False,False,False,core14e_original_packet,False,0.6267378328480679,7,2,4,0.1985064751767487,0.0194351446713061,False
a7ffcore11e_123c59e7517b7ef3c6,taker_flow_like|basis_premium_like,gated_sign,3,0,0,1,-0.0006475281181509,4.0810125398525,1.867184861241268,False,False,True,False,False,False,False,False,False,core14e_original_packet,False,-0.7138276786112319,5,2,3,0.3354163528644105,0.0526015623299985,False
