blueprint_id,expression,semantic_pair,motif,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,robust_median_tstat_floor,robust_min_tstat_floor,robust_ok,cost2_recent_oriented,cost5_recent_oriented,cost10_recent_oriented,avg_n_obs_recent,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,non_l7_bonus,score_no_may,skeleton_key,finite_share,nonzero_share
a7ff24r_58cd9af618657156,"Mul(Delta(mark_index_basis_bps,2),realized_vol_24h)",basis_premium_like|volatility_like,mul,L5_vol_adjusted_return,24,-1.0,3,True,0.9041663838444192,0.18580434233198548,True,0.31111129230224255,1.7041497048873777,True,0.2709412617750502,0.2703412617750502,0.2693412617750502,92.8,A7FFCORE65A_NUMERIC_CLUE,694,-0.01267495271253333,-0.24987381214255616,-0.04095379014075132,-1.425771711727403,0.49855907780979825,696,-0.08400636530891989,-1.787006626917736,-0.33330837524177637,-1.8734141891816767,0.4640804597701149,696,-0.19277301892321574,-2.8279422140341945,-0.6843884199118973,-1.7041497048873777,0.4425287356321839,696,-0.2713412617750502,-2.3465099498278694,-0.31111129230224255,-2.3711361143089724,0.47126436781609193,1.0,276.4370953912058,,0.826773915541511,0.9985413771137364
a7ff24r_16a015591ba6cab1,"Sub(CSRank(mark_index_basis_bps),CSRank(Mean(premium_close_bps,8)))",basis_premium_like|basis_premium_like,spread_rank,L7_ranked_future_return,4,-1.0,3,True,0.4647475765408308,0.007834666129991725,True,2.277401148507261,3.208588916254063,True,0.024867474118512877,0.024267474118512877,0.023267474118512876,95.46666666666667,A7FFCORE65A_RANK_LABEL_DIAGNOSTIC_CLUE,709,-0.017023613099732632,-3.0062898113619845,-1.3804318335968864,-2.217610421626875,0.45557122708039494,716,-0.03259248825545962,-5.963949684515749,-2.9878688091949135,-3.208588916254063,0.4064245810055866,716,-0.03912916738673984,-7.270477166571503,-3.465545888221044,-5.043283266729869,0.39106145251396646,716,-0.025267474118512878,-4.389010039505513,-2.277401148507261,-3.342907971333596,0.44692737430167595,0.0,29.802726541972046,,0.997701809824763,0.9743287503599194
a7ff24r_0976d19eda31e7f3,"SafeDiv(Delta(mark_index_basis_bps,2),Abs(premium_close_bps))",basis_premium_like|basis_premium_like,safe_div_abs,L7_ranked_future_return,8,-1.0,3,True,0.8178330541781561,0.011975898105418822,True,0.7015098070110027,1.721856237982982,True,0.023272708686314723,0.022672708686314724,0.021672708686314726,57.43611111111111,A7FFCORE65A_RANK_LABEL_DIAGNOSTIC_CLUE,710,-0.00902897419237648,-1.4096242249115563,-0.8050305279480401,-1.6114873843933337,0.4732394366197183,712,-0.020127228311151237,-3.095162459410051,-1.2218461243531231,-2.2659403104929168,0.43820224719101125,712,-0.009653315377727246,-1.5197200081157196,-0.7015098070110027,-1.721856237982982,0.4747191011235955,712,-0.023672708686314724,-3.610056038006256,-1.1788374140933615,-2.5285968918782427,0.45224719101123595,0.0,27.85487563213657,,0.6638328306042325,0.9998332108710449
a7ff24r_fad5886189793630,"Delta(mark_index_basis_bps,8)",basis_premium_like,single,L7_ranked_future_return,8,-1.0,3,True,0.4349863943498333,0.006139786204744071,True,1.1302997995976813,2.1466785295808193,True,0.018661378355181023,0.018061378355181023,0.017061378355181026,94.93333333333334,A7FFCORE65A_RANK_LABEL_DIAGNOSTIC_CLUE,704,-0.006053947679924242,-1.1050856591970948,-0.5560711423288955,-1.3969458407813686,0.4659090909090909,712,-0.019136317233666246,-3.7741295487532773,-1.6204187360639115,-2.1466785295808193,0.46348314606741575,712,-0.026583794995838538,-5.037381019007786,-1.8221877870646273,-3.303521973237602,0.4199438202247191,712,-0.019061378355181024,-3.4098496309808173,-1.1302997995976813,-2.239565628477679,0.45365168539325845,0.0,23.626391960831192,,0.9974145360528583,0.9976688508064516
a7ff24r_5e93346f70a68d33,"Mul(Delta(mark_index_basis_bps,8),Sign(realized_vol_168h))",basis_premium_like|volatility_like,gated_sign,L7_ranked_future_return,8,-1.0,3,True,0.44475261318122167,0.006139786204744071,True,1.1302997995976813,2.1466785295808193,True,0.018661378355181023,0.018061378355181023,0.017061378355181026,94.93333333333334,A7FFCORE65A_RANK_LABEL_DIAGNOSTIC_CLUE,704,-0.006053947679924242,-1.1050856591970948,-0.5560711423288955,-1.3969458407813686,0.4659090909090909,712,-0.019136317233666246,-3.7741295487532773,-1.6204187360639115,-2.1466785295808193,0.46348314606741575,712,-0.026583794995838538,-5.037381019007786,-1.8221877870646273,-3.303521973237602,0.4199438202247191,712,-0.019061378355181024,-3.4098496309808173,-1.1302997995976813,-2.239565628477679,0.45365168539325845,0.0,23.6166257419998,,0.8250502729100833,0.9975409122562674
a7ff24r_0b842e7d57714bb0,"Mul(Delta(mark_index_basis_bps,8),Sign(realized_vol_24h))",basis_premium_like|volatility_like,gated_sign,L7_ranked_future_return,8,-1.0,3,True,0.9663907305864314,0.006139786204744071,True,1.1302997995976813,2.1466785295808193,True,0.018661378355181023,0.018061378355181023,0.017061378355181026,94.93333333333334,A7FFCORE65A_RANK_LABEL_DIAGNOSTIC_CLUE,704,-0.006053947679924242,-1.1050856591970948,-0.5560711423288955,-1.3969458407813686,0.4659090909090909,712,-0.019136317233666246,-3.7741295487532773,-1.6204187360639115,-2.1466785295808193,0.46348314606741575,712,-0.026583794995838538,-5.037381019007786,-1.8221877870646273,-3.303521973237602,0.4199438202247191,712,-0.019061378355181024,-3.4098496309808173,-1.1302997995976813,-2.239565628477679,0.45365168539325845,0.0,23.094987624594594,,0.8250502729100833,0.9975409122562674
a7ff24r_14eb7b2a6dbac47a,"SafeDiv(Delta(mark_index_basis_bps,2),Abs(trade_return_1h))",basis_premium_like|price_like,safe_div_abs,L7_ranked_future_return,4,-1.0,3,True,0.46361962554976843,0.004208305737526234,True,1.4557321610423313,2.502624021322033,True,0.015091720334160976,0.014491720334160976,0.013491720334160975,90.40138888888889,A7FFCORE65A_RANK_LABEL_DIAGNOSTIC_CLUE,714,-0.010207149989625477,-1.9157308556425205,-1.435461272067334,-2.0835783707423836,0.48179271708683474,716,-0.017954282407407405,-3.497054926451163,-1.5419274105654046,-2.502624021322033,0.44553072625698326,716,-0.030602150902648458,-6.066074249129451,-3.196352081060545,-4.256687084227377,0.42178770949720673,716,-0.015491720334160975,-3.171122101444249,-1.4557321610423313,-2.969493329620448,0.46787709497206703,0.0,20.02810070861121,,0.9633217226850522,0.9989531528117321
