signal_name,field_family,neutralization_mode,split,n_dates,avg_n_obs,valid_row_share,valid_rows,mean_ic,ic_tstat,positive_ic_rate,mean_decile_spread,decile_spread_tstat,positive_spread_rate
momentum_24h,price,global,recent_2025H2_2026Apr,382,459.7041884816754,0.9910849994154098,339070,-0.04535235923229574,-6.5732133061650915,0.3507853403141361,-0.0059025699201291845,-3.853965298633316,0.4083769633507853
momentum_24h,price,global,train_2024,380,213.70526315789473,0.9910849994154098,339070,-0.032143694294553056,-4.020638755173,0.40789473684210525,-0.0013589722469774506,-0.9982151156083334,0.49473684210526314
momentum_24h,price,global,validation_2025H1,254,323.83858267716533,0.9910849994154098,339070,-0.034991568677078914,-3.1546948258302456,0.40551181102362205,-0.0008349083564842958,-0.42987769357755357,0.4409448818897638
momentum_24h,price,age_neutral,recent_2025H2_2026Apr,382,459.5471204188482,0.9902841108383024,338796,-0.04876598595695168,-7.66786703580892,0.3481675392670157,-0.005271117366230103,-3.8378578002723316,0.41361256544502617
momentum_24h,price,age_neutral,train_2024,380,213.1421052631579,0.9902841108383024,338796,-0.03394340075110529,-4.466006402653602,0.3973684210526316,-0.0020364957875574634,-1.5948563802761764,0.4842105263157895
momentum_24h,price,age_neutral,validation_2025H1,254,323.83858267716533,0.9902841108383024,338796,-0.04278096787022037,-4.127499490213055,0.38188976377952755,-0.0017807451072959163,-1.1157508771868707,0.4566929133858268
momentum_24h,price,coarse_latent_neutral,recent_2025H2_2026Apr,382,428.0732984293194,0.9068163217584473,310240,-0.05118277385007552,-9.06760997385004,0.3036649214659686,-0.0038143141423420414,-3.287502893956379,0.3900523560209424
momentum_24h,price,coarse_latent_neutral,train_2024,380,193.9078947368421,0.9068163217584473,310240,-0.036556353931592706,-5.531010543560772,0.4052631578947368,-0.0015070124769513788,-1.3519025021986664,0.4710526315789474
momentum_24h,price,coarse_latent_neutral,validation_2025H1,254,287.5236220472441,0.9068163217584473,310240,-0.038319972323547814,-4.794780190556831,0.3464566929133858,-0.0021821241271782208,-1.6481572166832346,0.41732283464566927
momentum_24h,price,raw_latent_neutral,recent_2025H2_2026Apr,382,311.0157068062827,0.6353940137963288,217381,-0.05818774871190191,-9.776872938999434,0.2801047120418848,-0.0051622320130727106,-4.757667966624569,0.38219895287958117
momentum_24h,price,raw_latent_neutral,train_2024,380,148.5921052631579,0.6353940137963288,217381,-0.03604817121245276,-5.283847251355063,0.4105263157894737,-0.001236416016050825,-1.126113566641452,0.5131578947368421
momentum_24h,price,raw_latent_neutral,validation_2025H1,254,165.7795275590551,0.6353940137963288,217381,-0.0481396782055482,-5.655465532183431,0.33070866141732286,-0.0005597925338719703,-0.49530952285377444,0.43700787401574803
reversal_24h,price,global,recent_2025H2_2026Apr,382,459.7041884816754,0.9910849994154098,339070,0.04535235923229574,6.5732133061650915,0.6492146596858639,0.0059025699201291845,3.853965298633316,0.5916230366492147
reversal_24h,price,global,train_2024,380,213.70526315789473,0.9910849994154098,339070,0.032143694294553056,4.020638755173,0.5921052631578947,0.0013589722469774506,0.9982151156083334,0.5052631578947369
reversal_24h,price,global,validation_2025H1,254,323.83858267716533,0.9910849994154098,339070,0.034991568677078914,3.1546948258302456,0.594488188976378,0.0008349083564842958,0.42987769357755357,0.5590551181102362
reversal_24h,price,age_neutral,recent_2025H2_2026Apr,382,459.5471204188482,0.9902841108383024,338796,0.04876598595695168,7.66786703580892,0.6518324607329843,0.005271117366230103,3.8378578002723316,0.5863874345549738
reversal_24h,price,age_neutral,train_2024,380,213.1421052631579,0.9902841108383024,338796,0.03394340075110529,4.466006402653602,0.6026315789473684,0.0020364957875574634,1.5948563802761764,0.5157894736842106
reversal_24h,price,age_neutral,validation_2025H1,254,323.83858267716533,0.9902841108383024,338796,0.04278096787022037,4.127499490213055,0.6181102362204725,0.0017807451072959163,1.1157508771868707,0.5433070866141733
reversal_24h,price,coarse_latent_neutral,recent_2025H2_2026Apr,382,428.0732984293194,0.9068163217584473,310240,0.05118277385007552,9.06760997385004,0.6963350785340314,0.0038143141423420414,3.287502893956379,0.6099476439790575
reversal_24h,price,coarse_latent_neutral,train_2024,380,193.9078947368421,0.9068163217584473,310240,0.036556353931592706,5.531010543560772,0.5947368421052631,0.0015070124769513788,1.3519025021986664,0.5289473684210526
reversal_24h,price,coarse_latent_neutral,validation_2025H1,254,287.5236220472441,0.9068163217584473,310240,0.038319972323547814,4.794780190556831,0.6535433070866141,0.0021821241271782208,1.6481572166832346,0.5826771653543307
