a7ls_arm,arm_name,search_role,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,modifier_guard_required,expression,skeleton_key,production_key,blueprint_id,in_materialization_queue,in_company_numeric_wave_queue,materialization_shard,checkpoint_key,numeric_shard
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,signed_spread,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,level,mean_8h,False,"Mul(Sub(CSRank(mark_index_basis_bps),CSRank(Mean(mark_trade_basis_bps,8))),Sign(Mean(mark_trade_basis_bps,8)))",skel_ab37051588d52fcc,prod_22bede66be2d6bc7,a7ls1_35e88b94168aceb6,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_35e88b94168aceb6,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,funding_state_like|liquidity_like,signed_spread,funding_rate_state_last_ffill_8h,trade_quote_volume,funding_state_like,liquidity_like,level,level,False,"Mul(Sub(CSRank(funding_rate_state_last_ffill_8h),CSRank(trade_quote_volume)),Sign(trade_quote_volume))",skel_e001e287e8d9140a,prod_80576fe06160632b,a7ls1_4882f03ab8d865f4,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_4882f03ab8d865f4,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,liquidity_like|listing_age_like,signed_spread,trade_quote_volume,listing_age_days,liquidity_like,listing_age_like,clip_z,zmean_24h,True,"Mul(Sub(CSRank(Clip(ZScore(trade_quote_volume),-3,3)),CSRank(ZScore(Mean(listing_age_days,24)))),Sign(ZScore(Mean(listing_age_days,24))))",skel_179343098699c575,prod_048ba53307187611,a7ls1_3a896348925d91a4,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_3a896348925d91a4,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,listing_age_like|regime_state,signed_spread,listing_age_days,funding_abs_state,listing_age_like,regime_state,level,zmean_168h,True,"Mul(Sub(CSRank(listing_age_days),CSRank(ZScore(Mean(funding_abs_state,168)))),Sign(ZScore(Mean(funding_abs_state,168))))",skel_54e4d00dacb72134,prod_39dfc9ea617896a5,a7ls1_91788c2a7206d324,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_91788c2a7206d324,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,open_interest_like,signed_spread,open_interest_last,open_interest_mean,open_interest_like,open_interest_like,mean_4h,csrank,False,"Mul(Sub(CSRank(Mean(open_interest_last,4)),CSRank(CSRank(open_interest_mean))),Sign(CSRank(open_interest_mean)))",skel_50fabfec06d9bf09,prod_08d1e552eb5233ef,a7ls1_5df9c3338812d73a,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_5df9c3338812d73a,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,positioning_like|liquidity_like,signed_spread,global_long_short_account_ratio_last,trade_quote_volume,positioning_like,liquidity_like,level,zmean_4h,False,"Mul(Sub(CSRank(global_long_short_account_ratio_last),CSRank(ZScore(Mean(trade_quote_volume,4)))),Sign(ZScore(Mean(trade_quote_volume,4))))",skel_54e4d00dacb72134,prod_04c8118214202bf2,a7ls1_3eff7883c17380f7,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_3eff7883c17380f7,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,price_like,signed_spread,trade_close,mark_close,price_like,price_like,zmean_4h,clip_z,False,"Mul(Sub(CSRank(ZScore(Mean(trade_close,4))),CSRank(Clip(ZScore(mark_close),-3,3))),Sign(Clip(ZScore(mark_close),-3,3)))",skel_8af38a26408fa3f9,prod_8c9e8b880b48a39c,a7ls1_3b4de89c63ba421a,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_3b4de89c63ba421a,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,taker_flow_like|liquidity_like,signed_spread,taker_buy_sell_volume_ratio_last,trade_quote_volume,taker_flow_like,liquidity_like,delta_4h,clip_z,False,"Mul(Sub(CSRank(Delta(taker_buy_sell_volume_ratio_last,4)),CSRank(Clip(ZScore(trade_quote_volume),-3,3))),Sign(Clip(ZScore(trade_quote_volume),-3,3)))",skel_fcb7f07e87386e66,prod_c85bc8ef3428b93f,a7ls1_655fad9712121552,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_655fad9712121552,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,volatility_like|listing_age_like,signed_spread,realized_vol_24h,log1p_listing_age_days,volatility_like,listing_age_like,level,zmean_24h,True,"Mul(Sub(CSRank(realized_vol_24h),CSRank(ZScore(Mean(log1p_listing_age_days,24)))),Sign(ZScore(Mean(log1p_listing_age_days,24))))",skel_54e4d00dacb72134,prod_7d23eb4a0220d103,a7ls1_52bd4af41bfd47a5,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_52bd4af41bfd47a5,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,signed_spread,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,delta_8h,level,False,"Mul(Sub(CSRank(Delta(mark_index_basis_bps,8)),CSRank(mark_trade_basis_bps)),Sign(mark_trade_basis_bps))",skel_b50a79b790cd3250,prod_f9e483f251af9485,a7ls1_3867dc9e0b1042a3,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_3867dc9e0b1042a3,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,funding_state_like|liquidity_like,signed_spread,funding_rate_state_last_ffill_8h,trade_quote_volume,funding_state_like,liquidity_like,mean_1h,level,False,"Mul(Sub(CSRank(Mean(funding_rate_state_last_ffill_8h,1)),CSRank(trade_quote_volume)),Sign(trade_quote_volume))",skel_b50a79b790cd3250,prod_c74ab467f5a5de4b,a7ls1_4f1456ecafd91123,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_4f1456ecafd91123,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,liquidity_like|listing_age_like,signed_spread,trade_quote_volume,listing_age_days,liquidity_like,listing_age_like,clip_z,mean_72h,True,"Mul(Sub(CSRank(Clip(ZScore(trade_quote_volume),-3,3)),CSRank(Mean(listing_age_days,72))),Sign(Mean(listing_age_days,72)))",skel_68afc754cbb8a9d9,prod_6abbb549b6adaa5b,a7ls1_3f68a97b36b97f7d,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_3f68a97b36b97f7d,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,listing_age_like|regime_state,signed_spread,listing_age_days,liquidity_state,listing_age_like,regime_state,delta_24h,level,True,"Mul(Sub(CSRank(Delta(listing_age_days,24)),CSRank(liquidity_state)),Sign(liquidity_state))",skel_b50a79b790cd3250,prod_f347fff369c3b1ce,a7ls1_956f9a3fb406fe4b,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_956f9a3fb406fe4b,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,open_interest_like,signed_spread,open_interest_last,open_interest_mean,open_interest_like,open_interest_like,zmean_4h,level,False,"Mul(Sub(CSRank(ZScore(Mean(open_interest_last,4))),CSRank(open_interest_mean)),Sign(open_interest_mean))",skel_10d06679ee812575,prod_fd297bc667f76f2a,a7ls1_7029ad2e07ba073f,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_7029ad2e07ba073f,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,positioning_like|liquidity_like,signed_spread,global_long_short_account_ratio_last,trade_quote_volume,positioning_like,liquidity_like,delta_8h,level,False,"Mul(Sub(CSRank(Delta(global_long_short_account_ratio_last,8)),CSRank(trade_quote_volume)),Sign(trade_quote_volume))",skel_b50a79b790cd3250,prod_daa85c342ff55032,a7ls1_4fb76083ea58779d,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_4fb76083ea58779d,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,price_like,signed_spread,trade_close,mark_close,price_like,price_like,zmean_4h,level,False,"Mul(Sub(CSRank(ZScore(Mean(trade_close,4))),CSRank(mark_close)),Sign(mark_close))",skel_10d06679ee812575,prod_1ec54c663f4772f3,a7ls1_4047885ae59990bc,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_4047885ae59990bc,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,taker_flow_like|liquidity_like,signed_spread,taker_buy_sell_volume_ratio_last,trade_quote_volume,taker_flow_like,liquidity_like,level,zmean_1h,False,"Mul(Sub(CSRank(taker_buy_sell_volume_ratio_last),CSRank(ZScore(Mean(trade_quote_volume,1)))),Sign(ZScore(Mean(trade_quote_volume,1))))",skel_54e4d00dacb72134,prod_adf09ee886924404,a7ls1_70b9fc86822a7586,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_70b9fc86822a7586,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,volatility_like|listing_age_like,signed_spread,realized_vol_24h,listing_age_days,volatility_like,listing_age_like,zmean_1h,level,True,"Mul(Sub(CSRank(ZScore(Mean(realized_vol_24h,1))),CSRank(listing_age_days)),Sign(listing_age_days))",skel_10d06679ee812575,prod_9a0f37fff94b1947,a7ls1_55e9f4dc0ed0b520,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_55e9f4dc0ed0b520,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,signed_spread,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,delta_4h,csrank,False,"Mul(Sub(CSRank(Delta(mark_index_basis_bps,4)),CSRank(CSRank(mark_trade_basis_bps))),Sign(CSRank(mark_trade_basis_bps)))",skel_50fabfec06d9bf09,prod_2228ecd6e3a4918d,a7ls1_3e98e6c33e007bb0,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_3e98e6c33e007bb0,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,funding_state_like|liquidity_like,signed_spread,funding_rate_state_last_ffill_8h,trade_quote_volume,funding_state_like,liquidity_like,level,zmean_4h,False,"Mul(Sub(CSRank(funding_rate_state_last_ffill_8h),CSRank(ZScore(Mean(trade_quote_volume,4)))),Sign(ZScore(Mean(trade_quote_volume,4))))",skel_54e4d00dacb72134,prod_1a1567778b350012,a7ls1_593909d6fb549c8d,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_593909d6fb549c8d,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,liquidity_like|listing_age_like,signed_spread,trade_quote_volume,log1p_listing_age_days,liquidity_like,listing_age_like,level,level,True,"Mul(Sub(CSRank(trade_quote_volume),CSRank(log1p_listing_age_days)),Sign(log1p_listing_age_days))",skel_e001e287e8d9140a,prod_0a5b3593847fb62b,a7ls1_408dc53e873adc9a,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_408dc53e873adc9a,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,listing_age_like|regime_state,signed_spread,listing_age_days,liquidity_state,listing_age_like,regime_state,zmean_24h,level,True,"Mul(Sub(CSRank(ZScore(Mean(listing_age_days,24))),CSRank(liquidity_state)),Sign(liquidity_state))",skel_10d06679ee812575,prod_94b3c2cddaab5fac,a7ls1_9df934ab86518b4d,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_9df934ab86518b4d,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,open_interest_like,signed_spread,open_interest_last,open_interest_mean,open_interest_like,open_interest_like,zmean_1h,clip_z,False,"Mul(Sub(CSRank(ZScore(Mean(open_interest_last,1))),CSRank(Clip(ZScore(open_interest_mean),-3,3))),Sign(Clip(ZScore(open_interest_mean),-3,3)))",skel_8af38a26408fa3f9,prod_41997e35afa4531c,a7ls1_747e07e573a1dab0,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_747e07e573a1dab0,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,positioning_like|liquidity_like,signed_spread,global_long_short_account_ratio_last,trade_quote_volume,positioning_like,liquidity_like,level,zmean_24h,False,"Mul(Sub(CSRank(global_long_short_account_ratio_last),CSRank(ZScore(Mean(trade_quote_volume,24)))),Sign(ZScore(Mean(trade_quote_volume,24))))",skel_54e4d00dacb72134,prod_9fcc05339c6ca755,a7ls1_6f9352c07c96cc08,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_6f9352c07c96cc08,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,price_like,signed_spread,trade_close,mark_close,price_like,price_like,delta_4h,csrank,False,"Mul(Sub(CSRank(Delta(trade_close,4)),CSRank(CSRank(mark_close))),Sign(CSRank(mark_close)))",skel_50fabfec06d9bf09,prod_83c84205868ec0d5,a7ls1_42ef75b8c51881dc,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_42ef75b8c51881dc,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,taker_flow_like|liquidity_like,signed_spread,taker_buy_sell_volume_ratio_last,trade_quote_volume,taker_flow_like,liquidity_like,mean_4h,clip_z,False,"Mul(Sub(CSRank(Mean(taker_buy_sell_volume_ratio_last,4)),CSRank(Clip(ZScore(trade_quote_volume),-3,3))),Sign(Clip(ZScore(trade_quote_volume),-3,3)))",skel_fcb7f07e87386e66,prod_ee8faade677ae7dc,a7ls1_7368b0ffc270d411,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_7368b0ffc270d411,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,volatility_like|listing_age_like,signed_spread,realized_vol_24h,listing_age_days,volatility_like,listing_age_like,zmean_24h,level,True,"Mul(Sub(CSRank(ZScore(Mean(realized_vol_24h,24))),CSRank(listing_age_days)),Sign(listing_age_days))",skel_10d06679ee812575,prod_3f2913938c731f9b,a7ls1_6389db35574d3a35,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_6389db35574d3a35,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,signed_spread,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,level,zmean_1h,False,"Mul(Sub(CSRank(mark_index_basis_bps),CSRank(ZScore(Mean(mark_trade_basis_bps,1)))),Sign(ZScore(Mean(mark_trade_basis_bps,1))))",skel_54e4d00dacb72134,prod_31be82cc4acb3e52,a7ls1_545372cf733970b2,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_545372cf733970b2,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,funding_state_like|liquidity_like,signed_spread,funding_rate_state_last_ffill_8h,trade_quote_volume,funding_state_like,liquidity_like,delta_1h,clip_z,False,"Mul(Sub(CSRank(Delta(funding_rate_state_last_ffill_8h,1)),CSRank(Clip(ZScore(trade_quote_volume),-3,3))),Sign(Clip(ZScore(trade_quote_volume),-3,3)))",skel_fcb7f07e87386e66,prod_31b83c5df43ebd13,a7ls1_66bbce33407f77ba,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_66bbce33407f77ba,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,liquidity_like|listing_age_like,signed_spread,trade_quote_volume,listing_age_days,liquidity_like,listing_age_like,csrank,level,True,"Mul(Sub(CSRank(CSRank(trade_quote_volume)),CSRank(listing_age_days)),Sign(listing_age_days))",skel_4b7e126202d06000,prod_7b3a5e0e6fc156c8,a7ls1_4ab1c090c916e55e,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_4ab1c090c916e55e,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,listing_age_like|regime_state,signed_spread,listing_age_days,funding_abs_state,listing_age_like,regime_state,level,zmean_24h,True,"Mul(Sub(CSRank(listing_age_days),CSRank(ZScore(Mean(funding_abs_state,24)))),Sign(ZScore(Mean(funding_abs_state,24))))",skel_54e4d00dacb72134,prod_7fa08b8cb65a2398,a7ls1_b3254e5edb9b2aa7,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_b3254e5edb9b2aa7,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,open_interest_like,signed_spread,open_interest_last,open_interest_mean,open_interest_like,open_interest_like,level,zmean_24h,False,"Mul(Sub(CSRank(open_interest_last),CSRank(ZScore(Mean(open_interest_mean,24)))),Sign(ZScore(Mean(open_interest_mean,24))))",skel_54e4d00dacb72134,prod_71530fc224efd5ac,a7ls1_7f740944a06f46d6,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_7f740944a06f46d6,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,positioning_like|liquidity_like,signed_spread,global_long_short_account_ratio_last,trade_quote_volume,positioning_like,liquidity_like,mean_1h,csrank,False,"Mul(Sub(CSRank(Mean(global_long_short_account_ratio_last,1)),CSRank(CSRank(trade_quote_volume))),Sign(CSRank(trade_quote_volume)))",skel_50fabfec06d9bf09,prod_938c98dc265a3ddd,a7ls1_74ca49d436e5f5cc,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_74ca49d436e5f5cc,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,price_like,signed_spread,trade_close,mark_close,price_like,price_like,delta_1h,clip_z,False,"Mul(Sub(CSRank(Delta(trade_close,1)),CSRank(Clip(ZScore(mark_close),-3,3))),Sign(Clip(ZScore(mark_close),-3,3)))",skel_fcb7f07e87386e66,prod_e5765a236b98707d,a7ls1_6611f304fa9bab02,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_6611f304fa9bab02,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,taker_flow_like|liquidity_like,signed_spread,taker_buy_sell_volume_ratio_last,trade_quote_volume,taker_flow_like,liquidity_like,level,zmean_8h,False,"Mul(Sub(CSRank(taker_buy_sell_volume_ratio_last),CSRank(ZScore(Mean(trade_quote_volume,8)))),Sign(ZScore(Mean(trade_quote_volume,8))))",skel_54e4d00dacb72134,prod_f7273999dc2e2cc4,a7ls1_74f28ae2fb1ccf33,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_74f28ae2fb1ccf33,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,volatility_like|listing_age_like,signed_spread,realized_vol_24h,listing_age_days,volatility_like,listing_age_like,clip_z,zmean_24h,True,"Mul(Sub(CSRank(Clip(ZScore(realized_vol_24h),-3,3)),CSRank(ZScore(Mean(listing_age_days,24)))),Sign(ZScore(Mean(listing_age_days,24))))",skel_179343098699c575,prod_c9ba0a0fc329a9ee,a7ls1_794e31fc543adf82,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_794e31fc543adf82,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,signed_spread,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,level,level,False,"Mul(Sub(CSRank(mark_index_basis_bps),CSRank(mark_trade_basis_bps)),Sign(mark_trade_basis_bps))",skel_e001e287e8d9140a,prod_26f89214a6880435,a7ls1_5fc1362744ea11fe,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_5fc1362744ea11fe,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,funding_state_like|liquidity_like,signed_spread,funding_rate_state_last_ffill_8h,trade_quote_volume,funding_state_like,liquidity_like,zmean_1h,clip_z,False,"Mul(Sub(CSRank(ZScore(Mean(funding_rate_state_last_ffill_8h,1))),CSRank(Clip(ZScore(trade_quote_volume),-3,3))),Sign(Clip(ZScore(trade_quote_volume),-3,3)))",skel_8af38a26408fa3f9,prod_1cbe74234a49469a,a7ls1_6755e4a19a299530,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_6755e4a19a299530,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,liquidity_like|listing_age_like,signed_spread,trade_quote_volume,log1p_listing_age_days,liquidity_like,listing_age_like,level,zmean_24h,True,"Mul(Sub(CSRank(trade_quote_volume),CSRank(ZScore(Mean(log1p_listing_age_days,24)))),Sign(ZScore(Mean(log1p_listing_age_days,24))))",skel_54e4d00dacb72134,prod_b1b50716427b631e,a7ls1_4d3faac63a2f368a,True,True,a7ls_b_materialization_s025,a7ls_b_numeric_s006::a7ls1_4d3faac63a2f368a,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,listing_age_like|regime_state,signed_spread,listing_age_days,funding_abs_state,listing_age_like,regime_state,level,level,True,"Mul(Sub(CSRank(listing_age_days),CSRank(funding_abs_state)),Sign(funding_abs_state))",skel_e001e287e8d9140a,prod_4b9a2d786c4dbb46,a7ls1_b87264db94db2ea7,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_b87264db94db2ea7,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,open_interest_like,signed_spread,open_interest_last,open_interest_mean,open_interest_like,open_interest_like,delta_4h,clip_z,False,"Mul(Sub(CSRank(Delta(open_interest_last,4)),CSRank(Clip(ZScore(open_interest_mean),-3,3))),Sign(Clip(ZScore(open_interest_mean),-3,3)))",skel_fcb7f07e87386e66,prod_52fdd03298ec12c0,a7ls1_7fbca6d50fe637b0,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_7fbca6d50fe637b0,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,positioning_like|liquidity_like,signed_spread,global_long_short_account_ratio_last,trade_quote_volume,positioning_like,liquidity_like,level,zmean_8h,False,"Mul(Sub(CSRank(global_long_short_account_ratio_last),CSRank(ZScore(Mean(trade_quote_volume,8)))),Sign(ZScore(Mean(trade_quote_volume,8))))",skel_54e4d00dacb72134,prod_1e2ef150f97b98c8,a7ls1_7c4d1b8dedad81bb,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_7c4d1b8dedad81bb,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,price_like,signed_spread,trade_close,mark_close,price_like,price_like,level,clip_z,False,"Mul(Sub(CSRank(trade_close),CSRank(Clip(ZScore(mark_close),-3,3))),Sign(Clip(ZScore(mark_close),-3,3)))",skel_c4248f97b6aa7011,prod_ee515c89798e0d70,a7ls1_730a0745af9e3662,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_730a0745af9e3662,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,taker_flow_like|liquidity_like,signed_spread,taker_buy_sell_volume_ratio_last,trade_quote_volume,taker_flow_like,liquidity_like,level,zmean_72h,False,"Mul(Sub(CSRank(taker_buy_sell_volume_ratio_last),CSRank(ZScore(Mean(trade_quote_volume,72)))),Sign(ZScore(Mean(trade_quote_volume,72))))",skel_54e4d00dacb72134,prod_86e6b45c6e4ebf9c,a7ls1_8c4db0532fc682ea,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_8c4db0532fc682ea,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,volatility_like|listing_age_like,signed_spread,realized_vol_24h,listing_age_days,volatility_like,listing_age_like,zmean_4h,level,True,"Mul(Sub(CSRank(ZScore(Mean(realized_vol_24h,4))),CSRank(listing_age_days)),Sign(listing_age_days))",skel_10d06679ee812575,prod_533a132d58f3d13e,a7ls1_7b2bf5fbc250fcd7,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_7b2bf5fbc250fcd7,a7ls_b_numeric_s006
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,signed_spread,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,zmean_1h,clip_z,False,"Mul(Sub(CSRank(ZScore(Mean(mark_index_basis_bps,1))),CSRank(Clip(ZScore(mark_trade_basis_bps),-3,3))),Sign(Clip(ZScore(mark_trade_basis_bps),-3,3)))",skel_8af38a26408fa3f9,prod_959abe105c0c396c,a7ls1_715d4512925a5a3a,True,True,a7ls_b_materialization_s026,a7ls_b_numeric_s006::a7ls1_715d4512925a5a3a,a7ls_b_numeric_s006
