candidate_id,arm,family,horizon,expression,expr_hash,field_list,field_family_combo,operator_combo,formula_depth,object_type
L1_residual_orthogonal_basis_0026,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(mark_index_ratio),ZScore(ret_12))",b450b4d6d9dd2113,mark_index_ratio;ret_12,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0027,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Mul(Rank(mark_index_ratio),ZScore(ret_24)),ZScore(avg_trade_size_quote))",bdf78501d3ffb2e2,avg_trade_size_quote;mark_index_ratio;ret_24,basis;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0028,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(mark_index_ratio),ZScore(realized_vol_12))",8285bf3b480d663f,mark_index_ratio;realized_vol_12,basis;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0029,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(mark_index_ratio),ZScore(quote_volume_mean_12))",fba88b46bf33036e,mark_index_ratio;quote_volume_mean_12,basis;liquidity,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0030,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Mul(Rank(mark_minus_index),ZScore(ret_6)),ZScore(avg_trade_size_quote))",115524c668a4fa9f,avg_trade_size_quote;mark_minus_index;ret_6,basis;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0031,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(mark_minus_index),ZScore(ret_12))",ff2ff1eba19866dc,mark_minus_index;ret_12,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0032,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(mark_minus_index),ZScore(ret_24))",0d973887784833a3,mark_minus_index;ret_24,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0033,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Mul(Rank(mark_minus_index),ZScore(realized_vol_12)),ZScore(avg_trade_size_quote))",cc48d85fd3f47b4c,avg_trade_size_quote;mark_minus_index;realized_vol_12,basis;liquidity;volatility,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0034,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(mark_minus_index),ZScore(quote_volume_mean_12))",5cde7cd0bb36a09f,mark_minus_index;quote_volume_mean_12,basis;liquidity,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0035,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(premium_index),ZScore(ret_6))",a1e405e8d80c641b,premium_index;ret_6,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0036,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Mul(Rank(premium_index),ZScore(ret_12)),ZScore(avg_trade_size_quote))",bb0f8705f1e58777,avg_trade_size_quote;premium_index;ret_12,basis;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0037,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(premium_index),ZScore(ret_24))",b61c83100d1bdbd3,premium_index;ret_24,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0038,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(premium_index),ZScore(realized_vol_12))",9d21b52c612c2bf1,premium_index;realized_vol_12,basis;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0039,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Mul(Rank(premium_index),ZScore(quote_volume_mean_12)),ZScore(avg_trade_size_quote))",ef4347482d460084,avg_trade_size_quote;premium_index;quote_volume_mean_12,basis;liquidity,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0040,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_6))",df7937ca30c5b79e,cs_z_mark_index_ratio;ret_6,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0041,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_12))",f40a9663065aa6c1,cs_z_mark_index_ratio;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0042,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_24)),ZScore(avg_trade_size_quote))",817bb975741b8882,avg_trade_size_quote;cs_z_mark_index_ratio;ret_24,cross_symbol;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0043,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(cs_z_mark_index_ratio),ZScore(realized_vol_12))",a4b739cb488f288e,cs_z_mark_index_ratio;realized_vol_12,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0044,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(cs_z_mark_index_ratio),ZScore(quote_volume_mean_12))",f41423a2388a543e,cs_z_mark_index_ratio;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0045,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Mul(Rank(cs_z_premium_index),ZScore(ret_6)),ZScore(avg_trade_size_quote))",7d89cb6d18deaa78,avg_trade_size_quote;cs_z_premium_index;ret_6,cross_symbol;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0046,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(cs_z_premium_index),ZScore(ret_12))",5948c3ebbe8892e2,cs_z_premium_index;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0047,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(cs_z_premium_index),ZScore(ret_24))",3cda48bd10017e5e,cs_z_premium_index;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0048,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Mul(Rank(cs_z_premium_index),ZScore(realized_vol_12)),ZScore(avg_trade_size_quote))",d06adb979a901df0,avg_trade_size_quote;cs_z_premium_index;realized_vol_12,cross_symbol;liquidity;volatility,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0049,L1_residual_orthogonal_basis,residual_orthogonal_basis,24,"Mul(Rank(cs_z_premium_index),ZScore(quote_volume_mean_12))",10afb39f19a3045c,cs_z_premium_index;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0050,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(mark_index_ratio),ZScore(ret_6))",f09287e3add36e65,mark_index_ratio;ret_6,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0051,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Mul(Rank(mark_index_ratio),ZScore(ret_12)),ZScore(avg_trade_size_quote))",dc60a346b0a6c55a,avg_trade_size_quote;mark_index_ratio;ret_12,basis;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0052,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(mark_index_ratio),ZScore(ret_24))",fcdf1a65c8f5ef94,mark_index_ratio;ret_24,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0053,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(mark_index_ratio),ZScore(realized_vol_12))",1c6c31ca29bcd486,mark_index_ratio;realized_vol_12,basis;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0054,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Mul(Rank(mark_index_ratio),ZScore(quote_volume_mean_12)),ZScore(avg_trade_size_quote))",f87f7db39d4f8b53,avg_trade_size_quote;mark_index_ratio;quote_volume_mean_12,basis;liquidity,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0055,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(mark_minus_index),ZScore(ret_6))",c6e9a09be1e60664,mark_minus_index;ret_6,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0056,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(mark_minus_index),ZScore(ret_12))",16a5c3ee254c843c,mark_minus_index;ret_12,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0057,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Mul(Rank(mark_minus_index),ZScore(ret_24)),ZScore(avg_trade_size_quote))",98c166dd1413a31b,avg_trade_size_quote;mark_minus_index;ret_24,basis;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0058,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(mark_minus_index),ZScore(realized_vol_12))",bb6769f52f25dbe5,mark_minus_index;realized_vol_12,basis;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0059,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(mark_minus_index),ZScore(quote_volume_mean_12))",26338e383074b019,mark_minus_index;quote_volume_mean_12,basis;liquidity,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0060,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Mul(Rank(premium_index),ZScore(ret_6)),ZScore(avg_trade_size_quote))",c45948b1c6a842c0,avg_trade_size_quote;premium_index;ret_6,basis;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0061,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(premium_index),ZScore(ret_12))",46b053f4e3fb33c2,premium_index;ret_12,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0062,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(premium_index),ZScore(ret_24))",e761261ad8f9c8c3,premium_index;ret_24,basis;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0063,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Mul(Rank(premium_index),ZScore(realized_vol_12)),ZScore(avg_trade_size_quote))",196cbbb36b37a34c,avg_trade_size_quote;premium_index;realized_vol_12,basis;liquidity;volatility,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0064,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(premium_index),ZScore(quote_volume_mean_12))",72c8bd06e09786c9,premium_index;quote_volume_mean_12,basis;liquidity,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0065,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_6))",4e4bc41898263bb8,cs_z_mark_index_ratio;ret_6,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0066,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_12)),ZScore(avg_trade_size_quote))",df35b39d23fef31c,avg_trade_size_quote;cs_z_mark_index_ratio;ret_12,cross_symbol;liquidity;price,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0067,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_24))",789bd128f8e68bda,cs_z_mark_index_ratio;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0068,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(cs_z_mark_index_ratio),ZScore(realized_vol_12))",7d98c42489790e7c,cs_z_mark_index_ratio;realized_vol_12,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0069,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Mul(Rank(cs_z_mark_index_ratio),ZScore(quote_volume_mean_12)),ZScore(avg_trade_size_quote))",f8e51bcc9af18aad,avg_trade_size_quote;cs_z_mark_index_ratio;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,3,candidate
L1_residual_orthogonal_basis_0070,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(cs_z_premium_index),ZScore(ret_6))",a3b5729593b00850,cs_z_premium_index;ret_6,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L1_residual_orthogonal_basis_0071,L1_residual_orthogonal_basis,residual_orthogonal_basis,48,"Mul(Rank(cs_z_premium_index),ZScore(ret_12))",9e9ff67535d68184,cs_z_premium_index;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0000,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Mul(Rank(cs_z_ret_6),ZScore(ret_12)),ZScore(cs_z_ret_12))",20e1a41c96a6d39d,cs_z_ret_12;cs_z_ret_6;ret_12,cross_symbol;price,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0001,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_6),ZScore(ret_24))",2c6ff50bfea5dae0,cs_z_ret_6;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0002,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_6),ZScore(realized_vol_24))",3fb36f3f669ef151,cs_z_ret_6;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0003,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Mul(Rank(cs_z_ret_6),ZScore(quote_volume_mean_12)),ZScore(cs_z_ret_12))",0c4cdd51cc6aaea7,cs_z_ret_12;cs_z_ret_6;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0004,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_6),ZScore(avg_trade_size_quote))",9d4e0daf028afbbe,avg_trade_size_quote;cs_z_ret_6,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0005,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_12),ZScore(ret_12))",245fffb630fad31c,cs_z_ret_12;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0006,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Mul(Rank(cs_z_ret_12),ZScore(ret_24)),ZScore(cs_z_ret_12))",fcab1190a25c6363,cs_z_ret_12;ret_24,cross_symbol;price,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0007,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_12),ZScore(realized_vol_24))",53c6c9919176bdba,cs_z_ret_12;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0008,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_12),ZScore(quote_volume_mean_12))",6cb0102986e2eb81,cs_z_ret_12;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0009,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Mul(Rank(cs_z_ret_12),ZScore(avg_trade_size_quote)),ZScore(cs_z_ret_12))",f6c15fa992ee797b,avg_trade_size_quote;cs_z_ret_12,cross_symbol;liquidity,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0010,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_24),ZScore(ret_12))",e787150bd33aefe5,cs_z_ret_24;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0011,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_24),ZScore(ret_24))",dacf2a57bb207d29,cs_z_ret_24;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0012,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Mul(Rank(cs_z_ret_24),ZScore(realized_vol_24)),ZScore(cs_z_ret_12))",b044de01557a66a4,cs_z_ret_12;cs_z_ret_24;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0013,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_24),ZScore(quote_volume_mean_12))",f176416acbe5e0fc,cs_z_ret_24;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0014,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_ret_24),ZScore(avg_trade_size_quote))",d0a651de7b3ad285,avg_trade_size_quote;cs_z_ret_24,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0015,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_12)),ZScore(cs_z_ret_12))",59b180d644bd8694,cs_z_mark_index_ratio;cs_z_ret_12;ret_12,cross_symbol;price,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0016,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_24))",b2fb2305c598de93,cs_z_mark_index_ratio;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0017,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_mark_index_ratio),ZScore(realized_vol_24))",e3b02240e86917e2,cs_z_mark_index_ratio;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0018,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Mul(Rank(cs_z_mark_index_ratio),ZScore(quote_volume_mean_12)),ZScore(cs_z_ret_12))",f989faacd279fd1e,cs_z_mark_index_ratio;cs_z_ret_12;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0019,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_mark_index_ratio),ZScore(avg_trade_size_quote))",e7ad0ea388d0fa7f,avg_trade_size_quote;cs_z_mark_index_ratio,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0020,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_premium_index),ZScore(ret_12))",c714b40be840a0ce,cs_z_premium_index;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0021,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Mul(Rank(cs_z_premium_index),ZScore(ret_24)),ZScore(cs_z_ret_12))",23e1ad40fefa82fe,cs_z_premium_index;cs_z_ret_12;ret_24,cross_symbol;price,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0022,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_premium_index),ZScore(realized_vol_24))",eb673bd0c7d46b00,cs_z_premium_index;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0023,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Rank(cs_z_premium_index),ZScore(quote_volume_mean_12))",24834c443cd2bb78,cs_z_premium_index;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0024,L2_cross_symbol_relative,cross_symbol_relative,6,"Mul(Mul(Rank(cs_z_premium_index),ZScore(avg_trade_size_quote)),ZScore(cs_z_ret_12))",fce5bc1cf236a24b,avg_trade_size_quote;cs_z_premium_index;cs_z_ret_12,cross_symbol;liquidity,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0025,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_6),ZScore(ret_12))",5fb3afcfbe33fbf9,cs_z_ret_6;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0026,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_6),ZScore(ret_24))",451d8a6df274e945,cs_z_ret_6;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0027,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Mul(Rank(cs_z_ret_6),ZScore(realized_vol_24)),ZScore(cs_z_ret_12))",5877ac32d20f362e,cs_z_ret_12;cs_z_ret_6;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0028,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_6),ZScore(quote_volume_mean_12))",cc05fdd41782b659,cs_z_ret_6;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0029,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_6),ZScore(avg_trade_size_quote))",84e4d057e069d878,avg_trade_size_quote;cs_z_ret_6,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0030,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Mul(Rank(cs_z_ret_12),ZScore(ret_12)),ZScore(cs_z_ret_12))",13713f3aedfca3d7,cs_z_ret_12;ret_12,cross_symbol;price,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0031,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_12),ZScore(ret_24))",f3cc37c814c8dcb4,cs_z_ret_12;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0032,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_12),ZScore(realized_vol_24))",b42a8011276c8c29,cs_z_ret_12;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0033,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Mul(Rank(cs_z_ret_12),ZScore(quote_volume_mean_12)),ZScore(cs_z_ret_12))",92e3c5428657bfd7,cs_z_ret_12;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0034,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_12),ZScore(avg_trade_size_quote))",b820e943147bf405,avg_trade_size_quote;cs_z_ret_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0035,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_24),ZScore(ret_12))",f5dd823015856db5,cs_z_ret_24;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0036,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Mul(Rank(cs_z_ret_24),ZScore(ret_24)),ZScore(cs_z_ret_12))",eb88a18a4d02e56d,cs_z_ret_12;cs_z_ret_24;ret_24,cross_symbol;price,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0037,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_24),ZScore(realized_vol_24))",3d12e6b4e71d4d17,cs_z_ret_24;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0038,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_ret_24),ZScore(quote_volume_mean_12))",06e38ec2f3d9e30e,cs_z_ret_24;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0039,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Mul(Rank(cs_z_ret_24),ZScore(avg_trade_size_quote)),ZScore(cs_z_ret_12))",815d05f75ed16fb6,avg_trade_size_quote;cs_z_ret_12;cs_z_ret_24,cross_symbol;liquidity,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0040,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_12))",58682a980f838b7d,cs_z_mark_index_ratio;ret_12,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0041,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_mark_index_ratio),ZScore(ret_24))",c9aeedab9946fc8e,cs_z_mark_index_ratio;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0042,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Mul(Rank(cs_z_mark_index_ratio),ZScore(realized_vol_24)),ZScore(cs_z_ret_12))",b750f1e8f58aef76,cs_z_mark_index_ratio;cs_z_ret_12;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0043,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_mark_index_ratio),ZScore(quote_volume_mean_12))",e881e23de0a52994,cs_z_mark_index_ratio;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0044,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_mark_index_ratio),ZScore(avg_trade_size_quote))",5b943d314e48a7c1,avg_trade_size_quote;cs_z_mark_index_ratio,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0045,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Mul(Rank(cs_z_premium_index),ZScore(ret_12)),ZScore(cs_z_ret_12))",5954669028b8e05a,cs_z_premium_index;cs_z_ret_12;ret_12,cross_symbol;price,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0046,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_premium_index),ZScore(ret_24))",9bb69def6af7657e,cs_z_premium_index;ret_24,cross_symbol;price,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0047,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_premium_index),ZScore(realized_vol_24))",e7db4fbe7fcffcda,cs_z_premium_index;realized_vol_24,cross_symbol;volatility,Mul;Rank;ZScore,2,candidate
L2_cross_symbol_relative_0048,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Mul(Rank(cs_z_premium_index),ZScore(quote_volume_mean_12)),ZScore(cs_z_ret_12))",024aa548071cbeb6,cs_z_premium_index;cs_z_ret_12;quote_volume_mean_12,cross_symbol;liquidity,Mul;Rank;ZScore,3,candidate
L2_cross_symbol_relative_0049,L2_cross_symbol_relative,cross_symbol_relative,12,"Mul(Rank(cs_z_premium_index),ZScore(avg_trade_size_quote))",ed865f893e09fa46,avg_trade_size_quote;cs_z_premium_index,cross_symbol;liquidity,Mul;Rank;ZScore,2,candidate
