candidate_id,variant,split,original_oriented_spread,control_oriented_spread,control_abs_ratio,control_dominates
a7al2x3_c6d040e141ee4a7a,wrong_lag_future_24h,validation_2025H1,-0.0025958644505642,0.0045596826752881,1.7565180162997622,True
a7al2x3_c6d040e141ee4a7a,wrong_lag_future_24h,test_2025H2,-0.0055455250783425,-0.0070954007767944,1.2794822269409232,True
a7al2x3_c6d040e141ee4a7a,wrong_lag_future_24h,recent_oos_2026JanApr,0.0023783088437037,-0.0123282168015273,5.183606340347613,True
a7al2x3_c6d040e141ee4a7a,wrong_lag_stale_168h,validation_2025H1,-0.0025958644505642,-0.0001202151633218,0.04631026219249305,False
a7al2x3_c6d040e141ee4a7a,wrong_lag_stale_168h,test_2025H2,-0.0055455250783425,0.0019182665196605,0.3459125137044462,False
a7al2x3_c6d040e141ee4a7a,wrong_lag_stale_168h,recent_oos_2026JanApr,0.0023783088437037,0.0039514264749977,1.6614437966955589,True
a7al2x3_c6d040e141ee4a7a,time_shuffle,validation_2025H1,-0.0025958644505642,-0.0012861540015041,0.49546269691568834,False
a7al2x3_c6d040e141ee4a7a,time_shuffle,test_2025H2,-0.0055455250783425,0.0005295389852476,0.09548942214970087,False
a7al2x3_c6d040e141ee4a7a,time_shuffle,recent_oos_2026JanApr,0.0023783088437037,-0.0003981912499827,0.1674262159167703,False
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,validation_2025H1,-0.0025958644505642,0.0008443305368058,0.32525987118560384,False
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,test_2025H2,-0.0055455250783425,-0.0019537129624795,0.3523044138975284,False
a7al2x3_c6d040e141ee4a7a,symbol_shuffle,recent_oos_2026JanApr,0.0023783088437037,-0.001787685141369,0.7516623192575226,False
a7al2x3_c6d040e141ee4a7a,same_family_random,validation_2025H1,-0.0025958644505642,0.0002513457102818,0.09682543717842089,False
a7al2x3_c6d040e141ee4a7a,same_family_random,test_2025H2,-0.0055455250783425,-0.0007084112900274,0.12774467341136556,False
a7al2x3_c6d040e141ee4a7a,same_family_random,recent_oos_2026JanApr,0.0023783088437037,0.002346669086337,0.9866965312556177,False
a7al2x3_a685d04007266d3e,wrong_lag_future_24h,validation_2025H1,0.0004448399088294,0.0040336857145306,9.067724443036772,True
a7al2x3_a685d04007266d3e,wrong_lag_future_24h,test_2025H2,0.0041823624188574,0.0120902807720691,2.8907778813133325,True
a7al2x3_a685d04007266d3e,wrong_lag_future_24h,recent_oos_2026JanApr,-0.0076972121445694,0.0207551117864518,2.6964453358733413,True
a7al2x3_a685d04007266d3e,wrong_lag_stale_168h,validation_2025H1,0.0004448399088294,-0.0006680430577413,1.5017606210271488,True
a7al2x3_a685d04007266d3e,wrong_lag_stale_168h,test_2025H2,0.0041823624188574,-0.0020116950415466,0.48099491150654144,False
a7al2x3_a685d04007266d3e,wrong_lag_stale_168h,recent_oos_2026JanApr,-0.0076972121445694,-0.002579193313842,0.3350814899472004,False
a7al2x3_a685d04007266d3e,time_shuffle,validation_2025H1,0.0004448399088294,0.000848503306285,1.9074352130811365,True
a7al2x3_a685d04007266d3e,time_shuffle,test_2025H2,0.0041823624188574,0.0016832274692003,0.40245853912874174,False
a7al2x3_a685d04007266d3e,time_shuffle,recent_oos_2026JanApr,-0.0076972121445694,0.0013118551752378,0.17043250862760106,False
a7al2x3_a685d04007266d3e,symbol_shuffle,validation_2025H1,0.0004448399088294,0.0002789369226134,0.6270501298937518,False
a7al2x3_a685d04007266d3e,symbol_shuffle,test_2025H2,0.0041823624188574,-0.0021015459403961,0.5024782001006578,False
a7al2x3_a685d04007266d3e,symbol_shuffle,recent_oos_2026JanApr,-0.0076972121445694,-0.0028558436126865,0.37102311318018927,False
a7al2x3_a685d04007266d3e,same_family_random,validation_2025H1,0.0004448399088294,0.0003787601085007,0.8514526259512336,False
a7al2x3_a685d04007266d3e,same_family_random,test_2025H2,0.0041823624188574,0.0002160984602563,0.05166899436594903,False
a7al2x3_a685d04007266d3e,same_family_random,recent_oos_2026JanApr,-0.0076972121445694,-0.0008785558653409,0.11413948957620272,False
a7al2x3_8943bb8dd3c5f640,wrong_lag_future_24h,validation_2025H1,-0.0017929680682647,0.0003169345293225,0.1767652948940919,False
a7al2x3_8943bb8dd3c5f640,wrong_lag_future_24h,test_2025H2,-0.0051594825259071,0.0046944906809651,0.9098762632478828,False
a7al2x3_8943bb8dd3c5f640,wrong_lag_future_24h,recent_oos_2026JanApr,0.0008110386425895,0.0105409581986581,12.996863090274864,True
a7al2x3_8943bb8dd3c5f640,wrong_lag_stale_168h,validation_2025H1,-0.0017929680682647,0.0003385244140926,0.18880671668639157,False
a7al2x3_8943bb8dd3c5f640,wrong_lag_stale_168h,test_2025H2,-0.0051594825259071,-0.0042382658372694,0.8214517281506368,False
a7al2x3_8943bb8dd3c5f640,wrong_lag_stale_168h,recent_oos_2026JanApr,0.0008110386425895,0.0010956564532652,1.3509300244523081,True
