split,candidate_count,finite_count,positive_count,positive_rate,median_oriented_spread,mean_oriented_spread
validation_2025H1,14,12,4,0.2857142857142857,-0.0007427265963551,-0.0005997414281886168
test_2025H2,14,12,4,0.2857142857142857,-0.00073910653562265,-1.3649810912874899e-05
recent_oos_2026JanApr,14,12,8,0.5714285714285714,0.0007381304047393,-7.598889945365845e-05
known_may2026_stress,14,10,5,0.35714285714285715,0.00048927967756005,-0.00033436755683089006
