source_blueprint_id,blueprint_id,horizon_h,variant,split,formula,n_obs,net_mean,net_median,sharpe,sortino,nonoverlap_median_sortino,nonoverlap_floor_sortino,nonoverlap_median_sharpe,nonoverlap_floor_sharpe,max_drawdown,positive_rate,avg_cost,avg_turnover,ic_mean,rankic_mean,capacity_proxy_median_quote_volume,source_lag_hours,orientation,train_orientation_pos_net_mean_24h,train_orientation_neg_net_mean_24h
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.00019306392611414733,-4.6135903555120784e-05,-5.072367304682065,-6.236949967430667,-6.327535530525303,-6.944535605547646,-5.1476990069295265,-5.381565803429972,-0.07297653886409894,0.4734848484848485,2.558257595346196e-05,0.05116515190692392,-0.010806903992329439,-0.004280467951955941,17351465.371691793,0,-1.0,-0.0005492602986886945,0.0004978103611477505
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,4,source_lag_1h,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.00017811817746735156,-5.937933564544979e-05,-4.7092646764195285,-5.80995046331507,-5.804435417853094,-7.120484197485424,-4.74770337476368,-5.598121639909218,-0.06996873441451468,0.48863636363636365,2.5533621901640555e-05,0.05106724380328111,-0.010133142382639125,-0.003347679562194971,18231036.8349256,1,-1.0,-0.0005492602986886945,0.0004978103611477505
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,4,source_lag_2h,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.0001689735189561512,-3.109118043612852e-06,-4.476503345471684,-5.527319476649268,-5.150895272922341,-7.672978047734867,-4.174655051941572,-6.018223430227011,-0.06948434933882042,0.5,2.5370599137429294e-05,0.05074119827485859,-0.009841361361881035,-0.003057920120543024,16854476.690272428,2,-1.0,-0.0005492602986886945,0.0004978103611477505
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,4,source_lag_4h,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.00011555229037117492,4.887240090805958e-05,-3.028693155892965,-3.799722529576407,-3.80229887044249,-5.054853314818152,-3.0195003891056595,-3.8728950049648785,-0.06189570060546734,0.5265151515151515,2.533229639591844e-05,0.050664592791836875,-0.006650698334839387,-0.00017808125087399255,17941660.04017962,4,-1.0,-0.0005492602986886945,0.0004978103611477505
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,4,control_one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.00017811817746735156,-5.937933564544979e-05,-4.7092646764195285,-5.80995046331507,-5.804435417853094,-7.120484197485424,-4.74770337476368,-5.598121639909218,-0.06996873441451468,0.48863636363636365,2.5533621901640555e-05,0.05106724380328111,-0.010133142382639125,-0.003347679562194971,18231036.8349256,1,-1.0,,
a7search6_06c5d4a2d2ce5d98,a7search6_vp_a7search6_06c5d4a2d2ce5d98_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(ZScore(Mean(open_interest_value_mean,504)),Abs(global_long_short_account_ratio_last))",264,-0.00013472155439512166,-0.00019305873872715716,-3.4743091774601473,-4.739600364514645,-4.753210250950557,-4.793810142153837,-3.4874697459322057,-3.6362574313009746,-0.06065913422044322,0.4128787878787879,7.200766740431874e-06,0.014401533480863747,-0.013229325108545959,0.0004236051815495736,20068931.970449813,0,1.0,0.0002814183641947883,-0.0003135538593905564
a7search6_06c5d4a2d2ce5d98,a7search6_vp_a7search6_06c5d4a2d2ce5d98_canonical,4,source_lag_1h,blind_june2026_20260601_20260611,"SafeDiv(ZScore(Mean(open_interest_value_mean,504)),Abs(global_long_short_account_ratio_last))",264,-0.00014342671180187427,-0.0002315541147548523,-3.6679535145844984,-4.980540841043171,-4.923154243948591,-5.290145607111964,-3.6032408415232444,-3.927553452039117,-0.06257138659453731,0.4166666666666667,7.201763661101334e-06,0.014403527322202668,-0.013781633097688945,-0.00024623352230455236,20077718.78767363,1,1.0,0.0002814183641947883,-0.0003135538593905564
a7search6_06c5d4a2d2ce5d98,a7search6_vp_a7search6_06c5d4a2d2ce5d98_canonical,4,source_lag_2h,blind_june2026_20260601_20260611,"SafeDiv(ZScore(Mean(open_interest_value_mean,504)),Abs(global_long_short_account_ratio_last))",264,-0.00014630551257075602,-0.00022479131952871898,-3.7319890704919185,-5.059565104710265,-5.090959613506685,-5.224508340210377,-3.7770849360402146,-3.992532425174544,-0.06372585857302826,0.4015151515151515,7.205384057216744e-06,0.014410768114433486,-0.013974600758704582,-0.0006168587522922672,20078107.955796607,2,1.0,0.0002814183641947883,-0.0003135538593905564
a7search6_06c5d4a2d2ce5d98,a7search6_vp_a7search6_06c5d4a2d2ce5d98_canonical,4,source_lag_4h,blind_june2026_20260601_20260611,"SafeDiv(ZScore(Mean(open_interest_value_mean,504)),Abs(global_long_short_account_ratio_last))",264,-0.0001656844525020691,-0.00024144548600318937,-4.179773113045233,-5.616447450825303,-5.6477539286035485,-5.985824154987918,-4.240436059568553,-4.613384382034357,-0.06679808988832336,0.38636363636363635,7.2249027145346035e-06,0.014449805429069207,-0.015351687791409647,-0.0017938679187111926,20076889.606377162,4,1.0,0.0002814183641947883,-0.0003135538593905564
a7search6_06c5d4a2d2ce5d98,a7search6_vp_a7search6_06c5d4a2d2ce5d98_canonical,4,control_one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(ZScore(Mean(open_interest_value_mean,504)),Abs(global_long_short_account_ratio_last))",264,-0.00014342671180187427,-0.0002315541147548523,-3.6679535145844984,-4.980540841043171,-4.923154243948591,-5.290145607111964,-3.6032408415232444,-3.927553452039117,-0.06257138659453731,0.4166666666666667,7.201763661101334e-06,0.014403527322202668,-0.013781633097688945,-0.00024623352230455236,20077718.78767363,1,1.0,,
a7search6_5be6987af4a13e67,a7search6_vp_a7search6_5be6987af4a13e67_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(Abs(CSRank(open_interest_value_change_24h)),Abs(Decay(account_position_divergence,8)))",264,-0.00044648801138349374,-0.00045556041948794463,-12.728947565250806,-14.654816794371968,-15.26109909829314,-16.763770476957472,-13.130608876430372,-15.27289105304361,-0.12743642130209942,0.39015151515151514,4.5752484816023744e-05,0.09150496963204749,-0.027100499756928083,-0.027169329181324284,15417135.306082472,0,-1.0,-0.0007317111865433575,0.0006375030044506352
a7search6_5be6987af4a13e67,a7search6_vp_a7search6_5be6987af4a13e67_canonical,4,source_lag_1h,blind_june2026_20260601_20260611,"SafeDiv(Abs(CSRank(open_interest_value_change_24h)),Abs(Decay(account_position_divergence,8)))",264,-0.0004912814857819778,-0.0004478875326932103,-13.740648491660592,-15.472893005592082,-15.452197220019364,-18.53126254050736,-13.703617341539825,-16.93953797445697,-0.1349671776821555,0.3446969696969697,4.59005712600294e-05,0.09180114252005879,-0.03037625661581333,-0.03141119082535903,14870726.24912515,1,-1.0,-0.0007317111865433575,0.0006375030044506352
a7search6_5be6987af4a13e67,a7search6_vp_a7search6_5be6987af4a13e67_canonical,4,source_lag_2h,blind_june2026_20260601_20260611,"SafeDiv(Abs(CSRank(open_interest_value_change_24h)),Abs(Decay(account_position_divergence,8)))",264,-0.00044449027797136936,-0.00037098946429178303,-11.980230613101265,-13.847834636534827,-13.899370632308631,-16.658210113610807,-11.879916627418314,-14.980550742845136,-0.12531466394958346,0.38257575757575757,4.62572414918243e-05,0.0925144829836486,-0.027433950294954546,-0.027708932258977206,14106970.866397839,2,-1.0,-0.0007317111865433575,0.0006375030044506352
a7search6_5be6987af4a13e67,a7search6_vp_a7search6_5be6987af4a13e67_canonical,4,source_lag_4h,blind_june2026_20260601_20260611,"SafeDiv(Abs(CSRank(open_interest_value_change_24h)),Abs(Decay(account_position_divergence,8)))",264,-0.0004341322636161559,-0.00042106177083352356,-11.659028447815134,-13.555462805373757,-13.806941701688354,-16.8948589040382,-11.990999240751655,-14.764667912265677,-0.11819772247495752,0.39015151515151514,4.628916044308334e-05,0.09257832088616669,-0.026493425250945897,-0.025748934728506676,15134336.410825575,4,-1.0,-0.0007317111865433575,0.0006375030044506352
a7search6_5be6987af4a13e67,a7search6_vp_a7search6_5be6987af4a13e67_canonical,4,control_one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(Abs(CSRank(open_interest_value_change_24h)),Abs(Decay(account_position_divergence,8)))",264,-0.0004912814857819778,-0.0004478875326932103,-13.740648491660592,-15.472893005592082,-15.452197220019364,-18.53126254050736,-13.703617341539825,-16.93953797445697,-0.1349671776821555,0.3446969696969697,4.59005712600294e-05,0.09180114252005879,-0.03037625661581333,-0.03141119082535903,14870726.24912515,1,-1.0,,
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,24,original,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.0005051663933361893,-0.00029315875082942973,-2.8130530717142963,-3.670560354098074,-3.390725252425413,-7.371197987002916,-2.454909757865681,-6.5654618226244725,-0.18517877087326606,0.3939393939393939,2.558257595346196e-05,0.05116515190692392,-0.015923441970098425,-0.006528923951246814,17351465.371691793,0,-1.0,-0.0005492602986886945,0.0004978103611477505
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,24,source_lag_1h,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.00042406081019289143,-0.0003043805243180057,-2.362402336772408,-3.146341826086631,-3.025668370143654,-6.988789918999205,-2.096847772059613,-6.27586080243313,-0.17827976541638357,0.38257575757575757,2.5533621901640555e-05,0.05106724380328111,-0.014141824939606244,-0.005331676822652181,18231036.8349256,1,-1.0,-0.0005492602986886945,0.0004978103611477505
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,24,source_lag_2h,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.00034897306729431165,-0.00022163909121559065,-1.9401629122963644,-2.631330333923844,-1.8151578372868928,-7.081776896616915,-1.2157545204618243,-5.865299646291067,-0.17571814263424523,0.3939393939393939,2.5370599137429294e-05,0.05074119827485859,-0.012393386908359887,-0.0045317588298444,16854476.690272428,2,-1.0,-0.0005492602986886945,0.0004978103611477505
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,24,source_lag_4h,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.00019058625243822326,-3.6079713356974e-05,-1.0330102341826437,-1.4447852024602288,-0.6738354930274512,-7.811385045127537,-0.44959007204145696,-6.482464577340841,-0.16898336055401042,0.42045454545454547,2.533229639591844e-05,0.050664592791836875,-0.008720825856405516,-0.0029200094447710064,17941660.04017962,4,-1.0,-0.0005492602986886945,0.0004978103611477505
a7search6_4c8a38ddff3fb132,a7search6_vp_a7search6_4c8a38ddff3fb132_canonical,24,control_one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(CSRank(Delta(open_interest_value_last,96)),Abs(Decay(account_position_divergence,48)))",264,-0.00042406081019289143,-0.0003043805243180057,-2.362402336772408,-3.146341826086631,-3.025668370143654,-6.988789918999205,-2.096847772059613,-6.27586080243313,-0.17827976541638357,0.38257575757575757,2.5533621901640555e-05,0.05106724380328111,-0.014141824939606244,-0.005331676822652181,18231036.8349256,1,-1.0,,
a7search6_e7ee64f0ef980aca,a7search6_vp_a7search6_e7ee64f0ef980aca_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,504),Abs(Mean(top_long_short_account_ratio_last,8)))",264,5.6518588136857565e-05,0.00010282295662114094,1.2627198802219288,1.831265034649216,1.5944263507532126,0.26409655362679374,1.0781465163614596,0.18985431274550943,-0.07728624818338603,0.5340909090909091,5.384286333525864e-05,0.10768572667051728,0.012700194951357541,0.033135508210110784,9412700.137324924,0,-1.0,-0.0005362846441579496,0.0004749526607198957
a7search6_e7ee64f0ef980aca,a7search6_vp_a7search6_e7ee64f0ef980aca_canonical,4,source_lag_1h,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,504),Abs(Mean(top_long_short_account_ratio_last,8)))",264,-2.0920874711565993e-05,6.0203697235681835e-05,-0.47519280718780404,-0.6572521739705658,-0.8509415994712651,-3.4099965666224397,-0.6468325146514238,-2.6454359246304278,-0.08409927317380395,0.5113636363636364,5.3831285063623856e-05,0.10766257012724771,0.006723243862428747,0.02474787141544554,9381843.86186458,1,-1.0,-0.0005362846441579496,0.0004749526607198957
a7search6_e7ee64f0ef980aca,a7search6_vp_a7search6_e7ee64f0ef980aca_canonical,4,source_lag_2h,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,504),Abs(Mean(top_long_short_account_ratio_last,8)))",264,-5.659513091189421e-05,7.062533321142276e-05,-1.3110078027678802,-1.7743072307317789,-1.49666931019966,-3.39160011990252,-1.0872809875288123,-2.717556618749192,-0.08678006117011772,0.5075757575757576,5.381349790010032e-05,0.10762699580020064,0.0036204845391261393,0.02042426304763784,9574650.779018756,2,-1.0,-0.0005362846441579496,0.0004749526607198957
a7search6_e7ee64f0ef980aca,a7search6_vp_a7search6_e7ee64f0ef980aca_canonical,4,source_lag_4h,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,504),Abs(Mean(top_long_short_account_ratio_last,8)))",264,-0.0001678594759924774,-7.806044436753915e-05,-3.98740452308588,-5.177800945190279,-5.140358392248032,-7.155900047175545,-3.797032930137195,-5.592387036153957,-0.0906286496618588,0.4696969696969697,5.3749922345126826e-05,0.10749984469025364,-0.004482937540720672,0.011450758940654353,9439989.096093211,4,-1.0,-0.0005362846441579496,0.0004749526607198957
a7search6_e7ee64f0ef980aca,a7search6_vp_a7search6_e7ee64f0ef980aca_canonical,4,control_one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(TSRank(open_interest_value_last,504),Abs(Mean(top_long_short_account_ratio_last,8)))",264,-2.0920874711565993e-05,6.0203697235681835e-05,-0.47519280718780404,-0.6572521739705658,-0.8509415994712651,-3.4099965666224397,-0.6468325146514238,-2.6454359246304278,-0.08409927317380395,0.5113636363636364,5.3831285063623856e-05,0.10766257012724771,0.006723243862428747,0.02474787141544554,9381843.86186458,1,-1.0,,
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,4,original,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-4.06661968646455e-05,-3.8152216422291136e-05,-0.9763124546793739,-1.3398066708697287,-2.0994074453682847,-3.377011776010132,-1.5482509008419099,-2.544017847879153,-0.08343727833583925,0.48484848484848486,4.7477359778114344e-05,0.09495471955622868,0.0012810394774385937,0.0215181519132292,8943409.289138556,0,-1.0,-0.0003529007951568497,0.00028209815633350413
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,4,source_lag_1h,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-7.560284534923695e-05,-2.332668439716315e-05,-1.8264885139597649,-2.458598704201988,-2.258492188503153,-5.803631357729005,-1.6601361378306927,-4.742107391472471,-0.08517160836521642,0.48484848484848486,4.7451090043982236e-05,0.09490218008796447,-0.0024284134305480247,0.015989106479472416,8789584.79795611,1,-1.0,-0.0003529007951568497,0.00028209815633350413
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,4,source_lag_2h,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-0.00011241079918256872,-0.00014604007451061567,-2.733375973616546,-3.6863320130181547,-3.6602288235082243,-4.735706402280659,-2.7940292505113207,-3.597856482773051,-0.08905513657993647,0.4659090909090909,4.7495278115410176e-05,0.09499055623082035,-0.0057819859690771405,0.011213602818445769,9055315.074216785,2,-1.0,-0.0003529007951568497,0.00028209815633350413
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,4,source_lag_4h,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-0.00025757601577766485,-0.00025717744424800143,-6.3581030297236,-7.981203054023773,-8.407206158181808,-8.499456373135619,-6.608370190966966,-6.88823887122604,-0.09545264343752502,0.4318181818181818,4.750481882111528e-05,0.09500963764223055,-0.014870621040761811,0.0024795853709870357,9476908.99064559,4,-1.0,-0.0003529007951568497,0.00028209815633350413
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,4,control_one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-7.560284534923695e-05,-2.332668439716315e-05,-1.8264885139597649,-2.458598704201988,-2.258492188503153,-5.803631357729005,-1.6601361378306927,-4.742107391472471,-0.08517160836521642,0.48484848484848486,4.7451090043982236e-05,0.09490218008796447,-0.0024284134305480247,0.015989106479472416,8789584.79795611,1,-1.0,,
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,8,original,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-0.00027979462159327,-0.00032746231948988587,-3.472786656689423,-4.613397411644835,-3.1736143991033905,-9.154054171380496,-2.210149143754075,-7.48042241885627,-0.1652652067858712,0.4431818181818182,4.7477359778114344e-05,0.09495471955622868,-0.011456104750244781,0.009611447979147803,8943409.289138556,0,-1.0,-0.0003529007951568497,0.00028209815633350413
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,8,source_lag_1h,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-0.0003893203218469907,-0.00035919322811479263,-4.892195806111023,-6.263903149900917,-5.378999822397489,-9.88493945054106,-4.134366550322954,-8.166008435852563,-0.17080637571719126,0.42803030303030304,4.7451090043982236e-05,0.09490218008796447,-0.01697692294036627,0.0039696294421276285,8789584.79795611,1,-1.0,-0.0003529007951568497,0.00028209815633350413
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,8,source_lag_2h,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-0.00046274411425667786,-0.0004885945823547711,-5.863451976524014,-7.348967729520296,-6.865246277881402,-11.337404519919811,-5.365085328304419,-9.799438966164232,-0.17443476228398191,0.3939393939393939,4.7495278115410176e-05,0.09499055623082035,-0.020665349410666427,0.0010761252048944441,9055315.074216785,2,-1.0,-0.0003529007951568497,0.00028209815633350413
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,8,source_lag_4h,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-0.0006207735115410048,-0.0006835169043972983,-8.336753809887487,-9.77979125928513,-8.920261087336513,-12.98159189793797,-7.5382649949931295,-11.61643855854099,-0.18454703604948552,0.38636363636363635,4.750481882111528e-05,0.09500963764223055,-0.02777414137730781,-0.0048391986687402,9476908.99064559,4,-1.0,-0.0003529007951568497,0.00028209815633350413
a7search6_5a326bbdc99cd2b9,a7search6_vp_a7search6_5a326bbdc99cd2b9_canonical,8,control_one_bar_lag,blind_june2026_20260601_20260611,"SafeDiv(Sub(CSRank(TSRank(open_interest_value_mean,504)),CSRank(CSRank(global_long_short_account_ratio_last))),Abs(CSRank(CSRank(global_long_short_account_ratio_last))))",264,-0.0003893203218469907,-0.00035919322811479263,-4.892195806111023,-6.263903149900917,-5.378999822397489,-9.88493945054106,-4.134366550322954,-8.166008435852563,-0.17080637571719126,0.42803030303030304,4.7451090043982236e-05,0.09490218008796447,-0.01697692294036627,0.0039696294421276285,8789584.79795611,1,-1.0,,
