cluster_id,month,n,net_5bp_annualized,hit_rate
crypto_a4_1h_001,2025-07,744,-1.3972280439809426,0.45026881720430106
crypto_a4_1h_001,2025-08,744,1.0178936773851104,0.5201612903225806
crypto_a4_1h_001,2025-09,720,0.1733452636867389,0.5166666666666667
crypto_a4_1h_001,2025-10,744,1.762875799768924,0.5295698924731183
crypto_a4_1h_001,2025-11,720,1.992135821937636,0.5638888888888889
crypto_a4_1h_001,2025-12,744,0.13705572150504963,0.5040322580645161
crypto_a4_1h_001,2026-01,744,-0.29985487019968343,0.5094086021505376
crypto_a4_1h_001,2026-02,672,0.3711702746051489,0.5089285714285714
crypto_a4_1h_001,2026-03,744,0.3486870483387564,0.5080645161290323
crypto_a4_1h_001,2026-04,713,1.3346622458521398,0.5974754558204769
crypto_a4_1h_002,2025-07,744,-2.372786343063251,0.43010752688172044
crypto_a4_1h_002,2025-08,744,0.49907874186416457,0.510752688172043
crypto_a4_1h_002,2025-09,720,0.325765358362293,0.5472222222222223
crypto_a4_1h_002,2025-10,744,3.1429383915233977,0.581989247311828
crypto_a4_1h_002,2025-11,720,1.2211400030883732,0.5638888888888889
crypto_a4_1h_002,2025-12,744,0.2526708457650415,0.5577956989247311
crypto_a4_1h_002,2026-01,744,0.6866420220403229,0.5201612903225806
crypto_a4_1h_002,2026-02,672,0.5450133984743557,0.4955357142857143
crypto_a4_1h_002,2026-03,744,0.1637711064331515,0.5053763440860215
crypto_a4_1h_002,2026-04,707,0.9550349716196171,0.536067892503536
crypto_a4_1h_003,2025-07,690,-3.0284711072357333,0.4391304347826087
crypto_a4_1h_003,2025-08,691,0.9367615449503451,0.5383502170767004
crypto_a4_1h_003,2025-09,720,1.2477687660986658,0.5777777777777777
crypto_a4_1h_003,2025-10,744,2.774479563207153,0.5846774193548387
crypto_a4_1h_003,2025-11,720,2.450765560442267,0.5666666666666667
crypto_a4_1h_003,2025-12,744,-0.80698483224475,0.46236559139784944
crypto_a4_1h_003,2026-01,744,0.47129991155551865,0.510752688172043
crypto_a4_1h_003,2026-02,672,0.4743707757871793,0.5044642857142857
crypto_a4_1h_003,2026-03,744,-0.17671142652355434,0.5053763440860215
crypto_a4_1h_003,2026-04,713,0.1204582009701059,0.5287517531556802
crypto_a4_1h_004,2025-07,744,-3.191800129458564,0.40860215053763443
crypto_a4_1h_004,2025-08,744,0.6940414831052572,0.5389784946236559
crypto_a4_1h_004,2025-09,720,-0.055657315795053286,0.5222222222222223
crypto_a4_1h_004,2025-10,744,2.3188223876989174,0.543010752688172
crypto_a4_1h_004,2025-11,720,2.0608136555810486,0.5652777777777778
crypto_a4_1h_004,2025-12,744,0.05027269052482666,0.5295698924731183
crypto_a4_1h_004,2026-01,744,0.6675134516479487,0.5577956989247311
crypto_a4_1h_004,2026-02,672,0.269050126148087,0.5089285714285714
crypto_a4_1h_004,2026-03,744,0.14856030947679705,0.510752688172043
crypto_a4_1h_004,2026-04,707,0.5983203752585389,0.536067892503536
crypto_a4_1h_006,2025-07,690,-1.005350686609777,0.4463768115942029
crypto_a4_1h_006,2025-08,691,0.8948603653973267,0.5383502170767004
crypto_a4_1h_006,2025-09,720,0.5427278195529712,0.5569444444444445
crypto_a4_1h_006,2025-10,744,2.091643286152654,0.5631720430107527
crypto_a4_1h_006,2025-11,720,0.5959125769811164,0.5291666666666667
crypto_a4_1h_006,2025-12,744,-0.3141977685792499,0.4596774193548387
crypto_a4_1h_006,2026-01,744,0.13792836550367782,0.5094086021505376
crypto_a4_1h_006,2026-02,672,0.011598373516170591,0.5119047619047619
crypto_a4_1h_006,2026-03,744,0.020523329755500194,0.5080645161290323
crypto_a4_1h_006,2026-04,707,0.08794646765675367,0.4780763790664781
crypto_a4_1h_005,2025-07,690,-1.309113490571882,0.43478260869565216
crypto_a4_1h_005,2025-08,691,1.4855776955918512,0.5354558610709117
crypto_a4_1h_005,2025-09,720,0.9378226643302044,0.5388888888888889
crypto_a4_1h_005,2025-10,744,0.9942589314875625,0.5255376344086021
crypto_a4_1h_005,2025-11,720,1.9567958693962917,0.5416666666666666
crypto_a4_1h_005,2025-12,744,-0.5345978167652583,0.4946236559139785
crypto_a4_1h_005,2026-01,744,-0.037501992309453516,0.5040322580645161
crypto_a4_1h_005,2026-02,672,-0.3828205861757609,0.49255952380952384
crypto_a4_1h_005,2026-03,744,-0.39556285775828953,0.45698924731182794
crypto_a4_1h_005,2026-04,713,-0.1144831782350862,0.49368863955119213
crypto_a4_1h_008,2025-07,744,-1.8320510664694476,0.4731182795698925
crypto_a4_1h_008,2025-08,744,-0.4811988485054016,0.5134408602150538
crypto_a4_1h_008,2025-09,720,-0.8870253959387748,0.49444444444444446
crypto_a4_1h_008,2025-10,744,1.1716308233585127,0.5456989247311828
crypto_a4_1h_008,2025-11,720,-0.43675302745693917,0.5291666666666667
crypto_a4_1h_008,2025-12,744,-0.2154168625594469,0.5282258064516129
crypto_a4_1h_008,2026-01,744,0.8027556555074856,0.5416666666666666
crypto_a4_1h_008,2026-02,672,1.6139319610157388,0.5714285714285714
crypto_a4_1h_008,2026-03,744,1.277840734322778,0.5376344086021505
crypto_a4_1h_008,2026-04,707,1.7813737821275712,0.553041018387553
crypto_a4_1h_007,2025-07,690,-2.377248686961426,0.4101449275362319
crypto_a4_1h_007,2025-08,691,0.994517781683245,0.5397973950795948
crypto_a4_1h_007,2025-09,720,0.29509120106916564,0.5430555555555555
crypto_a4_1h_007,2025-10,744,1.5242415345791325,0.5672043010752689
crypto_a4_1h_007,2025-11,720,1.303107441548297,0.5527777777777778
crypto_a4_1h_007,2025-12,744,0.038061018504855194,0.4825268817204301
crypto_a4_1h_007,2026-01,744,0.509008911196621,0.5362903225806451
crypto_a4_1h_007,2026-02,672,0.01829979844279161,0.4955357142857143
crypto_a4_1h_007,2026-03,744,-0.34889453468066384,0.47580645161290325
crypto_a4_1h_007,2026-04,707,-0.14454967720123976,0.48514851485148514
crypto_a4_5m_001,2025-07,8928,-3.113768715619975,0.48185483870967744
crypto_a4_5m_001,2025-08,8928,1.1591904583150172,0.5152329749103942
crypto_a4_5m_001,2025-09,8640,0.4651461287234059,0.5157407407407407
crypto_a4_5m_001,2025-10,8928,1.4016677965078495,0.5092965949820788
crypto_a4_5m_001,2025-11,8640,1.971446559211662,0.5278935185185185
crypto_a4_5m_001,2025-12,8928,0.25752957711068886,0.496415770609319
crypto_a4_5m_001,2026-01,8928,0.7774430993808901,0.5293458781362007
crypto_a4_5m_001,2026-02,8064,-0.5219217118317857,0.4809027777777778
crypto_a4_5m_001,2026-03,8928,0.6359427231309438,0.5108646953405018
crypto_a4_5m_001,2026-04,8627,0.367524866346674,0.5059696302306711
