symbol,split,rows,metrics_complete_5m_rate,agg_overlay_available_rate,may_allowed_for_ranking
SOLUSDT,recent_2025H2_2026Apr,7296,0.999863,1.0,True
SOLUSDT,may_2026_stress_only,0,,,False
SOLVUSDT,train_2024,0,,,True
SOLVUSDT,validation_2025H1,3949,0.998987,0.0,True
SOLVUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SOLVUSDT,may_2026_stress_only,0,,,False
SONICUSDT,train_2024,0,,,True
SONICUSDT,validation_2025H1,4170,0.999041,0.0,True
SONICUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
SONICUSDT,may_2026_stress_only,0,,,False
SPELLUSDT,train_2024,8784,0.99852,0.0,True
SPELLUSDT,validation_2025H1,4344,0.99954,0.0,True
SPELLUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
SPELLUSDT,may_2026_stress_only,0,,,False
SPXUSDT,train_2024,517,0.996132,0.0,True
SPXUSDT,validation_2025H1,4344,0.99954,0.0,True
SPXUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SPXUSDT,may_2026_stress_only,0,,,False
SSVUSDT,train_2024,8784,0.99852,0.0,True
SSVUSDT,validation_2025H1,4344,0.99954,0.0,True
SSVUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SSVUSDT,may_2026_stress_only,0,,,False
STEEMUSDT,train_2024,8784,0.998406,0.0,True
STEEMUSDT,validation_2025H1,4344,0.99954,0.0,True
STEEMUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
STEEMUSDT,may_2026_stress_only,0,,,False
STGUSDT,train_2024,8784,0.99852,0.0,True
STGUSDT,validation_2025H1,4344,0.99954,0.0,True
STGUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
STGUSDT,may_2026_stress_only,0,,,False
STORJUSDT,train_2024,8784,0.99852,0.0,True
STORJUSDT,validation_2025H1,4344,0.99954,0.0,True
STORJUSDT,recent_2025H2_2026Apr,7296,0.999589,0.0,True
STORJUSDT,may_2026_stress_only,0,,,False
STRKUSDT,train_2024,7572,0.998943,0.0,True
STRKUSDT,validation_2025H1,4344,0.99954,0.0,True
STRKUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
STRKUSDT,may_2026_stress_only,0,,,False
STXUSDT,train_2024,8784,0.99852,0.0,True
STXUSDT,validation_2025H1,4344,0.99954,0.0,True
STXUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
STXUSDT,may_2026_stress_only,0,,,False
SUIUSDT,train_2024,8784,0.99852,0.998862,True
SUIUSDT,validation_2025H1,4344,0.99954,1.0,True
SUIUSDT,recent_2025H2_2026Apr,7296,0.999863,1.0,True
SUIUSDT,may_2026_stress_only,0,,,False
SUNUSDT,train_2024,3168,0.995265,0.0,True
SUNUSDT,validation_2025H1,4344,0.99954,0.0,True
SUNUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SUNUSDT,may_2026_stress_only,0,,,False
SUPERUSDT,train_2024,8784,0.99852,0.0,True
SUPERUSDT,validation_2025H1,4344,0.99954,0.0,True
SUPERUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SUPERUSDT,may_2026_stress_only,0,,,False
SUSDT,train_2024,0,,,True
SUSDT,validation_2025H1,3975,0.998994,0.0,True
SUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SUSDT,may_2026_stress_only,0,,,False
SUSHIUSDT,train_2024,8784,0.99852,0.0,True
SUSHIUSDT,validation_2025H1,4344,0.99954,0.0,True
SUSHIUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
SUSHIUSDT,may_2026_stress_only,0,,,False
SWARMSUSDT,train_2024,0,,,True
SWARMSUSDT,validation_2025H1,4190,0.998807,0.0,True
SWARMSUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SWARMSUSDT,may_2026_stress_only,0,,,False
SYNUSDT,train_2024,3312,0.995773,0.0,True
SYNUSDT,validation_2025H1,4344,0.99954,0.0,True
SYNUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
SYNUSDT,may_2026_stress_only,0,,,False
TAOUSDT,train_2024,6348,0.99937,0.0,True
TAOUSDT,validation_2025H1,4344,0.99954,0.0,True
TAOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TAOUSDT,may_2026_stress_only,0,,,False
THETAUSDT,train_2024,8784,0.99852,0.0,True
THETAUSDT,validation_2025H1,4344,0.99954,0.0,True
THETAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
THETAUSDT,may_2026_stress_only,0,,,False
THEUSDT,train_2024,830,0.996386,0.0,True
THEUSDT,validation_2025H1,4344,0.99954,0.0,True
THEUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
THEUSDT,may_2026_stress_only,0,,,False
TIAUSDT,train_2024,8784,0.99852,0.0,True
TIAUSDT,validation_2025H1,4344,0.99954,0.0,True
TIAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TIAUSDT,may_2026_stress_only,0,,,False
TLMUSDT,train_2024,8784,0.99852,0.0,True
TLMUSDT,validation_2025H1,4344,0.99954,0.0,True
TLMUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TLMUSDT,may_2026_stress_only,0,,,False
TNSRUSDT,train_2024,6416,0.999532,0.0,True
TNSRUSDT,validation_2025H1,4344,0.99954,0.0,True
TNSRUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TNSRUSDT,may_2026_stress_only,0,,,False
TONUSDT,train_2024,7337,0.99891,0.0,True
TONUSDT,validation_2025H1,4344,0.99954,0.0,True
TONUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TONUSDT,may_2026_stress_only,0,,,False
TRBUSDT,train_2024,8784,0.99852,0.0,True
TRBUSDT,validation_2025H1,4344,0.99954,0.0,True
TRBUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TRBUSDT,may_2026_stress_only,0,,,False
TRUMPUSDT,train_2024,0,,,True
TRUMPUSDT,validation_2025H1,3925,0.998726,0.0,True
TRUMPUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TRUMPUSDT,may_2026_stress_only,0,,,False
TRXUSDT,train_2024,8784,0.99852,0.0,True
TRXUSDT,validation_2025H1,4344,0.99954,0.0,True
TRXUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TRXUSDT,may_2026_stress_only,0,,,False
TSTUSDT,train_2024,0,,,True
TSTUSDT,validation_2025H1,3396,0.998822,0.0,True
TSTUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TSTUSDT,may_2026_stress_only,0,,,False
TURBOUSDT,train_2024,5170,0.994584,0.0,True
TURBOUSDT,validation_2025H1,4344,0.99954,0.0,True
TURBOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
TURBOUSDT,may_2026_stress_only,0,,,False
TUSDT,train_2024,8784,0.99852,0.0,True
TUSDT,validation_2025H1,4344,0.99954,0.0,True
TUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
TUSDT,may_2026_stress_only,0,,,False
TWTUSDT,train_2024,8784,0.99852,0.0,True
TWTUSDT,validation_2025H1,4344,0.99954,0.0,True
TWTUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
TWTUSDT,may_2026_stress_only,0,,,False
UMAUSDT,train_2024,8784,0.99852,0.0,True
UMAUSDT,validation_2025H1,4344,0.99954,0.0,True
UMAUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
UMAUSDT,may_2026_stress_only,0,,,False
UNIUSDT,train_2024,8784,0.99852,0.0,True
UNIUSDT,validation_2025H1,4344,0.99954,0.0,True
UNIUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
UNIUSDT,may_2026_stress_only,0,,,False
USDCUSDT,train_2024,8784,0.970401,0.0,True
USDCUSDT,validation_2025H1,4344,0.998158,0.0,True
USDCUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
USDCUSDT,may_2026_stress_only,0,,,False
USTCUSDT,train_2024,8784,0.995674,0.0,True
USTCUSDT,validation_2025H1,4344,0.99954,0.0,True
USTCUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
USTCUSDT,may_2026_stress_only,0,,,False
USUALUSDT,train_2024,325,0.990769,0.0,True
USUALUSDT,validation_2025H1,4344,0.99954,0.0,True
USUALUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
USUALUSDT,may_2026_stress_only,0,,,False
VANAUSDT,train_2024,372,0.994624,0.0,True
VANAUSDT,validation_2025H1,4344,0.99954,0.0,True
VANAUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
VANAUSDT,may_2026_stress_only,0,,,False
VANRYUSDT,train_2024,7056,0.997307,0.0,True
VANRYUSDT,validation_2025H1,4344,0.99954,0.0,True
VANRYUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
VANRYUSDT,may_2026_stress_only,0,,,False
VELODROMEUSDT,train_2024,447,0.982103,0.0,True
VELODROMEUSDT,validation_2025H1,4344,0.99954,0.0,True
VELODROMEUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
VELODROMEUSDT,may_2026_stress_only,0,,,False
VETUSDT,train_2024,8784,0.995674,0.0,True
VETUSDT,validation_2025H1,4344,0.99954,0.0,True
VETUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
VETUSDT,may_2026_stress_only,0,,,False
VIRTUALUSDT,train_2024,517,0.996132,0.0,True
VIRTUALUSDT,validation_2025H1,4344,0.99954,0.0,True
VIRTUALUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
VIRTUALUSDT,may_2026_stress_only,0,,,False
VTHOUSDT,train_2024,0,,,True
VTHOUSDT,validation_2025H1,3840,0.996875,0.0,True
VTHOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
VTHOUSDT,may_2026_stress_only,0,,,False
VVVUSDT,train_2024,0,,,True
VVVUSDT,validation_2025H1,3666,0.998636,0.0,True
VVVUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
VVVUSDT,may_2026_stress_only,0,,,False
WAXPUSDT,train_2024,8784,0.998406,0.0,True
WAXPUSDT,validation_2025H1,4344,0.99954,0.0,True
WAXPUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
WAXPUSDT,may_2026_stress_only,0,,,False
WIFUSDT,train_2024,8368,0.99761,0.0,True
WIFUSDT,validation_2025H1,4344,0.99954,0.0,True
WIFUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
WIFUSDT,may_2026_stress_only,0,,,False
WLDUSDT,train_2024,8784,0.99852,0.0,True
WLDUSDT,validation_2025H1,4344,0.99954,0.0,True
WLDUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
WLDUSDT,may_2026_stress_only,0,,,False
WOOUSDT,train_2024,8784,0.99852,0.0,True
WOOUSDT,validation_2025H1,4344,0.99954,0.0,True
WOOUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
WOOUSDT,may_2026_stress_only,0,,,False
WUSDT,train_2024,6539,0.999388,0.0,True
WUSDT,validation_2025H1,4344,0.99954,0.0,True
WUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
WUSDT,may_2026_stress_only,0,,,False
XAIUSDT,train_2024,8582,0.997903,0.0,True
XAIUSDT,validation_2025H1,4344,0.99954,0.0,True
XAIUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
XAIUSDT,may_2026_stress_only,0,,,False
XLMUSDT,train_2024,8784,0.995674,0.0,True
XLMUSDT,validation_2025H1,4344,0.99954,0.0,True
XLMUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
XLMUSDT,may_2026_stress_only,0,,,False
XMRUSDT,train_2024,8784,0.99852,0.0,True
XMRUSDT,validation_2025H1,4344,0.99954,0.0,True
XMRUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
XMRUSDT,may_2026_stress_only,0,,,False
XRPUSDT,train_2024,8784,0.99852,0.998862,True
XRPUSDT,validation_2025H1,4344,0.99954,1.0,True
XRPUSDT,recent_2025H2_2026Apr,7296,0.999863,1.0,True
XRPUSDT,may_2026_stress_only,0,,,False
XTZUSDT,train_2024,8784,0.99852,0.0,True
XTZUSDT,validation_2025H1,4344,0.999309,0.0,True
XTZUSDT,recent_2025H2_2026Apr,7296,0.999315,0.0,True
XTZUSDT,may_2026_stress_only,0,,,False
XVGUSDT,train_2024,8784,0.99852,0.0,True
XVGUSDT,validation_2025H1,4344,0.99954,0.0,True
XVGUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
XVGUSDT,may_2026_stress_only,0,,,False
XVSUSDT,train_2024,8784,0.99852,0.0,True
XVSUSDT,validation_2025H1,4344,0.99954,0.0,True
XVSUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
XVSUSDT,may_2026_stress_only,0,,,False
YFIUSDT,train_2024,8784,0.99852,0.0,True
YFIUSDT,validation_2025H1,4344,0.99954,0.0,True
YFIUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
YFIUSDT,may_2026_stress_only,0,,,False
YGGUSDT,train_2024,8784,0.99852,0.0,True
YGGUSDT,validation_2025H1,4344,0.99954,0.0,True
YGGUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
YGGUSDT,may_2026_stress_only,0,,,False
ZECUSDT,train_2024,8784,0.99852,0.0,True
ZECUSDT,validation_2025H1,4344,0.99954,0.0,True
ZECUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ZECUSDT,may_2026_stress_only,0,,,False
ZENUSDT,train_2024,8784,0.99852,0.0,True
ZENUSDT,validation_2025H1,4344,0.99954,0.0,True
ZENUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ZENUSDT,may_2026_stress_only,0,,,False
ZEREBROUSDT,train_2024,0,,,True
ZEREBROUSDT,validation_2025H1,4308,0.998839,0.0,True
ZEREBROUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ZEREBROUSDT,may_2026_stress_only,0,,,False
ZETAUSDT,train_2024,8010,0.998002,0.0,True
ZETAUSDT,validation_2025H1,4344,0.99954,0.0,True
ZETAUSDT,recent_2025H2_2026Apr,7296,0.999589,0.0,True
ZETAUSDT,may_2026_stress_only,0,,,False
ZILUSDT,train_2024,8784,0.99852,0.0,True
ZILUSDT,validation_2025H1,4344,0.99954,0.0,True
ZILUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ZILUSDT,may_2026_stress_only,0,,,False
ZKUSDT,train_2024,4742,0.999367,0.0,True
ZKUSDT,validation_2025H1,4344,0.99954,0.0,True
ZKUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ZKUSDT,may_2026_stress_only,0,,,False
ZROUSDT,train_2024,4667,0.999357,0.0,True
ZROUSDT,validation_2025H1,4344,0.99954,0.0,True
ZROUSDT,recent_2025H2_2026Apr,7296,0.999863,0.0,True
ZROUSDT,may_2026_stress_only,0,,,False
ZRXUSDT,train_2024,8784,0.99852,0.0,True
ZRXUSDT,validation_2025H1,4344,0.99954,0.0,True
ZRXUSDT,recent_2025H2_2026Apr,7296,0.999726,0.0,True
ZRXUSDT,may_2026_stress_only,0,,,False
