symbol,path,file_exists,manifest_status,manifest_rows,manifest_min_timestamp,manifest_max_timestamp,read_ok,error,actual_rows,row_count_match,actual_min_timestamp,actual_max_timestamp,min_timestamp_match,max_timestamp_match,duplicate_timestamp_count,monotonic_timestamp,gap_hours,inf_cell_count,nan_cell_count,negative_value_count
AXSUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=AXSUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
B2USDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=B2USDT\part.csv.gz,True,ok,9180,2025-05-06 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9180,True,2025-05-06 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,2,0
BABYUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BABYUSDT\part.csv.gz,True,ok,9924,2025-04-05 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9924,True,2025-04-05 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BANANAS31USDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BANANAS31USDT\part.csv.gz,True,ok,10264,2025-03-22 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,,10264,True,2025-03-22 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BANANAUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BANANAUSDT\part.csv.gz,True,ok,15527,2024-08-15 02:00:00+00:00,2026-05-24 00:00:00+00:00,True,,15527,True,2024-08-15 02:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BANDUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BANDUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
BANKUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BANKUSDT\part.csv.gz,True,ok,9607,2025-04-18 18:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9607,True,2025-04-18 18:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BANUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BANUSDT\part.csv.gz,True,ok,13238,2024-11-18 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,13238,True,2024-11-18 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BARDUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BARDUSDT\part.csv.gz,True,ok,5942,2025-09-18 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5942,True,2025-09-18 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
BASUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BASUSDT\part.csv.gz,True,ok,6492,2025-08-26 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,6492,True,2025-08-26 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
BATUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BATUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
BBUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BBUSDT\part.csv.gz,True,ok,17773,2024-05-13 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,17773,True,2024-05-13 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BCHUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BCHUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
BEAMXUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BEAMXUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
BEATUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BEATUSDT\part.csv.gz,True,ok,4621,2025-11-12 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,4621,True,2025-11-12 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
BELUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BELUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
BERAUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BERAUSDT\part.csv.gz,True,ok,11314,2025-02-06 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,,11314,True,2025-02-06 15:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BICOUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BICOUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
BIGTIMEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BIGTIMEUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
BIOUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BIOUSDT\part.csv.gz,True,ok,12133,2025-01-03 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,12133,True,2025-01-03 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BLESSUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BLESSUSDT\part.csv.gz,True,ok,5824,2025-09-23 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5824,True,2025-09-23 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
BLUAIUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BLUAIUSDT\part.csv.gz,True,ok,5150,2025-10-21 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5150,True,2025-10-21 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
BLURUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BLURUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
BMTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BMTUSDT\part.csv.gz,True,ok,10380,2025-03-17 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,10380,True,2025-03-17 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BNBUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BNBUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
BNTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BNTUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
BOMEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BOMEUSDT\part.csv.gz,True,ok,19165,2024-03-16 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,19165,True,2024-03-16 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BRETTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BRETTUSDT\part.csv.gz,True,ok,15399,2024-08-20 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,,15399,True,2024-08-20 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BREVUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BREVUSDT\part.csv.gz,True,ok,3471,2025-12-30 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,,3471,True,2025-12-30 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
BROCCOLI714USDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BROCCOLI714USDT\part.csv.gz,True,ok,10288,2025-03-21 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,,10288,True,2025-03-21 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BROCCOLIF3BUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BROCCOLIF3BUSDT\part.csv.gz,True,ok,10288,2025-03-21 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,,10288,True,2025-03-21 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,2,0
BRUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BRUSDT\part.csv.gz,True,ok,10285,2025-03-21 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,10285,True,2025-03-21 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BSVUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BSVUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
BTCUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BTCUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
BTRUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BTRUSDT\part.csv.gz,True,ok,6471,2025-08-27 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,,6471,True,2025-08-27 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
BULLAUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BULLAUSDT\part.csv.gz,True,ok,7768,2025-07-04 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,,7768,True,2025-07-04 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
BUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=BUSDT\part.csv.gz,True,ok,8793,2025-05-22 16:00:00+00:00,2026-05-24 00:00:00+00:00,True,,8793,True,2025-05-22 16:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
C98USDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=C98USDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CAKEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CAKEUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CARVUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CARVUSDT\part.csv.gz,True,ok,6945,2025-08-07 16:00:00+00:00,2026-05-24 00:00:00+00:00,True,,6945,True,2025-08-07 16:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
CATIUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CATIUSDT\part.csv.gz,True,ok,14654,2024-09-20 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,14654,True,2024-09-20 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
CCUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CCUSDT\part.csv.gz,True,ok,4909,2025-10-31 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,4909,True,2025-10-31 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
CELOUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CELOUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CELRUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CELRUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CETUSUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CETUSUSDT\part.csv.gz,True,ok,13523,2024-11-06 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,,13523,True,2024-11-06 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
CFXUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CFXUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CGPTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CGPTUSDT\part.csv.gz,True,ok,12462,2024-12-20 19:00:00+00:00,2026-05-24 00:00:00+00:00,True,,12462,True,2024-12-20 19:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
CHILLGUYUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CHILLGUYUSDT\part.csv.gz,True,ok,13019,2024-11-27 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,,13019,True,2024-11-27 14:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
CHRUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CHRUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CHZUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CHZUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CKBUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CKBUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CLANKERUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CLANKERUSDT\part.csv.gz,True,ok,4621,2025-11-12 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,,4621,True,2025-11-12 12:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
CLOUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CLOUSDT\part.csv.gz,True,ok,5318,2025-10-14 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5318,True,2025-10-14 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
COAIUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=COAIUSDT\part.csv.gz,True,ok,5778,2025-09-25 07:00:00+00:00,2026-05-24 00:00:00+00:00,True,,5778,True,2025-09-25 07:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
COLLECTUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=COLLECTUSDT\part.csv.gz,True,ok,3444,2025-12-31 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,3444,True,2025-12-31 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
COMPUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=COMPUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
COOKIEUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=COOKIEUSDT\part.csv.gz,True,ok,12038,2025-01-07 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,12038,True,2025-01-07 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
COSUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=COSUSDT\part.csv.gz,True,ok,14412,2024-09-30 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,14412,True,2024-09-30 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
COTIUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=COTIUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
COWUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=COWUSDT\part.csv.gz,True,ok,13524,2024-11-06 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,,13524,True,2024-11-06 13:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
CROSSUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CROSSUSDT\part.csv.gz,True,ok,7623,2025-07-10 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,,7623,True,2025-07-10 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
CRVUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CRVUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
CTKUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CTKUSDT\part.csv.gz,True,ok,9327,2025-04-30 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9327,True,2025-04-30 10:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
CTSIUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CTSIUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CUSDT\part.csv.gz,True,ok,7504,2025-07-15 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,,7504,True,2025-07-15 09:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
CVCUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CVCUSDT\part.csv.gz,True,ok,8945,2025-05-16 08:00:00+00:00,2026-05-24 00:00:00+00:00,True,,8945,True,2025-05-16 08:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
CVXUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CVXUSDT\part.csv.gz,True,ok,7310,2025-07-23 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,7310,True,2025-07-23 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
CYBERUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CYBERUSDT\part.csv.gz,True,ok,20967,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,,20967,True,2024-01-01 00:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,10,0,4,0
CYSUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=CYSUSDT\part.csv.gz,True,ok,3902,2025-12-12 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,,3902,True,2025-12-12 11:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,0,0
DASHUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=DASHUSDT\part.csv.gz,True,ok,20943,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,,20943,True,2024-01-01 00:00:00+00:00,2026-05-23 00:00:00+00:00,True,True,0,True,10,0,4,0
DEEPUSDT,G:\AlphaFactory_CryptoData\incoming_company\crypto_universe500_silver_20260525\extracted\silver\binance_vision\metrics_1h_universe500_v1\symbol=DEEPUSDT\part.csv.gz,True,ok,9521,2025-04-22 08:00:00+00:00,2026-05-24 00:00:00+00:00,True,,9521,True,2025-04-22 08:00:00+00:00,2026-05-24 00:00:00+00:00,True,True,0,True,0,0,4,0
