symbol,rows,timestamp_min,timestamp_max,path,metrics_join_rate,metrics_complete_5m_rate,agg_overlay_available_rate,duplicate_symbol_timestamp,inf_cell_count
POLUSDT,14280,2024-09-13 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=POLUSDT\part.parquet,0.99916,0.99881,0.0,0,0
POLYXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=POLYXUSDT\part.parquet,0.99951,0.999217,0.0,0,0
POPCATUSDT,14796,2024-08-22 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=POPCATUSDT\part.parquet,0.999932,0.999594,0.0,0,0
PORTALUSDT,18997,2024-02-29 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PORTALUSDT\part.parquet,0.999789,0.999474,0.0,0,0
POWRUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=POWRUSDT\part.parquet,0.99951,0.999217,0.0,0,0
PROMUSDT,11304,2025-01-15 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PROMUSDT\part.parquet,0.998938,0.998585,0.0,0,0
PYTHUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PYTHUSDT\part.parquet,0.99951,0.999217,0.0,0,0
QNTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=QNTUSDT\part.parquet,0.99951,0.999217,0.0,0,0
QTUMUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=QTUMUSDT\part.parquet,0.99951,0.999217,0.0,0,0
RAREUSDT,14976,2024-08-15 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RAREUSDT\part.parquet,0.999132,0.998798,0.0,0,0
RAYSOLUSDT,12157,2024-12-10 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RAYSOLUSDT\part.parquet,0.999918,0.999589,0.0,0,0
RENDERUSDT,15447,2024-07-26 09:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RENDERUSDT\part.parquet,0.999935,0.999612,0.0,0,0
REZUSDT,17531,2024-04-30 13:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=REZUSDT\part.parquet,0.999943,0.999658,0.0,0,0
RIFUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RIFUSDT\part.parquet,0.99951,0.999168,0.0,0,0
RLCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RLCUSDT\part.parquet,0.99951,0.999217,0.0,0,0
RONINUSDT,19561,2024-02-05 16:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RONINUSDT\part.parquet,0.999233,0.998875,0.0,0,0
ROSEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ROSEUSDT\part.parquet,0.99951,0.999217,0.0,0,0
RPLUSDT,14376,2024-09-09 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RPLUSDT\part.parquet,0.999165,0.998817,0.0,0,0
RSRUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RSRUSDT\part.parquet,0.99951,0.999217,0.0,0,0
RUNEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RUNEUSDT\part.parquet,0.99951,0.999217,0.0,0,0
RVNUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=RVNUSDT\part.parquet,0.99951,0.998286,0.0,0,0
SAFEUSDT,13261,2024-10-25 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SAFEUSDT\part.parquet,0.999925,0.999321,0.0,0,0
SAGAUSDT,18041,2024-04-09 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SAGAUSDT\part.parquet,0.999834,0.999557,0.0,0,0
SANDUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SANDUSDT\part.parquet,0.99951,0.999217,0.0,0,0
SANTOSUSDT,13200,2024-10-28 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SANTOSUSDT\part.parquet,0.998939,0.998561,0.0,0,0
SCRTUSDT,12624,2024-11-21 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SCRTUSDT\part.parquet,0.999129,0.998812,0.0,0,0
SCRUSDT,13335,2024-10-22 09:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SCRUSDT\part.parquet,0.999925,0.99955,0.0,0,0
SEIUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SEIUSDT\part.parquet,0.99951,0.999217,0.0,0,0
SFPUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SFPUSDT\part.parquet,0.99951,0.999217,0.0,0,0
SKLUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SKLUSDT\part.parquet,0.99951,0.99907,0.0,0,0
SNXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SNXUSDT\part.parquet,0.99951,0.999119,0.0,0,0
SOLUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SOLUSDT\part.parquet,0.99951,0.999217,0.99951,0,0
SOLVUSDT,11245,2025-01-17 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SOLVUSDT\part.parquet,0.999911,0.999555,0.0,0,0
SONICUSDT,11466,2025-01-08 06:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SONICUSDT\part.parquet,0.999913,0.999477,0.0,0,0
SPELLUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SPELLUSDT\part.parquet,0.99951,0.999168,0.0,0,0
SPXUSDT,12157,2024-12-10 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SPXUSDT\part.parquet,0.999918,0.999589,0.0,0,0
SSVUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SSVUSDT\part.parquet,0.99951,0.999217,0.0,0,0
STEEMUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=STEEMUSDT\part.parquet,0.99951,0.999168,0.0,0,0
STGUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=STGUSDT\part.parquet,0.99951,0.999168,0.0,0,0
STORJUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=STORJUSDT\part.parquet,0.99951,0.999119,0.0,0,0
STRKUSDT,19212,2024-02-20 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=STRKUSDT\part.parquet,0.99974,0.999427,0.0,0,0
STXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=STXUSDT\part.parquet,0.99951,0.999217,0.0,0,0
SUIUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SUIUSDT\part.parquet,0.99951,0.999217,0.99951,0,0
SUNUSDT,14808,2024-08-22 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SUNUSDT\part.parquet,0.999122,0.998784,0.0,0,0
SUPERUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SUPERUSDT\part.parquet,0.99951,0.999217,0.0,0,0
SUSDT,11271,2025-01-16 09:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SUSDT\part.parquet,0.999911,0.999556,0.0,0,0
SUSHIUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SUSHIUSDT\part.parquet,0.99951,0.999168,0.0,0,0
SWARMSUSDT,11486,2025-01-07 10:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SWARMSUSDT\part.parquet,0.999826,0.999478,0.0,0,0
SYNUSDT,14952,2024-08-16 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=SYNUSDT\part.parquet,0.999197,0.998863,0.0,0,0
TAOUSDT,17988,2024-04-11 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TAOUSDT\part.parquet,0.999889,0.999611,0.0,0,0
THETAUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=THETAUSDT\part.parquet,0.99951,0.999217,0.0,0,0
THEUSDT,12470,2024-11-27 10:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=THEUSDT\part.parquet,0.99984,0.999439,0.0,0,0
TIAUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TIAUSDT\part.parquet,0.99951,0.999217,0.0,0,0
TLMUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TLMUSDT\part.parquet,0.99951,0.999217,0.0,0,0
TNSRUSDT,18056,2024-04-08 16:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TNSRUSDT\part.parquet,0.999945,0.999668,0.0,0,0
TONUSDT,18977,2024-03-01 07:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TONUSDT\part.parquet,0.999737,0.99942,0.0,0,0
TRBUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TRBUSDT\part.parquet,0.99951,0.999217,0.0,0,0
TRUMPUSDT,11221,2025-01-18 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TRUMPUSDT\part.parquet,0.999822,0.999465,0.0,0,0
TRXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TRXUSDT\part.parquet,0.99951,0.999217,0.0,0,0
TSTUSDT,10692,2025-02-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TSTUSDT\part.parquet,0.999906,0.999532,0.0,0,0
TURBOUSDT,16810,2024-05-30 14:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TURBOUSDT\part.parquet,0.998572,0.998156,0.0,0,0
TUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TUSDT\part.parquet,0.99951,0.999168,0.0,0,0
TWTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=TWTUSDT\part.parquet,0.99951,0.999168,0.0,0,0
UMAUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=UMAUSDT\part.parquet,0.99951,0.999217,0.0,0,0
UNIUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=UNIUSDT\part.parquet,0.99951,0.999217,0.0,0,0
USDCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=USDCUSDT\part.parquet,0.99951,0.986829,0.0,0,0
USTCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=USTCUSDT\part.parquet,0.998384,0.997993,0.0,0,0
USUALUSDT,11965,2024-12-18 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=USUALUSDT\part.parquet,0.999833,0.999499,0.0,0,0
VANAUSDT,12012,2024-12-16 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=VANAUSDT\part.parquet,0.999917,0.9995,0.0,0,0
VANRYUSDT,18696,2024-03-13 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=VANRYUSDT\part.parquet,0.999091,0.998823,0.0,0,0
VELODROMEUSDT,12087,2024-12-13 09:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=VELODROMEUSDT\part.parquet,0.999421,0.99909,0.0,0,0
VETUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=VETUSDT\part.parquet,0.998384,0.997993,0.0,0,0
VIRTUALUSDT,12157,2024-12-10 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=VIRTUALUSDT\part.parquet,0.999918,0.999589,0.0,0,0
VTHOUSDT,11136,2025-01-22 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=VTHOUSDT\part.parquet,0.999192,0.998833,0.0,0,0
VVVUSDT,10962,2025-01-29 06:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=VVVUSDT\part.parquet,0.999818,0.999361,0.0,0,0
WAXPUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=WAXPUSDT\part.parquet,0.99951,0.999168,0.0,0,0
WIFUSDT,20008,2024-01-18 08:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=WIFUSDT\part.parquet,0.9992,0.99885,0.0,0,0
WLDUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=WLDUSDT\part.parquet,0.99951,0.999217,0.0,0,0
WOOUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=WOOUSDT\part.parquet,0.99951,0.999217,0.0,0,0
WUSDT,18179,2024-04-03 13:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=WUSDT\part.parquet,0.99989,0.999615,0.0,0,0
XAIUSDT,20222,2024-01-09 10:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=XAIUSDT\part.parquet,0.999308,0.998962,0.0,0,0
XLMUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=XLMUSDT\part.parquet,0.998384,0.997993,0.0,0,0
XMRUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=XMRUSDT\part.parquet,0.99951,0.999217,0.0,0,0
XRPUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=XRPUSDT\part.parquet,0.99951,0.999217,0.99951,0,0
XTZUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=XTZUSDT\part.parquet,0.99951,0.998972,0.0,0,0
XVGUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=XVGUSDT\part.parquet,0.99951,0.999217,0.0,0,0
XVSUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=XVSUSDT\part.parquet,0.99951,0.999168,0.0,0,0
YFIUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=YFIUSDT\part.parquet,0.99951,0.999217,0.0,0,0
YGGUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=YGGUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ZECUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ZECUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ZENUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ZENUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ZEREBROUSDT,11604,2025-01-02 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ZEREBROUSDT\part.parquet,0.999828,0.999483,0.0,0,0
ZETAUSDT,19650,2024-02-02 06:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ZETAUSDT\part.parquet,0.999389,0.998931,0.0,0,0
ZILUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ZILUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ZKUSDT,16382,2024-06-17 10:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ZKUSDT\part.parquet,0.999939,0.999634,0.0,0,0
ZROUSDT,16307,2024-06-20 13:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ZROUSDT\part.parquet,0.999939,0.999632,0.0,0,0
ZRXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ZRXUSDT\part.parquet,0.99951,0.999168,0.0,0,0
