symbol,rows,timestamp_min,timestamp_max,path,metrics_join_rate,metrics_complete_5m_rate,agg_overlay_available_rate,duplicate_symbol_timestamp,inf_cell_count
EIGENUSDT,13843,2024-10-01 05:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=EIGENUSDT\part.parquet,0.999928,0.999567,0.0,0,0
ENAUSDT,18208,2024-04-02 08:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ENAUSDT\part.parquet,0.99978,0.999506,0.0,0,0
ENJUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ENJUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ENSUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ENSUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ETCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ETCUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ETHFIUSDT,18564,2024-03-18 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ETHFIUSDT\part.parquet,0.999838,0.999569,0.0,0,0
ETHUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ETHUSDT\part.parquet,0.99951,0.999217,0.99951,0,0
ETHWUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ETHWUSDT\part.parquet,0.99951,0.998727,0.0,0,0
FARTCOINUSDT,11911,2024-12-20 17:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=FARTCOINUSDT\part.parquet,0.999916,0.99958,0.0,0,0
FETUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=FETUSDT\part.parquet,0.99951,0.999217,0.0,0,0
FIDAUSDT,14136,2024-09-19 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=FIDAUSDT\part.parquet,0.999151,0.998797,0.0,0,0
FILUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=FILUSDT\part.parquet,0.99951,0.999217,0.0,0,0
FLOWUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=FLOWUSDT\part.parquet,0.99951,0.999217,0.0,0,0
FLUXUSDT,14520,2024-09-03 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=FLUXUSDT\part.parquet,0.999518,0.999036,0.0,0,0
GALAUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GALAUSDT\part.parquet,0.99951,0.999217,0.0,0,0
GASUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GASUSDT\part.parquet,0.99951,0.999217,0.0,0,0
GLMUSDT,19176,2024-02-22 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GLMUSDT\part.parquet,0.999479,0.999166,0.0,0,0
GMTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GMTUSDT\part.parquet,0.99951,0.999217,0.0,0,0
GMXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GMXUSDT\part.parquet,0.99951,0.999168,0.0,0,0
GOATUSDT,13284,2024-10-24 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GOATUSDT\part.parquet,0.999925,0.999398,0.0,0,0
GRASSUSDT,12921,2024-11-08 15:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GRASSUSDT\part.parquet,1.0,0.99969,0.0,0,0
GRIFFAINUSDT,11604,2025-01-02 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GRIFFAINUSDT\part.parquet,0.999914,0.999569,0.0,0,0
GRTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GRTUSDT\part.parquet,0.99951,0.999217,0.0,0,0
GTCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GTCUSDT\part.parquet,0.99951,0.999217,0.0,0,0
GUSDT,14976,2024-08-15 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=GUSDT\part.parquet,0.999199,0.998865,0.0,0,0
HBARUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=HBARUSDT\part.parquet,0.99951,0.999217,0.0,0,0
HEIUSDT,10600,2025-02-13 08:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=HEIUSDT\part.parquet,0.999906,0.999528,0.0,0,0
HFTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=HFTUSDT\part.parquet,0.99951,0.999217,0.0,0,0
HIGHUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=HIGHUSDT\part.parquet,0.99951,0.999217,0.0,0,0
HIVEUSDT,11856,2024-12-23 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=HIVEUSDT\part.parquet,0.999072,0.99865,0.0,0,0
HMSTRUSDT,13956,2024-09-26 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=HMSTRUSDT\part.parquet,1.0,0.999642,0.0,0,0
HOTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=HOTUSDT\part.parquet,0.99951,0.998972,0.0,0,0
ICPUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ICPUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ICXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ICXUSDT\part.parquet,0.99951,0.998923,0.0,0,0
IDUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=IDUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ILVUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ILVUSDT\part.parquet,0.99951,0.999217,0.0,0,0
IMXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=IMXUSDT\part.parquet,0.99951,0.999217,0.0,0,0
INJUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=INJUSDT\part.parquet,0.99951,0.999217,0.0,0,0
IOSTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=IOSTUSDT\part.parquet,0.99951,0.999217,0.0,0,0
IOTAUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=IOTAUSDT\part.parquet,0.99951,0.998923,0.0,0,0
IOTXUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=IOTXUSDT\part.parquet,0.99951,0.999217,0.0,0,0
IOUSDT,16524,2024-06-11 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=IOUSDT\part.parquet,0.999879,0.999576,0.0,0,0
IPUSDT,10593,2025-02-13 15:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=IPUSDT\part.parquet,0.999811,0.999434,0.0,0,0
JASMYUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=JASMYUSDT\part.parquet,0.99951,0.999217,0.0,0,0
JOEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=JOEUSDT\part.parquet,0.99951,0.999217,0.0,0,0
JTOUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=JTOUSDT\part.parquet,0.99951,0.999217,0.0,0,0
JUPUSDT,19688,2024-01-31 16:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=JUPUSDT\part.parquet,0.99939,0.999035,0.0,0,0
KAIAUSDT,12312,2024-12-04 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=KAIAUSDT\part.parquet,0.998863,0.998213,0.0,0,0
KASUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=KASUSDT\part.parquet,0.99951,0.999217,0.0,0,0
KAVAUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=KAVAUSDT\part.parquet,0.99951,0.999217,0.0,0,0
KMNOUSDT,11911,2024-12-20 17:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=KMNOUSDT\part.parquet,0.999832,0.999496,0.0,0,0
KNCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=KNCUSDT\part.parquet,0.99951,0.999217,0.0,0,0
KOMAUSDT,12157,2024-12-10 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=KOMAUSDT\part.parquet,0.999918,0.999589,0.0,0,0
KSMUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=KSMUSDT\part.parquet,0.99951,0.999217,0.0,0,0
LAYERUSDT,10642,2025-02-11 14:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LAYERUSDT\part.parquet,0.999906,0.99953,0.0,0,0
LDOUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LDOUSDT\part.parquet,0.99951,0.999217,0.0,0,0
LINKUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LINKUSDT\part.parquet,0.99951,0.999217,0.99951,0,0
LISTAUSDT,16309,2024-06-20 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LISTAUSDT\part.parquet,0.999939,0.999632,0.0,0,0
LPTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LPTUSDT\part.parquet,0.99951,0.999217,0.0,0,0
LQTYUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LQTYUSDT\part.parquet,0.99951,0.999217,0.0,0,0
LSKUSDT,19848,2024-01-25 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LSKUSDT\part.parquet,0.998791,0.998388,0.0,0,0
LTCUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LTCUSDT\part.parquet,0.99951,0.999217,0.99951,0,0
LUMIAUSDT,11976,2024-12-18 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LUMIAUSDT\part.parquet,0.999081,0.998747,0.0,0,0
LUNA2USDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=LUNA2USDT\part.parquet,0.99951,0.999217,0.0,0,0
MAGICUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MAGICUSDT\part.parquet,0.99951,0.999217,0.0,0,0
MANAUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MANAUSDT\part.parquet,0.99951,0.999217,0.0,0,0
MANTAUSDT,20006,2024-01-18 10:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MANTAUSDT\part.parquet,0.9993,0.99895,0.0,0,0
MASKUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MASKUSDT\part.parquet,0.99951,0.999217,0.0,0,0
MAVUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MAVUSDT\part.parquet,0.99951,0.999217,0.0,0,0
MBOXUSDT,14664,2024-08-28 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MBOXUSDT\part.parquet,0.999386,0.999045,0.0,0,0
MELANIAUSDT,11176,2025-01-20 08:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MELANIAUSDT\part.parquet,0.999911,0.999374,0.0,0,0
MEMEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MEMEUSDT\part.parquet,0.99951,0.999217,0.0,0,0
METISUSDT,18721,2024-03-11 16:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=METISUSDT\part.parquet,0.999519,0.999252,0.0,0,0
MEUSDT,12154,2024-12-10 14:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MEUSDT\part.parquet,0.999753,0.999424,0.0,0,0
MEWUSDT,16379,2024-06-17 13:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MEWUSDT\part.parquet,0.999939,0.999451,0.0,0,0
MINAUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MINAUSDT\part.parquet,0.99951,0.999217,0.0,0,0
MOCAUSDT,12014,2024-12-16 10:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MOCAUSDT\part.parquet,0.999917,0.999084,0.0,0,0
MOODENGUSDT,13263,2024-10-25 09:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MOODENGUSDT\part.parquet,0.999925,0.999548,0.0,0,0
MORPHOUSDT,12467,2024-11-27 13:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MORPHOUSDT\part.parquet,0.99992,0.999599,0.0,0,0
MOVEUSDT,12180,2024-12-09 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MOVEUSDT\part.parquet,0.999836,0.999507,0.0,0,0
MOVRUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MOVRUSDT\part.parquet,0.99951,0.999217,0.0,0,0
MTLUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=MTLUSDT\part.parquet,0.99951,0.999217,0.0,0,0
NEARUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=NEARUSDT\part.parquet,0.99951,0.999217,0.0,0,0
NEIROUSDT,14198,2024-09-16 10:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=NEIROUSDT\part.parquet,0.99993,0.999577,0.0,0,0
NEOUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=NEOUSDT\part.parquet,0.99951,0.999217,0.0,0,0
NFPUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=NFPUSDT\part.parquet,0.998335,0.998042,0.0,0,0
NMRUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=NMRUSDT\part.parquet,0.99951,0.999217,0.0,0,0
NOTUSDT,17147,2024-05-16 13:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=NOTUSDT\part.parquet,0.999942,0.99965,0.0,0,0
OGNUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=OGNUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ONDOUSDT,19960,2024-01-20 08:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ONDOUSDT\part.parquet,0.999248,0.998898,0.0,0,0
ONEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ONEUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ONGUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ONGUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ONTUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ONTUSDT\part.parquet,0.99951,0.999217,0.0,0,0
OPUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=OPUSDT\part.parquet,0.99951,0.999217,0.0,0,0
ORCAUSDT,12253,2024-12-06 11:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ORCAUSDT\part.parquet,0.999674,0.999347,0.0,0,0
ORDIUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=ORDIUSDT\part.parquet,0.99951,0.999217,0.0,0,0
PENDLEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PENDLEUSDT\part.parquet,0.99951,0.999217,0.0,0,0
PENGUUSDT,11986,2024-12-17 14:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PENGUUSDT\part.parquet,0.999833,0.999499,0.0,0,0
PEOPLEUSDT,20424,2024-01-01 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PEOPLEUSDT\part.parquet,0.99951,0.99907,0.0,0,0
PHAUSDT,11688,2024-12-30 00:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PHAUSDT\part.parquet,0.999059,0.998717,0.0,0,0
PIPPINUSDT,11080,2025-01-24 08:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PIPPINUSDT\part.parquet,0.999819,0.999458,0.0,0,0
PIXELUSDT,19236,2024-02-19 12:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PIXELUSDT\part.parquet,0.999844,0.999532,0.0,0,0
PNUTUSDT,12854,2024-11-11 10:00:00+00:00,2026-04-30 23:00:00+00:00,G:\AlphaFactory_CryptoData\gold\features\binance_universe300_market_metrics_agg_overlay_1h_v1_20260525\symbol=PNUTUSDT\part.parquet,0.999844,0.999533,0.0,0,0
