checkpoint_id,candidate_id,cell_id,object_type,signal_mode,source_field_families,old_candidate_decision,stress_gate_v2_decision,stress_gate_v2_reasons,raw_may,raw_may_gross,residual_may,residual_may_gross,stress_gate_v3_decision,stress_gate_v3_reasons
01,a7o_l1_C0000_1939,C0000,generated_candidate,original,price,A7O_PILOT_RESEARCH_CANDIDATE,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity,0.0,0.0,0.0,0.0,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity;stress_gate_v3_raw_gross_below_min;stress_gate_v3_residual_gross_below_min
01,a7o_l1_C0000_0678,C0000,generated_candidate,original,price,A7O_PILOT_RESEARCH_CANDIDATE,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity,0.0,0.0,0.0,0.0,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_no_raw_activity;may_stress_no_residual_activity;stress_gate_v3_raw_gross_below_min;stress_gate_v3_residual_gross_below_min
01,a7o_l1_C0000_0775,C0000,generated_candidate,original,price,A7O_PILOT_REJECTED,A7O_PILOT_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;lag1_recent_nonpositive;residual_funding_recent_nonpositive;may_stress_no_raw_activity;may_stress_no_residual_activity,0.0,0.0,0.0,0.0,A7O_PILOT_REJECTED,raw_validation_nonpositive;raw_recent_nonpositive;cost20_recent_nonpositive;lag1_recent_nonpositive;residual_funding_recent_nonpositive;may_stress_no_raw_activity;may_stress_no_residual_activity;stress_gate_v3_raw_gross_below_min;stress_gate_v3_residual_gross_below_min
01,a7o_l1_C0001_0484,C0001,generated_candidate,original,price,A7O_PILOT_MAY_VETOED_NEAR_MISS,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,-12.708896022127693,0.4987980769230769,-9.796416621578029,0.4987980769230769,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative
01,a7o_l1_C0001_1357,C0001,generated_candidate,original,price,A7O_PILOT_MAY_VETOED_NEAR_MISS,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,-7.181377408289883,0.4987980769230769,-5.7460856895126255,0.4987980769230769,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative
01,a7o_l1_C0001_0193,C0001,generated_candidate,original,price,A7O_PILOT_MAY_VETOED_NEAR_MISS,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,-9.89679091416168,0.4987980769230769,-7.060294705567934,0.4987980769230769,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative
01,a7o_l1_C0002_1550,C0002,generated_candidate,original,price;volatility,A7O_PILOT_MAY_VETOED_NEAR_MISS,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,-3.5333450210717614,0.5,-0.5517152380646676,0.5,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative
01,a7o_l1_C0002_1356,C0002,generated_candidate,original,price;volatility,A7O_PILOT_MAY_VETOED_NEAR_MISS,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail,-2.504631839503962,0.5,1.06726742183189,0.5,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail
01,a7o_l1_C0002_0967,C0002,generated_candidate,original,price;volatility,A7O_PILOT_MAY_VETOED_NEAR_MISS,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,-3.8778388346885473,0.5,-1.669309161914856,0.5,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative
01,a7o_l1_C0003_0774,C0003,generated_candidate,original,basis;volatility,A7O_PILOT_MAY_VETOED_NEAR_MISS,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative,-16.56517289327827,0.3374302904890915,-11.24075863693053,0.3374302904890915,A7O_PILOT_MAY_VETOED_NEAR_MISS,may_stress_severe_fail;may_residual_funding_negative
