checkpoint_id,candidate_id,cell_id,object_type,signal_mode,source_field_families,old_candidate_decision,stress_gate_v2_decision,stress_gate_v2_reasons,raw_may,raw_may_gross,residual_may,residual_may_gross,stress_gate_v3_decision,stress_gate_v3_reasons
01,a7o_l1_C0005_1454,C0005,generated_candidate,original,basis;price,,A7O_PILOT_RESEARCH_CANDIDATE,,15.692307829127348,0.3666881344743338,16.613833528781136,0.3666881344743338,A7O_PILOT_RESEARCH_CANDIDATE_V3,
01,a7o_l1_C0005_0949,C0005,generated_candidate,original,basis;price,,A7O_PILOT_RESEARCH_CANDIDATE,,35.77014051844582,0.3661199463116458,35.77014051844582,0.3661199463116458,A7O_PILOT_RESEARCH_CANDIDATE_V3,
01,a7o_l1_C0017_0177,C0017,generated_candidate,original,liquidity,,A7O_PILOT_RESEARCH_CANDIDATE,,18.23207465609813,0.4083036727700307,26.598359589915884,0.4083036727700307,A7O_PILOT_RESEARCH_CANDIDATE_V3,
01,a7o_l1_C0034_0775,C0034,generated_candidate,original,basis,,A7O_PILOT_RESEARCH_CANDIDATE,,3.659824318797159,0.5,4.922017252198343,0.5,A7O_PILOT_RESEARCH_CANDIDATE_V3,
01,a7o_l1_C0036_0678,C0036,generated_candidate,original,liquidity,,A7O_PILOT_RESEARCH_CANDIDATE,,20.110954234573345,0.424029728398794,22.45856693069588,0.424029728398794,A7O_PILOT_RESEARCH_CANDIDATE_V3,
01,a7o_l1_C0038_0181,C0038,generated_candidate,original,basis;price,,A7O_PILOT_RESEARCH_CANDIDATE,,2.0673489230559148,0.5,2.0673489230559148,0.5,A7O_PILOT_RESEARCH_CANDIDATE_V3,
01,a7o_l1_C0039_1357,C0039,generated_candidate,original,liquidity;price,,A7O_PILOT_RESEARCH_CANDIDATE,,0.990030894151489,0.4666935329153606,3.605965060947701,0.4666935329153606,A7O_PILOT_RESEARCH_CANDIDATE_V3,
01,a7o_l1_C0043_0678,C0043,generated_candidate,original,price,,A7O_PILOT_RESEARCH_CANDIDATE,,2.6277191928049497,0.5,3.854374497558093,0.5,A7O_PILOT_RESEARCH_CANDIDATE_V3,
01,a7o_l1_C0050_1163,C0050,generated_candidate,original,liquidity,,A7O_PILOT_RESEARCH_CANDIDATE,,6.105010221301943,0.4699519230769231,11.71354001733943,0.4699519230769231,A7O_PILOT_RESEARCH_CANDIDATE_V3,
01,a7o_l1_C0051_0564,C0051,generated_candidate,original,funding,,A7O_PILOT_RESEARCH_CANDIDATE,,26.886117344119903,0.3784179260841619,26.886117344119903,0.3784179260841619,A7O_PILOT_RESEARCH_CANDIDATE_V3,
