decision,label_family,count
A7FF40_NUMERIC_CLUE,L0_raw_forward_return,61
A7FF40_NUMERIC_CLUE,L1_cross_sectional_relative_return,61
A7FF40_NUMERIC_CLUE,L3_liquidity_tier_relative_return,74
A7FF40_NUMERIC_CLUE,L5_vol_adjusted_return,52
A7FF40_RANK_LABEL_DIAGNOSTIC_CLUE,L7_ranked_future_return,244
HOLD_A7FF40_CONTROL_DOMINATED,L0_raw_forward_return,489
HOLD_A7FF40_CONTROL_DOMINATED,L1_cross_sectional_relative_return,484
HOLD_A7FF40_CONTROL_DOMINATED,L3_liquidity_tier_relative_return,491
HOLD_A7FF40_CONTROL_DOMINATED,L5_vol_adjusted_return,505
HOLD_A7FF40_CONTROL_DOMINATED,L7_ranked_future_return,659
HOLD_A7FF40_COST2_PROXY_FRAGILE,L0_raw_forward_return,1
HOLD_A7FF40_COST2_PROXY_FRAGILE,L1_cross_sectional_relative_return,5
HOLD_A7FF40_COST2_PROXY_FRAGILE,L3_liquidity_tier_relative_return,2
HOLD_A7FF40_ONE_BAR_LAG_FRAGILE,L0_raw_forward_return,18
HOLD_A7FF40_ONE_BAR_LAG_FRAGILE,L1_cross_sectional_relative_return,19
HOLD_A7FF40_ONE_BAR_LAG_FRAGILE,L3_liquidity_tier_relative_return,25
HOLD_A7FF40_ONE_BAR_LAG_FRAGILE,L5_vol_adjusted_return,64
HOLD_A7FF40_ONE_BAR_LAG_FRAGILE,L7_ranked_future_return,102
HOLD_A7FF40_PRE_MAY_UNSTABLE,L0_raw_forward_return,1135
HOLD_A7FF40_PRE_MAY_UNSTABLE,L1_cross_sectional_relative_return,1135
HOLD_A7FF40_PRE_MAY_UNSTABLE,L3_liquidity_tier_relative_return,1112
HOLD_A7FF40_PRE_MAY_UNSTABLE,L5_vol_adjusted_return,1083
HOLD_A7FF40_PRE_MAY_UNSTABLE,L7_ranked_future_return,699
