level,family_id,root_family,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_route,secondary_route,primary_transform,secondary_transform,motif,expression,semantic_pair,generation_priority,candidate_role,modifier_guard_required,skeleton_key,production_key,blueprint_id,company_shard,a7ff40_policy,a7ff40_seed_semantic_pair,a7ff40_seed_motif,a7ff40_queue_role
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,level,sub,"Sub(funding_rate_state_last_ffill_8h,mark_index_basis_bps)",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_337820bc5afcf6cc,prod_2c42682235561148,a7ff33_37dd50775fccb1f6,shard_08,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,clip_zscore,sub,"Sub(funding_rate_state_last_ffill_8h,Clip(ZScore(mark_index_basis_bps),-3,3))",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_593666ed3f85046b,prod_f2efbd7dd6246e1d,a7ff33_13cbcf85b58d4115,shard_11,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,zmean_1h,sub,"Sub(funding_rate_state_last_ffill_8h,ZScore(Mean(mark_index_basis_bps,1)))",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_a2f58ee62d9e7ad2,prod_06229a7f4b084db4,a7ff33_8988e98310ab0228,shard_11,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,abs_zmean_8h,sub,"Sub(funding_rate_state_last_ffill_8h,Abs(ZScore(Mean(mark_index_basis_bps,8))))",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_c80f62c274b367a9,prod_5a4f0758dac5f91c,a7ff33_857ca3cc2b850efe,shard_00,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,csrank,sub,"Sub(funding_rate_state_last_ffill_8h,CSRank(mark_index_basis_bps))",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_d9d4f69744bac825,prod_3ac5ea659951174b,a7ff33_99072417ccab77f3,shard_08,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,delta_1h,sub,"Sub(funding_rate_state_last_ffill_8h,Delta(mark_index_basis_bps,1))",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_f8484b844efd270f,prod_f8b57943809caddb,a7ff33_c8b780256ff30837,shard_09,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,mean_1h,sub,"Sub(funding_rate_state_last_ffill_8h,Mean(mark_index_basis_bps,1))",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_f8484b844efd270f,prod_7925867d4842239d,a7ff33_276ffec6e55d4e04,shard_10,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,delta_2h,sub,"Sub(funding_rate_state_last_ffill_8h,Delta(mark_index_basis_bps,2))",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_f8484b844efd270f,prod_96f4aff303fa1930,a7ff33_4e1d9746664213e9,shard_12,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,mean_2h,sub,"Sub(funding_rate_state_last_ffill_8h,Mean(mark_index_basis_bps,2))",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_f8484b844efd270f,prod_d782fc8cbe6cb80e,a7ff33_47a1583b2d9ca4ea,shard_13,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
L2_typed_two_field_interaction,D5_funding_dense_state,funding_like|basis_premium_like,funding_rate_state_last_ffill_8h,mark_index_basis_bps,funding_like,basis_premium_like,dense_materializer_target,dense_materializer_target,level,zmean_2h,sub,"Sub(funding_rate_state_last_ffill_8h,ZScore(Mean(mark_index_basis_bps,2)))",funding_like|basis_premium_like,P1,ordinary_alpha_valid_family_diversification_probe,True,skel_a2f58ee62d9e7ad2,prod_272a3e1fd1978eb9,a7ff33_749bb59c8d5f88e0,shard_14,expand_control_strict,funding_like|basis_premium_like,sub,strict_followup_candidate
