candidate_id,production_family,expression,horizon,smoke_label,fresh_may_status,candidate_net_sum_10bps__validation_2025H1,candidate_net_sum_20bps__validation_2025H1,candidate_mean_ic__validation_2025H1,candidate_active_hours__validation_2025H1,candidate_turnover_mean__validation_2025H1,candidate_gross_exposure_mean__validation_2025H1,max_control_net_sum_10bps__validation_2025H1,max_control_net_sum_10bps_id__validation_2025H1,max_control_net_sum_10bps_mode__validation_2025H1,margin_vs_max_control_net_sum_10bps__validation_2025H1,max_control_mean_ic__validation_2025H1,max_control_mean_ic_id__validation_2025H1,max_control_mean_ic_mode__validation_2025H1,margin_vs_max_control_mean_ic__validation_2025H1,candidate_net_sum_10bps__recent_oos_2025H2_2026Apr,candidate_net_sum_20bps__recent_oos_2025H2_2026Apr,candidate_mean_ic__recent_oos_2025H2_2026Apr,candidate_active_hours__recent_oos_2025H2_2026Apr,candidate_turnover_mean__recent_oos_2025H2_2026Apr,candidate_gross_exposure_mean__recent_oos_2025H2_2026Apr,max_control_net_sum_10bps__recent_oos_2025H2_2026Apr,max_control_net_sum_10bps_id__recent_oos_2025H2_2026Apr,max_control_net_sum_10bps_mode__recent_oos_2025H2_2026Apr,margin_vs_max_control_net_sum_10bps__recent_oos_2025H2_2026Apr,max_control_mean_ic__recent_oos_2025H2_2026Apr,max_control_mean_ic_id__recent_oos_2025H2_2026Apr,max_control_mean_ic_mode__recent_oos_2025H2_2026Apr,margin_vs_max_control_mean_ic__recent_oos_2025H2_2026Apr,candidate_net_sum_10bps__fresh_may_2026,candidate_net_sum_20bps__fresh_may_2026,candidate_mean_ic__fresh_may_2026,candidate_active_hours__fresh_may_2026,candidate_turnover_mean__fresh_may_2026,candidate_gross_exposure_mean__fresh_may_2026,max_control_net_sum_10bps__fresh_may_2026,max_control_net_sum_10bps_id__fresh_may_2026,max_control_net_sum_10bps_mode__fresh_may_2026,margin_vs_max_control_net_sum_10bps__fresh_may_2026,max_control_mean_ic__fresh_may_2026,max_control_mean_ic_id__fresh_may_2026,max_control_mean_ic_mode__fresh_may_2026,margin_vs_max_control_mean_ic__fresh_may_2026,matched_control_count,control_val_recent_positive_count,control_recent20_positive_count,dominates_controls_val_recent_net10,dominates_controls_val_recent_ic,cost20_survives_validation_recent,may_stress_positive,is_a7v5_smoke_positive,pre_may_control_clean_cost20_dominance,a7v6_label,derived_feature_id,source_fields,source_field_families,transform,window_hours,availability_mask,feature_available_lag_bars,paired_ablation_plan
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a,cross_symbol_self_reproduction_core3,CrossSymbolRank(agg_notional_1k_10k),12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,0.3364567122113857,-0.2620432877886153,0.0461556169429103,4344.0,0.1377762430939226,1.0,-0.9282589601694954,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_time_shuffle_37041716,time_shuffle,1.264715672380881,0.0481677805946075,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_time_shuffle_37041716,time_shuffle,-0.0020121636516972005,0.7610029154946885,-0.1549970845053123,0.0402275219298252,7296.0,0.125548245614035,1.0,0.6023047564466788,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_wrong_lag_31b1b29f,wrong_lag,0.15869815904800966,0.0464638157894743,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_wrong_lag_31b1b29f,wrong_lag,-0.006236293859649099,-0.3032552707850433,-0.3767552707850433,0.0875000000000005,480.0,0.1455445544554455,0.9504950495049505,0.1562552707850432,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_sign_flip_093b2e84,sign_flip,-0.4595105415700865,0.0510416666666672,a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_wrong_lag_31b1b29f,wrong_lag,0.036458333333333294,4,0,0,1,0,0,0,1,0,A7V6_HOLD_COST20_FRAGILE,CrossSymbolRank_core3__agg_notional_1k_10k,agg_notional_1k_10k,activity_liquidity,CrossSymbolRank,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e,cross_symbol_self_reproduction_core3,CrossSymbolRank(agg_notional_10k_100k),12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,0.3171811866711173,-0.3198188133288832,0.0460405156537759,4344.0,0.1466390423572744,1.0,-0.5078777832959118,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_time_shuffle_1f2a1823,time_shuffle,0.8250589699670291,0.0510486287162946,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_time_shuffle_1f2a1823,time_shuffle,-0.0050081130625187,0.7011464026439703,-0.4868535973560304,0.0411869517543865,7296.0,0.162828947368421,1.0,0.0902337696939312,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_wrong_lag_e9d2a2a2,wrong_lag,0.6109126329500392,0.0420093201754392,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_wrong_lag_e9d2a2a2,wrong_lag,-0.0008223684210527035,-0.2879776394566343,-0.3739776394566344,0.0968750000000005,480.0,0.1702970297029703,0.9504950495049505,0.1159776394566343,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_sign_flip_3a78ba07,sign_flip,-0.4039552789132686,0.0897703549060548,a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_time_shuffle_1f2a1823,time_shuffle,0.007104645093945705,4,0,0,1,0,0,0,1,0,A7V6_HOLD_COST20_FRAGILE,CrossSymbolRank_core3__agg_notional_10k_100k,agg_notional_10k_100k,activity_liquidity,CrossSymbolRank,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc,cross_symbol_self_reproduction_core3,CrossSymbolRank(agg_avg_underlying_trade_notional),12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,0.8732605549325689,0.5407605549325682,0.0604281767955807,4344.0,0.0765423572744014,1.0,1.0086042331148666,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_wrong_lag_b0ef954a,wrong_lag,-0.13534367818229764,0.0635378228782294,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_time_shuffle_f5adcb36,time_shuffle,-0.003109646082648701,0.7730153921924305,0.58001539219243,0.047286184210527,7296.0,0.0264528508771929,1.0,0.4614280341514944,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_wrong_lag_b0ef954a,wrong_lag,0.3115873580409361,0.0466694078947375,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_wrong_lag_b0ef954a,wrong_lag,0.0006167763157894982,-0.1587656513925178,-0.1672656513925177,0.1145833333333339,480.0,0.0168316831683168,0.9504950495049505,0.1417656513925178,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_sign_flip_4bf127f8,sign_flip,-0.3005313027850356,0.1083333333333338,a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_time_shuffle_f5adcb36,time_shuffle,0.006250000000000103,4,1,1,0,0,1,0,1,0,A7V6_HOLD_CONTROL_CONTAMINATED,CrossSymbolRank_core3__agg_avg_underlying_trade_notional,agg_avg_underlying_trade_notional,activity_liquidity,CrossSymbolRank,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441,cross_symbol_self_reproduction_core3,CrossSymbolRank(agg_notional),12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,0.6160905572152149,0.1645905572152147,0.0544429097605899,4344.0,0.1039364640883978,1.0,-0.3799824027924527,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_time_shuffle_6b2b2c74,time_shuffle,0.9960729600076677,0.0508747697974223,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_wrong_lag_7ba41814,wrong_lag,0.003568139963167599,0.4529095193402164,-0.6980904806597843,0.0450932017543866,7296.0,0.1577576754385964,1.0,-0.0531628023867132,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_wrong_lag_7ba41814,wrong_lag,0.5060723217269296,0.0461527911123309,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_time_shuffle_6b2b2c74,time_shuffle,-0.0010595893579442989,-0.2526292779772339,-0.3141292779772339,0.0979166666666672,480.0,0.1217821782178217,0.9504950495049505,0.1296292779772337,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_sign_flip_7c399fd5,sign_flip,-0.38225855595446756,0.1031250000000005,a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_time_shuffle_6b2b2c74,time_shuffle,-0.005208333333333301,4,0,0,1,0,0,0,1,0,A7V6_HOLD_COST20_FRAGILE,CrossSymbolRank_core3__agg_notional,agg_notional,activity_liquidity,CrossSymbolRank,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,cross_symbol_self_reproduction_core3,CrossSymbolRank(agg_notional_100_1k),12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,1.4096932228836572,1.1561932228836571,0.0604281767955807,4344.0,0.0583563535911602,1.0,-0.9057289810892212,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_wrong_lag_02ccf53f,wrong_lag,2.3154222039728785,0.0501841620626157,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_wrong_lag_02ccf53f,wrong_lag,0.010244014732964997,2.499190687472561,2.1336906874725607,0.0663377192982462,7296.0,0.0500959429824561,1.0,1.9657736842546245,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_wrong_lag_02ccf53f,wrong_lag,0.5334170032179366,0.0592105263157901,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_wrong_lag_02ccf53f,wrong_lag,0.007127192982456093,-0.1783821787387612,-0.1838821787387613,0.1093750000000005,480.0,0.0108910891089108,0.9504950495049505,0.1673821787387612,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_sign_flip_402941e8,sign_flip,-0.34576435747752243,0.1187500000000005,a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_wrong_lag_02ccf53f,wrong_lag,-0.009374999999999994,4,0,1,1,1,1,0,1,1,A7V6_PRE_MAY_DOMINANCE_CLUE_MAY_FAIL,CrossSymbolRank_core3__agg_notional_100_1k,agg_notional_100_1k,activity_liquidity,CrossSymbolRank,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87,cross_symbol_self_reproduction_core3,CrossSymbolRank(agg_notional_100k_1m),12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,0.8494795352333222,0.6194795352333218,0.0623848987108662,4344.0,0.0529465930018416,1.0,0.6769600716918659,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_time_shuffle_edf62c16,time_shuffle,0.1725194635414563,0.0653225806451619,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_time_shuffle_edf62c16,time_shuffle,-0.002937681934295701,0.9395719277992008,-0.0514280722007999,0.0537966008771936,7296.0,0.1358278508771929,1.0,0.2769431117288743,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_wrong_lag_8436697a,wrong_lag,0.6626288160703265,0.0470273239049848,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_time_shuffle_edf62c16,time_shuffle,0.006769276972208804,-0.2502884538883519,-0.3142884538883521,0.0937500000000005,480.0,0.1267326732673267,0.9504950495049505,0.1222884538883519,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_sign_flip_afbf2df3,sign_flip,-0.3725769077767038,0.0739583333333339,a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_time_shuffle_edf62c16,time_shuffle,0.019791666666666596,4,1,0,1,0,0,0,1,0,A7V6_HOLD_CONTROL_CONTAMINATED,CrossSymbolRank_core3__agg_notional_100k_1m,agg_notional_100k_1m,activity_liquidity,CrossSymbolRank,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
a7v3_interaction_self_reproduction_12_070b69edeb3b,interaction_self_reproduction,"Add(ZScore(agg_notional),Rank(ret_6))",12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,0.5854372547337406,0.0129372547337403,0.0482274401473302,4344.0,0.1317909760589318,1.0,-0.0522212370393108,a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_time_shuffle_3de141fc,time_shuffle,0.6376584917730515,0.0614621771217718,a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_time_shuffle_3de141fc,time_shuffle,-0.0132347369744416,0.5062687448236415,-0.7257312551763597,0.0414610745614041,7296.0,0.168859649122807,1.0,0.5337705248030117,a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_wrong_lag_11fd78f5,wrong_lag,-0.0275017799793702,0.0474818169342671,a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_time_shuffle_3de141fc,time_shuffle,-0.006020742372863,-0.2425085041128021,-0.3135085041128021,0.0979166666666672,480.0,0.1405940594059406,0.9504950495049505,0.1005085041128018,a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_sign_flip_413d292c,sign_flip,-0.3430170082256039,0.0791666666666672,a7v3_interaction_self_reproduction_12_070b69edeb3b__ctrl_wrong_lag_11fd78f5,wrong_lag,0.01874999999999999,4,0,0,0,0,0,0,1,0,A7V6_HOLD_DOES_NOT_DOMINATE_CONTROLS,Add__agg_notional__ret_6,agg_notional;ret_6,aggtrades;market_or_funding_control,Add,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
a7v3_interaction_self_reproduction_12_0979984cc839,interaction_self_reproduction,"Add(ZScore(agg_notional),Rank(mark_index_ratio))",12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,0.150698008458517,-0.4123019915414835,0.0539825046040522,4344.0,0.1296040515653775,1.0,-0.6066486323341667,a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_wrong_lag_b1d2c6d8,wrong_lag,0.7573466407926837,0.0509898710865568,a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_wrong_lag_b1d2c6d8,wrong_lag,0.0029926335174953952,0.9664092344368996,-0.2915907655631015,0.0490679824561409,7296.0,0.172423245614035,1.0,-0.3016907482897721,a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_wrong_lag_b1d2c6d8,wrong_lag,1.2680999827266717,0.0444764254385971,a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_wrong_lag_b1d2c6d8,wrong_lag,0.004591557017543796,-0.3010944677461234,-0.3825944677461235,0.0885416666666672,480.0,0.1613861386138614,0.9504950495049505,0.1380944677461232,a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_sign_flip_39385c3b,sign_flip,-0.4391889354922466,0.0916666666666672,a7v3_interaction_self_reproduction_12_0979984cc839__ctrl_time_shuffle_639f0433,time_shuffle,-0.0031250000000000028,4,0,0,1,1,0,0,1,0,A7V6_HOLD_COST20_FRAGILE,Add__agg_notional__mark_index_ratio,agg_notional;mark_index_ratio,aggtrades;market_or_funding_control,Add,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
a7v3_interaction_self_reproduction_12_144cc168716a,interaction_self_reproduction,"Add(ZScore(agg_notional),Rank(realized_vol_12))",12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,0.7528508918140459,0.1088508918140456,0.057895948434623,4344.0,0.1482504604051565,1.0,-0.9540039985854506,a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_wrong_lag_6dc3a3be,wrong_lag,1.7068548903994964,0.045810313075507,a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_wrong_lag_6dc3a3be,wrong_lag,0.012085635359115998,0.4991941865204221,-0.7723058134795789,0.0385827850877199,7296.0,0.1742735745614035,1.0,0.1076091488586768,a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_wrong_lag_6dc3a3be,wrong_lag,0.3915850376617453,0.0413693743139413,a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_time_shuffle_6b26a406,time_shuffle,-0.002786589226221395,-0.3142947652515549,-0.406294765251555,0.0770833333333339,480.0,0.1821782178217821,0.9504950495049505,0.1302947652515547,a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_sign_flip_71680644,sign_flip,-0.4445895305031096,0.0531250000000005,a7v3_interaction_self_reproduction_12_144cc168716a__ctrl_time_shuffle_6b26a406,time_shuffle,0.023958333333333408,4,0,0,1,0,0,0,1,0,A7V6_HOLD_COST20_FRAGILE,Add__agg_notional__realized_vol_12,agg_notional;realized_vol_12,aggtrades;market_or_funding_control,Add,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
a7v3_interaction_self_reproduction_12_20e05d6d98bf,interaction_self_reproduction,"Add(ZScore(agg_notional),Rank(ret_12))",12,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF,HAS_MAY_AGG_DATA_STRESS_ONLY,0.6766006588002098,0.1261006588002098,0.0463858195211792,4344.0,0.1267265193370165,1.0,-0.0234006906234109,a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_wrong_lag_a5105cba,wrong_lag,0.7000013494236207,0.0544429097605899,a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_wrong_lag_a5105cba,wrong_lag,-0.008057090239410702,0.7277313287313583,-0.4532686712686423,0.0429687500000006,7296.0,0.1618695175438596,1.0,0.3161161800303768,a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_wrong_lag_a5105cba,wrong_lag,0.4116151487009815,0.0443393640350883,a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_wrong_lag_a5105cba,wrong_lag,-0.0013706140350877027,-0.2367993202930071,-0.3017993202930071,0.1041666666666672,480.0,0.1287128712871287,0.9504950495049505,0.1067993202930068,a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_sign_flip_8ae223ba,sign_flip,-0.3435986405860139,0.1033402922755746,a7v3_interaction_self_reproduction_12_20e05d6d98bf__ctrl_time_shuffle_d806c1e2,time_shuffle,0.0008263743910925936,4,0,0,1,0,0,0,1,0,A7V6_HOLD_COST20_FRAGILE,Add__agg_notional__ret_12,agg_notional;ret_12,aggtrades;market_or_funding_control,Add,1,agg_features_available,1,base_agg_field;derived_transform;market_control_if_any;full_formula
