control,median_ratio,max_ratio,rows
one_bar_lag,0.9961275732808019,636.5720930232604,960
same_family_placebo,0.347691032514407,1375.8099911935249,960
sign_flip,1.0066441538862876,256.34673811878423,960
symbol_shuffle,0.5580650818197532,275.5744785566795,960
time_shuffle,0.5713095827145518,807.4904515247349,960
wrong_lag_future_24h,1.4640121025088741,2070.7316952568926,960
wrong_lag_stale_168h,0.746912237086035,1254.5221145683363,960
