signal_name,field_family,neutralization_mode,universe,split,timestamp,spread,n_obs,evaluation_stage
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 00:00:00+00:00,0.04225086803146452,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 01:00:00+00:00,0.04229821964524061,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 02:00:00+00:00,0.04044837650926882,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 03:00:00+00:00,0.04297795751508156,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 04:00:00+00:00,0.04015680979799016,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 05:00:00+00:00,0.03544605890167499,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 06:00:00+00:00,0.03310852868939736,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 07:00:00+00:00,0.025718428069739705,180,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 08:00:00+00:00,0.028270620222889134,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 09:00:00+00:00,0.03664288585734352,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 10:00:00+00:00,0.0383009117453037,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 11:00:00+00:00,0.03403816224652485,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 12:00:00+00:00,0.04778496318929677,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 13:00:00+00:00,0.04519326737400334,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 14:00:00+00:00,0.04558063189851634,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 15:00:00+00:00,0.04185890246270424,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 16:00:00+00:00,0.051154598701696766,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 17:00:00+00:00,0.047042323599749865,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 18:00:00+00:00,0.037993370379882374,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 19:00:00+00:00,0.034046212460553484,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 20:00:00+00:00,0.03272071125135737,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 21:00:00+00:00,0.037322100461773464,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 22:00:00+00:00,0.03163785516005117,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-01 23:00:00+00:00,0.026888018724991074,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 00:00:00+00:00,0.02423395008031068,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 01:00:00+00:00,0.021379614897937993,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 02:00:00+00:00,0.028987668282309115,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 03:00:00+00:00,0.021770292304463396,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 04:00:00+00:00,0.022598191819460295,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 05:00:00+00:00,0.020328164948092108,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 06:00:00+00:00,0.018608495749543826,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 07:00:00+00:00,0.010202247468792877,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 08:00:00+00:00,0.01447368279680876,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 09:00:00+00:00,0.011194555409883497,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 10:00:00+00:00,0.004409676440186541,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 11:00:00+00:00,0.007634730618447778,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 12:00:00+00:00,-0.007183489388470264,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 13:00:00+00:00,-0.0062246734834886935,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 14:00:00+00:00,-0.004524189082367729,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 15:00:00+00:00,-0.005942953182386853,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 16:00:00+00:00,-0.014563997029868998,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 17:00:00+00:00,-0.011849488961073865,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 18:00:00+00:00,-0.008186755066817007,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 19:00:00+00:00,-0.010543674311425,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 20:00:00+00:00,-0.014810782954640243,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 21:00:00+00:00,-0.01833193280091068,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 22:00:00+00:00,-0.01317559803159251,181,stage1_global_screen
oi_level_log,open_interest,global,U0_strict_full_history,recent_oos_2026JanApr,2026-01-02 23:00:00+00:00,-0.0090297924625354,181,stage1_global_screen
