candidate_id,family_id,split,split_pass_count,median_repaired_net_book_return,median_repaired_control_ratio,chosen_sign_flip_count
a7ffcore33_000,F1b_taker_flow_market_panel,recent_2026JanApr,0,-0.01155176442768425,1.605654553432144,4
a7ffcore33_000,F1b_taker_flow_market_panel,test_2025H2,1,0.0192878830460831,1.8122983741531908,4
a7ffcore33_000,F1b_taker_flow_market_panel,train_2024,1,0.0552585983960889,1.5195844315648912,4
a7ffcore33_000,F1b_taker_flow_market_panel,validation_2025H1,0,-0.011684569376520751,2.110453587495886,4
a7ffcore33_001,F1b_taker_flow_market_panel,recent_2026JanApr,0,-0.7353544387975708,1.411010865992476,7
a7ffcore33_001,F1b_taker_flow_market_panel,test_2025H2,0,-0.1832666916204616,1.5881461434456554,7
a7ffcore33_001,F1b_taker_flow_market_panel,train_2024,2,0.1134988149460405,1.1381577060936934,7
a7ffcore33_001,F1b_taker_flow_market_panel,validation_2025H1,0,-0.1163633906450122,1.0893106038180695,7
a7ffcore33_002,F2a_basis_funding_independent,recent_2026JanApr,0,-0.40873641904490066,2.0861591267035737,4
a7ffcore33_002,F2a_basis_funding_independent,test_2025H2,3,0.014825883658602799,1.2197826284935833,4
a7ffcore33_002,F2a_basis_funding_independent,train_2024,4,0.0261610304769128,1.109713733963214,4
a7ffcore33_002,F2a_basis_funding_independent,validation_2025H1,1,-0.0565820411066524,1.1890043715437446,4
a7ffcore33_003,F2a_basis_funding_independent,recent_2026JanApr,0,-0.02424136864487075,3.3526335394572717,5
a7ffcore33_003,F2a_basis_funding_independent,test_2025H2,0,-0.08986844377592204,1.3297271331613827,5
a7ffcore33_003,F2a_basis_funding_independent,train_2024,0,0.03447889185836535,2.17553583685854,5
a7ffcore33_003,F2a_basis_funding_independent,validation_2025H1,0,0.008690690711140649,1.1581290373602857,5
a7ffcore33_004,F2a_basis_funding_independent,recent_2026JanApr,0,-0.1370333238695748,2.0877020000740383,3
a7ffcore33_004,F2a_basis_funding_independent,test_2025H2,1,0.032832979561761,1.4611879955179798,3
a7ffcore33_004,F2a_basis_funding_independent,train_2024,0,0.00681164559535675,3.789023912124839,3
a7ffcore33_004,F2a_basis_funding_independent,validation_2025H1,0,-0.06828544733487066,1.4036932479981088,3
a7ffcore33_005,F2a_basis_funding_independent,recent_2026JanApr,0,-0.0467311559310182,0.8805838616169172,8
a7ffcore33_005,F2a_basis_funding_independent,test_2025H2,0,0.08933380156382915,1.388169656218467,8
a7ffcore33_005,F2a_basis_funding_independent,train_2024,1,0.028865261942148147,2.6274638105405885,8
a7ffcore33_005,F2a_basis_funding_independent,validation_2025H1,1,-0.02091619724547485,0.9543167593970373,8
a7ffcore33_006,F1b_taker_flow_market_panel,recent_2026JanApr,0,0.0200813611904159,3.762108055321403,4
a7ffcore33_006,F1b_taker_flow_market_panel,test_2025H2,0,-0.0312933253897354,1.8096455129631588,4
a7ffcore33_006,F1b_taker_flow_market_panel,train_2024,0,0.0244849177389405,6.42521042172615,4
a7ffcore33_006,F1b_taker_flow_market_panel,validation_2025H1,1,0.0210829855431802,1.4813738587961298,4
a7ffcore33_007,F1a_aggtrades_flow_microstructure,recent_2026JanApr,1,0.0017040633046999,5.793771709297733,8
a7ffcore33_007,F1a_aggtrades_flow_microstructure,test_2025H2,0,-0.03304205670952795,1.3929822243921604,8
a7ffcore33_007,F1a_aggtrades_flow_microstructure,train_2024,1,0.0184610366276465,3.345666439945252,8
a7ffcore33_007,F1a_aggtrades_flow_microstructure,validation_2025H1,0,-0.0292148763802833,1.9013662618909726,8
a7ffcore33_008,F1a_aggtrades_flow_microstructure,recent_2026JanApr,0,0.00023370199825149997,2.207558682536332,0
a7ffcore33_008,F1a_aggtrades_flow_microstructure,test_2025H2,0,-0.14724206861853595,0.7905061898355774,0
a7ffcore33_008,F1a_aggtrades_flow_microstructure,train_2024,1,0.0142753881812095,5.732481917652114,0
