candidate_id,family_id,objective_id,horizon_h,split,original,sign_flip,stale,chosen_variant,repaired_net_book_return,opposite_control,max_abs_control_net,repaired_control_ratio,repaired_positive,repaired_control_clean,repaired_split_pass
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,8,recent_2026JanApr,-0.0320130890300497,0.018635453091003,0.0122554447427392,sign_flip,0.018635453091003,-0.0320130890300497,0.0320130890300497,1.7178594409270052,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,8,test_2025H2,-0.0494197330223396,0.0272690930617973,0.0149089933587238,sign_flip,0.0272690930617973,-0.0494197330223396,0.0494197330223396,1.8122983741531908,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,8,train_2024,-0.0338829541504383,0.0012912349849939,-0.0676749376505613,sign_flip,0.0012912349849939,-0.0338829541504383,0.0676749376505613,52.411016108326706,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,8,validation_2025H1,-0.001323787859641,-0.021698191194795,0.0334516443395987,sign_flip,-0.021698191194795,-0.001323787859641,0.0334516443395987,1.5416789370941417,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,24,recent_2026JanApr,-0.0417389838090166,0.0250141242453828,0.0223374474719166,original,-0.0417389838090166,0.0250141242453828,0.0250141242453828,0.5992988319801851,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,24,test_2025H2,0.0113066693050786,-0.03707996409107,-0.0259819200979545,original,0.0113066693050786,-0.03707996409107,0.03707996409107,3.27947719061133,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,24,train_2024,0.069918104454875,-0.1062464630156755,-0.0056909657940268,original,0.069918104454875,-0.1062464630156755,0.1062464630156755,1.5195844315648912,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B1_cross_sectional_rank_book,24,validation_2025H1,-0.0083747960310429,-0.0045534487729892,-0.0213196355765685,original,-0.0083747960310429,-0.0045534487729892,0.0213196355765685,2.5456901272576915,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B2_market_beta_residual_book,8,recent_2026JanApr,-0.0320130890300497,0.0186354512283578,0.012255442880094,sign_flip,0.0186354512283578,-0.0320130890300497,0.0320130890300497,1.7178596126299923,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,B2_market_beta_residual_book,8,test_2025H2,-0.0494197330223396,0.0272690930617973,0.0149089970840141,sign_flip,0.0272690930617973,-0.0494197330223396,0.0494197330223396,1.8122983741531908,True,False,False
