candidate_id,arm,family,expression,pass_cost20_validation_nonnegative,pass_cost20_recent_nonnegative,pass_lag1_validation_nonnegative,pass_lag1_recent_nonnegative,a7k_preselection_pass,first_a7k_preselection_fail
i1_flow_liquidity_142,I1_flow_liquidity,flow_liquidity,"Mul(Rank(number_of_trades),Rank(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_048,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_088,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),ZScore(hl_range))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_118,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),Rank(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_146,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(volume))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_207,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),ZScore(premium_index))",False,False,True,False,False,raw_validation_positive
i2_microstructure_lite_144,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),ZScore(hl_range))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_136,I1_flow_liquidity,flow_liquidity,"Mul(Rank(number_of_trades),Rank(avg_trade_size_quote))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_237,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_105,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_asset_volume),Rank(avg_trade_size_quote))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_163,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),Rank(quote_asset_volume))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_231,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),ZScore(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_016,I1_flow_liquidity,flow_liquidity,Rank(quote_volume_mean_6),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_018,I1_flow_liquidity,flow_liquidity,quote_volume_mean_12,False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_020,I1_flow_liquidity,flow_liquidity,ZScore(quote_volume_mean_12),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_028,I2_microstructure_lite,microstructure_lite,Rank(quote_volume_mean_12),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_116,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(hl_range))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_102,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_053,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(hl_range),ZScore(ret_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_132,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_138,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_140,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(realized_vol_12),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_198,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),Rank(number_of_trades))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_091,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),ZScore(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_060,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),ZScore(hl_range))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_175,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),ZScore(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_048,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_108,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),Rank(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_006,I1_flow_liquidity,flow_liquidity,quote_asset_volume,False,False,False,False,False,raw_validation_positive
i0_basis_premium_046,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),Rank(ret_6))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_198,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),Rank(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_248,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_6),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_008,I1_flow_liquidity,flow_liquidity,ZScore(quote_asset_volume),False,False,False,False,False,raw_validation_positive
i0_basis_premium_186,I0_basis_premium,basis_premium,"Mul(ZScore(ret_3),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_244,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_051,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_imbalance),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_083,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_030,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),Rank(mark_minus_index))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_058,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),Rank(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_100,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_6),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_090,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),Rank(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_078,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),Rank(ret_6))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_176,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_089,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_112,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_asset_volume),Rank(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_226,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),Rank(quote_asset_volume))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_075,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_buy_ratio),ZScore(avg_trade_size_quote))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_161,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(avg_trade_size_quote),ZScore(taker_buy_ratio))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_048,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_imbalance),ZScore(quote_volume_mean_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_202,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),Rank(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_200,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),ZScore(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_079,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),ZScore(quote_volume_mean_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_004,I2_microstructure_lite,microstructure_lite,Rank(abs_ret_1),False,False,False,False,False,raw_validation_positive
i0_basis_premium_144,I0_basis_premium,basis_premium,"Mul(Rank(ret_1),ZScore(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_083,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_112,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(realized_vol_6),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_240,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(volume))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_062,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_038,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_imbalance),ZScore(quote_asset_volume))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_127,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(taker_imbalance))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_131,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(number_of_trades),ZScore(taker_buy_ratio))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_228,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),ZScore(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_012,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i3_placebo_random_162,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_178,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(avg_trade_size_quote),ZScore(volume))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_102,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_asset_volume),Rank(number_of_trades))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_172,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),ZScore(quote_volume_mean_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_081,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(abs_ret_1),ZScore(ret_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_051,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(hl_range),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_227,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_6),ZScore(hl_range))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_157,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_227,I0_basis_premium,basis_premium,"Mul(ZScore(ret_12),ZScore(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_064,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(abs_ret_1),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_170,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),Rank(hl_range))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_147,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_24),ZScore(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_047,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_imbalance),ZScore(quote_volume_mean_6))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_189,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(taker_imbalance))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_060,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),ZScore(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_037,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_imbalance),ZScore(quote_asset_volume))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_099,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(taker_buy_ratio))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_172,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),ZScore(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_069,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),ZScore(quote_asset_volume))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_079,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(abs_ret_1),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_046,I3_placebo_random,placebo_random,Rank(mark_index_ratio),False,False,False,False,False,raw_validation_positive
i3_placebo_random_096,I3_placebo_random,placebo_random,Rank(mark_index_ratio),False,False,False,False,False,raw_validation_positive
i3_placebo_random_146,I3_placebo_random,placebo_random,Rank(mark_index_ratio),False,False,False,False,False,raw_validation_positive
i3_placebo_random_196,I3_placebo_random,placebo_random,Rank(mark_index_ratio),False,False,False,False,False,raw_validation_positive
i3_placebo_random_246,I3_placebo_random,placebo_random,Rank(mark_index_ratio),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_045,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_061,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),Rank(premium_index))",False,False,True,False,False,raw_recent_positive
i0_basis_premium_089,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),Rank(mark_minus_index))",False,False,True,False,False,raw_recent_positive
i1_flow_liquidity_116,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(volume))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_025,I3_placebo_random,placebo_random,RandomNoise(25),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_165,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),ZScore(quote_asset_volume))",False,False,False,False,False,raw_recent_positive
i3_placebo_random_160,I3_placebo_random,placebo_random,Rank(taker_imbalance),False,False,False,False,False,raw_validation_positive
i0_basis_premium_100,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),Rank(ret_3))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_033,I0_basis_premium,basis_premium,"Mul(Rank(mark_index_ratio),Rank(premium_index))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_184,I3_placebo_random,placebo_random,"Mul(Rank(mark_index_ratio),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_000,I0_basis_premium,basis_premium,mark_index_ratio,False,False,False,False,False,raw_validation_positive
i0_basis_premium_002,I0_basis_premium,basis_premium,ZScore(mark_index_ratio),False,False,False,False,False,raw_validation_positive
i0_basis_premium_145,I0_basis_premium,basis_premium,"Mul(Rank(ret_1),Rank(mark_minus_index))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_204,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),ZScore(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_065,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_buy_ratio),ZScore(taker_imbalance))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_200,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(number_of_trades))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_092,I0_basis_premium,basis_premium,"Mul(ZScore(premium_index),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_234,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),ZScore(premium_index))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_179,I3_placebo_random,placebo_random,RandomNoise(179),False,False,False,False,False,raw_validation_positive
i0_basis_premium_164,I0_basis_premium,basis_premium,"Mul(Rank(ret_1),Rank(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_180,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_1),Rank(realized_vol_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_233,I3_placebo_random,placebo_random,Rank(avg_trade_size_quote),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_129,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_185,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_217,I2_microstructure_lite,microstructure_lite,"Mul(Rank(ret_3),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_087,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_buy_ratio),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_156,I0_basis_premium,basis_premium,"Mul(ZScore(ret_1),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_184,I0_basis_premium,basis_premium,"Mul(ZScore(ret_3),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_188,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_1),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_216,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_3),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_050,I3_placebo_random,placebo_random,RandomNoise(50),False,False,False,False,False,raw_validation_positive
i0_basis_premium_013,I0_basis_premium,basis_premium,Rank(ret_1),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_025,I1_flow_liquidity,flow_liquidity,Rank(ret_1),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_015,I2_microstructure_lite,microstructure_lite,ret_1,False,False,False,False,False,raw_validation_positive
i0_basis_premium_241,I0_basis_premium,basis_premium,"Mul(Rank(ret_12),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_218,I0_basis_premium,basis_premium,"Mul(ZScore(ret_6),ZScore(ret_12))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_017,I2_microstructure_lite,microstructure_lite,ZScore(ret_1),False,False,False,False,False,raw_validation_positive
i0_basis_premium_179,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),ZScore(premium_index))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_188,I0_basis_premium,basis_premium,"Mul(ZScore(ret_3),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_216,I0_basis_premium,basis_premium,"Mul(ZScore(ret_6),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_148,I1_flow_liquidity,flow_liquidity,"Mul(Rank(number_of_trades),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_203,I3_placebo_random,placebo_random,RandomNoise(203),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_010,I1_flow_liquidity,flow_liquidity,Rank(number_of_trades),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_032,I2_microstructure_lite,microstructure_lite,"Mul(Rank(hl_range),ZScore(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_243,I0_basis_premium,basis_premium,"Mul(ZScore(ret_12),ZScore(ret_3))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_221,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_3),ZScore(ret_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_154,I3_placebo_random,placebo_random,RandomNoise(154),False,False,False,False,False,raw_validation_positive
i3_placebo_random_029,I3_placebo_random,placebo_random,RandomNoise(29),False,False,False,False,False,raw_validation_positive
i3_placebo_random_001,I3_placebo_random,placebo_random,RandomNoise(1),False,False,False,False,False,raw_validation_positive
i3_placebo_random_112,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i0_basis_premium_070,I0_basis_premium,basis_premium,"Mul(Rank(mark_minus_index),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_120,I2_microstructure_lite,microstructure_lite,"Mul(Rank(realized_vol_12),ZScore(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_056,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(hl_range),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_075,I3_placebo_random,placebo_random,RandomNoise(75),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_042,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_imbalance),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_070,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_buy_ratio),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_077,I3_placebo_random,placebo_random,RandomNoise(77),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_230,I2_microstructure_lite,microstructure_lite,"Mul(ZScore(ret_6),ZScore(abs_ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_088,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_buy_ratio),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_050,I0_basis_premium,basis_premium,"Mul(ZScore(mark_index_ratio),ZScore(ret_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_180,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_167,I1_flow_liquidity,flow_liquidity,"Mul(Rank(avg_trade_size_quote),Rank(number_of_trades))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_057,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_imbalance),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_024,I3_placebo_random,placebo_random,"Mul(Rank(mark_index_ratio),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_074,I3_placebo_random,placebo_random,"Mul(Rank(mark_index_ratio),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_124,I3_placebo_random,placebo_random,"Mul(Rank(mark_index_ratio),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_174,I3_placebo_random,placebo_random,"Mul(Rank(mark_index_ratio),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_224,I3_placebo_random,placebo_random,"Mul(Rank(mark_index_ratio),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_213,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_6),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_050,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_imbalance),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_082,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_buy_ratio),ZScore(quote_volume_mean_12))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_220,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(taker_imbalance))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_224,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_12),ZScore(taker_buy_ratio))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_030,I3_placebo_random,placebo_random,Rank(taker_imbalance),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_040,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_imbalance),ZScore(number_of_trades))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_072,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_buy_ratio),ZScore(number_of_trades))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_170,I0_basis_premium,basis_premium,"Mul(Rank(ret_3),Rank(mark_index_ratio))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_068,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_buy_ratio),ZScore(quote_asset_volume))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_096,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_asset_volume),ZScore(taker_imbalance))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_078,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_buy_ratio),ZScore(quote_volume_mean_6))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_192,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(quote_volume_mean_6),ZScore(taker_buy_ratio))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_019,I1_flow_liquidity,flow_liquidity,Rank(quote_volume_mean_12),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_027,I2_microstructure_lite,microstructure_lite,quote_volume_mean_12,False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_029,I2_microstructure_lite,microstructure_lite,ZScore(quote_volume_mean_12),False,False,False,False,False,raw_validation_positive
i2_microstructure_lite_073,I2_microstructure_lite,microstructure_lite,"Mul(Rank(abs_ret_1),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i0_basis_premium_076,I0_basis_premium,basis_premium,"Mul(ZScore(mark_minus_index),ZScore(ret_6))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_104,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_asset_volume),ZScore(number_of_trades))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_015,I1_flow_liquidity,flow_liquidity,quote_volume_mean_6,False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_017,I1_flow_liquidity,flow_liquidity,ZScore(quote_volume_mean_6),False,False,False,False,False,raw_validation_positive
i0_basis_premium_098,I0_basis_premium,basis_premium,"Mul(Rank(premium_index),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_182,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_058,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_imbalance),ZScore(ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_242,I1_flow_liquidity,flow_liquidity,"Mul(Rank(quote_volume_mean_12),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_232,I3_placebo_random,placebo_random,Rank(hl_range),False,False,False,False,False,raw_validation_positive
i0_basis_premium_204,I0_basis_premium,basis_premium,"Mul(Rank(ret_6),ZScore(mark_minus_index))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_239,I3_placebo_random,placebo_random,"Mul(Rank(mark_index_ratio),Rank(ret_12))",False,False,False,False,False,raw_validation_positive
i3_placebo_random_060,I3_placebo_random,placebo_random,Rank(taker_imbalance),False,False,False,False,False,raw_validation_positive
i3_placebo_random_130,I3_placebo_random,placebo_random,Rank(taker_imbalance),False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_056,I1_flow_liquidity,flow_liquidity,"Mul(Rank(taker_imbalance),Rank(ret_1))",False,False,False,False,False,raw_validation_positive
i1_flow_liquidity_044,I1_flow_liquidity,flow_liquidity,"Mul(ZScore(taker_imbalance),ZScore(avg_trade_size_quote))",False,False,False,False,False,raw_validation_positive
