run_id,source_type,path,exists,row_count,sha256,size_bytes,mtime_utc,notes
A7REWARD1,accepted_prior,G:\Project_V7_Rotation\alpha_pit_engine_crypto_20260519\runtime\a7reward1_portfolio_reward_model_20260610\a7reward1_accepted_for_next_search.csv,True,6,d351677fd8e9c24b0cf2300fea4bdc992f552fc94201d6dd4c6212664e01e0be,5926,2026-06-10T16:26:51.777706+00:00,strict reward gate accepted queue before A7SEARCH line
A7V3S0,accepted_prior,G:\Project_V7_Rotation\alpha_pit_engine_crypto_20260519\runtime\a7v3s0_reward_sharded_720h_r2_aggregate_20260613\a7v3s0_reward_accepted_enriched.csv,True,40,c973456b1a629f7b3758761b3a49a376b867cbe314dd22be1dd81415141ba066,54427,2026-06-13T13:21:19.839111+00:00,reward aggregate accepted prior
A7V3S9,accepted_prior,G:\Project_V7_Rotation\alpha_pit_engine_crypto_20260519\runtime\a7v3s9_selected_full_reward_aggregate_20260614\a7v3s0_reward_accepted_enriched.csv,True,1,431100ebe7d9fdf422eefc773be46a0aa742fed2a0efac7d30911b46773042da,2330,2026-06-14T15:25:17.068805+00:00,selected full reward aggregate accepted prior
A7SEARCH4,strict_pass,G:\Project_V7_Rotation\alpha_pit_engine_crypto_20260519\runtime\a7mem0_search_memory_registry_20260628\remote_inputs\a7search4_strict_pass_rows.csv,True,42,b423477209e5c179393075f63fb6be75d137f8ac304b94aa2b1f7b356bf3006d,43906,2026-06-28T06:42:56.902122+00:00,company H aggregate strict pass rows copied into A7MEM input
A7SEARCH4,selected_or_nearmiss,G:\Project_V7_Rotation\alpha_pit_engine_crypto_20260519\runtime\a7mem0_search_memory_registry_20260628\remote_inputs\a7search4_selected_rows.csv,True,266,2a8643577aa2c2b6209fb7f9c1560bed7e89fb8424788d928d719828b2e8f01b,287789,2026-06-28T06:42:56.902122+00:00,company H aggregate selected rows copied into A7MEM input
