cluster_id,semantic_pair,motif,skeleton_key,record_count,unique_expression_count,strict_count,accepted_prior_count,selected_nearmiss_count,rejected_count,duplicate_pressure,max_train_sortino,max_min_oos_floor_sortino,max_stress_floor_sortino,min_recent_control_ratio,example_expression,next_action
cluster-269de7b4bf27da5f,basis|open_interest,additive_composite_gated,skeleton-444aa5044486f198,1,1,0,0,0,1,0,4.229686891614373,0.2293437232843023,0.5550491085165676,1.2201193798148136,"Mul(Add(ZScore(mark_index_basis_bps),Mean(open_interest_value_change_24h,12)),Sign(TSRank(quote_volume_z_168h,504)))",ban_or_downweight
cluster-d542e342a415bc9b,basis|open_interest,smooth_mul,skeleton-5c28f9054fd7ade7,1,1,0,0,0,1,0,2.0516300900721918,-0.2994898303013356,-0.5371704115176686,1.0560874996745366,"Mul(Mean(mark_index_basis_bps,96),TSRank(open_interest_value_last,96))",ban_or_downweight
cluster-6f3b028da9568595,basis|open_interest,smooth_mul,skeleton-e29a029adda15d7b,1,1,0,0,0,1,0,2.4807273514889174,2.216768720629675,7.282721934249025,0.9908244286937563,"Mul(Decay(mark_index_basis_bps,168),Decay(open_interest_last,24))",ban_or_downweight
cluster-42b2cfa21527a163,basis|open_interest,smooth_mul_gated,skeleton-190354049b5c3449,1,1,0,0,0,1,0,2.4723185001344428,1.1321391971027481,6.552475503963632,0.9805312028472721,"Mul(Mul(Mean(mark_index_basis_bps,72),Decay(open_interest_mean,120)),Sign(Decay(stress_proxy_state,336)))",ban_or_downweight
cluster-5d6d38a64da178f1,basis|open_interest,smooth_mul_gated,skeleton-85557936a67c3cd4,1,1,0,0,0,1,0,1.5503362694350353,2.0576623729213392,4.920861959747612,1.0013249075215958,"Mul(Mul(Decay(mark_index_basis_bps,504),Decay(open_interest_mean,720)),Sign(CSRank(quote_volume_z_168h)))",ban_or_downweight
cluster-9211876a34d915f9,basis|open_interest,smooth_mul_gated,skeleton-2e766fa410075548,1,1,0,0,0,1,0,0.24789713280482586,-0.6930929387773607,-0.07687299849984099,4.003105748010715,"Mul(Mul(Decay(mark_index_basis_bps,8),Decay(open_interest_value_change_24h,12)),Sign(TSRank(trade_quote_volume,240)))",ban_or_downweight
cluster-64f07abaaa8e3d0f,basis|open_interest,spread,skeleton-f24f66de9e61280b,1,1,0,0,0,1,0,1.3409520496074472,-0.1135974080785761,3.3310954599741396,0.9930138700853326,"Sub(Decay(mark_index_basis_bps,336),ZScore(open_interest_mean))",ban_or_downweight
cluster-90e4454530867691,basis|open_interest,spread,skeleton-73f44b3fdf875d58,1,1,0,0,0,1,0,3.9207213010119286,0.23078263139332508,0.5548075564225782,1.2201015243342477,"Sub(Abs(ZScore(mark_trade_basis_bps)),Mean(open_interest_value_change_24h,12))",ban_or_downweight
cluster-771406290f66fe1d,basis|open_interest,spread,skeleton-453e9f32b37d681e,1,1,0,0,0,1,0,3.831654329498691,0.5336806142407895,0.5179414538350073,1.3102277315116388,"Sub(Sign(Delta(mark_trade_basis_bps,168)),Decay(open_interest_value_change_24h,12))",ban_or_downweight
cluster-6a3bd000f4a4848d,basis|open_interest,spread,skeleton-e742de09e8166a7a,1,1,0,0,0,1,0,1.5546326801357293,0.27215966600381997,2.635337407996234,0.9826635144709923,"Sub(Mean(mark_index_basis_bps,240),ZScore(open_interest_last))",ban_or_downweight
cluster-a365214fead2fe09,basis|open_interest,spread_gated,skeleton-1b8609a3b16e4571,1,1,0,0,0,1,0,1.9650785236618025,0.2995616625930915,7.189475326779409,1.0003953786390605,"Mul(Sub(Delta(mark_trade_basis_bps,168),Decay(open_interest_value_mean,24)),Sign(Decay(quote_volume_z_168h,720)))",ban_or_downweight
cluster-a3ac6f09a4aeb63f,basis|open_interest,spread_gated,skeleton-84babf29fefdd50b,1,1,0,0,0,1,0,1.249604265335356,-0.10654941802287025,3.3352491833454363,0.9927818044826866,"Mul(Sub(Decay(mark_index_basis_bps,336),ZScore(open_interest_last)),Sign(CSRank(quote_volume_z_168h)))",ban_or_downweight
cluster-29bfae90b8fa15a3,basis|open_interest,spread_gated,skeleton-1d91872115686b3f,1,1,0,0,0,1,0,4.1563919528411315,-0.3109891235705953,-0.3852531314411462,1.136988809470591,"Mul(Sub(Decay(mark_index_basis_bps,36),Decay(open_interest_value_change_24h,24)),Sign(Mean(trade_quote_volume,504)))",ban_or_downweight
cluster-e81c9eb3b15c9462,basis|open_interest,spread_gated,skeleton-bc4a6e509c5e5489,1,1,0,0,0,1,0,4.145180985500728,-0.31292355994111126,-0.3845510359516952,1.136886344042882,"Mul(Sub(Decay(mark_trade_basis_bps,336),Decay(open_interest_value_change_24h,24)),Sign(CSRank(trade_quote_volume)))",ban_or_downweight
cluster-4f21157e36df9185,basis|positioning,additive_composite,skeleton-b2b5d97089e90c87,1,1,0,0,0,1,0,1.500821782144151,-0.33667893055794756,0.5000184816671073,1.118486162039371,"Add(Decay(mark_index_basis_bps,24),Delta(top_long_short_position_ratio_last,96))",ban_or_downweight
cluster-12ea6996879f2d83,basis|positioning,safe_div_abs,skeleton-2b8999b49e66c6e9,1,1,0,0,0,1,0,1.7609217668914692,0.5772644589846124,-0.20745647226079542,0.9755541438915287,"SafeDiv(Decay(mark_trade_basis_bps,504),Abs(Abs(ZScore(account_position_divergence))))",ban_or_downweight
cluster-81171bb5fc8c2497,basis|positioning,safe_div_abs,skeleton-692501bf12ae7e96,1,1,0,0,0,1,0,0.1262890676837107,1.2299221021727005,3.565200897727905,1.0915522898030068,"SafeDiv(Mean(mark_trade_basis_bps,36),Abs(CSRank(top_long_short_account_ratio_last)))",ban_or_downweight
cluster-f85ea76b98cf3955,basis|positioning,smooth_mul,skeleton-43f349acd173b4c8,1,1,0,0,0,1,0,0.7529840532397769,-0.4034363064086803,2.301665621888642,1.103087957326679,"Mul(Mean(mark_trade_basis_bps,36),Mean(top_long_short_account_ratio_last,12))",ban_or_downweight
cluster-0b62c96de136a525,basis|positioning,smooth_mul,skeleton-7521893f4716532a,1,1,0,0,0,1,0,0.7587273897121383,-0.5107560692316765,3.4980461979893755,1.2787657055130033,"Mul(Mean(mark_trade_basis_bps,72),ZScore(global_long_short_account_ratio_last))",ban_or_downweight
cluster-45189f11e7d8fcf9,basis|positioning,smooth_mul_gated,skeleton-7f2f6282360c7641,1,1,0,0,0,1,0,0.9858624585676778,-0.6486999986081912,1.9115485716004352,1.592882223153994,"Mul(Mul(Mean(mark_trade_basis_bps,24),ZScore(global_long_short_account_ratio_last)),Sign(Decay(log1p_listing_age_days,504)))",ban_or_downweight
cluster-468363a52e84fe65,basis|positioning,smooth_mul_gated,skeleton-dad27dc6a26ba229,1,1,0,0,0,1,0,0.6835276671584369,1.4717782952502358,0.15073672373724553,0.9933789124685166,"Mul(Mul(Decay(mark_index_basis_bps,72),Mean(account_position_divergence,8)),Sign(Decay(age_percentile_active_universe,120)))",ban_or_downweight
cluster-6451456ee5dd1272,basis|positioning,spread,skeleton-e742de09e8166a7a,1,1,0,0,0,1,0,1.7940465928086113,-0.5051047868155578,0.5086214027204939,1.0352441283970304,"Sub(Mean(mark_trade_basis_bps,168),ZScore(top_long_short_account_ratio_last))",ban_or_downweight
cluster-d872d6577fd3bb2b,basis|positioning,spread,skeleton-e3a5d54a138fa2b2,1,1,0,0,0,1,0,2.1751108267413626,-0.49048533844114467,2.5080580582501986,0.989308933054494,"Sub(Decay(mark_index_basis_bps,336),CSRank(top_long_short_position_ratio_last))",ban_or_downweight
cluster-ba60c775d0aa6e0c,basis|positioning,spread_gated,skeleton-e0e8f0327440db17,1,1,0,0,0,1,0,0.9848182261920959,2.398347179411736,2.6708458671789463,1.0868669233941763,"Mul(Sub(Mean(mark_trade_basis_bps,96),Abs(ZScore(account_position_divergence))),Sign(Decay(trade_quote_volume,240)))",ban_or_downweight
cluster-5a31152a1f458a11,basis|premium,smooth_mul,basis|premium|smooth_mul|75c12e3de14a,1,1,0,1,0,0,0,1.200553313309487,0.8522200631450245,6.497715977476842,0.9814668328005476,"Mul(Decay(premium_abs_state,336),Abs(ZScore(Mean(mark_trade_basis_bps,168))))",observe_with_cap
cluster-781194f829d29bb6,funding_dense|open_interest,smooth_mul,skeleton-90d014e2e6c7e4cb,1,1,0,0,0,1,0,0.5709690834772103,0.6887203250478798,1.4166947977507836,0.9833053142276375,"Mul(Mean(funding_rate_delta_state_24h,240),Decay(open_interest_value_mean,504))",ban_or_downweight
cluster-4612928812163f1e,funding_dense|open_interest,spread,skeleton-75593a614d8c257f,1,1,0,0,0,1,0,1.7303971767804764,0.32148638371320765,2.635079474920071,0.998840153681315,"Sub(Mean(funding_rate_state_last_ffill_8h,72),Sign(Delta(open_interest_value_last,96)))",ban_or_downweight
cluster-07f14e3dfad87946,funding_dense|open_interest,spread_gated,skeleton-0bcf4662de4d9fa5,1,1,0,0,0,1,0,1.2141726486574362,0.7307727696386701,0.09670778516668593,1.0425758955378448,"Mul(Sub(Mean(funding_rate_delta_state_24h,720),Sign(Delta(open_interest_value_last,120))),Sign(Decay(sqrt_listing_age_days,240)))",ban_or_downweight
cluster-ec63b630661ddc77,funding_dense|positioning,additive_composite,skeleton-0efd62ac68151610,1,1,0,0,0,1,0,1.116115681631601,0.24417522946367662,0.4712053610351345,0.9978008920702007,"Add(Decay(funding_rate_delta_state_24h,72),Decay(account_position_divergence,504))",ban_or_downweight
cluster-f7dc8289d516604c,funding_dense|positioning,additive_composite_gated,skeleton-e5ae9cbad1aed939,1,1,0,0,0,1,0,0.0919340865625285,-0.7044722005985211,4.5257441066718265,1.0030064539619932,"Mul(Add(Decay(funding_rate_delta_state_24h,720),ZScore(top_long_short_account_ratio_last)),Sign(CSRank(quote_volume_z_168h)))",ban_or_downweight
cluster-be3f8bf48f6711a1,funding_dense|positioning,safe_div_abs,skeleton-879977ea91e9aa98,1,1,0,0,0,1,0,1.798268516445678,0.42376789990655966,0.445350427246508,1.0200710114684879,"SafeDiv(Mean(funding_rate_delta_state_24h,240),Abs(Mean(top_long_short_account_ratio_last,8)))",ban_or_downweight
cluster-b421986c063b04ea,funding_dense|positioning,smooth_mul,skeleton-90d014e2e6c7e4cb,1,1,0,0,0,1,0,1.0253565179295658,-0.49697787312141933,3.282569599684548,0.9975632969762759,"Mul(Mean(funding_rate_update_age_hours,504),Decay(top_long_short_account_ratio_last,120))",ban_or_downweight
cluster-14888ae3b18b9ebb,funding_dense|positioning,smooth_mul,skeleton-805cd512c9f020d1,1,1,0,0,0,1,0,1.2078296172310234,-0.7225068922365527,0.9466913175474322,0.9832280417353568,"Mul(Decay(funding_rate_update_age_hours,240),Mean(top_long_short_account_ratio_last,120))",ban_or_downweight
cluster-2dedad664303a362,funding_dense|positioning,spread,skeleton-e742de09e8166a7a,1,1,0,0,0,1,0,0.5364250775027113,0.8019593888867006,-0.1866086184588478,0.9960780679300983,"Sub(Mean(funding_rate_delta_state_24h,72),ZScore(account_position_divergence))",ban_or_downweight
cluster-5fc51f51467acaa4,funding_dense|positioning,spread,skeleton-ba5985e1bc0cffba,1,1,0,0,0,1,0,0.09163653492334577,-0.7044722005985211,-0.21988948470281647,1.0029749213579964,"Sub(Mean(funding_rate_state_last_ffill_8h,96),CSRank(top_long_short_account_ratio_last))",ban_or_downweight
cluster-ca8f12797e4e87a7,funding_dense|positioning,spread,skeleton-f24f66de9e61280b,1,1,0,0,0,1,0,0.08957389721489936,-0.694408122954881,0.6320509063280503,1.0029388865007824,"Sub(Decay(funding_rate_state_last_ffill_8h,120),ZScore(top_long_short_account_ratio_last))",ban_or_downweight
cluster-d8775753734c8a68,funding_dense|positioning,spread,skeleton-f5f3e6bf426c8aca,1,1,0,0,0,1,0,0.7876616187409302,1.1106831102553547,-0.7161564291626176,0.9893290583637411,"Sub(Mean(funding_rate_state_last_ffill_8h,336),Decay(account_position_divergence,240))",ban_or_downweight
cluster-a96e80ea6188fc1d,funding_dense|positioning,spread_gated,skeleton-17e23329acc454d0,1,1,0,0,0,1,0,1.7145592950553716,0.5534288910634295,-0.3650666924466334,1.0145819675833039,"Mul(Sub(Mean(funding_rate_update_age_hours,72),ZScore(account_position_divergence)),Sign(TSRank(trade_quote_volume,24)))",ban_or_downweight
cluster-2f863af73d7b222e,liquidity|open_interest,additive_composite,skeleton-fdef5328bb5383c5,1,1,0,0,0,1,0,1.4779099291085753,0.4910598794344184,-0.18406719274090808,1.0864507128980592,"Add(Mean(quote_volume_z_168h,96),TSRank(open_interest_value_mean,168))",ban_or_downweight
cluster-c57b138531ac8b11,liquidity|open_interest,additive_composite,skeleton-15e04d96db5bfa7b,1,1,0,0,0,1,0,2.277066597846498,0.6808684250888276,2.172983550090614,1.0966646204873671,"Add(CSRank(trade_quote_volume),TSRank(open_interest_value_mean,240))",ban_or_downweight
cluster-be5685b37efde43e,liquidity|open_interest,additive_composite,skeleton-1e8459e976593a76,1,1,0,0,0,1,0,3.2115042240826632,-0.1401879881874271,0.3696340823438168,1.5562627642661264,"Add(ZScore(trade_quote_volume),Decay(open_interest_value_change_24h,6))",ban_or_downweight
cluster-0c4cf8f89ee9a602,liquidity|open_interest,additive_composite,skeleton-9518dbfa73ba4dcd,1,1,0,0,0,1,0,1.2771156293914931,-0.039608060046022776,2.296060695289079,1.0014842100870316,"Add(Mean(trade_quote_volume,8),Delta(open_interest_value_last,240))",ban_or_downweight
cluster-e758a8a7df271608,liquidity|open_interest,additive_composite_gated,skeleton-f5b63e71404b85fd,1,1,0,0,0,1,0,3.0591961294167245,-0.4091606231627248,2.3381781557732615,1.0892873839550503,"Mul(Add(Mean(trade_quote_volume,24),Delta(open_interest_value_change_24h,36)),Sign(Decay(log1p_listing_age_days,36)))",ban_or_downweight
cluster-124fee47e3c8f664,liquidity|open_interest,safe_div_abs,skeleton-677127d6451577d5,1,1,0,0,0,1,0,1.0593222252989516,-0.5502743194217015,7.376084318540255,0.9883906344106775,"SafeDiv(Decay(trade_quote_volume,504),Abs(Decay(open_interest_value_mean,720)))",ban_or_downweight
cluster-6b252254e533c175,liquidity|open_interest,smooth_mul,skeleton-e29a029adda15d7b,1,1,0,0,0,1,0,3.6111498457085096,0.5271438069735886,0.5533116402915896,1.2456009125427057,"Mul(Decay(trade_quote_volume,48),Decay(open_interest_value_change_24h,12))",ban_or_downweight
cluster-c67f3667a756ac2c,liquidity|open_interest,smooth_mul_gated,skeleton-49c359baeca8502a,1,1,0,0,0,1,0,1.5622970912712058,-0.7085959164375907,-0.1363623368292794,1.0614402378534984,"Mul(Mul(Decay(trade_quote_volume,720),TSRank(open_interest_value_change_24h,336)),Sign(CSRank(quote_volume_z_168h)))",ban_or_downweight
cluster-a0b6501ad93bf30a,liquidity|open_interest,spread,skeleton-dfd9e27fbf52f8d1,1,1,0,0,0,1,0,4.127232037854691,-0.3429016721463953,0.5540639612486706,1.1232247330207252,"Sub(Sign(Delta(trade_quote_volume,336)),Mean(open_interest_value_change_24h,16))",ban_or_downweight
cluster-0fd1e69970a23bbf,liquidity|open_interest,spread,skeleton-51d7db21d21f3b2a,1,1,0,0,0,1,0,4.278938875354271,-0.3429016721463953,0.5541038974506126,1.123217552870515,"Sub(TSRank(quote_volume_z_168h,240),Mean(open_interest_value_change_24h,16))",ban_or_downweight
cluster-5f14e0dcee361e58,liquidity|open_interest,spread_gated,skeleton-b1c8a391b6677792,1,1,0,0,0,1,0,0.6929264562473783,-0.49445758442055526,3.3579711440105386,1.083140206681268,"Mul(Sub(Decay(trade_quote_volume,120),Delta(open_interest_mean,504)),Sign(CSRank(quote_volume_z_168h)))",ban_or_downweight
cluster-ff97c8cbbb79e284,liquidity|positioning,additive_composite,skeleton-9d1ccaa56ae53ecb,1,1,0,0,0,1,0,0.1727437396126742,0.5028595754063214,0.3876019034327545,0.9962672290942861,"Add(Abs(ZScore(trade_quote_volume)),Decay(global_long_short_account_ratio_last,16))",ban_or_downweight
cluster-46b805c9a48632ba,liquidity|positioning,additive_composite,skeleton-f669dde2283054e6,1,1,0,0,0,1,0,0.6874761285296171,0.663052114785855,0.6679719994839232,1.009415325441683,"Add(CSRank(trade_quote_volume),ZScore(account_position_divergence))",ban_or_downweight
cluster-5d5f5c62b1bd69da,liquidity|positioning,additive_composite,skeleton-9a2446218c0991db,1,1,0,0,0,1,0,0.3908395146590721,-0.08775613983945237,-0.5807378037788288,1.0131255890711588,"Add(TSRank(quote_volume_z_168h,504),Decay(account_position_divergence,8))",ban_or_downweight
cluster-e713dc0fd768f2ce,liquidity|positioning,additive_composite_gated,skeleton-07f4d7464a09a813,1,1,0,0,0,1,0,0.9967088462268362,0.36095223182691905,-0.014341926810770797,0.9990139057816396,"Mul(Add(Mean(quote_volume_z_168h,336),ZScore(account_position_divergence)),Sign(CSRank(trade_quote_volume)))",ban_or_downweight
cluster-fa5de3ae30ac2958,liquidity|positioning,safe_div_abs,skeleton-78bfb00a98adff4e,1,1,0,0,0,1,0,0.8195818794402223,0.8349720682727046,4.9532235701010805,0.9909191618219324,"SafeDiv(CSRank(trade_quote_volume),Abs(Decay(account_position_divergence,12)))",ban_or_downweight
cluster-81979945c532379f,liquidity|positioning,safe_div_abs,skeleton-dc63136227d41afd,1,1,0,0,0,1,0,0.18443170568931228,0.6125594710110032,0.6129552567245755,0.985795502011721,"SafeDiv(TSRank(trade_quote_volume,504),Abs(Mean(account_position_divergence,16)))",ban_or_downweight
cluster-5760bf6cd599e53f,liquidity|positioning,smooth_mul,skeleton-70bb3c4eb08705b2,1,1,0,0,0,1,0,0.16240745985693758,-0.6867678369712464,3.6291380242378612,0.9871683428245999,"Mul(Abs(ZScore(trade_quote_volume)),ZScore(top_long_short_account_ratio_last))",ban_or_downweight
cluster-75848c09b9301e31,liquidity|positioning,smooth_mul,skeleton-1e6af707ca45ce1a,1,1,0,0,0,1,0,0.5495247122758521,-0.6083768486935252,3.946108357995415,0.9856264027478857,"Mul(ZScore(trade_quote_volume),CSRank(global_long_short_account_ratio_last))",ban_or_downweight
cluster-d815870c5f36b5c6,liquidity|positioning,smooth_mul_gated,skeleton-7e703179860a08be,1,1,0,0,0,1,0,0.19465717971474866,-0.2426743910314212,-0.21786432657555055,0.9944011364020664,"Mul(Mul(Decay(trade_quote_volume,720),CSRank(top_long_short_position_ratio_last)),Sign(TSRank(trade_quote_volume,336)))",ban_or_downweight
cluster-53bffa6c7214e23a,liquidity|positioning,smooth_mul_gated,skeleton-7f2f6282360c7641,1,1,0,0,0,1,0,0.8932407144173131,0.796675350063778,6.67554740690579,0.9831506007207977,"Mul(Mul(Mean(trade_quote_volume,336),ZScore(account_position_divergence)),Sign(Decay(basis_dislocation_state,336)))",ban_or_downweight
cluster-4ded257512c57109,liquidity|positioning,smooth_mul_gated,skeleton-355b8efd4176ac82,1,1,0,0,0,1,0,0.558890500514376,-0.6083768486935252,3.946108357995415,0.9856264027478857,"Mul(Mul(ZScore(trade_quote_volume),CSRank(global_long_short_account_ratio_last)),Sign(CSRank(quote_volume_z_168h)))",ban_or_downweight
cluster-93c11a06ea6bf222,liquidity|positioning,spread,skeleton-cbe2a121b642cda8,1,1,0,0,0,1,0,0.40171788687004395,-0.06920204251414916,0.9102671719166365,1.134095009727801,"Sub(Mean(quote_volume_z_168h,16),Delta(top_long_short_position_ratio_last,240))",ban_or_downweight
cluster-57d816a261a701f0,open_interest|open_interest,safe_div_abs_gated,skeleton-84892aebeb8cfc21,1,1,0,0,0,1,0,2.1075554283160414,0.7051321300853294,-0.15705594119742253,1.095412863705095,"Mul(SafeDiv(ZScore(open_interest_mean),Abs(TSRank(open_interest_mean,336))),Sign(CSRank(trade_quote_volume)))",ban_or_downweight
cluster-973403a738ae9711,open_interest|open_interest,safe_div_abs_gated,skeleton-a8774b94b25355c8,1,1,0,0,0,1,0,1.3515107236041697,-0.018583627315189387,4.908441139304103,0.9921614056815001,"Mul(SafeDiv(Delta(open_interest_value_mean,240),Abs(CSRank(open_interest_mean))),Sign(Mean(trade_quote_volume,3)))",ban_or_downweight
cluster-4e97a52a4abd37d4,open_interest|open_interest,spread_gated,skeleton-d5e7d1c8d421d04b,1,1,0,0,0,1,0,3.6296598456768243,-0.5007363922115536,-0.31312036619354533,1.1636991673397974,"Mul(Sub(Delta(open_interest_value_last,36),CSRank(open_interest_value_change_24h)),Sign(Decay(trade_quote_volume,240)))",ban_or_downweight
cluster-258a903ad456ccf7,open_interest|open_interest,spread_gated,skeleton-bb535fdcbbbfceb5,1,1,0,0,0,1,0,0.2507314447909634,-0.6490193484463778,1.8616061392059418,1.0126516459574746,"Mul(Sub(TSRank(open_interest_mean,48),Delta(open_interest_value_last,96)),Sign(Decay(liquidity_cycle_state,720)))",ban_or_downweight
cluster-c24519639b6cf824,open_interest|open_interest,spread_gated,skeleton-d2215b11ff7933de,1,1,0,0,0,1,0,4.352237244316713,-0.7216439289689398,3.320014865406094,1.219335572425809,"Mul(Sub(Abs(ZScore(open_interest_value_mean)),Sign(Delta(open_interest_value_last,24))),Sign(CSRank(quote_volume_z_168h)))",ban_or_downweight
cluster-1b44f48e71cb41e1,open_interest|open_interest,spread_gated,skeleton-b41b9a882ea67b2a,1,1,0,0,0,1,0,1.2487067434096644,-0.2910546189133494,3.075760216003059,0.9721525599072365,"Mul(Sub(Delta(open_interest_value_mean,16),Mean(open_interest_value_last,12)),Sign(Decay(basis_dislocation_state,72)))",ban_or_downweight
cluster-f2307248d7ba3d37,open_interest|open_interest,spread_gated,skeleton-a4959d3499bcfa9f,1,1,0,0,0,1,0,3.9282509925121687,-0.3429016721463953,0.5540639612486706,1.123217552870515,"Mul(Sub(Mean(open_interest_value_change_24h,16),ZScore(open_interest_value_mean)),Sign(Mean(trade_quote_volume,96)))",ban_or_downweight
cluster-6912e0acf1a47af6,open_interest|positioning,additive_composite_gated,skeleton-6b73645d617d64f0,1,1,0,0,0,1,0,0.6993043705135591,0.6612891652439469,1.3095460453141003,1.0044361652635505,"Mul(Add(TSRank(open_interest_value_change_24h,36),ZScore(account_position_divergence)),Sign(TSRank(quote_volume_z_168h,96)))",ban_or_downweight
cluster-2afb5c0f84619b99,open_interest|positioning,safe_div_abs_gated,skeleton-08a8c6712c4540a4,1,1,0,0,0,1,0,1.833690292503988,5.921268397327206,3.3433239177336107,1.0249040483604244,"Mul(SafeDiv(TSRank(open_interest_value_mean,336),Abs(Decay(global_long_short_account_ratio_last,168))),Sign(Decay(trade_quote_volume,8)))",ban_or_downweight
cluster-bad5cc1835c16eb3,open_interest|positioning,safe_div_abs_gated,skeleton-80102f85e849f8a3,1,1,0,0,0,1,0,1.256985411243165,0.5941096817549192,0.1185249421629401,1.6290653820507304,"Mul(SafeDiv(CSRank(open_interest_value_change_24h),Abs(ZScore(account_position_divergence))),Sign(Abs(ZScore(quote_volume_z_168h))))",ban_or_downweight
cluster-f8fc7b1b09ab0b5b,open_interest|positioning,safe_div_abs_gated,skeleton-394649dc0bfe1ef6,1,1,0,0,0,1,0,0.49176632092618644,0.3342734521633204,-0.4045490299560499,1.0479485470736707,"Mul(SafeDiv(Mean(open_interest_value_last,504),Abs(ZScore(global_long_short_account_ratio_last))),Sign(Decay(quote_volume_z_168h,336)))",ban_or_downweight
cluster-0f96fafa94cdb7a4,open_interest|positioning,safe_div_abs_gated,skeleton-08c20f7d7a2974b2,1,1,0,0,0,1,0,0.7109081227384642,0.6154422228347319,4.934844064974197,0.9955826934598792,"Mul(SafeDiv(Delta(open_interest_value_mean,240),Abs(Delta(top_long_short_account_ratio_last,36))),Sign(CSRank(trade_quote_volume)))",ban_or_downweight
cluster-9df68cf31a329abd,open_interest|positioning,safe_div_abs_gated,skeleton-04fd9924557215ec,1,1,0,0,0,1,0,2.2055737198103853,2.604815794057333,5.570525486968402,1.0303892825524492,"Mul(SafeDiv(TSRank(open_interest_value_mean,720),Abs(Decay(top_long_short_position_ratio_last,48))),Sign(Mean(trade_quote_volume,720)))",ban_or_downweight
cluster-1628e8a71523011a,open_interest|positioning,safe_div_abs_gated,skeleton-3f0e227260eb2a0e,1,1,0,0,0,1,0,0.6201831105874976,6.342282655049551,2.6315923028320496,0.9903567924729847,"Mul(SafeDiv(CSRank(open_interest_mean),Abs(Decay(account_position_divergence,96))),Sign(Abs(ZScore(trade_quote_volume))))",ban_or_downweight
cluster-7de226d0e7d55fbe,open_interest|positioning,safe_div_abs_gated,skeleton-0d102b2d38582f85,1,1,0,0,0,1,0,0.5939474649549945,-0.2657553261702165,1.4122584794905297,1.0006415396290285,"Mul(SafeDiv(Abs(ZScore(open_interest_mean)),Abs(CSRank(top_long_short_account_ratio_last))),Sign(Decay(basis_dislocation_state,240)))",ban_or_downweight
cluster-57e4f59de4fd669f,open_interest|positioning,smooth_mul_gated,skeleton-368327c4885dba6c,1,1,0,0,0,1,0,0.5326023277089489,-0.7241603005314988,3.4875661676021323,0.979696173400134,"Mul(Mul(CSRank(open_interest_last),ZScore(account_position_divergence)),Sign(Decay(age_percentile_active_universe,72)))",ban_or_downweight
cluster-86d6ae7d447ad32a,open_interest|positioning,smooth_mul_gated,skeleton-683a24571a7b73e6,1,1,0,0,0,1,0,0.20760044214901358,-0.5721638564570513,3.248974482822754,0.9843352174208196,"Mul(Mul(ZScore(open_interest_value_mean),Decay(top_long_short_account_ratio_last,24)),Sign(Decay(listing_age_days,720)))",ban_or_downweight
cluster-29b5082c7ace8b6e,open_interest|positioning,smooth_mul_gated,skeleton-f904272e9405a967,1,1,0,0,0,1,0,0.5776045864140462,-0.4608139618369194,3.707741724779645,1.0663315098849169,"Mul(Mul(CSRank(open_interest_mean),Mean(top_long_short_position_ratio_last,72)),Sign(Decay(leverage_crowding_state,720)))",ban_or_downweight
cluster-d572374788009c67,open_interest|positioning,spread_gated,skeleton-953747cdea986c2d,1,1,0,0,0,1,0,1.377167450784964,3.2420621995393835,0.40384332282583346,0.9932474353249813,"Mul(Sub(Abs(ZScore(open_interest_value_last)),CSRank(account_position_divergence)),Sign(Decay(age_percentile_active_universe,72)))",ban_or_downweight
cluster-b98371518b51cd47,open_interest|positioning,spread_gated,skeleton-49426952c4e70af0,1,1,0,0,0,1,0,0.8201904707942702,0.2952726516729817,1.7679709407981836,1.0291311503350744,"Mul(Sub(CSRank(open_interest_value_change_24h),ZScore(global_long_short_account_ratio_last)),Sign(CSRank(trade_quote_volume)))",ban_or_downweight
cluster-d2de74d78fa3524b,open_interest|positioning,spread_gated,skeleton-a730bb1bd16d47a4,1,1,0,0,0,1,0,3.1231136688593866,-0.1401879881874271,0.3701332665737672,1.5563215831409756,"Mul(Sub(Decay(open_interest_value_change_24h,6),Delta(top_long_short_account_ratio_last,720)),Sign(Decay(trade_quote_volume,3)))",ban_or_downweight
cluster-687b46bb3f1d1ed6,open_interest|positioning,spread_gated,skeleton-2871cdfb04a4b852,1,1,0,0,0,1,0,0.09166920230955218,-0.6585546501166332,1.4765336402355282,1.002690443413495,"Mul(Sub(ZScore(open_interest_last),ZScore(top_long_short_account_ratio_last)),Sign(Decay(liquidity_cycle_state,120)))",ban_or_downweight
cluster-75cde26b33aa029f,open_interest|positioning,spread_rank,open_interest|positioning|spread_rank|ed9c3f1ac0ad,1,1,0,1,0,0,0,0.8996590558123405,0.0025195130008287,5.530633466474444,1.1022894643185244,"Sub(CSRank(Decay(open_interest_value_mean,4)),CSRank(Abs(ZScore(Mean(account_position_divergence,3)))))",observe_with_cap
cluster-f01da5fd592867a7,open_interest|premium,additive_composite,skeleton-9518dbfa73ba4dcd,1,1,0,0,0,1,0,3.9283451939741676,0.22970970461092802,0.5563735363502802,1.2204614212493106,"Add(Mean(open_interest_value_change_24h,12),Delta(premium_abs_state,48))",ban_or_downweight
