field_id,representation_id,primitive_id,mechanism_family,mapping_id,target_horizon_hours,proposals,first_evaluations,cache_hits
buy_quantity,identity,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
buy_quantity,log1p_nonnegative,Acceleration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_quantity,log1p_nonnegative,Delta,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_quantity,log1p_nonnegative,EventWindow,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
buy_quantity,log1p_nonnegative,EventWindow,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,2,0
buy_quantity,log1p_nonnegative,MultiScaleRelation,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_quantity,log1p_nonnegative,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_quantity,log1p_nonnegative,Transition,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,4,1,1,0
buy_sell_notional_ratio,identity,Acceleration,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_sell_notional_ratio,identity,Delta,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_sell_notional_ratio,identity,LastHit,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
buy_sell_notional_ratio,identity,PathShape,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_sell_notional_ratio,identity,Persistence,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
buy_sell_notional_ratio,identity,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,Acceleration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,Acceleration,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,EventWindow,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,EventWindow,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,4,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,FirstHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,MultiScaleRelation,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,MultiScaleRelation,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,MultiScaleRelation,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,PathShape,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,Persistence,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
buy_sell_notional_ratio,log1p_nonnegative,TimeSince,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_vwap,identity,Acceleration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_vwap,identity,Delta,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
buy_vwap,identity,EventWindow,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,4,1,1,0
buy_vwap,identity,PathShape,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_vwap,identity,Persistence,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_vwap,identity,Persistence,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_vwap,identity,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,2,0
buy_vwap,log_positive,EventWindow,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_vwap,log_positive,EventWindow,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,1,1,1,0
buy_vwap,log_positive,LastHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_vwap,log_positive,MultiScaleRelation,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
buy_vwap,log_positive,MultiScaleRelation,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
buy_vwap,log_positive,MultiScaleRelation,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
buy_vwap,log_positive,Persistence,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
buy_vwap,log_positive,Persistence,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,2,1,1
buy_vwap,log_positive,Transition,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,2,1,1
close_to_open_bps,identity,Acceleration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,identity,Delta,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,identity,Delta,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
close_to_open_bps,identity,Duration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,identity,Duration,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
close_to_open_bps,identity,EventWindow,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,identity,FirstHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,identity,LastHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,identity,MultiScaleRelation,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,identity,MultiScaleRelation,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,identity,PathShape,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,2,2,0
close_to_open_bps,identity,Persistence,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,1,1,1,0
close_to_open_bps,identity,Slope,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,identity,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,1,1
close_to_open_bps,identity,TimeSince,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,identity,Transition,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,signed_log1p_abs,Acceleration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,signed_log1p_abs,Acceleration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,signed_log1p_abs,Delta,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,signed_log1p_abs,Delta,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,signed_log1p_abs,Duration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,signed_log1p_abs,Duration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,signed_log1p_abs,EventWindow,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,5,5,0
close_to_open_bps,signed_log1p_abs,EventWindow,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,13,2,11
close_to_open_bps,signed_log1p_abs,FirstHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,signed_log1p_abs,FirstHit,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
close_to_open_bps,signed_log1p_abs,LastHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,2,1,1
close_to_open_bps,signed_log1p_abs,LastHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,signed_log1p_abs,MultiScaleRelation,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,3,3,0
close_to_open_bps,signed_log1p_abs,MultiScaleRelation,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,3,3,0
close_to_open_bps,signed_log1p_abs,MultiScaleRelation,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,2,2,0
close_to_open_bps,signed_log1p_abs,PathShape,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,signed_log1p_abs,PathShape,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
close_to_open_bps,signed_log1p_abs,Persistence,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,4,4,0
close_to_open_bps,signed_log1p_abs,Persistence,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,signed_log1p_abs,Persistence,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,4,1,1,0
close_to_open_bps,signed_log1p_abs,Slope,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,2,2,0
close_to_open_bps,signed_log1p_abs,Slope,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,signed_log1p_abs,StateAge,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,signed_log1p_abs,TimeSince,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
close_to_open_bps,signed_log1p_abs,TimeSince,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
close_to_open_bps,signed_log1p_abs,Transition,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
large_notional_ratio_100k_plus,identity,Delta,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,3,2,1
large_notional_ratio_100k_plus,identity,EventWindow,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
large_notional_ratio_100k_plus,identity,EventWindow,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,3,3,0
large_notional_ratio_100k_plus,identity,EventWindow,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
large_notional_ratio_100k_plus,identity,EventWindow,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,57,3,54
large_notional_ratio_100k_plus,identity,EventWindow,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,1,1,1,0
large_notional_ratio_100k_plus,identity,FirstHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
large_notional_ratio_100k_plus,identity,FirstHit,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,1,1
large_notional_ratio_100k_plus,identity,MultiScaleRelation,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
large_notional_ratio_100k_plus,identity,PathShape,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
large_notional_ratio_100k_plus,identity,Persistence,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
large_notional_ratio_100k_plus,identity,Slope,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
large_notional_ratio_100k_plus,identity,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
large_notional_ratio_100k_plus,identity,StateAge,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
large_notional_ratio_100k_plus,identity,TimeSince,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,1,1
large_notional_ratio_100k_plus,identity,TimeSince,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,1,1,1,0
large_notional_ratio_100k_plus,identity,Transition,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,3,1,2
large_notional_ratio_100k_plus,logit_clip_1e6,Acceleration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
large_notional_ratio_100k_plus,logit_clip_1e6,Acceleration,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
large_notional_ratio_100k_plus,logit_clip_1e6,Duration,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,4,1,1,0
large_notional_ratio_100k_plus,logit_clip_1e6,EventWindow,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
large_notional_ratio_100k_plus,logit_clip_1e6,LastHit,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
large_notional_ratio_100k_plus,logit_clip_1e6,MultiScaleRelation,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
large_notional_ratio_100k_plus,logit_clip_1e6,PathShape,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
large_notional_ratio_100k_plus,logit_clip_1e6,Persistence,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
large_notional_ratio_100k_plus,logit_clip_1e6,Persistence,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
large_notional_ratio_100k_plus,logit_clip_1e6,Persistence,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,1,1
large_notional_ratio_100k_plus,logit_clip_1e6,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,1,1
large_notional_ratio_100k_plus,logit_clip_1e6,StateAge,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,4,1,1,0
large_trade_count_ratio_100k_plus,identity,Acceleration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
large_trade_count_ratio_100k_plus,identity,Acceleration,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
large_trade_count_ratio_100k_plus,identity,Acceleration,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,2,0
large_trade_count_ratio_100k_plus,identity,Delta,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,2,2,0
large_trade_count_ratio_100k_plus,identity,Delta,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,2,0
large_trade_count_ratio_100k_plus,identity,EventWindow,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,7,4,3
large_trade_count_ratio_100k_plus,identity,EventWindow,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,24,4,20
large_trade_count_ratio_100k_plus,identity,FirstHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
large_trade_count_ratio_100k_plus,identity,FirstHit,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,2,1,1
large_trade_count_ratio_100k_plus,identity,MultiScaleRelation,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,2,2,0
large_trade_count_ratio_100k_plus,identity,MultiScaleRelation,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
large_trade_count_ratio_100k_plus,identity,MultiScaleRelation,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
large_trade_count_ratio_100k_plus,identity,PathShape,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
large_trade_count_ratio_100k_plus,identity,Persistence,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
large_trade_count_ratio_100k_plus,identity,Persistence,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,4,1,3
large_trade_count_ratio_100k_plus,identity,Persistence,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,6,2,4
large_trade_count_ratio_100k_plus,identity,Persistence,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,3,2,1
large_trade_count_ratio_100k_plus,identity,Persistence,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,1,3,1,2
large_trade_count_ratio_100k_plus,identity,Persistence,SPARSE_EVENT_CARRY,SPARSE_EVENT_OR_CARRY,4,1,1,0
large_trade_count_ratio_100k_plus,identity,Slope,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
large_trade_count_ratio_100k_plus,identity,Slope,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,2,2,0
large_trade_count_ratio_100k_plus,identity,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
large_trade_count_ratio_100k_plus,identity,Slope,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,4,2,2
large_trade_count_ratio_100k_plus,identity,StateAge,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,3,1,2
large_trade_count_ratio_100k_plus,identity,StateAge,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,5,1,4
large_trade_count_ratio_100k_plus,identity,TimeSince,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,3,1,2
large_trade_count_ratio_100k_plus,identity,Transition,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,4,1,1,0
large_trade_count_ratio_100k_plus,logit_clip_1e6,Acceleration,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,1,1,1,0
large_trade_count_ratio_100k_plus,logit_clip_1e6,Duration,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
large_trade_count_ratio_100k_plus,logit_clip_1e6,EventWindow,DIRECTIONAL_STATEFUL,TIME_SERIES_DIRECTIONAL_STATEFUL,4,1,1,0
large_trade_count_ratio_100k_plus,logit_clip_1e6,FirstHit,CROSS_SECTIONAL_RELATIVE,CROSS_SECTIONAL_ZERO_NET,1,1,1,0
