candidate_id,expression,objective_family,source_stage,field_families,fields,operator_signature,window_signature,skeleton_key,production_key,historical_source_ok,field_lineage_ok,pit_policy_ok,negative_control_attached,selected_for_family_balanced_preflight,preflight_decision,shared_pool_stage,control_modes
a7al2x3_5e16028aa4a04eb5,"GroupNeutralize(Rank(Delta(open_interest_last,168)),R2_market_breadth_state)",F5_OI_upper_regime_interaction,a7al2x3_family_balanced_dry_generation,open_interest|upper_regime,open_interest_last|R2_market_breadth_state,Delta|GroupNeutralize|Rank,168,skeleton-3195b31f3372552b,a7al2x3::F5_OI_upper_regime_interaction::open_interest_last|R2_market_breadth_state::Delta|GroupNeutralize|Rank::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_eeff378890468230,"GroupNeutralize(Rank(Delta(open_interest_last,24)),R5_basis_premium_dislocation_state)",F5_OI_upper_regime_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,24,skeleton-048cc31a2e098314,a7al2x3::F5_OI_upper_regime_interaction::open_interest_last|R5_basis_premium_dislocation_state::Delta|GroupNeutralize|Rank::24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_49640239a5937d81,"GroupNeutralize(Rank(Delta(open_interest_last,336)),R5_basis_premium_dislocation_state)",F5_OI_upper_regime_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,336,skeleton-048cc31a2e098314,a7al2x3::F5_OI_upper_regime_interaction::open_interest_last|R5_basis_premium_dislocation_state::Delta|GroupNeutralize|Rank::336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_2fce75f307a1b1c7,"GroupNeutralize(Rank(Delta(open_interest_last,48)),R5_basis_premium_dislocation_state)",F5_OI_upper_regime_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,48,skeleton-048cc31a2e098314,a7al2x3::F5_OI_upper_regime_interaction::open_interest_last|R5_basis_premium_dislocation_state::Delta|GroupNeutralize|Rank::48,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_54f5361a609798fc,"GroupNeutralize(Rank(Delta(open_interest_last,72)),R5_basis_premium_dislocation_state)",F5_OI_upper_regime_interaction,a7al2x3_family_balanced_dry_generation,basis|open_interest,open_interest_last|R5_basis_premium_dislocation_state,Delta|GroupNeutralize|Rank,72,skeleton-048cc31a2e098314,a7al2x3::F5_OI_upper_regime_interaction::open_interest_last|R5_basis_premium_dislocation_state::Delta|GroupNeutralize|Rank::72,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_6425856b9df4b997,"Mul(Rank(Delta(open_interest_last,168)),StateMask(is_major,True))",F6_OI_latent_state_interaction,a7al2x3_family_balanced_dry_generation,latent_state|open_interest,open_interest_last|is_major,Delta|Mul|Rank|StateMask,168,skeleton-39f3dd949289b52b,a7al2x3::F6_OI_latent_state_interaction::open_interest_last|is_major::Delta|Mul|Rank|StateMask::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_f726e8031e11a5c6,"Mul(Sign(Delta(open_interest_last,168)),StateMask(is_major,False))",F6_OI_latent_state_interaction,a7al2x3_family_balanced_dry_generation,latent_state|open_interest,open_interest_last|is_major,Delta|Mul|Sign|StateMask,168,skeleton-66b3253ae522e3d5,a7al2x3::F6_OI_latent_state_interaction::open_interest_last|is_major::Delta|Mul|Sign|StateMask::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_bc8ed4094566ea5e,"Sub(Rank(Delta(open_interest_last,168)),GroupNeutralize(Rank(Delta(open_interest_last,168)),is_major))",F6_OI_latent_state_interaction,a7al2x3_family_balanced_dry_generation,latent_state|open_interest,open_interest_last|is_major,Delta|GroupNeutralize|Rank|Sub,168,skeleton-742d4bd40731bb92,a7al2x3::F6_OI_latent_state_interaction::open_interest_last|is_major::Delta|GroupNeutralize|Rank|Sub::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_67d3a9b6da05c211,"Mul(Rank(Delta(open_interest_last,168)),StateMask(liquidity_tier,top100))",F6_OI_latent_state_interaction,a7al2x3_family_balanced_dry_generation,latent_state|open_interest,open_interest_last|liquidity_tier,Delta|Mul|Rank|StateMask,168,skeleton-8a943b95ccc9e0da,a7al2x3::F6_OI_latent_state_interaction::open_interest_last|liquidity_tier::Delta|Mul|Rank|StateMask::168,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_3cb1db3cafe85fa0,"Mul(Rank(Delta(open_interest_last,24)),StateMask(is_major,True))",F6_OI_latent_state_interaction,a7al2x3_family_balanced_dry_generation,latent_state|open_interest,open_interest_last|is_major,Delta|Mul|Rank|StateMask,24,skeleton-39f3dd949289b52b,a7al2x3::F6_OI_latent_state_interaction::open_interest_last|is_major::Delta|Mul|Rank|StateMask::24,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_aaa82dfd8a7c3555,"Mul(Rank(Delta(open_interest_last,336)),StateMask(is_major,True))",F6_OI_latent_state_interaction,a7al2x3_family_balanced_dry_generation,latent_state|open_interest,open_interest_last|is_major,Delta|Mul|Rank|StateMask,336,skeleton-39f3dd949289b52b,a7al2x3::F6_OI_latent_state_interaction::open_interest_last|is_major::Delta|Mul|Rank|StateMask::336,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_c73e0ebc3866e01e,"Mul(Rank(Delta(open_interest_last,48)),StateMask(is_major,True))",F6_OI_latent_state_interaction,a7al2x3_family_balanced_dry_generation,latent_state|open_interest,open_interest_last|is_major,Delta|Mul|Rank|StateMask,48,skeleton-39f3dd949289b52b,a7al2x3::F6_OI_latent_state_interaction::open_interest_last|is_major::Delta|Mul|Rank|StateMask::48,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
a7al2x3_42246afae2fc6cd4,"Mul(Rank(Delta(open_interest_last,72)),StateMask(is_major,True))",F6_OI_latent_state_interaction,a7al2x3_family_balanced_dry_generation,latent_state|open_interest,open_interest_last|is_major,Delta|Mul|Rank|StateMask,72,skeleton-39f3dd949289b52b,a7al2x3::F6_OI_latent_state_interaction::open_interest_last|is_major::Delta|Mul|Rank|StateMask::72,True,True,True,True,True,,selected_for_future_family_balanced_preflight,one_bar_lag|wrong_lag_future_24h|wrong_lag_stale_168h|time_shuffle|symbol_shuffle|same_family_random
