candidate_id,objective_family,orientation_from_train,oriented_validation_spread,oriented_test_spread,oriented_recent_spread,oriented_may_stress_spread,one_bar_lag_recent_oriented,cost10_recent_proxy,control_dominance_ratio_premay_max,pre_may_positive,lag_ok,may_stress_clean,decision
a7al2x3_c6d040e141ee4a7a,F0_OI_delta_price_interaction,-1.0,-0.00010091971333536783,-0.0024605195746768504,0.003415507249165352,-0.0003462106873000375,0.0039249992624968985,0.0014155072491653519,19.252186224081893,False,True,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_a685d04007266d3e,F0_OI_delta_price_interaction,1.0,0.0016278157953877666,-0.0009016825953666848,-0.004470109454682954,-0.001799727044944045,-0.004727054064369993,-0.006470109454682954,8.897420616593411,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_7ea2d37cbc880c31,F0_OI_delta_price_interaction,-1.0,-0.001734497877037487,-0.0021764089855339603,0.002868473749938793,0.005503389107730511,0.003288859906699525,0.0008684737499387932,7.145069553151967,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_e2d80967eacd522d,F0_OI_delta_price_interaction,-1.0,-0.0004869276971416347,0.002272945311802269,0.005336011382170376,-0.000568339073368208,0.0050722705824315486,0.003336011382170376,28.676020436526592,False,True,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_66e1442493b16731,F0_OI_delta_price_interaction,1.0,-0.002172518045206634,0.0036331291385403542,-0.0010701579740818833,-0.0018124697027221885,-0.0010568018492943302,-0.0030701579740818833,2.571092885788021,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_93c3678f22a08669,F0_OI_delta_price_interaction,1.0,-0.0005999617818396074,0.004334740025906904,-0.003885431986759425,5.7146275230248035e-05,-0.004225993231724492,-0.005885431986759425,4.049637767986346,False,False,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_4cd7689ef5bcda11,F0_OI_delta_price_interaction,1.0,0.0004076415739012818,0.0038277740697969455,0.001421548938287713,0.000272180699754863,0.0013550782236713286,-0.000578451061712287,6.733618333282236,True,True,True,HOLD_A7AL2X7_CONTROL_DOMINATED
a7al2x3_035db391f91d7640,F0_OI_delta_price_interaction,-1.0,-0.00013844665617873626,-0.0009245385332138028,-0.0006359097568003793,-0.0009845614058514194,-0.0007857735732680261,-0.0026359097568003794,13.325585746033546,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_8943bb8dd3c5f640,F1_OI_basis_premium_interaction,1.0,0.002374017946502917,-0.006327914745190105,-0.0067837558825163844,-0.0057955266106968295,-0.006480903252243507,-0.008783755882516384,1.5616843269355798,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_8133b78c17250336,F1_OI_basis_premium_interaction,-1.0,0.0037830713164988916,-0.004230468284588058,-0.005581538946444621,-0.002617229924299058,-0.0055513578721639876,-0.007581538946444621,1.68283972111751,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_23f49936bc301294,F1_OI_basis_premium_interaction,1.0,0.0016234973606624392,-0.005940090078213318,-0.004327412948079572,-0.0071081955358168235,-0.004209625473615744,-0.0063274129480795725,2.0080892433409887,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_4529f2a727b6c66c,F1_OI_basis_premium_interaction,1.0,0.00226662723554146,-0.0027877173740272223,-0.0023264164715795337,-0.0034986686578335757,-0.002131478290824479,-0.004326416471579534,1.489081056461035,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_35d4fbc6ca2699b6,F1_OI_basis_premium_interaction,1.0,0.0022531183874891824,-0.0063472460696551766,-0.002972883914041358,-0.001908957963492298,-0.002811883962635822,-0.004972883914041358,2.1858586243189104,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_c4069bf78415ab2e,F1_OI_basis_premium_interaction,1.0,0.0012585043981563821,-0.004650678064908891,-0.00774894074921063,-0.0020657648977529144,-0.008126668415659798,-0.00974894074921063,4.163735524042687,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_4059c8d99e2021eb,F1_OI_basis_premium_interaction,1.0,0.0013744689726815727,-0.005431175036754061,-0.008615107743060187,-0.0018537054485082292,-0.008692693760540927,-0.010615107743060187,2.8778693127754598,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_9733cada7099c087,F1_OI_basis_premium_interaction,1.0,0.0026536771064873846,-0.0037663213010444177,-0.001107753193629567,-0.002620224948215693,-0.0012147170504955094,-0.003107753193629567,10.338423218953492,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_dcf6359c32accfb4,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_0bd3d497403b3991,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_49318bc4563b3038,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_2a3e04a7ef01524d,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_03902ab9f8781dff,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_9794f9f4dde82087,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_4ffc6837ac0783ef,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_3453ef7a612e7a2f,F2_OI_funding_crowding_interaction,1.0,,,,,,,,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_93725c2d40077dd9,F3_positioning_divergence,-1.0,-9.332930171284727e-05,-0.002255088953213956,-0.0070720923826425985,-0.0032206226922021183,-0.006741495168555546,-0.009072092382642599,140.09465217736425,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_afebb1f45f8929ea,F3_positioning_divergence,-1.0,-0.00011748919593813265,0.0009877993552320434,-0.0013913456618582295,-0.0025041982456959645,-0.0014648657475281608,-0.0033913456618582293,17.446544401154522,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_0cff1969d14056bc,F3_positioning_divergence,-1.0,0.0015939447446979913,0.002806303483543326,0.00977765315211661,-0.0009450804946067463,0.009778374714379558,0.00777765315211661,5.778991052528895,True,True,False,HOLD_A7AL2X7_CONTROL_DOMINATED
a7al2x3_5d6c524b5728d76d,F3_positioning_divergence,-1.0,0.00038094452648359037,-0.001264151884295076,-0.004800624754878099,0.0030174612848334497,-0.004752648829523547,-0.006800624754878099,4.210290960544149,False,False,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_90f96f99f826374d,F3_positioning_divergence,1.0,0.0021646572387643195,0.00011761748810172045,0.003998165885365818,0.004145782170344278,0.0037282064495469456,0.0019981658853658176,81.07155134033518,True,True,True,HOLD_A7AL2X7_CONTROL_DOMINATED
a7al2x3_6f9b57cfb28def3d,F3_positioning_divergence,1.0,-0.0011256459182580243,0.0018957302126140496,0.00791554193737573,0.0006731097925890506,0.007765219721929022,0.005915541937375731,12.513057568527824,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_da77f7acad8f2253,F3_positioning_divergence,1.0,0.00025501139503317314,7.908480452585128e-05,0.006872524288747975,0.00020700361122618345,0.006614339228875069,0.004872524288747975,102.3898865642165,True,True,True,HOLD_A7AL2X7_CONTROL_DOMINATED
a7al2x3_8cd55bb4dcd9ea8d,F3_positioning_divergence,-1.0,-0.0003950356327207961,0.00021626823444543947,-0.007764438202895155,0.0006932131585240771,-0.006967759430153041,-0.009764438202895156,44.48230303436031,False,False,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_1fd71f89fcb97240,F4_OI_taker_flow_interaction,-1.0,-0.0006332128059137459,-9.892469401489181e-05,0.001143078070261692,0.0007896963294056311,0.001190419957931719,-0.0008569219297383081,12.839813733666952,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_a551e0d946a6abf3,F4_OI_taker_flow_interaction,-1.0,-0.0005656450001410384,0.0012183875188821846,0.0009980189233219985,2.5557942730627462e-05,0.0007834400877582277,-0.0010019810766780015,10.649279293553397,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_9d7989b8d4655bf1,F4_OI_taker_flow_interaction,1.0,0.0006123244714354485,-0.0008987163405641575,-0.0014878504370841325,-0.0004492282474919444,-0.0016274336841873198,-0.0034878504370841326,4.657426571019385,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_e5af54998a54bc71,F4_OI_taker_flow_interaction,1.0,0.0003281636214206416,0.001586880071183316,-0.0008328826086235005,-0.0009407554637875091,-0.0013136863139226183,-0.0028328826086235007,6.1265915219469855,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_694ea01b8dc33dd4,F4_OI_taker_flow_interaction,-1.0,-0.0011473603415845617,0.00040800164154355516,0.000279196619065216,0.0006908017944619797,0.00015185010539388725,-0.001720803380934784,10.177162036313778,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_d44b1d21d537c838,F4_OI_taker_flow_interaction,-1.0,-0.0002848434613006339,-0.000751725408176603,0.0010885728273576768,0.0014520103321345856,0.000945384097831123,-0.0009114271726423232,10.76471773688201,False,True,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_907e3c49019029cc,F4_OI_taker_flow_interaction,-1.0,0.0007816077624636281,-0.00015712106613057864,-0.0007916772148320397,-0.00022263093822131707,-0.0006033065985719737,-0.0027916772148320395,25.43548245319125,False,False,False,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
a7al2x3_7f6ff1bafbd2c316,F4_OI_taker_flow_interaction,-1.0,0.0007982796738742978,-0.00268200262558697,-0.0008537100581312015,0.0009042234248731761,-0.0008372680918376036,-0.0028537100581312014,3.995230075603586,False,False,True,HOLD_A7AL2X7_PRE_MAY_UNSTABLE
