candidate_id,object_type,control_mode,production_family,active_hours__fresh_may_2026,active_hours__recent_oos_2025H2_2026Apr,active_hours__train_2024,active_hours__validation_2025H1,mean_ic__fresh_may_2026,mean_ic__recent_oos_2025H2_2026Apr,mean_ic__train_2024,mean_ic__validation_2025H1,net_sum_10bps__fresh_may_2026,net_sum_10bps__recent_oos_2025H2_2026Apr,net_sum_10bps__train_2024,net_sum_10bps__validation_2025H1,fresh_may_status,validation_positive,recent_positive,control_non_promotable,smoke_label
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.02604166666666702,0.010485197368421432,0.01013205828779636,0.02693370165745893,-0.2996680984321515,-4.344244512167438,-5.022510254297492,-1.0035817799565983,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,False,A7V5_SIGNAL_SMOKE_WEAK_OR_NEGATIVE
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826__ctrl_row_shuffle_451c8720,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.013541666666667044,-0.003289473684210153,-0.0054644808743165695,0.0021869244935546817,-0.12282279601595743,-5.326006020242014,-6.4308656123389625,-3.1281911331922974,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826__ctrl_sign_flip_831a1c52,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.02604166666666629,-0.010485197368420691,-0.01013205828779565,-0.026933701657458196,-0.33033190156784875,-5.053755487832568,-6.700489745702516,-4.825418220043407,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826__ctrl_time_shuffle_6c7032e2,control,time_shuffle,cross_symbol_self_reproduction_core3,480,7291,8772,4336,0.02604166666666705,0.011109587162255206,-0.00011399908800691848,0.015797970479705197,-0.30628797758027027,-4.969884161174885,-5.5624337382533815,-2.8697142765858676,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_0735ef25c826__ctrl_wrong_lag_7b2b2093,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.060416666666667035,0.005619517543860027,0.018207762557077994,0.002647329650092472,-0.059968620159723277,-4.729220033911524,-4.336284428442535,-3.949618194977747,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.10833333333333388,0.05083141795556318,0.040471311475410325,0.029235727440147973,-0.22172290793692,1.5642467424021254,-2.2770212179804474,-0.8947655043457063,HAS_MAY_AGG_DATA_STRESS_ONLY,False,True,False,A7V5_SIGNAL_SMOKE_WEAK_OR_NEGATIVE
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920__ctrl_row_shuffle_1371de94,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.007291666666666334,-0.005021103974261626,-0.002333788706739163,-0.0002302025782685282,-0.2919145411962377,-4.354705574356244,-6.597441622197957,-2.7571800719384605,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920__ctrl_sign_flip_568fc170,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.1083333333333332,-0.05083141795556254,-0.04047131147540963,-0.029235727440147324,0.13272290793691993,-2.863871071221518,-1.555978782019557,-0.03423449565429437,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920__ctrl_time_shuffle_11328c20,control,time_shuffle,cross_symbol_self_reproduction_core3,478,7290,8770,4341,0.06171548117154867,0.03765432098765493,0.011801596351197806,0.032135452660677855,-0.5163068353138178,-1.1050339029517995,-5.239586973808047,-1.449703274177719,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_0a5a91f51920__ctrl_wrong_lag_02dd575e,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.0833333333333339,0.045367324561404146,0.014269406392694577,0.02014272559852736,-0.26076927358323876,0.7263037263206695,-4.759454113154212,-1.6221552794683634,HAS_MAY_AGG_DATA_STRESS_ONLY,False,True,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.08455114822547026,0.03822229811115419,0.07392474210767801,0.058552666045144516,-0.3212335782303923,-0.7249154107569664,-2.1960080226355183,-0.1421583503677133,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,False,A7V5_SIGNAL_SMOKE_WEAK_OR_NEGATIVE
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6__ctrl_row_shuffle_fcf36706,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.021995612494492833,0.0019881484283480397,-0.0016098704185192778,0.02476679203925687,-0.43759487980631695,-5.262777345251388,-5.7190679336081764,-2.289815864894985,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6__ctrl_sign_flip_1942276f,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.08455114822546955,-0.038222298111153484,-0.07392474210767735,-0.05855266604514379,0.13418594613884322,-2.4213615560839905,-0.8207443211646673,-1.2872111550254803,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6__ctrl_time_shuffle_4df71936,control,time_shuffle,cross_symbol_self_reproduction_core3,479,7283,8776,4341,0.07696456242961314,0.03696169043709502,0.058860580344950175,0.049847042142918484,-0.32778031932193946,-1.055854224799004,-2.9252785394910346,-0.8815394895059168,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_203b97132bb6__ctrl_wrong_lag_f9e95ef6,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.08419650734639338,0.035904215096453924,0.06309879273378487,0.05449013011619012,-0.34268405581418104,-1.3614824597122777,-2.5004250068197815,-0.46092689803733816,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.08750000000000058,0.0402275219298252,0.061987704918033175,0.04615561694291039,-0.30325527078504333,0.7610029154946885,-1.2626876830667846,0.3364567122113857,HAS_MAY_AGG_DATA_STRESS_ONLY,True,True,False,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_row_shuffle_e7902a5b,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.03333333333333361,0.010759320175438947,-0.013262750455373035,-0.02048802946592965,-0.2627642840372505,-4.096509782407115,-7.230563879019389,-3.683186446283493,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_sign_flip_093b2e84,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.08749999999999988,-0.040227521929824546,-0.061987704918032474,-0.046155616942909705,0.1562552707850432,-2.59300291549469,-3.263312316933219,-1.5334567122113867,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_time_shuffle_37041716,control,time_shuffle,cross_symbol_self_reproduction_core3,479,7287,8774,4339,0.03862212943632617,0.03465074790723263,0.018235696375655853,0.04816778059460759,-0.5264464146828798,-1.8817601294979327,-5.982770504546234,-0.9282589601694954,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_2122721cd54a__ctrl_wrong_lag_31b1b29f,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.051041666666667276,0.046463815789474325,0.03327625570776297,0.027509208103131386,-0.39795149340847613,0.6023047564466788,-3.8065010406906463,-2.097271365883612,HAS_MAY_AGG_DATA_STRESS_ONLY,False,True,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.09687500000000056,0.04118695175438658,0.0763319672131153,0.046040515653775954,-0.2879776394566343,0.7011464026439703,-0.5699296624907271,0.31718118667111733,HAS_MAY_AGG_DATA_STRESS_ONLY,True,True,False,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_row_shuffle_c9cd3712,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.027083333333333702,0.0051398026315793025,-0.00870901639344225,0.0031077348066301993,-0.37149079519587735,-4.770498537354504,-6.118438568187259,-2.731569547947239,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
