candidate_id,object_type,control_mode,production_family,active_hours__fresh_may_2026,active_hours__recent_oos_2025H2_2026Apr,active_hours__train_2024,active_hours__validation_2025H1,mean_ic__fresh_may_2026,mean_ic__recent_oos_2025H2_2026Apr,mean_ic__train_2024,mean_ic__validation_2025H1,net_sum_10bps__fresh_may_2026,net_sum_10bps__recent_oos_2025H2_2026Apr,net_sum_10bps__train_2024,net_sum_10bps__validation_2025H1,fresh_may_status,validation_positive,recent_positive,control_non_promotable,smoke_label
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_sign_flip_3a78ba07,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.09687499999999982,-0.04118695175438594,-0.0763319672131146,-0.04604051565377526,0.11597763945663431,-3.0771464026439723,-0.7570703375092748,-1.5911811866711183,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_time_shuffle_1f2a1823,control,time_shuffle,cross_symbol_self_reproduction_core3,479,7285,8776,4339,0.08977035490605481,0.040494166094715824,0.03811531449407532,0.051048628716294696,-0.3793921833925469,-1.039251383491076,-3.3000357514016487,-0.5078777832959118,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_4dc42d4c443e__ctrl_wrong_lag_e9d2a2a2,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.06145833333333393,0.04200932017543922,0.06444063926940694,0.036487108655617585,-0.3069638195096068,0.09023376969393121,-1.203342090842404,-1.3282184490294657,HAS_MAY_AGG_DATA_STRESS_ONLY,False,True,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.1145833333333339,0.047286184210527,0.08316256830601142,0.06042817679558074,-0.15876565139251786,0.7730153921924305,-0.16805989716282954,0.8732605549325689,HAS_MAY_AGG_DATA_STRESS_ONLY,True,True,False,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_row_shuffle_3776c611,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.010416666666667018,0.0006853070175442141,-0.0018214936247719607,0.0029926335174957387,-0.32638468669849996,-4.3026688931578905,-6.5467336706697115,-3.429189953729392,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_sign_flip_4bf127f8,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.11458333333333313,-0.04728618421052624,-0.08316256830601075,-0.06042817679557996,0.14176565139251784,-1.1590153921924302,-0.5819401028371709,-1.5382605549325694,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_time_shuffle_f5adcb36,control,time_shuffle,cross_symbol_self_reproduction_core3,480,7290,8773,4336,0.10833333333333386,0.040054869684499984,0.07785250199475716,0.06353782287822941,-0.1637305647991701,-0.25533616133622905,-1.2451667064201593,0.6258641343766154,HAS_MAY_AGG_DATA_STRESS_ONLY,True,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_61af4a59eadc__ctrl_wrong_lag_b0ef954a,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.10416666666666721,0.04666940789473751,0.08213470319634752,0.061348987108656244,-0.17425790530467383,0.46142803415149447,-0.06123313889697091,1.0086042331148666,HAS_MAY_AGG_DATA_STRESS_ONLY,True,True,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.09791666666666723,0.04509320175438662,0.08185336976320634,0.05444290976058995,-0.2526292779772339,0.45290951934021645,-0.16730342188823744,0.6160905572152149,HAS_MAY_AGG_DATA_STRESS_ONLY,True,True,False,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_row_shuffle_068a14ab,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.022916666666666294,-0.012266995614034706,-0.01804417122040036,-0.0037983425414361157,-0.4317554151743799,-5.132914066324946,-7.225570165922205,-2.4601298584841116,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_sign_flip_7c399fd5,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.09791666666666651,-0.04509320175438595,-0.08185336976320566,-0.054442909760589256,0.12962927797723378,-2.7549095193402184,-0.8276965781117637,-1.5190905572152156,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_time_shuffle_6b2b2c74,control,time_shuffle,cross_symbol_self_reproduction_core3,480,7291,8771,4337,0.10312500000000056,0.04615279111233094,0.0588872420476576,0.05014987318422937,-0.26441335846165265,-0.5386602462283764,-2.3767891136823343,-0.37998240279245277,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_a1e534249441__ctrl_wrong_lag_7ba41814,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.06458333333333392,0.04358552631579013,0.0695776255707768,0.05087476979742237,-0.30329195832555567,-0.05316280238671328,-1.1901835162112673,-0.4604431481674193,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.10937500000000053,0.06633771929824628,0.07069672131147574,0.060428176795580754,-0.17838217873876122,2.499190687472561,2.47429155323543,1.4096932228836572,HAS_MAY_AGG_DATA_STRESS_ONLY,True,True,False,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_row_shuffle_e7c7ff27,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.019791666666666367,0.007401315789474036,-0.004041438979963196,0.004373848987109018,-0.3674139249661523,-4.44771573263575,-7.4732753501989215,-2.3283018148843624,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_sign_flip_402941e8,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.10937499999999983,-0.06633771929824553,-0.070696721311475,-0.06042817679558002,0.1673821787387612,-3.2301906874725614,-5.018291553235432,-1.9166932228836577,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_time_shuffle_93b1f488,control,time_shuffle,cross_symbol_self_reproduction_core3,480,7289,8769,4341,0.10104166666666714,0.027918781725888877,0.0693351579427533,0.03777931352223042,-0.10046931485057065,-2.526537725184556,-2.8001231668288526,-1.8064039001109504,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_b48c0093aa71__ctrl_wrong_lag_02ccf53f,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.11875000000000051,0.059210526315790143,0.04035388127853916,0.05018416206261574,-0.12302644024152543,1.9657736842546245,-0.5764535751414601,-0.9057289810892212,HAS_MAY_AGG_DATA_STRESS_ONLY,False,True,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.048958333333333916,0.033031798245614676,0.058401639344262825,0.0522559852670356,-0.4208383490695769,-1.6501755678579182,-3.0682181902316277,-0.5010446241239621,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,False,A7V5_SIGNAL_SMOKE_WEAK_OR_NEGATIVE
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724__ctrl_row_shuffle_9f9eeff6,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.025000000000000418,-0.008771929824561021,-0.0017645719489978158,0.012315837937385252,-0.22566871375682174,-6.3673455608376806,-6.866739577062251,-2.4040650495230906,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724__ctrl_sign_flip_72e06c8f,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.0489583333333332,-0.033031798245613975,-0.05840163934426214,-0.052255985267034864,0.0828383490695766,-2.8458244321420856,-1.152781809768376,-2.18795537587604,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724__ctrl_time_shuffle_309c2d7a,control,time_shuffle,cross_symbol_self_reproduction_core3,479,7284,8777,4340,0.06993736951983355,0.04935475013728784,0.04870684744217896,0.04953917050691305,-0.4320344931219005,-1.2842933670271777,-3.404166812236844,-0.7460775218673175,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_c609e63f4724__ctrl_wrong_lag_f1729e84,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.0906250000000005,0.039679276315790116,0.05605022831050282,0.047191528545120306,-0.36910572899122923,-1.4027447056420843,-2.7810201089623923,-0.5958580480766023,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.08333333333333384,0.012678179824561889,0.08173952641165803,0.051795580110497695,-0.18718503285265237,-1.9053976075064736,-0.07296506681315318,1.5967789656959939,HAS_MAY_AGG_DATA_STRESS_ONLY,True,False,False,A7V5_SIGNAL_SMOKE_WEAK_OR_NEGATIVE
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff__ctrl_row_shuffle_808334d2,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.031250000000000375,0.0038377192982459733,0.001821493624772675,-0.00034530386740295343,-0.26791420661991017,-4.635267349605308,-6.763821115457282,-3.533728834277338,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff__ctrl_sign_flip_08ad6b80,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.08333333333333313,-0.012678179824561151,-0.08173952641165735,-0.05179558011049694,-0.13681496714734792,-2.6596023924935297,-0.31903493318684695,-2.648778965695995,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff__ctrl_time_shuffle_8d3dee2f,control,time_shuffle,cross_symbol_self_reproduction_core3,480,7288,8771,4340,0.13229166666666706,0.030804061470911633,0.05968532664462476,0.06394009216589912,-0.0009440253032417245,-2.8051543283168967,-2.0843660404961257,0.9989096331784154,HAS_MAY_AGG_DATA_STRESS_ONLY,True,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_d28a9741d9ff__ctrl_wrong_lag_e4456258,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.025000000000000532,0.012746710526316284,0.0802511415525119,0.06296040515653821,-0.3386373390462878,-3.0968888953282363,-0.2956869451304418,2.3126821242087754,HAS_MAY_AGG_DATA_STRESS_ONLY,True,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.11145833333333388,0.034402412280702156,-0.007041940626200598,-0.012667191400006156,0.14438976713074725,-2.8579310153606365,0.7621254436826728,0.36737886116686913,HAS_MAY_AGG_DATA_STRESS_ONLY,True,False,False,A7V5_SIGNAL_SMOKE_WEAK_OR_NEGATIVE
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210__ctrl_row_shuffle_69293dc1,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.04583333333333291,-0.0023985745614031476,0.009633920270148583,-2.2577396720062564e-05,-0.30367528426649376,-5.088890997979386,-7.554103705134443,-2.6642493476902542,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210__ctrl_sign_flip_78e74dd8,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.11145833333333319,-0.03440241228070137,0.007041940626201258,0.012667191400006841,-0.15738976713074726,2.7279310153606366,-1.1894486260423438,-0.37740744820040695,HAS_MAY_AGG_DATA_STRESS_ONLY,False,True,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210__ctrl_time_shuffle_d355fb65,control,time_shuffle,cross_symbol_self_reproduction_core3,477,7289,8773,4340,-0.06498951781970592,0.0275035972778673,-0.04566450891482318,-0.018141025531697365,0.4522745579900099,-4.543159033455812,-0.07030315606430237,0.6141042050990131,HAS_MAY_AGG_DATA_STRESS_ONLY,True,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_d2f1f4902210__ctrl_wrong_lag_a9237033,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.12395833333333384,0.036321271929824955,-0.009242477353325658,-0.00935404571736038,0.10121788279177257,-3.0426251624276093,0.7255537347131547,0.4785164837563173,HAS_MAY_AGG_DATA_STRESS_ONLY,True,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87,candidate,original,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.09375000000000057,0.05379660087719364,0.07747040072859798,0.0623848987108662,-0.25028845388835197,0.9395719277992008,-0.39659953945387644,0.8494795352333222,HAS_MAY_AGG_DATA_STRESS_ONLY,True,True,False,A7V5_SIGNAL_SMOKE_POSITIVE_NOT_PROOF
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_row_shuffle_ed50085b,control,row_shuffle,cross_symbol_self_reproduction_core3,480,7296,8784,4344,0.002083333333333707,0.0011650219298249237,-0.005293715846994167,0.011625230202578643,-0.43741238595441684,-5.214269047838151,-6.130949623649528,-2.3674859683133036,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_sign_flip_afbf2df3,control,sign_flip,cross_symbol_self_reproduction_core3,480,7296,8784,4344,-0.09374999999999986,-0.05379660087719295,-0.07747040072859729,-0.062384898710865486,0.12228845388835197,-2.9215719277992025,0.1155995394538763,-1.3094795352333224,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_time_shuffle_edf62c16,control,time_shuffle,cross_symbol_self_reproduction_core3,480,7283,8776,4340,0.07395833333333393,0.04702732390498489,0.06301276207839616,0.06532258064516193,-0.30916621502170655,-0.18521108186910784,-1.6853888079878399,0.6769600716918659,HAS_MAY_AGG_DATA_STRESS_ONLY,True,False,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_cross_symbol_self_reproduction_core3_12_e5d9f3dbda87__ctrl_wrong_lag_8436697a,control,wrong_lag,cross_symbol_self_reproduction_core3,480,7296,8760,4344,0.06875000000000056,0.045024671052632234,0.07597031963470374,0.06296040515653839,-0.2830759093387403,0.2769431117288743,-0.4846051820619904,0.38760618732566554,HAS_MAY_AGG_DATA_STRESS_ONLY,True,True,True,A7V5_CONTROL_NON_PROMOTABLE
a7v3_interaction_self_reproduction_12_05bb4df8e337,candidate,original,interaction_self_reproduction,480,7296,8778,4344,0.007291666666667041,0.005345394736842468,-0.0005126452494869942,0.020603130755064786,-0.2621296682204638,-4.849280274547615,-6.546408916213332,-4.778369503057373,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,False,A7V5_SIGNAL_SMOKE_WEAK_OR_NEGATIVE
a7v3_interaction_self_reproduction_12_05bb4df8e337__ctrl_row_shuffle_22141347,control,row_shuffle,interaction_self_reproduction,480,7296,8778,4344,-0.01666666666666631,-0.009662828947368049,-0.017543859649122442,0.016114180478821707,-0.1871186809682773,-3.930436390940018,-4.7336629146179074,-3.430386612679575,HAS_MAY_AGG_DATA_STRESS_ONLY,False,False,True,A7V5_CONTROL_NON_PROMOTABLE
