candidate_id,family_id,train_pass_count,train_median_repaired_net_book_return,train_median_repaired_control_ratio,oos_split_count,oos_positive_split_count,oos_control_clean_split_count,oos_min_repaired_net_book_return,oos_worst_repaired_control_ratio,repair_survivor,forensic_class
a7ffcore33_000,F1b_taker_flow_market_panel,1,0.0552585983960889,1.5195844315648912,3,1,0,-0.0116845693765207,2.110453587495886,False,train_control_dominated
a7ffcore33_001,F1b_taker_flow_market_panel,2,0.1134988149460405,1.1381577060936934,3,0,0,-0.7353544387975708,1.5881461434456554,False,train_control_dominated
a7ffcore33_002,F2a_basis_funding_independent,4,0.0261610304769128,1.109713733963214,3,1,0,-0.4087364190449006,2.0861591267035737,False,train_control_dominated
a7ffcore33_003,F2a_basis_funding_independent,0,0.0344788918583653,2.17553583685854,3,1,0,-0.089868443775922,3.352633539457272,False,train_control_dominated
a7ffcore33_004,F2a_basis_funding_independent,0,0.0068116455953567,3.789023912124839,3,1,0,-0.1370333238695748,2.0877020000740383,False,train_control_dominated
a7ffcore33_005,F2a_basis_funding_independent,1,0.0288652619421481,2.6274638105405885,3,1,2,-0.0467311559310182,1.388169656218467,False,train_control_dominated
a7ffcore33_006,F1b_taker_flow_market_panel,0,0.0244849177389405,6.42521042172615,3,2,0,-0.0312933253897354,3.762108055321403,False,train_control_dominated
a7ffcore33_007,F1a_aggtrades_flow_microstructure,1,0.0184610366276465,3.345666439945252,3,1,0,-0.0330420567095279,5.793771709297733,False,train_control_dominated
a7ffcore33_008,F1a_aggtrades_flow_microstructure,1,0.0142753881812095,5.732481917652114,3,2,1,-0.1472420686185359,2.2729489456811462,False,train_control_dominated
a7ffcore33_009,F2a_basis_funding_independent,0,0.0195085363667457,1.5671583520660972,3,1,1,-0.0171334073166362,4.643936812556257,False,train_control_dominated
a7ffcore33_010,F2a_basis_funding_independent,0,0.0095313061792403,5.205821931051409,3,1,1,-0.3855907026687636,2.6614672514606923,False,train_control_dominated
a7ffcore33_011,F2a_basis_funding_independent,1,0.0541349018304608,1.7124087467412268,3,2,0,-0.0069707990158349,4.56588664650501,False,train_control_dominated
a7ffcore33_012,F1b_taker_flow_market_panel,0,0.0633335059820673,2.5084765043950896,3,3,0,0.0003192878942936,2.1211783950893617,False,train_control_dominated
a7ffcore33_013,F2a_basis_funding_independent,0,0.1924168413816951,1.1943897859354395,3,1,1,-0.1115496068103238,1.382875086220409,False,train_control_dominated
a7ffcore33_014,F1b_taker_flow_market_panel,1,0.1483493741983547,1.131357805748951,3,0,2,-0.7117590162912384,4.973633730495134,False,train_control_dominated
a7ffcore33_015,F1a_aggtrades_flow_microstructure,0,-0.0002062717974185,2.48084685702558,3,2,0,-0.0001430605212226,4.390244307051862,False,train_control_dominated
a7ffcore33_016,F1a_aggtrades_flow_microstructure,0,0.0379316971092484,3.5786750651413683,3,1,0,-0.0135762115065008,2.662046879252376,False,train_control_dominated
a7ffcore33_017,F1a_aggtrades_flow_microstructure,2,0.109022015094757,1.4618216406761966,3,3,1,0.0018852720363065,4.643006229836469,False,train_control_dominated
a7ffcore33_018,F1a_aggtrades_flow_microstructure,1,0.0168755148923955,4.622702477250501,3,3,1,0.0342741665840148,1.4906758958233557,False,train_control_dominated
a7ffcore33_019,F1b_taker_flow_market_panel,5,0.0554675260391085,0.9620444160847654,3,2,2,-0.977796391026117,3.747626732196962,True,partial_survivor
a7ffcore33_020,F1a_aggtrades_flow_microstructure,0,0.046784964710474,3.0025014859443693,3,3,1,0.0090303683131932,3.488483069340821,False,train_control_dominated
