candidate_id,semantic_bucket,motif_bucket,replay_rows,median_spread,median_cost_adjusted_spread,max_tstat,min_control_ratio,validation_recent_clean_splits,replay_clean,shard_id
a7ffcore11e_0d3de62849361e5bec,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.0016311211686409,-0.0023311211686409,2.315929568975621,0.6595888541529115,0,False,0
a7ffcore11e_2a2d48956a572ac1ab,liquidity_like|volatility_like,liquidity_shock,12,0.0372133290896158,0.0365133290896158,1.185130174432863,0.7826852923860284,1,False,0
a7ffcore11e_4c67508333214e808c,liquidity_like|volatility_like,liquidity_shock,12,7.041523842803629e-05,-0.0006749667400716,0.982737825674292,1.3362298194987168,0,False,0
a7ffcore11e_e75225abf06a144055,liquidity_like,single,12,-0.0034551865217105,-0.0041551865217105,0.8481617092856433,3.4642921963110047,0,False,0
a7ffcore11e_043dc762c9529bb4ea,taker_flow_like|open_interest_like,flow_x_leverage,12,4.560113913661148e-05,-0.0006543988608633,0.2910114737949952,1.0909287405257928,0,False,0
a7ffcore11e_a48ad1e36a600830e7,open_interest_like|positioning_like,delta_x_divergence,12,6.754388297142616e-05,-0.0009026726034263,0.227242742389601,2.009326422665988,0,False,0
a7ffcore11e_dbe18bd5192060448c,liquidity_like,single,12,-0.0005839094606422,-0.0014899589728103,0.1815545193782941,0.877087833169284,0,False,0
a7ffcore11e_62177b4a351f23dee9,liquidity_like,single,12,-0.0001496699311079,-0.0010737267195623,-0.0488745588858897,1.9396495638419289,0,False,0
a7ffcore11e_108bca7372512beafd,taker_flow_like|basis_premium_like,gated_sign,12,0.0007889850995214,-0.0002249561949049,2.717133036669549,0.6892228773978399,1,False,1
a7ffcore11e_ec26834009da0d5054,taker_flow_like|basis_premium_like,gated_sign,12,0.0003800490474187,-0.0002058578323191,1.938000808717078,1.5816001169732468,0,False,1
a7ffcore11e_1a0c13e0697780faa7,liquidity_like|volatility_like,liquidity_shock,12,0.0001532118236981,-0.0005950547270228,1.6402858878241404,0.618295666859213,0,False,1
a7ffcore11e_4eb5978085468b9ad6,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.0004092612736533,-0.0009082123690572,1.2567858212936869,1.222700299336743,0,False,1
a7ffcore11e_304ee6a37c57dbed99,liquidity_like|volatility_like,liquidity_shock,12,-6.831191884847784e-05,-0.0006354962490618,1.0790559316460062,1.7461209296351676,0,False,1
a7ffcore11e_209eed7b9edd873a00,liquidity_like|volatility_like,liquidity_shock,12,1.595638083075145e-05,-0.0005778855007225,0.9111450291085104,1.0930715305755134,0,False,1
a7ffcore11e_1ca2fdf47a1754478f,liquidity_like|volatility_like,liquidity_shock,12,-0.0002384291483511,-0.0007784285149271,0.836462276050093,1.3553518860592602,0,False,1
a7ffcore11e_c992169ade0f4c15f9,open_interest_like|positioning_like,delta_x_divergence,12,0.0031214942570424,0.0024214942570424,0.7901182977616803,0.9586739146893972,0,False,1
a7ffcore11e_786722cdd2764b2c2b,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.0073770849715241,-0.0080770849715241,2.106526634564513,1.1090915969043085,0,False,2
a7ffcore11e_5ba23f43a8b1fe6632,taker_flow_like|basis_premium_like,gated_sign,12,-0.0002202319956048,-0.0006975470539567,1.8021679540894184,1.9038211967146288,0,False,2
a7ffcore11e_78fc00f4702d1eb00f,taker_flow_like|basis_premium_like,gated_sign,12,0.0004203975144744,-0.0003178591198703,1.4864528605844898,1.478009252001162,0,False,2
a7ffcore11e_378937c1d066186b94,liquidity_like|volatility_like,liquidity_shock,12,7.118689230783846e-05,-0.0006810796142945,1.320366197205799,0.9804156735383198,0,False,2
a7ffcore11e_75b2088e35389d3ce8,open_interest_like|positioning_like,delta_x_divergence,12,0.0003028407749439,-0.000485550778746,1.1641081924488463,1.525982921381203,0,False,2
a7ffcore11e_4818a1b365e426cb4f,liquidity_like|volatility_like,liquidity_shock,12,0.0002098225588464,-0.0006093211022836,1.0401598518747768,0.804895455725003,0,False,2
a7ffcore11e_2dd63f13fdbb9a227d,taker_flow_like|open_interest_like,flow_x_leverage,12,-0.0168368115698071,-0.0175368115698071,0.8615484024148256,0.5683590183565781,1,False,2
a7ffcore11e_a556c4fd6dec7dc783,open_interest_like|positioning_like,delta_x_divergence,12,-0.0001040093858848,-0.0010059045327806,-0.0647252233282474,1.923321378368385,0,False,2
a7ffcore11e_afb3749ca25350c738,taker_flow_like|basis_premium_like,gated_sign,12,0.0006266080217789,-8.716548260605586e-05,3.013033356332935,1.2716652516598046,0,False,3
a7ffcore11e_c6c5696a8e9141f9bf,taker_flow_like|basis_premium_like,gated_sign,12,0.0006099196571344,-0.0003006863663321,1.9973712708057625,0.9246998978106404,0,False,3
a7ffcore11e_300ef9b90098b89b58,liquidity_like|volatility_like,liquidity_shock,12,-4.209945426292687e-05,-0.0005461965206247,1.9641491971444445,1.158909501836957,0,False,3
a7ffcore11e_29f4f627799a6dfed5,taker_flow_like|basis_premium_like,gated_sign,12,0.0155864606147313,0.0148864606147313,1.576015114138866,0.4900490401622937,0,False,3
a7ffcore11e_8591d2d9607675777e,open_interest_like|positioning_like,delta_x_divergence,12,0.0001381587193471,-0.0005034508829739,1.1561764363017757,2.542619306240461,0,False,3
a7ffcore11e_7f4ddd6ba1891e3a2c,liquidity_like,single,12,-7.234358411712619e-05,-0.0008968706693773,1.154219079402454,2.1306677081248804,0,False,3
a7ffcore11e_1318fb133c8f705c5b,liquidity_like|volatility_like,liquidity_shock,12,0.0016633693931464,0.0009633693931464,0.7692491353058727,0.980345931314827,0,False,3
a7ffcore11e_435b102c039df90f17,taker_flow_like|open_interest_like,flow_x_leverage,12,-8.206335638895893e-05,-0.000799920654417,0.0800148171612487,1.2410833465987985,0,False,3
a7ffcore11e_a8bc245f20ba6f090e,taker_flow_like|basis_premium_like,gated_sign,12,0.0005381261399199,-0.000346648232336,3.550011657074252,1.81321035646921,0,False,4
a7ffcore11e_1f85f8127767a83261,liquidity_like,single,12,0.0004102733476675,-0.0005998889235591,1.5916790973221129,0.3338351465724861,0,False,4
a7ffcore11e_1942160ee15398d457,open_interest_like,single,12,7.89736299230704e-06,-0.000374439647721,1.4858177534110917,0.9148552325962422,1,False,4
a7ffcore11e_c30d25ca3e543dc63a,open_interest_like|positioning_like,delta_x_divergence,12,9.299725774764092e-05,-0.000513307558208,1.3606966554040028,2.035576168356856,0,False,4
a7ffcore11e_6754f84bb859b65abb,taker_flow_like|open_interest_like,flow_x_leverage,12,0.0034694716266112,0.0027694716266112,1.331560673940205,1.1739968181568412,0,False,4
a7ffcore11e_0dd21d80949fec5fb7,liquidity_like,single,12,-0.0001267438163326,-0.0009282742961258,1.1440062124360473,2.0092934948184027,0,False,4
a7ffcore11e_548540ad19aff09f23,liquidity_like|volatility_like,liquidity_shock,12,6.118036454390748e-05,-0.0007150765067029,0.9507992875703074,0.6385447618650048,0,False,4
a7ffcore11e_45c8c5bf57c2d17bea,open_interest_like|positioning_like,delta_x_divergence,12,0.0027437859379509,0.0020437859379509,0.5027690156751446,1.897411987802197,0,False,4
a7ffcore11e_123c59e7517b7ef3c6,taker_flow_like|basis_premium_like,gated_sign,12,0.000352471881849,-0.0002430238915288,1.867184861241268,0.4898022302703956,0,False,5
a7ffcore11e_05014af14def66a014,liquidity_like|volatility_like,liquidity_shock,12,0.0001303471434847,-0.0006726232110357,1.593924718568576,0.8268775031862197,0,False,5
a7ffcore11e_2e9ceddde79416ef0f,taker_flow_like|basis_premium_like,gated_sign,12,-9.924637309133798e-05,-0.000590855618881,1.5572771028967245,1.5187564502443325,0,False,5
a7ffcore11e_4394e65d4ffa374dcd,taker_flow_like|basis_premium_like,gated_sign,12,0.0003457703023691,-0.0003511585060917,1.5537393311783765,2.051393228435696,0,False,5
