core14_rank,candidate_id,semantic_bucket,motif_bucket,generation_mode,clue_rows,label_count,horizon_count,best_abs_corr,best_original_score,min_control_ratio,median_control_ratio,median_spread,proposed_subgraph_id,expression,raw_inputs,outside_old_packet,repair_score
7,a7ffcore11e_620048b49bc3dfd43f,taker_flow_like|basis_premium_like,gated_sign,seed_field_mul_delta,5,3,3,0.0520420992223774,0.2000347857769908,0.7297369274012059,0.7549042833586476,-0.0005085774234214,sgx_2059848c42a40203e3,"Mul(ZScore(Mean(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),4)),Delta(mark_index_basis_bps,32))",mark_index_basis_bps;taker_buy_quote_volume,False,15.541221860737403
23,a7ffcore11e_7036d028e1478c3480,liquidity_like,single,seed_field_mul_delta,3,2,3,0.0124688443956682,0.1035265044708179,0.3781119353763701,0.605860754621168,-0.0017157231558971,sgx_87fa9f70a8fc2edbe9,"Mul(ZScore(Mean(Mean(trade_volume,4),4)),Delta(trade_volume,16))",trade_volume,False,11.31430621866362
39,a7ffcore11e_569efbd1f4836d446c,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,3,1,3,0.0084440108226703,0.0084440108226703,0.3184835519112582,0.3399102720209628,0.0003496879924963,sgx_ee3b2dd79402527e18,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_last,24))),2)),Delta(open_interest_last,6))",open_interest_last;top_long_short_account_ratio_last,True,10.031913112630887
55,a7ffcore11e_3f9b525882214df808,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,1,1,1,0.0037917072237803,0.1767261417752982,0.4515547463001098,0.4515547463001098,0.1767261417752982,sgx_d7b2db241098f05129,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,24),24),Abs(ZScore(Delta(trade_high,4)))),3)),Delta(trade_count,24))",trade_count;trade_high,True,9.131413342905743
71,a7ffcore11e_3ec57ea3f99c39e17e,liquidity_like|volatility_like,liquidity_shock,seed_field_mul_delta,2,2,1,0.0236075335781064,0.0236075335781064,0.6389112768731761,0.6599663157852669,-0.0001295856344779,sgx_dc557d6d4491601dd3,"Mul(ZScore(Mean(Mul(Delta(Mean(trade_count,4),24),Abs(ZScore(Delta(trade_low,24)))),2)),Delta(trade_count,72))",trade_count;trade_low,True,8.194328117815775
87,a7ffcore11e_20eecb5636ab8e3aa6,taker_flow_like|basis_premium_like,gated_sign,seed_field_safe_div,1,1,1,0.0038224380777025,0.0845800713388545,0.4167548309951098,0.4167548309951098,-0.0845800713388545,sgx_e1889bc7ae50608594,"SafeDiv(Delta(Mul(taker_buy_quote_volume,Sign(Mean(mark_index_basis_bps,4))),2),Abs(Delta(mark_index_basis_bps,24)))",mark_index_basis_bps;taker_buy_quote_volume,True,7.358091764786871
103,a7ffcore11e_420e99b8a278dc4c8e,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0087124487121424,0.0380207554812188,0.6812327585533053,0.6812327585533053,0.0380207554812188,sgx_6d0b37608d76d9086b,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),4)),Delta(global_long_short_account_ratio_mean,72))",global_long_short_account_ratio_mean;open_interest_last,True,5.897949592517765
119,a7ffcore11e_00be7384a5748c067d,open_interest_like|positioning_like,delta_x_divergence,seed_field_mul_delta,1,1,1,0.0051972402499932,0.0051972402499932,0.6997410910512852,0.6997410910512852,0.0005085984204447,sgx_6991e0d7101267bf19,"Mul(ZScore(Mean(Sub(CSRank(Mean(open_interest_last,4)),CSRank(Delta(global_long_short_account_ratio_mean,24))),2)),Delta(global_long_short_account_ratio_mean,96))",global_long_short_account_ratio_mean;open_interest_last,True,5.204462622897294
