dataset,path,report_decision,symbols_reported,rows_reported,min_timestamp,max_timestamp,duplicate_timestamp_count,inf_cell_count,gap_hours_gt_1,schema_columns,missing_required_columns,manifest_rows,manifest_status_columns,rows,metrics_coverage_min,metrics_coverage_median,metrics_coverage_p05,metrics_coverage_below_095,market_funding_coverage_min,market_funding_coverage_median,market_funding_coverage_p05,market_funding_coverage_below_095,open_interest_last_coverage_min,open_interest_last_coverage_median,open_interest_last_coverage_p05,open_interest_last_coverage_below_095,open_interest_value_last_coverage_min,open_interest_value_last_coverage_median,open_interest_value_last_coverage_p05,open_interest_value_last_coverage_below_095
binance_universe498_replay_1h_v2_20260527,G:\AlphaFactory_CryptoData\gold\features\binance_universe498_replay_1h_v2_20260527,BINANCE_UNIVERSE498_REPLAY_BASE_EXTENDED_TO_MAY_PATCH,498,6949596,2024-01-01 00:00:00,2026-05-26 00:00:00,0,0,9,54,[],498,['status'],498,0.8685878962536023,1.0,0.9995243757431628,6,0.9645659928656362,0.9999229729752258,0.9997814070958411,0,0.8685878962536023,1.0,0.9995243757431628,6,0.8685878962536023,1.0,0.9995243757431628,6
