dataset,path,report_decision,symbols_reported,rows_reported,min_timestamp,max_timestamp,duplicate_timestamp_count,inf_cell_count,schema_columns,pattern_hits,overlay_symbols_in_base,overlay_symbols_not_in_base,base_symbols_without_overlay,rows,price_funding_coverage_min,price_funding_coverage_median,price_funding_coverage_p05,price_funding_coverage_below_095,oi_coverage_min,oi_coverage_median,oi_coverage_p05,oi_coverage_below_095,crowding_taker_coverage_min,crowding_taker_coverage_median,crowding_taker_coverage_p05,crowding_taker_coverage_below_095
okx_binance_cross_exchange_unified_1h_30d_v2_20260527,G:\AlphaFactory_CryptoData\gold\features\okx_binance_cross_exchange_unified_1h_30d_v2_20260527,DIAGNOSTIC_CROSS_EXCHANGE_UNIFIED_V2_READY,218,153363,2026-04-26 17:00:00,2026-05-26 00:00:00,0,0,65,"{'okx': 42, 'binance': 17, 'spread': 4, 'basis': 3, 'funding': 9, 'open_interest': 6}",218,0,280,218,0.9971590909090908,1.0,0.9985775248933144,0,0.9857954545454546,1.0,0.9985775248933144,0,0.9829545454545454,0.984352773826458,0.9829545454545454,0
