left_field,right_field,overlap,exact_equivalent,affine_equivalent,affine_relative_error,rank_equivalent,rank_correlation
account_position_divergence,active_universe_size,1897,False,False,0.9981262725061593,False,-0.07541924099154362
account_position_divergence,age_percentile_active_universe,1897,False,False,0.9990903046900184,False,0.06277880250007731
account_position_divergence,funding_rate,703,False,False,0.9992788802425945,False,-0.043197791290543006
account_position_divergence,global_long_short_account_ratio_last,1897,False,False,0.6056077473755828,False,-0.7823039178148846
account_position_divergence,global_long_short_account_ratio_mean,1897,False,False,0.6120453820026778,False,-0.779505021330089
account_position_divergence,history_length_hours,1897,False,False,0.9874126987997172,False,0.13553670974474363
account_position_divergence,hours_since_funding,482,False,False,0.9999448748907088,False,-0.03341379750600341
account_position_divergence,index_close,1896,False,False,0.9969128118933415,False,0.06838034851074272
account_position_divergence,index_high,1896,False,False,0.996914376468427,False,0.06856376845293548
account_position_divergence,index_low,1896,False,False,0.9969133246580556,False,0.06798683518809978
account_position_divergence,index_open,1896,False,False,0.996919166647564,False,0.06794505032274245
account_position_divergence,listing_age_days,1897,False,False,0.9951721566116065,False,0.07456968244081742
account_position_divergence,listing_age_hours,1897,False,False,0.9951721566909114,False,0.07456968244081742
account_position_divergence,log1p_listing_age_days,1897,False,False,0.9983333773589904,False,0.07456968244081742
account_position_divergence,mark_close,1894,False,False,0.9969142206336149,False,0.06874817126717772
account_position_divergence,mark_high,1894,False,False,0.996915798496966,False,0.06892101934701342
account_position_divergence,mark_index_basis_bps,1893,False,False,0.9986952295067065,False,-0.023990930493612936
account_position_divergence,mark_low,1894,False,False,0.996914469260325,False,0.0683715445705888
account_position_divergence,mark_open,1894,False,False,0.9969203973603421,False,0.06832437982616578
account_position_divergence,mark_trade_basis_bps,1894,False,False,0.9999957381099226,False,0.012215653323644198
account_position_divergence,metrics_n_5m,1897,False,False,0.9995424422677194,False,-0.03405337925706773
account_position_divergence,open_interest_last,1897,False,False,0.9956787681075582,False,-0.04149979461044388
account_position_divergence,open_interest_last_change_1h,1895,False,False,0.9999895086840702,False,-0.024885257444180874
account_position_divergence,open_interest_last_change_24h,1887,False,False,0.9986771031723719,False,-0.0443099958386284
account_position_divergence,open_interest_last_change_4h,1892,False,False,0.9997833578435996,False,-0.05627750344899859
account_position_divergence,open_interest_mean,1897,False,False,0.9956894634982052,False,-0.04186342317694066
account_position_divergence,open_interest_value_last,1897,False,False,0.9954944315996307,False,0.10260890229163078
account_position_divergence,open_interest_value_last_change_1h,1895,False,False,0.9987508564976907,False,0.0061521908256953195
account_position_divergence,open_interest_value_last_change_24h,1887,False,False,0.995938157389289,False,0.022279645472170238
account_position_divergence,open_interest_value_last_change_4h,1892,False,False,0.998580590812429,False,-0.007911933321177867
account_position_divergence,open_interest_value_mean,1897,False,False,0.9955037124200763,False,0.10180011126002986
account_position_divergence,premium_close,1897,False,False,0.9985225021704607,False,-0.03599391953940275
