candidate_id,family_id,objective_id,horizon_h,split,score_variant,book_return,book_cost,row_count,timestamp_count,gross_weight,net_book_return
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,recent_2026JanApr,original,-0.016205296,0.007999999,784,8,16.000002,-0.024205295
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,recent_2026JanApr,residual_null,0.0015019705,0.007999999,784,8,16.000002,-0.006498029
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,recent_2026JanApr,shuffle_symbol,0.012763886,0.007999999,784,8,16.000002,0.0047638863
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,recent_2026JanApr,shuffle_time,-0.0012841863,0.007999999,784,8,16.000002,-0.009284185
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,recent_2026JanApr,sign_flip,0.016205296,0.007999999,784,8,16.000002,0.0082052965
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,recent_2026JanApr,stale,-0.034138106,0.007999999,784,8,16.000002,-0.042138107
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,test_2025H2,original,0.01843413,0.009925,868,10,19.85,0.008509129
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,test_2025H2,residual_null,-0.0034443373,0.009925,864,10,19.850002,-0.013369338
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,test_2025H2,shuffle_symbol,0.029964333,0.009925,868,10,19.85,0.020039333
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,test_2025H2,shuffle_time,-0.011205723,0.009925,868,10,19.85,-0.021130722
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,test_2025H2,sign_flip,-0.01843413,0.009925,868,10,19.85,-0.02835913
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,test_2025H2,stale,0.08409314,0.009925,868,10,19.85,0.07416814
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,train_2024,original,0.016053826,0.0105,840,20,21.000004,0.0055538258
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,train_2024,residual_null,0.044297446,0.0104625,837,20,20.925003,0.033834945
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,train_2024,shuffle_symbol,-0.0100436555,0.0105375,843,20,21.075005,-0.020581156
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,train_2024,shuffle_time,0.005017999,0.0104625,837,20,20.925003,-0.005444501
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,train_2024,sign_flip,-0.016053826,0.0105,840,20,21.000004,-0.026553825
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,train_2024,stale,-0.02498093,0.01045,836,20,20.900003,-0.03543093
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,validation_2025H1,original,-0.006683502,0.008025,642,10,16.050003,-0.014708502
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,validation_2025H1,residual_null,-0.024535917,0.007975,638,10,15.950003,-0.032510918
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,validation_2025H1,shuffle_symbol,-0.0007025281,0.008025,642,10,16.050003,-0.008727528
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,validation_2025H1,shuffle_time,-0.00865411,0.008025,642,10,16.050003,-0.01667911
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,validation_2025H1,sign_flip,0.006683502,0.008025,642,10,16.050003,-0.001341498
