candidate_id,family_id,objective_id,horizon_h,split,score_variant,book_return,book_cost,row_count,timestamp_count,gross_weight,net_book_return,max_abs_control_net,control_ratio,positive_net,control_clean,split_pass
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,recent_2026JanApr,residual_null,0.0015019705,0.007999999,784,8,16.000002,-0.006498029,0.042138107,6.484752,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,test_2025H2,residual_null,-0.0034443373,0.009925,864,10,19.850002,-0.013369338,0.07416814,5.54763,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,train_2024,residual_null,0.044297446,0.0104625,837,20,20.925003,0.033834945,0.03543093,1.0471697,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,validation_2025H1,residual_null,-0.024535917,0.007975,638,10,15.950003,-0.032510918,0.01667911,0.51303107,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,24,recent_2026JanApr,residual_null,0.042892728,0.007999999,784,8,16.000002,0.03489273,0.038150385,1.093362,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,24,test_2025H2,residual_null,0.10624992,0.009925,864,10,19.850002,0.09632492,0.16454989,1.7082795,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,24,train_2024,residual_null,-0.017053712,0.0104625,837,20,20.925003,-0.027516212,0.0508291,1.8472419,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,24,validation_2025H1,residual_null,-0.050595682,0.007975,638,10,15.950003,-0.058570683,0.029623738,0.50577754,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,8,recent_2026JanApr,residual_null,0.0015019737,0.007999999,784,8,16.000002,-0.0064980257,0.042138107,6.4847555,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,8,test_2025H2,residual_null,-0.003444337,0.009925,864,10,19.850002,-0.013369338,0.07416814,5.54763,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,8,train_2024,residual_null,0.044518627,0.0104625,837,20,20.925003,0.034056127,0.035873294,1.053358,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,8,validation_2025H1,residual_null,-0.024535915,0.007975,638,10,15.950003,-0.032510914,0.01667911,0.5130311,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,24,recent_2026JanApr,residual_null,0.042892724,0.007999999,784,8,16.000002,0.034892723,0.038150385,1.0933622,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,24,test_2025H2,residual_null,0.10624992,0.009925,864,10,19.850002,0.09632492,0.16454992,1.7082798,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,24,train_2024,residual_null,-0.017486325,0.0104625,837,20,20.925003,-0.027948825,0.050829105,1.818649,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,24,validation_2025H1,residual_null,-0.05059568,0.007975,638,10,15.950003,-0.05857068,0.029623738,0.5057776,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,8,recent_2026JanApr,residual_null,0.010288806,0.007999999,784,8,16.000002,0.0022888063,0.036861088,16.10494,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,8,test_2025H2,residual_null,-0.0130696315,0.009925,864,10,19.850002,-0.022994632,0.065941446,2.8676887,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,8,train_2024,residual_null,0.048549328,0.0104625,837,20,20.925003,0.038086828,0.037828952,0.99322927,True,True,True
a7ffcore33_000,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,8,validation_2025H1,residual_null,-0.020955868,0.007975,638,10,15.950003,-0.028930869,0.0112202475,0.3878296,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,24,recent_2026JanApr,residual_null,0.05136583,0.007999999,784,8,16.000002,0.04336583,0.039494537,0.91072947,True,True,True
a7ffcore33_000,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,24,test_2025H2,residual_null,0.09307287,0.009925,864,10,19.850002,0.08314787,0.14748597,1.7737794,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,24,train_2024,residual_null,0.005264184,0.0104625,837,20,20.925003,-0.005198316,0.029091448,5.596321,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,24,validation_2025H1,residual_null,-0.039914366,0.007975,638,10,15.950003,-0.047889367,0.012058657,0.25180238,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,8,recent_2026JanApr,residual_null,2.1585057,0.007999999,784,8,16.000002,2.1505058,1.9778365,0.9197076,True,True,True
a7ffcore33_000,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,8,test_2025H2,residual_null,-2.132632,0.009925,864,10,19.850002,-2.142557,5.0986037,2.3796818,False,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,8,train_2024,residual_null,0.9580134,0.0104625,837,20,20.925003,0.9475509,1.8434836,1.9455246,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,8,validation_2025H1,residual_null,-2.1198697,0.007975,638,10,15.950003,-2.1278448,1.6075032,0.75546074,False,True,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,24,recent_2026JanApr,residual_null,3.474834,0.007999999,784,8,16.000002,3.466834,2.2930565,0.66142666,True,True,True
a7ffcore33_000,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,24,test_2025H2,residual_null,0.1264286,0.009925,864,10,19.850002,0.116503604,6.1802826,53.047997,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,24,train_2024,residual_null,0.45181945,0.0104625,837,20,20.925003,0.44135696,5.8079023,13.159195,True,False,False
a7ffcore33_000,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,24,validation_2025H1,residual_null,-2.6423247,0.007975,638,10,15.950003,-2.6502998,0.97729164,0.3687476,False,True,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,recent_2026JanApr,residual_null,0.012520107,7.4999996e-05,6,3,0.15,0.012445107,0.015719658,1.2631196,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,test_2025H2,residual_null,0.00036401075,0.00012499999,10,5,0.25,0.00023901075,0.032839034,137.39563,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,8,validation_2025H1,residual_null,0.00021692752,2.5e-05,2,1,0.05,0.00019192752,0.017315181,90.21729,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,24,recent_2026JanApr,residual_null,0.021359496,7.4999996e-05,6,3,0.15,0.021284496,0.06666501,3.1320925,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,24,test_2025H2,residual_null,-0.00047550246,0.00012499999,10,5,0.25,-0.0006005025,0.050953645,84.851685,False,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB1_cross_sectional_relative_book,24,validation_2025H1,residual_null,0.00031137437,2.5e-05,2,1,0.05,0.0002863744,0.029669132,103.6026,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,8,recent_2026JanApr,residual_null,0.012520107,7.4999996e-05,6,3,0.15,0.012445107,0.015719658,1.2631196,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,8,test_2025H2,residual_null,0.00036401072,0.00012499999,10,5,0.25,0.00023901073,0.032839034,137.39565,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,8,validation_2025H1,residual_null,0.00021692751,2.5e-05,2,1,0.05,0.00019192751,0.01731518,90.217285,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,24,recent_2026JanApr,residual_null,0.021359496,7.4999996e-05,6,3,0.15,0.021284496,0.067876846,3.1890275,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,24,test_2025H2,residual_null,-0.00047550292,0.00012499999,10,5,0.25,-0.00060050294,0.05095365,84.85162,False,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB2_market_beta_residual_book,24,validation_2025H1,residual_null,0.00031137434,2.5e-05,2,1,0.05,0.00028637436,0.029669132,103.602615,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,8,recent_2026JanApr,residual_null,0.012520107,7.4999996e-05,6,3,0.15,0.012445107,0.015990378,1.2848727,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,8,test_2025H2,residual_null,-0.00012831973,0.00012499999,10,5,0.25,-0.00025331974,0.03499482,138.14485,False,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,8,validation_2025H1,residual_null,0.00026787142,2.5e-05,2,1,0.05,0.00024287142,0.018367134,75.62493,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,24,recent_2026JanApr,residual_null,0.021359498,7.4999996e-05,6,3,0.15,0.021284498,0.05805501,2.7275724,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,24,test_2025H2,residual_null,-0.0023598769,0.00012499999,10,5,0.25,-0.002484877,0.050278887,20.233955,False,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB3_liquidity_tier_relative_book,24,validation_2025H1,residual_null,0.00045711116,2.5e-05,2,1,0.05,0.00043211118,0.032214362,74.551094,True,False,False
