candidate_id,family_id,objective_id,horizon_h,split,score_variant,book_return,book_cost,row_count,timestamp_count,gross_weight,net_book_return,max_abs_control_net,control_ratio,positive_net,control_clean,split_pass
a7ffcore33_001,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,8,recent_2026JanApr,residual_null,0.0044917166,7.4999996e-05,6,3,0.15,0.0044167168,1.5963309,361.42932,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,8,test_2025H2,residual_null,-0.002262549,0.00012499999,10,5,0.25,-0.002387549,2.1254497,890.2224,False,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,8,validation_2025H1,residual_null,0.006613355,2.5e-05,2,1,0.05,0.006588355,0.43952295,66.71209,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,24,recent_2026JanApr,residual_null,0.113458455,7.4999996e-05,6,3,0.15,0.11338346,1.8244226,16.09073,True,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,24,test_2025H2,residual_null,-0.11052878,0.00012499999,10,5,0.25,-0.11065378,3.0910897,27.934786,False,False,False
a7ffcore33_001,F1b_taker_flow_market_panel,OB4_vol_adjusted_book,24,validation_2025H1,residual_null,0.044563085,2.5e-05,2,1,0.05,0.044538084,2.319517,52.079403,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,recent_2026JanApr,residual_null,0.016583005,7.4999996e-05,6,3,0.15,0.016508006,0.021560276,1.3060497,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,test_2025H2,residual_null,0.00093582977,0.00012499999,10,5,0.25,0.0008108298,0.034395322,42.419903,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,validation_2025H1,residual_null,0.00027841335,2.5e-05,2,1,0.05,0.00025341337,0.02070786,81.71574,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,recent_2026JanApr,residual_null,0.02330627,7.4999996e-05,6,3,0.15,0.02323127,0.08602086,3.7028048,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,test_2025H2,residual_null,-0.0032876362,0.00012499999,10,5,0.25,-0.0034126362,0.023534268,6.8962135,False,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,validation_2025H1,residual_null,0.0011976394,2.5e-05,2,1,0.05,0.0011726394,0.036571715,31.18752,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,recent_2026JanApr,residual_null,0.016583005,7.4999996e-05,6,3,0.15,0.016508006,0.021600468,1.3084844,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,test_2025H2,residual_null,0.00093582994,0.00012499999,10,5,0.25,0.0008108299,0.034395322,42.4199,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,validation_2025H1,residual_null,0.00027841335,2.5e-05,2,1,0.05,0.00025341337,0.02070786,81.71574,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,recent_2026JanApr,residual_null,0.02330627,7.4999996e-05,6,3,0.15,0.02323127,0.08632381,3.7158456,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,test_2025H2,residual_null,-0.0032876362,0.00012499999,10,5,0.25,-0.0034126362,0.02353427,6.896214,False,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,validation_2025H1,residual_null,0.0011976394,2.5e-05,2,1,0.05,0.0011726394,0.036571715,31.18752,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,recent_2026JanApr,residual_null,0.016583005,7.4999996e-05,6,3,0.15,0.016508006,0.022895094,1.3869085,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,test_2025H2,residual_null,0.00039770448,0.00012499999,10,5,0.25,0.0002727045,0.032069832,117.599205,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,validation_2025H1,residual_null,0.00030485078,2.5e-05,2,1,0.05,0.0002798508,0.02149854,76.82144,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,recent_2026JanApr,residual_null,0.023306271,7.4999996e-05,6,3,0.15,0.023231272,0.082188025,3.5378187,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,test_2025H2,residual_null,-0.005121219,0.00012499999,10,5,0.25,-0.0052462188,0.025180483,4.7997394,False,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,validation_2025H1,residual_null,0.0011728466,2.5e-05,2,1,0.05,0.0011478467,0.03347747,29.165455,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,recent_2026JanApr,residual_null,0.11487361,7.4999996e-05,6,3,0.15,0.11479861,0.92789656,8.08282,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,test_2025H2,residual_null,-0.15909939,0.00012499999,10,5,0.25,-0.15922439,1.4133737,8.876616,False,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,validation_2025H1,residual_null,0.04767502,2.5e-05,2,1,0.05,0.04765002,0.7654447,16.06389,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,recent_2026JanApr,residual_null,0.19824308,7.4999996e-05,6,3,0.15,0.19816808,3.6364784,18.350475,True,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,test_2025H2,residual_null,-0.4150031,0.00012499999,10,5,0.25,-0.41512808,1.6295414,3.9253943,False,False,False
a7ffcore33_002,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,validation_2025H1,residual_null,0.19217066,2.5e-05,2,1,0.05,0.19214566,1.6725873,8.704788,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,recent_2026JanApr,residual_null,-0.0005579165,0.007999999,782,8,16.0,-0.008557916,0.04075347,4.762079,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,test_2025H2,residual_null,0.033834003,0.009936628,865,10,19.873257,0.023897376,0.07502452,3.139446,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,train_2024,residual_null,-0.026915565,0.010375,830,20,20.750004,-0.037290566,0.067824155,1.818802,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,validation_2025H1,residual_null,0.027744884,0.007975,638,10,15.950003,0.019769885,0.038209368,1.9327056,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,recent_2026JanApr,residual_null,0.037667993,0.007999999,782,8,16.0,0.029667994,0.04901214,1.6520207,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,test_2025H2,residual_null,0.074626364,0.009936628,865,10,19.873257,0.06468973,0.08851843,1.3683536,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,train_2024,residual_null,-0.070955135,0.010375,830,20,20.750004,-0.081330135,0.13398924,1.6474736,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,validation_2025H1,residual_null,0.0282194,0.007975,638,10,15.950003,0.020244401,0.043284565,2.1381006,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,recent_2026JanApr,residual_null,-0.00055791705,0.007999999,782,8,16.0,-0.008557917,0.04075347,4.7620783,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,test_2025H2,residual_null,0.033739198,0.009936628,865,10,19.873257,0.023802571,0.074929714,3.1479673,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,train_2024,residual_null,-0.026915565,0.010375,830,20,20.750004,-0.037290566,0.067824155,1.818802,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,validation_2025H1,residual_null,0.027744884,0.007975,638,10,15.950003,0.019769885,0.038209364,1.9327054,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,recent_2026JanApr,residual_null,0.037667997,0.007999999,782,8,16.0,0.029667998,0.04901214,1.6520205,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,test_2025H2,residual_null,0.07486074,0.009936628,865,10,19.873257,0.064924106,0.08875281,1.3670241,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,train_2024,residual_null,-0.070955135,0.010375,830,20,20.750004,-0.081330135,0.13398924,1.6474736,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,validation_2025H1,residual_null,0.028219394,0.007975,638,10,15.950003,0.020244393,0.043284565,2.1381013,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,recent_2026JanApr,residual_null,0.0006842372,0.007999999,782,8,16.0,-0.0073157623,0.035498284,4.8523016,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,test_2025H2,residual_null,0.03669724,0.009936628,865,10,19.873257,0.026760612,0.0655941,2.4511435,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,train_2024,residual_null,-0.026194809,0.010375,830,20,20.750004,-0.036569808,0.06225691,1.7024128,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,validation_2025H1,residual_null,0.026758915,0.007975,638,10,15.950003,0.018783916,0.038397707,2.0441802,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,recent_2026JanApr,residual_null,0.035513956,0.007999999,782,8,16.0,0.027513957,0.04782211,1.7381037,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,test_2025H2,residual_null,0.074388705,0.009936628,865,10,19.873257,0.064452074,0.084358126,1.3088504,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,train_2024,residual_null,-0.055402007,0.010375,830,20,20.750004,-0.065777004,0.13144426,1.9983315,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,validation_2025H1,residual_null,0.015962457,0.007975,638,10,15.950003,0.007987457,0.042309582,5.297003,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,recent_2026JanApr,residual_null,0.05561462,0.007999999,782,8,16.0,0.04761462,0.88820875,18.654118,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,test_2025H2,residual_null,2.5469034,0.009936628,865,10,19.873257,2.5369668,3.6986697,1.4579102,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,train_2024,residual_null,-2.0307407,0.010375,830,20,20.750004,-2.0411158,3.1276293,1.5323135,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,validation_2025H1,residual_null,2.8043594,0.007975,638,10,15.950003,2.7963843,4.015147,1.4358352,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,recent_2026JanApr,residual_null,0.99013567,0.007999999,782,8,16.0,0.98213565,3.7449431,3.813061,True,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,test_2025H2,residual_null,7.2437267,0.009936628,865,10,19.873257,7.23379,6.082827,0.84089077,True,True,True
a7ffcore33_003,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,train_2024,residual_null,-1.9188498,0.010375,830,20,20.750004,-1.9292248,8.064782,4.1803226,False,False,False
a7ffcore33_003,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,validation_2025H1,residual_null,3.2861648,0.007975,638,10,15.950003,3.2781897,4.0050426,1.2217239,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,recent_2026JanApr,residual_null,0.000823734,7.4999996e-05,6,3,0.15,0.000748734,0.040054232,53.495945,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,test_2025H2,residual_null,0.004690594,0.00012499999,10,5,0.25,0.0045655943,0.015292025,3.3494053,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,validation_2025H1,residual_null,-0.0005355395,2.5e-05,2,1,0.05,-0.00056053954,0.009784348,17.455233,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,recent_2026JanApr,residual_null,-0.0021742138,7.4999996e-05,6,3,0.15,-0.0022492139,0.06989516,31.075375,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,test_2025H2,residual_null,0.013105978,0.00012499999,10,5,0.25,0.012980978,0.029401593,2.264975,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,24,validation_2025H1,residual_null,-0.00057573133,2.5e-05,2,1,0.05,-0.00060073135,0.021479445,35.755493,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,recent_2026JanApr,residual_null,0.00082373386,7.4999996e-05,6,3,0.15,0.0007487339,0.040054232,53.495953,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,test_2025H2,residual_null,0.004690594,0.00012499999,10,5,0.25,0.0045655943,0.015292024,3.349405,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB2_market_beta_residual_book,8,validation_2025H1,residual_null,-0.0005355395,2.5e-05,2,1,0.05,-0.00056053954,0.009784348,17.455233,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,recent_2026JanApr,residual_null,-0.0021742135,7.4999996e-05,6,3,0.15,-0.0022492136,0.0674715,29.997816,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,test_2025H2,residual_null,0.013105979,0.00012499999,10,5,0.25,0.012980979,0.029401593,2.264975,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB2_market_beta_residual_book,24,validation_2025H1,residual_null,-0.0005757313,2.5e-05,2,1,0.05,-0.0006007313,0.021479445,35.755493,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,recent_2026JanApr,residual_null,0.00082373386,7.4999996e-05,6,3,0.15,0.0007487339,0.03935881,52.567154,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,test_2025H2,residual_null,0.0051371297,0.00012499999,10,5,0.25,0.00501213,0.018336903,3.6585052,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,8,validation_2025H1,residual_null,-0.00050910213,2.5e-05,2,1,0.05,-0.00053410215,0.009044491,16.93401,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,recent_2026JanApr,residual_null,-0.0021742133,7.4999996e-05,6,3,0.15,-0.0022492134,0.06694789,29.765024,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,test_2025H2,residual_null,0.015041144,0.00012499999,10,5,0.25,0.014916143,0.025372092,1.700982,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB3_liquidity_tier_relative_book,24,validation_2025H1,residual_null,-0.00060052413,2.5e-05,2,1,0.05,-0.00062552415,0.023364922,37.35255,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,recent_2026JanApr,residual_null,0.0072578937,7.4999996e-05,6,3,0.15,0.007182894,1.5298043,212.97884,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,test_2025H2,residual_null,0.25073922,0.00012499999,10,5,0.25,0.25061423,1.5788738,6.3000164,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB4_vol_adjusted_book,8,validation_2025H1,residual_null,-0.075814486,2.5e-05,2,1,0.05,-0.07583948,0.7615729,10.041905,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,recent_2026JanApr,residual_null,-0.027562588,7.4999996e-05,6,3,0.15,-0.027637588,2.632123,95.237076,False,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,test_2025H2,residual_null,0.30926704,0.00012499999,10,5,0.25,0.30914205,2.5516882,8.254096,True,False,False
a7ffcore33_004,F2a_basis_funding_independent,OB4_vol_adjusted_book,24,validation_2025H1,residual_null,-0.0813918,2.5e-05,2,1,0.05,-0.08141679,4.295102,52.754498,False,False,False
a7ffcore33_005,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,recent_2026JanApr,residual_null,-0.013904867,0.007999999,782,8,16.0,-0.021904867,0.03358368,1.5331606,False,False,False
a7ffcore33_005,F2a_basis_funding_independent,OB1_cross_sectional_relative_book,8,test_2025H2,residual_null,0.02436928,0.009875,860,10,19.75,0.01449428,0.05693812,3.9283164,True,False,False
