field_name,train_2024_finite_share,train_2024_nonzero_share,validation_2025H1_finite_share,validation_2025H1_nonzero_share,test_2025H2_finite_share,test_2025H2_nonzero_share,recent_oos_2026JanApr_finite_share,recent_oos_2026JanApr_nonzero_share,known_may2026_stress_finite_share,known_may2026_stress_nonzero_share
raw_funding_rate,0.15053767266241652,0.14984512560716454,0.15208956798649478,0.15121671654389196,0.15656844429347827,0.15573813028381642,0.1649848090277778,0.16402271412037037,0.0,0.0
funding_rate_state_last_ffill_8h,0.9975582972829387,0.9920179208409229,1.0,0.9930507596685083,1.0,0.9933669233091788,1.0,0.9923032407407407,0.003813089295618414,0.003813089295618414
funding_rate_update_age_hours,0.9975582972829387,0.8470206246205222,1.0,0.8479104320135052,1.0,0.8434315557065217,1.0,0.8350151909722222,0.003813089295618414,0.003813089295618414
funding_rate_abs_state_168h_z,0.9289534475561627,0.8855637143290832,0.9773346378146102,0.9379771907612032,0.9687334880736715,0.8997938368055556,0.9835286458333333,0.9558195891203703,0.003709095951192457,0.0035184414864115362
funding_rate_delta_state_24h,0.9947975960078932,0.5428252599423193,1.0,0.6384908302639656,1.0,0.5834701464371981,1.0,0.7274305555555556,0.003813089295618414,0.002409179145867998
funding_state_x_basis_delta,0.993886849195507,0.5418018556466302,0.9982159300184162,0.6370376764886433,1.0,0.5827554159118358,1.0,0.7262080439814815,0.003813089295618414,0.002409179145867998
