field_name,finite_share,nonzero_share,mean_abs,max_abs,activity_ok,train_2024_finite_share,train_2024_nonzero_share,validation_2025H1_finite_share,validation_2025H1_nonzero_share,test_2025H2_finite_share,test_2025H2_nonzero_share,recent_oos_2026JanApr_finite_share,recent_oos_2026JanApr_nonzero_share,known_may2026_stress_finite_share,known_may2026_stress_nonzero_share,finite_share_gain_vs_raw
raw_funding_rate,0.14980083234244945,0.14902497027348394,0.00015024012018865053,0.03,False,0.15053767266241652,0.14984512560716454,0.15208956798649478,0.15121671654389196,0.15656844429347827,0.15573813028381642,0.1649848090277778,0.16402271412037037,0.0,0.0,0.0
funding_rate_state_last_ffill_8h,0.9705038644470868,0.9643058858501784,0.00014632474879585887,0.03,True,0.9975582972829387,0.9920179208409229,1.0,0.9930507596685083,1.0,0.9933669233091788,1.0,0.9923032407407407,0.003813089295618414,0.003813089295618414,0.8207030321046374
funding_rate_delta_state_24h,0.9693504756242568,0.5809671026555687,0.00011370259590797413,0.0301,True,0.9947975960078932,0.5428252599423193,1.0,0.6384908302639656,1.0,0.5834701464371981,1.0,0.7274305555555556,0.003813089295618414,0.002409179145867998,0.8195496432818073
funding_state_x_basis_delta,0.9686013674197385,0.5799217201743956,0.003167066770424881,29.714466742739894,True,0.993886849195507,0.5418018556466302,0.9982159300184162,0.6370376764886433,1.0,0.5827554159118358,1.0,0.7262080439814815,0.003813089295618414,0.002409179145867998,0.818800535077289
