candidate_id,variant,entry_label,split,n_dates,mean_oriented_spread,hourly_tstat_naive,positive_rate,avg_one_way_turnover,avg_top_count,avg_bottom_count,net_mean_spread_2bps,net_mean_spread_5bps,net_mean_spread_10bps,abs_control_spread
a7al2q_6671d1fac5e57efe,wrong_lag_stale_168h,label_t2_to_t26,known_may2026_stress,574,-0.0019257979251658,-4.07916943579931,0.4878048780487805,0.0027507793874931,19.0,19.0,-0.0019263480810433,-0.0019271733148595,-0.0019285487045532,0.0019257979251658
a7al2q_6671d1fac5e57efe,wrong_lag_stale_168h,label_t1_to_t25,known_may2026_stress,575,-0.0019077900239239,-4.047467832803151,0.4869565217391304,0.0027459954233409,19.0,19.0,-0.0019083392230085,-0.0019091630216356,-0.0019105360193472,0.0019077900239239
a7al2q_6671d1fac5e57efe,wrong_lag_future_24h,label_t1_to_t25,known_may2026_stress,575,-0.0019005923716276,-4.0059283349969945,0.5060869565217392,0.0032951945080091,19.0,19.0,-0.0019012514105292,-0.0019022399688816,-0.0019038875661356,0.0019005923716276
a7al2q_6671d1fac5e57efe,wrong_lag_future_24h,label_t2_to_t26,known_may2026_stress,574,-0.0018987095542584,-4.007631828762369,0.5069686411149826,0.0033009352649917,19.0,19.0,-0.0018993697413114,-0.0019003600218909,-0.0019020104895234,0.0018987095542584
a7al2q_d6f7ebc0dbbdda7a,wrong_lag_stale_168h,label_t2_to_t26,known_may2026_stress,574,-0.0018175235035736,-3.84689730212296,0.4860627177700348,0.0039427837887401,19.0,19.0,-0.0018183120603313,-0.0018194948954679,-0.0018214662873623,0.0018175235035736
a7al2q_d6f7ebc0dbbdda7a,wrong_lag_stale_168h,label_t1_to_t25,known_may2026_stress,575,-0.0017917129805745,-3.795321621183114,0.4869565217391304,0.0039359267734553,19.0,19.0,-0.0017925001659292,-0.0017936809439612,-0.001795648907348,0.0017917129805745
a7al2q_f00f22bbcc48dc2c,wrong_lag_stale_168h,label_t2_to_t26,known_may2026_stress,574,-0.0017831511568931,-3.765594420906426,0.4878048780487805,0.0038510911424903,19.0,19.0,-0.0017839213751216,-0.0017850767024643,-0.0017870022480356,0.0017831511568931
a7al2q_f00f22bbcc48dc2c,wrong_lag_stale_168h,label_t1_to_t25,known_may2026_stress,575,-0.0017615828080073,-3.72538968738657,0.488695652173913,0.0038443935926773,19.0,19.0,-0.0017623516867258,-0.0017635050048036,-0.0017654272016,0.0017615828080073
a7al2q_1378ff7d2322adee,wrong_lag_stale_168h,label_t2_to_t26,known_may2026_stress,574,-0.0014844801693662,-3.17546599359524,0.4895470383275261,0.0050430955437373,19.0,19.0,-0.001485488788475,-0.0014870017171381,-0.00148952326491,0.0014844801693662
a7al2q_6671d1fac5e57efe,symbol_shuffle,label_t2_to_t26,known_may2026_stress,574,0.0014543304186291,5.069067891401241,0.5940766550522648,0.0032092426187419,19.0,19.0,0.0014536885701053,0.0014527257973197,0.0014511211760103,0.0014543304186291
a7al2q_1378ff7d2322adee,wrong_lag_stale_168h,label_t1_to_t25,known_may2026_stress,575,-0.0014392843248629,-3.081651726682163,0.4921739130434782,0.0050343249427917,19.0,19.0,-0.0014402911898514,-0.0014418014873343,-0.0014443186498057,0.0014392843248629
a7al2q_6671d1fac5e57efe,symbol_shuffle,label_t1_to_t25,known_may2026_stress,575,0.0014109496762026,4.905301982053901,0.5930434782608696,0.0032036613272311,19.0,19.0,0.0014103089439372,0.001409347845539,0.0014077460148754,0.0014109496762026
a7al2q_d6f7ebc0dbbdda7a,symbol_shuffle,label_t2_to_t26,known_may2026_stress,574,0.0013802353778993,4.40016770714862,0.5609756097560976,0.0042178617274894,19.0,19.0,0.0013793918055539,0.0013781264470356,0.0013760175161719,0.0013802353778993
a7al2q_d6f7ebc0dbbdda7a,symbol_shuffle,label_t1_to_t25,known_may2026_stress,575,0.0013681311866212,4.392048524814098,0.5634782608695652,0.0042105263157894,19.0,19.0,0.001367289081358,0.0013660259234633,0.0013639206603054,0.0013681311866212
