candidate_id,entry_label,known_may2026_stress,recent_oos_2026JanApr,test_2025H2,validation_2025H1,premay_eval_min_spread,premay_eval_mean_spread,may_spread,may_vs_premay_mean_delta,may_sign_flip,premay_max_control_ratio,premay_hold_count,premay_warning_count,may_max_control_ratio,may_hold_count,may_gates,a7al2s_tier,warnings,control_ratio_premay_max,expression,fields,field_families,pattern_id,oi_window,price_window,source,parent_seed_id,a7al2t_failure_label,may_used_for_selection,eligible_for_expansion
a7al2q_1378ff7d2322adee,label_t1_to_t25,-0.0018416078638702,0.0020241938879875,0.0018826422219087,0.0013906428607702,0.0013906428607702,0.0017658263235554668,-0.0018416078638702,-0.0036074341874256666,True,0.5977895485931952,0,0,1.8456143716702575,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.5977895485931952,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,8))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,24,8,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_1378ff7d2322adee,label_t2_to_t26,-0.0018621614500395,0.0020023065200851,0.0018586250105422,0.0013732143618088,0.0013732143618088,0.0017447152974786999,-0.0018621614500395,-0.0036068767475182,True,0.5999607205121548,0,0,1.8127961451076904,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.5977895485931952,"Sub(Abs(ZScore(Mean(open_interest_value_last,24))),Abs(ZScore(Mean(trade_close,8))))",open_interest_value_last|trade_close,open_interest|price,abs_level_gap,24,8,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_6671d1fac5e57efe,label_t1_to_t25,-0.001688067719231,0.0018786088374806,0.0015937952093695,0.0012287183664675,0.0012287183664675,0.0015670408044392,-0.001688067719231,-0.0032551085236701997,True,0.8901761602600439,0,1,1.1301620202730456,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8901761602600439,"Sub(Abs(ZScore(Mean(open_interest_value_last,168))),Abs(ZScore(Mean(index_close,336))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,168,336,seed_exact,a7al2k_0a247ec03472983b,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_6671d1fac5e57efe,label_t2_to_t26,-0.0017066665677292,0.0018671609232557,0.0015948921309194,0.0012284111412754,0.0012284111412754,0.0015634880651501665,-0.0017066665677292,-0.0032701546328793665,True,0.8970484750088814,0,1,1.1283972871912913,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8901761602600439,"Sub(Abs(ZScore(Mean(open_interest_value_last,168))),Abs(ZScore(Mean(index_close,336))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,168,336,seed_exact,a7al2k_0a247ec03472983b,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_d6f7ebc0dbbdda7a,label_t1_to_t25,-0.001655726431518,0.0018512648124978,0.0019143487970358,0.0012726986952293,0.0012726986952293,0.0016794374349209668,-0.001655726431518,-0.003335163866438967,True,0.8138625769990896,0,1,1.285721272865465,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8138625769990896,"Sub(Abs(ZScore(Mean(open_interest_value_last,48))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,48,12,seed_exact,a7al2k_046e806368e99c76,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_d6f7ebc0dbbdda7a,label_t2_to_t26,-0.001667950704125,0.0018433193096095,0.0019200075972488,0.0012569551258843,0.0012569551258843,0.0016734273442475334,-0.001667950704125,-0.0033413780483725333,True,0.829293498674171,0,1,1.2828297702723264,1,HOLD_CONTROL_DOMINATED,watchlist_control_close__may_control_dominated,control_close,0.8138625769990896,"Sub(Abs(ZScore(Mean(open_interest_value_last,48))),Abs(ZScore(Mean(index_close,12))))",index_close|open_interest_value_last,open_interest|price,abs_level_gap,48,12,seed_exact,a7al2k_046e806368e99c76,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED|PREMAY_CONTROL_CLOSE,False,False
a7al2q_f00f22bbcc48dc2c,label_t1_to_t25,-0.0015384451319815,0.0018294661333293,0.0018574017309632,0.0012416904062501,0.0012416904062501,0.0016428527568475334,-0.0015384451319815,-0.0031812978888290334,True,0.7371290356519459,0,0,1.4298683488908484,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.7371290356519459,"Sub(Abs(ZScore(Mean(open_interest_value_mean,48))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,48,96,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
a7al2q_f00f22bbcc48dc2c,label_t2_to_t26,-0.0015547433524247,0.0018125144647069,0.0018564447642289,0.0012180357428318,0.0012180357428318,0.0016289983239225333,-0.0015547433524247,-0.0031837416763472333,True,0.7625024999687683,0,0,1.4026956415561629,1,HOLD_CONTROL_DOMINATED,primary_clean_premay__may_control_dominated,,0.7371290356519459,"Sub(Abs(ZScore(Mean(open_interest_value_mean,48))),Abs(ZScore(Mean(index_close,96))))",index_close|open_interest_value_mean,open_interest|price,abs_level_gap,48,96,local_mutation,,MAY_SIGN_FLIP|MAY_CONTROL_DOMINATED,False,False
