candidate_id,split,side,rank,timestamp,spread
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,1,2026-05-07T19:00:00+00:00,-0.04553919561115
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,2,2026-05-07T20:00:00+00:00,-0.0453945372238921
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,3,2026-05-21T11:00:00+00:00,-0.0445337709745567
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,4,2026-05-07T23:00:00+00:00,-0.0432107921216785
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,5,2026-05-07T18:00:00+00:00,-0.0428834837478681
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,6,2026-05-07T21:00:00+00:00,-0.042614424099443
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,7,2026-05-07T22:00:00+00:00,-0.0418572198177346
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,8,2026-05-21T12:00:00+00:00,-0.0405125995048252
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,9,2026-05-07T17:00:00+00:00,-0.0403331095875164
a7al2q_1378ff7d2322adee,known_may2026_stress,loss,10,2026-05-21T13:00:00+00:00,-0.0392054882082073
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,1,2026-05-21T15:00:00+00:00,-0.0472653976765413
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,2,2026-05-21T11:00:00+00:00,-0.0469756796974853
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,3,2026-05-21T12:00:00+00:00,-0.0430954250130218
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,4,2026-05-21T13:00:00+00:00,-0.0409018050905935
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,5,2026-05-08T00:00:00+00:00,-0.0382865969613582
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,6,2026-05-21T14:00:00+00:00,-0.0373856394730994
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,7,2026-05-21T10:00:00+00:00,-0.0369568534798076
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,8,2026-05-08T01:00:00+00:00,-0.0363833732483993
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,9,2026-05-08T02:00:00+00:00,-0.0363338487085216
a7al2q_f00f22bbcc48dc2c,known_may2026_stress,loss,10,2026-05-21T08:00:00+00:00,-0.0361112227145915
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,1,2026-05-21T11:00:00+00:00,-0.0469756796974853
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,2,2026-05-07T19:00:00+00:00,-0.04553919561115
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,3,2026-05-07T20:00:00+00:00,-0.0453945372238921
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,4,2026-05-07T23:00:00+00:00,-0.0432107921216785
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,5,2026-05-21T12:00:00+00:00,-0.0430954250130218
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,6,2026-05-07T21:00:00+00:00,-0.042614424099443
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,7,2026-05-07T22:00:00+00:00,-0.0418572198177346
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,8,2026-05-21T13:00:00+00:00,-0.0409018050905935
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,9,2026-05-21T15:00:00+00:00,-0.0385382964619583
a7al2q_d6f7ebc0dbbdda7a,known_may2026_stress,loss,10,2026-05-08T00:00:00+00:00,-0.0382865969613582
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,1,2026-05-21T11:00:00+00:00,-0.0404433263780596
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,2,2026-05-21T12:00:00+00:00,-0.0390055740499389
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,3,2026-05-21T13:00:00+00:00,-0.0368829687370107
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,4,2026-05-07T19:00:00+00:00,-0.0343289144962856
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,5,2026-05-07T20:00:00+00:00,-0.0341223150570888
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,6,2026-05-21T15:00:00+00:00,-0.0341012692966029
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,7,2026-05-21T14:00:00+00:00,-0.0329884498360478
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,8,2026-05-07T18:00:00+00:00,-0.0324549962980401
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,9,2026-05-07T21:00:00+00:00,-0.0316731934325411
a7al2q_6671d1fac5e57efe,known_may2026_stress,loss,10,2026-05-07T22:00:00+00:00,-0.0304327513779539
