candidate_id,variant,entry_label,split,n_dates,mean_oriented_spread,hourly_tstat_naive,positive_rate,avg_one_way_turnover,avg_top_count,avg_bottom_count,net_mean_spread_2bps,net_mean_spread_5bps,net_mean_spread_10bps,may_mean_oriented_spread,may_net_mean_spread_10bps,may_hourly_tstat_naive,stress_delta_vs_split,stress_ratio_vs_split,sign_flip_to_may
a7al2q_1378ff7d2322adee,original,label_t1_to_t25,validation_2025H1,4319,0.0013906428607702,7.998566627767895,0.5582310720074091,0.0065682845687963,19.0,19.0,0.0013893292038564,0.0013873587184858,0.0013840745762014,-0.0018416078638702,-0.0018467337219938,-3.696342149775493,-0.0032322507246404,-1.3242852754086951,True
a7al2q_1378ff7d2322adee,original,label_t1_to_t25,test_2025H2,4391,0.0018826422219087,10.214826352892286,0.5875654748348895,0.0058253125412026,19.0,19.0,0.0018814771594004,0.0018797295656381,0.0018768169093675,-0.0018416078638702,-0.0018467337219938,-3.696342149775493,-0.0037242500857789,-0.9782038469333287,True
a7al2q_1378ff7d2322adee,original,label_t1_to_t25,recent_oos_2026JanApr,2855,0.0020241938879875,8.802662587106939,0.5873905429071804,0.0049589823946907,19.0,19.0,0.0020232020915085,0.0020217143967901,0.0020192349055928,-0.0018416078638702,-0.0018467337219938,-3.696342149775493,-0.0038658017518577,-0.909798154613128,True
a7al2q_1378ff7d2322adee,original,label_t2_to_t26,validation_2025H1,4318,0.0013732143618088,7.906992943069188,0.557202408522464,0.0065698057092708,19.0,19.0,0.0013719004006669,0.0013699294589541,0.0013666445560995,-0.0018621614500395,-0.0018672962382295,-3.741051477850929,-0.0032353758118483,-1.3560602785909246,True
a7al2q_1378ff7d2322adee,original,label_t2_to_t26,test_2025H2,4390,0.0018586250105422,10.073622385022304,0.588382687927107,0.0058266394916676,19.0,19.0,0.0018574596826439,0.0018557116907964,0.0018527983710506,-0.0018621614500395,-0.0018672962382295,-3.741051477850929,-0.0037207864605816997,-1.0019027181261637,True
a7al2q_1378ff7d2322adee,original,label_t2_to_t26,recent_oos_2026JanApr,2854,0.0020023065200851,8.706585707395497,0.5872459705676244,0.0049607199498395,19.0,19.0,0.0020013143760951,0.0019998261601102,0.0019973458001353,-0.0018621614500395,-0.0018672962382295,-3.741051477850929,-0.0038644679701246003,-0.9300081837421956,True
a7al2q_f00f22bbcc48dc2c,original,label_t1_to_t25,validation_2025H1,4319,0.0012416904062501,7.143844334313657,0.5505904144477889,0.0047410530648609,18.84463996295439,18.84463996295439,0.0012407421956371,0.0012393198797176,0.0012369493531852,-0.0015384451319815,-0.0015427471914781,-3.166055028538925,-0.0027801355382316,-1.238992525220194,True
a7al2q_f00f22bbcc48dc2c,original,label_t1_to_t25,test_2025H2,4391,0.0018574017309632,10.106574912517338,0.5818720109314507,0.0044948399237675,19.0,19.0,0.0018565027629785,0.0018551543110013,0.0018529068910394,-0.0015384451319815,-0.0015427471914781,-3.166055028538925,-0.0033958468629447,-0.8282780759462858,True
a7al2q_f00f22bbcc48dc2c,original,label_t1_to_t25,recent_oos_2026JanApr,2855,0.0018294661333293,8.215410268790635,0.5814360770577933,0.0030970596368328,19.0,19.0,0.001828846721402,0.0018279176035109,0.0018263690736925,-0.0015384451319815,-0.0015427471914781,-3.166055028538925,-0.0033679112653107997,-0.840925723605392,True
a7al2q_f00f22bbcc48dc2c,original,label_t2_to_t26,validation_2025H1,4318,0.0012180357428318,7.001627474423267,0.5502547475683187,0.0047421510391696,18.84460398332561,18.84460398332561,0.0012170873126239,0.0012156646673122,0.0012132935917926,-0.0015547433524247,-0.0015590529067984,-3.198073414635955,-0.0027727790952565,-1.2764349170986489,True
a7al2q_f00f22bbcc48dc2c,original,label_t2_to_t26,test_2025H2,4390,0.0018564447642289,10.098251888461212,0.5817767653758542,0.0044958638052991,19.0,19.0,0.0018555455914679,0.0018541968323263,0.0018519489004236,-0.0015547433524247,-0.0015590529067984,-3.198073414635955,-0.0034111881166536,-0.8374843046140854,True
a7al2q_f00f22bbcc48dc2c,original,label_t2_to_t26,recent_oos_2026JanApr,2854,0.0018125144647069,8.15383285653227,0.5805886475122635,0.0030981448013867,19.0,19.0,0.0018118948357467,0.0018109653923063,0.0018094163199056,-0.0015547433524247,-0.0015590529067984,-3.198073414635955,-0.0033672578171316,-0.857782590262592,True
a7al2q_d6f7ebc0dbbdda7a,original,label_t1_to_t25,validation_2025H1,4319,0.0012726986952293,7.285897541767609,0.5533688353785599,0.0049834201928375,18.830747858300533,18.830747858300533,0.0012717020111907,0.0012702069851329,0.0012677152750365,-0.001655726431518,-0.0016599369578338,-3.3111863591221677,-0.0029284251267473003,-1.300957121842331,True
a7al2q_d6f7ebc0dbbdda7a,original,label_t1_to_t25,test_2025H2,4391,0.0019143487970358,10.448311503241715,0.583238442268276,0.004638674801328,19.0,19.0,0.0019134210620755,0.0019120294596351,0.0019097101222344,-0.001655726431518,-0.0016599369578338,-3.3111863591221677,-0.0035700752285538,-0.8649032162173091,True
a7al2q_d6f7ebc0dbbdda7a,original,label_t1_to_t25,recent_oos_2026JanApr,2855,0.0018512648124978,8.344863316726896,0.5845884413309983,0.0032629735459489,19.0,19.0,0.0018506122177886,0.0018496333257248,0.0018480018389518,-0.001655726431518,-0.0016599369578338,-3.3111863591221677,-0.0035069912440158,-0.8943757912645832,True
a7al2q_d6f7ebc0dbbdda7a,original,label_t2_to_t26,validation_2025H1,4318,0.0012569551258843,7.183603797044068,0.5528022232515053,0.0049845742966339,18.83070866141732,18.83070866141732,0.001255958211025,0.001254462838736,0.0012519705515877,-0.001667950704125,-0.0016721685658525,-3.33652470423591,-0.0029249058300093002,-1.3269771289182293,True
a7al2q_d6f7ebc0dbbdda7a,original,label_t2_to_t26,test_2025H2,4390,0.0019200075972488,10.462506994381767,0.583371298405467,0.0046397314470686,19.0,19.0,0.0019190796509593,0.0019176877315252,0.0019153678658017,-0.001667950704125,-0.0016721685658525,-3.33652470423591,-0.0035879583013737996,-0.868720887623062,True
a7al2q_d6f7ebc0dbbdda7a,original,label_t2_to_t26,recent_oos_2026JanApr,2854,0.0018433193096095,8.335332078293979,0.5837421163279608,0.0032641168443182,19.0,19.0,0.0018426664862407,0.0018416872511874,0.0018400551927652,-0.001667950704125,-0.0016721685658525,-3.33652470423591,-0.0035112700137345,-0.9048626005433366,True
a7al2q_6671d1fac5e57efe,original,label_t1_to_t25,validation_2025H1,4319,0.0012287183664675,7.339832381077228,0.5570733966195879,0.0022056762652173,18.900208381569808,18.900208381569808,0.0012282772312145,0.0012276155283349,0.0012265126902023,-0.001688067719231,-0.0016912713805583,-3.710198473124513,-0.0029167860856984997,-1.3738442960563086,True
a7al2q_6671d1fac5e57efe,original,label_t1_to_t25,test_2025H2,4391,0.0015937952093695,8.74443999427619,0.5677522204509223,0.0022773855613755,19.0,19.0,0.0015933397322573,0.0015926565165889,0.0015915178238082,-0.001688067719231,-0.0016912713805583,-3.710198473124513,-0.0032818629286005003,-1.059149700856984,True
a7al2q_6671d1fac5e57efe,original,label_t1_to_t25,recent_oos_2026JanApr,2855,0.0018786088374806,8.53410490461121,0.6052539404553415,0.0018987925154392,19.0,19.0,0.0018782290789776,0.0018776594412229,0.0018767100449652,-0.001688067719231,-0.0016912713805583,-3.710198473124513,-0.0035666765567116,-0.8985732876115209,True
a7al2q_6671d1fac5e57efe,original,label_t2_to_t26,validation_2025H1,4318,0.0012284111412754,7.34219088819415,0.5574339972209357,0.0022061870749128,18.900185270958776,18.900185270958776,0.0012279699038604,0.0012273080477379,0.0012262049542005,-0.0017066665677292,-0.001709875810348,-3.756871905208577,-0.0029350777090046,-1.3893284669799155,True
a7al2q_6671d1fac5e57efe,original,label_t2_to_t26,test_2025H2,4390,0.0015948921309194,8.744104794795795,0.5671981776765376,0.0022779043280182,19.0,19.0,0.0015944365500538,0.0015937531787554,0.0015926142265914,-0.0017066665677292,-0.001709875810348,-3.756871905208577,-0.0033015586986486,-1.0700827564716655,True
a7al2q_6671d1fac5e57efe,original,label_t2_to_t26,recent_oos_2026JanApr,2854,0.0018671609232557,8.499816327005464,0.6040644709180099,0.0018994578246597,19.0,19.0,0.0018667810316907,0.0018662111943434,0.001865261465431,-0.0017066665677292,-0.001709875810348,-3.756871905208577,-0.0035738274909849,-0.9140436405199334,True
