blueprint_id,expression,semantic_pair,motif,parse_ok,roundtrip_ok,rendered_expression,error,node_count,max_depth,field_count,operator_count,raw_inputs,operator_path
a7ff55r3_7089602be40c8566,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,24)))",,9,4,2,5,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Delta>CSRank>Delta
a7ff55r3_ddd9336f181017a7,"SafeDiv(Delta(open_interest_last,8),Abs(Delta(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Delta(open_interest_last,8),Abs(Delta(top_long_short_account_ratio_mean,24)))",,8,4,2,4,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Delta>Abs>Delta
a7ff55r3_025bf87e1ea31910,"Mul(Delta(Delta(open_interest_last,8),24),Sub(CSRank(Delta(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Delta(open_interest_last,8),24),Sub(CSRank(Delta(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24))))",,15,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Delta>Sub>CSRank>Delta>CSRank>Mean
a7ff55r3_15fcd221c3bc94ea,"Mul(Sub(CSRank(Delta(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24))),Sign(Mean(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Delta(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24))),Sign(Mean(top_long_short_account_ratio_mean,24)))",,14,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Delta>CSRank>Mean>Sign>Mean
a7ff55r3_0a013e7146a222ef,"Mean(Mul(Delta(open_interest_last,8),Mean(top_long_short_account_ratio_mean,24)),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Delta(open_interest_last,8),Mean(top_long_short_account_ratio_mean,24)),4)",,9,4,2,4,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Delta>Mean
a7ff55r3_2d4044415471010f,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24)))",,9,4,2,5,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Delta>CSRank>Mean
a7ff55r3_92bf36459c77b41d,"SafeDiv(Delta(open_interest_last,8),Abs(Mean(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Delta(open_interest_last,8),Abs(Mean(top_long_short_account_ratio_mean,24)))",,8,4,2,4,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Delta>Abs>Mean
a7ff55r3_fc00ef33caa4d367,"Mul(Delta(Delta(open_interest_last,8),24),Sub(CSRank(Delta(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24)))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Delta(open_interest_last,8),24),Sub(CSRank(Delta(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24)))))",,16,6,2,9,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Delta>Sub>CSRank>Delta>CSRank>ZScore>Mean
a7ff55r3_d740fd2934890bb5,"Mul(Sub(CSRank(Delta(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24)))),Sign(ZScore(Mean(top_long_short_account_ratio_mean,24))))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Delta(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24)))),Sign(ZScore(Mean(top_long_short_account_ratio_mean,24))))",,16,6,2,10,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Delta>CSRank>ZScore>Mean>Sign>ZScore>Mean
a7ff55r3_ff86cc64e1d804e3,"Mean(Mul(Delta(open_interest_last,8),ZScore(Mean(top_long_short_account_ratio_mean,24))),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Delta(open_interest_last,8),ZScore(Mean(top_long_short_account_ratio_mean,24))),4)",,10,5,2,5,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Delta>ZScore>Mean
a7ff55r3_e70be761676e7a3f,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24))))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Delta(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24))))",,10,5,2,6,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Delta>CSRank>ZScore>Mean
a7ff55r3_d6a83234a1e9fec8,"SafeDiv(Delta(open_interest_last,8),Abs(ZScore(Mean(top_long_short_account_ratio_mean,24))))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Delta(open_interest_last,8),Abs(ZScore(Mean(top_long_short_account_ratio_mean,24))))",,9,5,2,5,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Delta>Abs>ZScore>Mean
a7ff55r3_a3167f2c82995c67,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(top_long_short_account_ratio_mean)))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(top_long_short_account_ratio_mean)))",,13,5,2,7,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank
a7ff55r3_95c3fb1005970dcc,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(top_long_short_account_ratio_mean)),Sign(top_long_short_account_ratio_mean))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(top_long_short_account_ratio_mean)),Sign(top_long_short_account_ratio_mean))",,10,5,2,6,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>Sign
a7ff55r3_9c58f03d3e444055,"Mean(Mul(Mean(open_interest_last,8),top_long_short_account_ratio_mean),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),top_long_short_account_ratio_mean),4)",,7,4,2,3,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean
a7ff55r3_66a52126aa9a8ddd,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(top_long_short_account_ratio_mean))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(top_long_short_account_ratio_mean))",,7,4,2,4,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank
a7ff55r3_89b1867237945c83,"SafeDiv(Mean(open_interest_last,8),Abs(top_long_short_account_ratio_mean))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Mean(open_interest_last,8),Abs(top_long_short_account_ratio_mean))",,6,3,2,3,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Mean>Abs
a7ff55r3_73764f18879df38e,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,4))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,4))))",,15,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>Delta
a7ff55r3_da1dea6cb2782230,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,4))),Sign(Delta(top_long_short_account_ratio_mean,4)))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,4))),Sign(Delta(top_long_short_account_ratio_mean,4)))",,14,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>Delta>Sign>Delta
a7ff55r3_d592876b010a4971,"Mean(Mul(Mean(open_interest_last,8),Delta(top_long_short_account_ratio_mean,4)),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),Delta(top_long_short_account_ratio_mean,4)),4)",,9,4,2,4,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean>Delta
a7ff55r3_04ce9d9433384a8a,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,4)))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,4)))",,9,4,2,5,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank>Delta
a7ff55r3_25df67caf2a58102,"SafeDiv(Mean(open_interest_last,8),Abs(Delta(top_long_short_account_ratio_mean,4)))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Mean(open_interest_last,8),Abs(Delta(top_long_short_account_ratio_mean,4)))",,8,4,2,4,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Mean>Abs>Delta
a7ff55r3_595feb215d9c22ac,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,4))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,4))))",,15,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>Mean
a7ff55r3_97d509bef37a7a38,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,4))),Sign(Mean(top_long_short_account_ratio_mean,4)))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,4))),Sign(Mean(top_long_short_account_ratio_mean,4)))",,14,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>Mean>Sign>Mean
a7ff55r3_97bb4961846da7d7,"Mean(Mul(Mean(open_interest_last,8),Mean(top_long_short_account_ratio_mean,4)),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),Mean(top_long_short_account_ratio_mean,4)),4)",,9,4,2,4,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean>Mean
a7ff55r3_3c9bf82b85a424c3,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,4)))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,4)))",,9,4,2,5,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank>Mean
a7ff55r3_2d7ba244c83b18a5,"SafeDiv(Mean(open_interest_last,8),Abs(Mean(top_long_short_account_ratio_mean,4)))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Mean(open_interest_last,8),Abs(Mean(top_long_short_account_ratio_mean,4)))",,8,4,2,4,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Mean>Abs>Mean
a7ff55r3_c94c1caf4ab413c3,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,4)))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,4)))))",,16,6,2,9,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>ZScore>Mean
a7ff55r3_df704441496abd88,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,4)))),Sign(ZScore(Mean(top_long_short_account_ratio_mean,4))))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,4)))),Sign(ZScore(Mean(top_long_short_account_ratio_mean,4))))",,16,6,2,10,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>ZScore>Mean>Sign>ZScore>Mean
a7ff55r3_5e710033d04e8cb3,"Mean(Mul(Mean(open_interest_last,8),ZScore(Mean(top_long_short_account_ratio_mean,4))),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),ZScore(Mean(top_long_short_account_ratio_mean,4))),4)",,10,5,2,5,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean>ZScore>Mean
a7ff55r3_ee6cbada2a498883,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,4))))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,4))))",,10,5,2,6,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank>ZScore>Mean
a7ff55r3_ca9f330ac21c66a9,"SafeDiv(Mean(open_interest_last,8),Abs(ZScore(Mean(top_long_short_account_ratio_mean,4))))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Mean(open_interest_last,8),Abs(ZScore(Mean(top_long_short_account_ratio_mean,4))))",,9,5,2,5,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Mean>Abs>ZScore>Mean
a7ff55r3_5de88c754b5d4a2e,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,8))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,8))))",,15,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>Delta
a7ff55r3_50161ce8958b6c6b,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,8))),Sign(Delta(top_long_short_account_ratio_mean,8)))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,8))),Sign(Delta(top_long_short_account_ratio_mean,8)))",,14,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>Delta>Sign>Delta
a7ff55r3_6431dc5ff488ff51,"Mean(Mul(Mean(open_interest_last,8),Delta(top_long_short_account_ratio_mean,8)),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),Delta(top_long_short_account_ratio_mean,8)),4)",,9,4,2,4,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean>Delta
a7ff55r3_b9b914df14422715,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,8)))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,8)))",,9,4,2,5,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank>Delta
a7ff55r3_9e680b9de9c32347,"SafeDiv(Mean(open_interest_last,8),Abs(Delta(top_long_short_account_ratio_mean,8)))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Mean(open_interest_last,8),Abs(Delta(top_long_short_account_ratio_mean,8)))",,8,4,2,4,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Mean>Abs>Delta
a7ff55r3_aaaf32a91599aa48,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,8))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,8))))",,15,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>Mean
a7ff55r3_bddd65ab9549fc0b,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,8))),Sign(Mean(top_long_short_account_ratio_mean,8)))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,8))),Sign(Mean(top_long_short_account_ratio_mean,8)))",,14,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>Mean>Sign>Mean
a7ff55r3_4fbb3463b2b410af,"Mean(Mul(Mean(open_interest_last,8),Mean(top_long_short_account_ratio_mean,8)),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),Mean(top_long_short_account_ratio_mean,8)),4)",,9,4,2,4,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean>Mean
a7ff55r3_89bfed2d61ae39cb,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,8)))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,8)))",,9,4,2,5,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank>Mean
a7ff55r3_9d241906ccbe2b36,"SafeDiv(Mean(open_interest_last,8),Abs(Mean(top_long_short_account_ratio_mean,8)))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Mean(open_interest_last,8),Abs(Mean(top_long_short_account_ratio_mean,8)))",,8,4,2,4,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Mean>Abs>Mean
a7ff55r3_26eadb4e6feb6899,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,8)))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,8)))))",,16,6,2,9,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>ZScore>Mean
a7ff55r3_e2e812bf6a887c79,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,8)))),Sign(ZScore(Mean(top_long_short_account_ratio_mean,8))))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,8)))),Sign(ZScore(Mean(top_long_short_account_ratio_mean,8))))",,16,6,2,10,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>ZScore>Mean>Sign>ZScore>Mean
a7ff55r3_9bcc39bda8efa3ff,"Mean(Mul(Mean(open_interest_last,8),ZScore(Mean(top_long_short_account_ratio_mean,8))),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),ZScore(Mean(top_long_short_account_ratio_mean,8))),4)",,10,5,2,5,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean>ZScore>Mean
a7ff55r3_73c5b959ac6205ca,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,8))))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,8))))",,10,5,2,6,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank>ZScore>Mean
a7ff55r3_7f8b0e022049a684,"SafeDiv(Mean(open_interest_last,8),Abs(ZScore(Mean(top_long_short_account_ratio_mean,8))))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Mean(open_interest_last,8),Abs(ZScore(Mean(top_long_short_account_ratio_mean,8))))",,9,5,2,5,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Mean>Abs>ZScore>Mean
a7ff55r3_06b7148f5f453d99,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,24))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,24))))",,15,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>Delta
a7ff55r3_8629bb45f629ae32,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,24))),Sign(Delta(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,24))),Sign(Delta(top_long_short_account_ratio_mean,24)))",,14,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>Delta>Sign>Delta
a7ff55r3_fff6db7bc670efa9,"Mean(Mul(Mean(open_interest_last,8),Delta(top_long_short_account_ratio_mean,24)),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),Delta(top_long_short_account_ratio_mean,24)),4)",,9,4,2,4,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean>Delta
a7ff55r3_31fb920491caffd8,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Delta(top_long_short_account_ratio_mean,24)))",,9,4,2,5,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank>Delta
a7ff55r3_9a1cfdbdbbb7996f,"SafeDiv(Mean(open_interest_last,8),Abs(Delta(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Mean(open_interest_last,8),Abs(Delta(top_long_short_account_ratio_mean,24)))",,8,4,2,4,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Mean>Abs>Delta
a7ff55r3_310bc63c195c98a8,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24))))",,15,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>Mean
a7ff55r3_b16544016ff8d474,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24))),Sign(Mean(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24))),Sign(Mean(top_long_short_account_ratio_mean,24)))",,14,5,2,8,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>Mean>Sign>Mean
a7ff55r3_71d92e352598d039,"Mean(Mul(Mean(open_interest_last,8),Mean(top_long_short_account_ratio_mean,24)),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),Mean(top_long_short_account_ratio_mean,24)),4)",,9,4,2,4,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean>Mean
a7ff55r3_235e8d3456ef0f0c,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(Mean(top_long_short_account_ratio_mean,24)))",,9,4,2,5,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank>Mean
a7ff55r3_37d5eebc55484218,"SafeDiv(Mean(open_interest_last,8),Abs(Mean(top_long_short_account_ratio_mean,24)))",open_interest_like|positioning_like,safe_div_abs,True,True,"SafeDiv(Mean(open_interest_last,8),Abs(Mean(top_long_short_account_ratio_mean,24)))",,8,4,2,4,open_interest_last;top_long_short_account_ratio_mean,SafeDiv>Mean>Abs>Mean
a7ff55r3_1739769b8ea64349,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24)))))",open_interest_like|positioning_like,delta_x_divergence,True,True,"Mul(Delta(Mean(open_interest_last,8),24),Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24)))))",,16,6,2,9,open_interest_last;top_long_short_account_ratio_mean,Mul>Delta>Mean>Sub>CSRank>Mean>CSRank>ZScore>Mean
a7ff55r3_396f9ac451518e2a,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24)))),Sign(ZScore(Mean(top_long_short_account_ratio_mean,24))))",open_interest_like|positioning_like,signed_spread,True,True,"Mul(Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24)))),Sign(ZScore(Mean(top_long_short_account_ratio_mean,24))))",,16,6,2,10,open_interest_last;top_long_short_account_ratio_mean,Mul>Sub>CSRank>Mean>CSRank>ZScore>Mean>Sign>ZScore>Mean
a7ff55r3_edd73c55a75dbde9,"Mean(Mul(Mean(open_interest_last,8),ZScore(Mean(top_long_short_account_ratio_mean,24))),4)",open_interest_like|positioning_like,smooth_mul,True,True,"Mean(Mul(Mean(open_interest_last,8),ZScore(Mean(top_long_short_account_ratio_mean,24))),4)",,10,5,2,5,open_interest_last;top_long_short_account_ratio_mean,Mean>Mul>Mean>ZScore>Mean
a7ff55r3_f92d9b583b4462af,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24))))",open_interest_like|positioning_like,spread_rank,True,True,"Sub(CSRank(Mean(open_interest_last,8)),CSRank(ZScore(Mean(top_long_short_account_ratio_mean,24))))",,10,5,2,6,open_interest_last;top_long_short_account_ratio_mean,Sub>CSRank>Mean>CSRank>ZScore>Mean
