blueprint_id,node_type,node_value,semantic_pair,motif
a7ff55r3_64a85551841d8d1d,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_64a85551841d8d1d,Operator,Sign,open_interest_like|positioning_like,signed_spread
a7ff55r3_64a85551841d8d1d,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_f58c978a10cdf628,Field,open_interest_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_f58c978a10cdf628,Field,top_long_short_account_ratio_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_f58c978a10cdf628,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_f58c978a10cdf628,Operator,Mul,open_interest_like|positioning_like,smooth_mul
a7ff55r3_f58c978a10cdf628,Operator,ZScore,open_interest_like|positioning_like,smooth_mul
a7ff55r3_f58c978a10cdf628,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_f58c978a10cdf628,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_7959ff305249740f,Field,open_interest_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_7959ff305249740f,Field,top_long_short_account_ratio_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_7959ff305249740f,Operator,Sub,open_interest_like|positioning_like,spread_rank
a7ff55r3_7959ff305249740f,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_7959ff305249740f,Operator,ZScore,open_interest_like|positioning_like,spread_rank
a7ff55r3_7959ff305249740f,Operator,Mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_7959ff305249740f,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_7959ff305249740f,Operator,Mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_d7d665bfd364f51f,Field,open_interest_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_d7d665bfd364f51f,Field,top_long_short_account_ratio_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_d7d665bfd364f51f,Operator,SafeDiv,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_d7d665bfd364f51f,Operator,ZScore,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_d7d665bfd364f51f,Operator,Mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_d7d665bfd364f51f,Operator,Abs,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_d7d665bfd364f51f,Operator,Mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_6015e6d4c61cf9c1,Field,open_interest_last,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Field,top_long_short_account_ratio_last,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,Mul,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,ZScore,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,Mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,Sub,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,ZScore,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,Mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,ZScore,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_6015e6d4c61cf9c1,Operator,Mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_90d5cf397533c336,Field,open_interest_last,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Field,top_long_short_account_ratio_last,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,Mul,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,Sub,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,ZScore,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,ZScore,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,Sign,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,ZScore,open_interest_like|positioning_like,signed_spread
a7ff55r3_90d5cf397533c336,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_6d3d404f6665a46d,Field,open_interest_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_6d3d404f6665a46d,Field,top_long_short_account_ratio_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_6d3d404f6665a46d,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_6d3d404f6665a46d,Operator,Mul,open_interest_like|positioning_like,smooth_mul
a7ff55r3_6d3d404f6665a46d,Operator,ZScore,open_interest_like|positioning_like,smooth_mul
a7ff55r3_6d3d404f6665a46d,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_6d3d404f6665a46d,Operator,ZScore,open_interest_like|positioning_like,smooth_mul
a7ff55r3_6d3d404f6665a46d,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_560ff7b70cb016b7,Field,open_interest_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_560ff7b70cb016b7,Field,top_long_short_account_ratio_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_560ff7b70cb016b7,Operator,Sub,open_interest_like|positioning_like,spread_rank
a7ff55r3_560ff7b70cb016b7,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_560ff7b70cb016b7,Operator,ZScore,open_interest_like|positioning_like,spread_rank
a7ff55r3_560ff7b70cb016b7,Operator,Mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_560ff7b70cb016b7,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_560ff7b70cb016b7,Operator,ZScore,open_interest_like|positioning_like,spread_rank
a7ff55r3_560ff7b70cb016b7,Operator,Mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_fe41d7daae79bdce,Field,open_interest_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_fe41d7daae79bdce,Field,top_long_short_account_ratio_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_fe41d7daae79bdce,Operator,SafeDiv,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_fe41d7daae79bdce,Operator,ZScore,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_fe41d7daae79bdce,Operator,Mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_fe41d7daae79bdce,Operator,Abs,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_fe41d7daae79bdce,Operator,ZScore,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_fe41d7daae79bdce,Operator,Mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_9f3c9499e67f5dde,Field,open_interest_last,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9f3c9499e67f5dde,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9f3c9499e67f5dde,Operator,Mul,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9f3c9499e67f5dde,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9f3c9499e67f5dde,Operator,Sub,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9f3c9499e67f5dde,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9f3c9499e67f5dde,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_39542788a48dda03,Field,open_interest_last,open_interest_like|positioning_like,signed_spread
a7ff55r3_39542788a48dda03,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_39542788a48dda03,Operator,Mul,open_interest_like|positioning_like,signed_spread
a7ff55r3_39542788a48dda03,Operator,Sub,open_interest_like|positioning_like,signed_spread
a7ff55r3_39542788a48dda03,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_39542788a48dda03,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_39542788a48dda03,Operator,Sign,open_interest_like|positioning_like,signed_spread
a7ff55r3_c085f6925dc99ad9,Field,open_interest_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_c085f6925dc99ad9,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_c085f6925dc99ad9,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_c085f6925dc99ad9,Operator,Mul,open_interest_like|positioning_like,smooth_mul
a7ff55r3_ba03c89b2f962ee3,Field,open_interest_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_ba03c89b2f962ee3,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_ba03c89b2f962ee3,Operator,Sub,open_interest_like|positioning_like,spread_rank
a7ff55r3_ba03c89b2f962ee3,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_ba03c89b2f962ee3,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_f6c05d59028972a0,Field,open_interest_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_f6c05d59028972a0,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_f6c05d59028972a0,Operator,SafeDiv,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_f6c05d59028972a0,Operator,Abs,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_a80d043f753df6bc,Field,open_interest_last,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_a80d043f753df6bc,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_a80d043f753df6bc,Operator,Mul,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_a80d043f753df6bc,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_a80d043f753df6bc,Operator,Sub,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_a80d043f753df6bc,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_a80d043f753df6bc,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_a80d043f753df6bc,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_d19865be24f14fa7,Field,open_interest_last,open_interest_like|positioning_like,signed_spread
a7ff55r3_d19865be24f14fa7,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_d19865be24f14fa7,Operator,Mul,open_interest_like|positioning_like,signed_spread
a7ff55r3_d19865be24f14fa7,Operator,Sub,open_interest_like|positioning_like,signed_spread
a7ff55r3_d19865be24f14fa7,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_d19865be24f14fa7,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_d19865be24f14fa7,Operator,Delta,open_interest_like|positioning_like,signed_spread
a7ff55r3_d19865be24f14fa7,Operator,Sign,open_interest_like|positioning_like,signed_spread
a7ff55r3_d19865be24f14fa7,Operator,Delta,open_interest_like|positioning_like,signed_spread
a7ff55r3_e2a75427b10a4685,Field,open_interest_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_e2a75427b10a4685,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_e2a75427b10a4685,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_e2a75427b10a4685,Operator,Mul,open_interest_like|positioning_like,smooth_mul
a7ff55r3_e2a75427b10a4685,Operator,Delta,open_interest_like|positioning_like,smooth_mul
a7ff55r3_51108095b2e76e2f,Field,open_interest_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_51108095b2e76e2f,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_51108095b2e76e2f,Operator,Sub,open_interest_like|positioning_like,spread_rank
a7ff55r3_51108095b2e76e2f,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_51108095b2e76e2f,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_51108095b2e76e2f,Operator,Delta,open_interest_like|positioning_like,spread_rank
a7ff55r3_43d4ebbb9ea49b19,Field,open_interest_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_43d4ebbb9ea49b19,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_43d4ebbb9ea49b19,Operator,SafeDiv,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_43d4ebbb9ea49b19,Operator,Abs,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_43d4ebbb9ea49b19,Operator,Delta,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_9ef30bf0c3c2fa6b,Field,open_interest_last,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9ef30bf0c3c2fa6b,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9ef30bf0c3c2fa6b,Operator,Mul,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9ef30bf0c3c2fa6b,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9ef30bf0c3c2fa6b,Operator,Sub,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9ef30bf0c3c2fa6b,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9ef30bf0c3c2fa6b,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_9ef30bf0c3c2fa6b,Operator,Mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_63d200400222c14b,Field,open_interest_last,open_interest_like|positioning_like,signed_spread
a7ff55r3_63d200400222c14b,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_63d200400222c14b,Operator,Mul,open_interest_like|positioning_like,signed_spread
a7ff55r3_63d200400222c14b,Operator,Sub,open_interest_like|positioning_like,signed_spread
a7ff55r3_63d200400222c14b,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_63d200400222c14b,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_63d200400222c14b,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_63d200400222c14b,Operator,Sign,open_interest_like|positioning_like,signed_spread
a7ff55r3_63d200400222c14b,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_5b74fc6ce85ea6d0,Field,open_interest_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_5b74fc6ce85ea6d0,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_5b74fc6ce85ea6d0,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_5b74fc6ce85ea6d0,Operator,Mul,open_interest_like|positioning_like,smooth_mul
a7ff55r3_5b74fc6ce85ea6d0,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_37674703076610c6,Field,open_interest_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_37674703076610c6,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_37674703076610c6,Operator,Sub,open_interest_like|positioning_like,spread_rank
a7ff55r3_37674703076610c6,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_37674703076610c6,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_37674703076610c6,Operator,Mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_f6ee8dc1d4579f12,Field,open_interest_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_f6ee8dc1d4579f12,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_f6ee8dc1d4579f12,Operator,SafeDiv,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_f6ee8dc1d4579f12,Operator,Abs,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_f6ee8dc1d4579f12,Operator,Mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_0b0d6aa23569a5b4,Field,open_interest_last,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_0b0d6aa23569a5b4,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_0b0d6aa23569a5b4,Operator,Mul,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_0b0d6aa23569a5b4,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_0b0d6aa23569a5b4,Operator,Sub,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_0b0d6aa23569a5b4,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_0b0d6aa23569a5b4,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_0b0d6aa23569a5b4,Operator,ZScore,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_0b0d6aa23569a5b4,Operator,Mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_725c59c80625546c,Field,open_interest_last,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Operator,Mul,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Operator,Sub,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Operator,ZScore,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Operator,Sign,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Operator,ZScore,open_interest_like|positioning_like,signed_spread
a7ff55r3_725c59c80625546c,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_72eba91a0b1e11c5,Field,open_interest_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_72eba91a0b1e11c5,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_72eba91a0b1e11c5,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_72eba91a0b1e11c5,Operator,Mul,open_interest_like|positioning_like,smooth_mul
a7ff55r3_72eba91a0b1e11c5,Operator,ZScore,open_interest_like|positioning_like,smooth_mul
a7ff55r3_72eba91a0b1e11c5,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_4f37cb2af5e38232,Field,open_interest_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_4f37cb2af5e38232,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_4f37cb2af5e38232,Operator,Sub,open_interest_like|positioning_like,spread_rank
a7ff55r3_4f37cb2af5e38232,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_4f37cb2af5e38232,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_4f37cb2af5e38232,Operator,ZScore,open_interest_like|positioning_like,spread_rank
a7ff55r3_4f37cb2af5e38232,Operator,Mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_b42ef5a19142a3fc,Field,open_interest_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_b42ef5a19142a3fc,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_b42ef5a19142a3fc,Operator,SafeDiv,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_b42ef5a19142a3fc,Operator,Abs,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_b42ef5a19142a3fc,Operator,ZScore,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_b42ef5a19142a3fc,Operator,Mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_86448f45ceb3af65,Field,open_interest_last,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_86448f45ceb3af65,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_86448f45ceb3af65,Operator,Mul,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_86448f45ceb3af65,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_86448f45ceb3af65,Operator,Sub,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_86448f45ceb3af65,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_86448f45ceb3af65,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_86448f45ceb3af65,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_55da6e1ce9f6d7b5,Field,open_interest_last,open_interest_like|positioning_like,signed_spread
a7ff55r3_55da6e1ce9f6d7b5,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_55da6e1ce9f6d7b5,Operator,Mul,open_interest_like|positioning_like,signed_spread
a7ff55r3_55da6e1ce9f6d7b5,Operator,Sub,open_interest_like|positioning_like,signed_spread
a7ff55r3_55da6e1ce9f6d7b5,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_55da6e1ce9f6d7b5,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_55da6e1ce9f6d7b5,Operator,Delta,open_interest_like|positioning_like,signed_spread
a7ff55r3_55da6e1ce9f6d7b5,Operator,Sign,open_interest_like|positioning_like,signed_spread
a7ff55r3_55da6e1ce9f6d7b5,Operator,Delta,open_interest_like|positioning_like,signed_spread
a7ff55r3_fe48ab6f35adc46b,Field,open_interest_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_fe48ab6f35adc46b,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_fe48ab6f35adc46b,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_fe48ab6f35adc46b,Operator,Mul,open_interest_like|positioning_like,smooth_mul
a7ff55r3_fe48ab6f35adc46b,Operator,Delta,open_interest_like|positioning_like,smooth_mul
a7ff55r3_039e9d94c14db752,Field,open_interest_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_039e9d94c14db752,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_039e9d94c14db752,Operator,Sub,open_interest_like|positioning_like,spread_rank
a7ff55r3_039e9d94c14db752,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_039e9d94c14db752,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_039e9d94c14db752,Operator,Delta,open_interest_like|positioning_like,spread_rank
a7ff55r3_eb54a896fd8e6edc,Field,open_interest_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_eb54a896fd8e6edc,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_eb54a896fd8e6edc,Operator,SafeDiv,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_eb54a896fd8e6edc,Operator,Abs,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_eb54a896fd8e6edc,Operator,Delta,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_7d47893b397b4a9d,Field,open_interest_last,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_7d47893b397b4a9d,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_7d47893b397b4a9d,Operator,Mul,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_7d47893b397b4a9d,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_7d47893b397b4a9d,Operator,Sub,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_7d47893b397b4a9d,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_7d47893b397b4a9d,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_7d47893b397b4a9d,Operator,Mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_af24e0ba40115f69,Field,open_interest_last,open_interest_like|positioning_like,signed_spread
a7ff55r3_af24e0ba40115f69,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_af24e0ba40115f69,Operator,Mul,open_interest_like|positioning_like,signed_spread
a7ff55r3_af24e0ba40115f69,Operator,Sub,open_interest_like|positioning_like,signed_spread
a7ff55r3_af24e0ba40115f69,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_af24e0ba40115f69,Operator,CSRank,open_interest_like|positioning_like,signed_spread
a7ff55r3_af24e0ba40115f69,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_af24e0ba40115f69,Operator,Sign,open_interest_like|positioning_like,signed_spread
a7ff55r3_af24e0ba40115f69,Operator,Mean,open_interest_like|positioning_like,signed_spread
a7ff55r3_0152275ec437a777,Field,open_interest_last,open_interest_like|positioning_like,smooth_mul
a7ff55r3_0152275ec437a777,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_0152275ec437a777,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_0152275ec437a777,Operator,Mul,open_interest_like|positioning_like,smooth_mul
a7ff55r3_0152275ec437a777,Operator,Mean,open_interest_like|positioning_like,smooth_mul
a7ff55r3_80717fd508520d2c,Field,open_interest_last,open_interest_like|positioning_like,spread_rank
a7ff55r3_80717fd508520d2c,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_80717fd508520d2c,Operator,Sub,open_interest_like|positioning_like,spread_rank
a7ff55r3_80717fd508520d2c,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_80717fd508520d2c,Operator,CSRank,open_interest_like|positioning_like,spread_rank
a7ff55r3_80717fd508520d2c,Operator,Mean,open_interest_like|positioning_like,spread_rank
a7ff55r3_4c28de60ad04bd17,Field,open_interest_last,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_4c28de60ad04bd17,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_4c28de60ad04bd17,Operator,SafeDiv,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_4c28de60ad04bd17,Operator,Abs,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_4c28de60ad04bd17,Operator,Mean,open_interest_like|positioning_like,safe_div_abs
a7ff55r3_c553598b8c30361f,Field,open_interest_last,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_c553598b8c30361f,Field,top_long_short_account_ratio_mean,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_c553598b8c30361f,Operator,Mul,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_c553598b8c30361f,Operator,Delta,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_c553598b8c30361f,Operator,Sub,open_interest_like|positioning_like,delta_x_divergence
a7ff55r3_c553598b8c30361f,Operator,CSRank,open_interest_like|positioning_like,delta_x_divergence
