candidate_id,family,expression,horizon,source_fields,raw_validation_2025H1_ann_10bps_lag0,raw_validation_2025H1_sharpe_10bps_lag0,raw_validation_2025H1_sum_10bps_lag0,raw_validation_2025H1_active_hours_10bps_lag0,raw_recent_2025H2_2026Apr_ann_10bps_lag0,raw_recent_2025H2_2026Apr_sharpe_10bps_lag0,raw_recent_2025H2_2026Apr_sum_10bps_lag0,raw_recent_2025H2_2026Apr_active_hours_10bps_lag0,raw_may_2026_stress_ann_10bps_lag0,raw_may_2026_stress_sharpe_10bps_lag0,raw_may_2026_stress_sum_10bps_lag0,raw_may_2026_stress_active_hours_10bps_lag0,raw_validation_2025H1_ann_20bps_lag0,raw_validation_2025H1_sharpe_20bps_lag0,raw_validation_2025H1_sum_20bps_lag0,raw_validation_2025H1_active_hours_20bps_lag0,raw_recent_2025H2_2026Apr_ann_20bps_lag0,raw_recent_2025H2_2026Apr_sharpe_20bps_lag0,raw_recent_2025H2_2026Apr_sum_20bps_lag0,raw_recent_2025H2_2026Apr_active_hours_20bps_lag0,raw_may_2026_stress_ann_20bps_lag0,raw_may_2026_stress_sharpe_20bps_lag0,raw_may_2026_stress_sum_20bps_lag0,raw_may_2026_stress_active_hours_20bps_lag0,raw_validation_2025H1_ann_10bps_lag1,raw_validation_2025H1_sharpe_10bps_lag1,raw_validation_2025H1_sum_10bps_lag1,raw_validation_2025H1_active_hours_10bps_lag1,raw_recent_2025H2_2026Apr_ann_10bps_lag1,raw_recent_2025H2_2026Apr_sharpe_10bps_lag1,raw_recent_2025H2_2026Apr_sum_10bps_lag1,raw_recent_2025H2_2026Apr_active_hours_10bps_lag1,raw_may_2026_stress_ann_10bps_lag1,raw_may_2026_stress_sharpe_10bps_lag1,raw_may_2026_stress_sum_10bps_lag1,raw_may_2026_stress_active_hours_10bps_lag1,residual_funding_validation_2025H1_ann_10bps_lag0,residual_funding_validation_2025H1_sharpe_10bps_lag0,residual_funding_validation_2025H1_sum_10bps_lag0,residual_funding_validation_2025H1_active_hours_10bps_lag0,residual_funding_recent_2025H2_2026Apr_ann_10bps_lag0,residual_funding_recent_2025H2_2026Apr_sharpe_10bps_lag0,residual_funding_recent_2025H2_2026Apr_sum_10bps_lag0,residual_funding_recent_2025H2_2026Apr_active_hours_10bps_lag0,residual_funding_may_2026_stress_ann_10bps_lag0,residual_funding_may_2026_stress_sharpe_10bps_lag0,residual_funding_may_2026_stress_sum_10bps_lag0,residual_funding_may_2026_stress_active_hours_10bps_lag0,residual_funding_validation_2025H1_ann_20bps_lag0,residual_funding_validation_2025H1_sharpe_20bps_lag0,residual_funding_validation_2025H1_sum_20bps_lag0,residual_funding_validation_2025H1_active_hours_20bps_lag0,residual_funding_recent_2025H2_2026Apr_ann_20bps_lag0,residual_funding_recent_2025H2_2026Apr_sharpe_20bps_lag0,residual_funding_recent_2025H2_2026Apr_sum_20bps_lag0,residual_funding_recent_2025H2_2026Apr_active_hours_20bps_lag0,residual_funding_may_2026_stress_ann_20bps_lag0,residual_funding_may_2026_stress_sharpe_20bps_lag0,residual_funding_may_2026_stress_sum_20bps_lag0,residual_funding_may_2026_stress_active_hours_20bps_lag0,residual_funding_validation_2025H1_ann_10bps_lag1,residual_funding_validation_2025H1_sharpe_10bps_lag1,residual_funding_validation_2025H1_sum_10bps_lag1,residual_funding_validation_2025H1_active_hours_10bps_lag1,residual_funding_recent_2025H2_2026Apr_ann_10bps_lag1,residual_funding_recent_2025H2_2026Apr_sharpe_10bps_lag1,residual_funding_recent_2025H2_2026Apr_sum_10bps_lag1,residual_funding_recent_2025H2_2026Apr_active_hours_10bps_lag1,residual_funding_may_2026_stress_ann_10bps_lag1,residual_funding_may_2026_stress_sharpe_10bps_lag1,residual_funding_may_2026_stress_sum_10bps_lag1,residual_funding_may_2026_stress_active_hours_10bps_lag1,decision,reject_reasons,control_research_like_count,max_control_recent_ann_10bps_lag0
a7af1_G0_basis_premium_dynamic_24_bf4d24fd0a63,G0_basis_premium_dynamic,Rank(mark_index_basis_change_24h),24,mark_index_basis_change_24h,-12.30426407955225,-23.422445923682613,-6.101566570956048,4344,-10.372299093424912,-23.61275631325951,-8.638846368222392,7296,-10.946316633071875,-41.8180483315025,-0.6297880802589297,504,-22.362666877523235,-42.54656647976388,-11.089432068032071,4344,-20.13499588474532,-45.73246031740721,-16.769969175239936,7296,-21.15899833733253,-81.06603582395887,-1.217367027627351,504,-11.993006094437824,-22.692205626485247,-5.947216720803414,4344,-10.3336916927018,-23.48191620783331,-8.606691163236567,7296,-10.816480253991296,-40.15755858284979,-0.6223180420104582,504,-12.006356183332198,-18.95707759553162,-5.953836901871583,4344,-10.377808530703168,-18.87695711264145,-8.643435050229488,7296,-12.133410573102559,-30.440531028787888,-0.69808663571275,504,-22.058878339416534,-34.81150949895671,-10.938786245025733,4344,-20.235600836030173,-36.740150979803744,-16.85376069631006,7296,-22.547574600681802,-56.671227472676904,-1.2972577167515558,504,-11.7294128536131,-18.345845178370062,-5.816503360284852,4344,-10.439018865176383,-18.964577874928025,-8.694415712366084,7296,-12.014248543199121,-29.52513752351999,-0.6912307381018673,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-8.72286419335545
a7af1_G0_basis_premium_dynamic_24_6ba3f6312d83,G0_basis_premium_dynamic,Neg(Rank(mark_index_basis_change_24h)),24,mark_index_basis_change_24h,-7.81254151638972,-14.848279873381468,-3.874164423195998,4344,-9.153094489215901,-20.841926011279675,-7.623399245812696,7296,-9.479046775449426,-35.6538827123195,-0.5453698144779122,504,-17.87094431436071,-33.89272868442545,-8.862029920272022,4344,-18.915791280536304,-42.98264901758435,-15.75452205283024,7296,-19.69172847971008,-73.1559830377533,-1.1329487618463334,504,-8.123799501504147,-15.336275669632137,-4.028514273348632,4344,-9.191701889939011,-20.9010331412168,-7.65555445079852,7296,-9.608883154530009,-35.10828828299015,-0.552839852726384,504,-8.098688128836478,-12.76968348919051,-4.01606178443672,4344,-9.337776079950844,-16.98461849146155,-7.777216241931663,7296,-8.694917482055931,-21.593903262715163,-0.5002555263648618,504,-18.15121028492082,-28.566592026167566,-9.001011127590871,4344,-19.19556838527785,-34.849610124068114,-15.987541888012238,7296,-19.10908150963518,-47.070797647310044,-1.0994266074036678,504,-8.375631458555576,-13.073175719956433,-4.15339532602345,4344,-9.276565745477631,-16.85678107821952,-7.726235579795068,7296,-8.814079511959367,-21.441449301584594,-0.5071114239757444,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-10.372299093424912
a7af1_G0_basis_premium_dynamic_24_45b5ca565883,G0_basis_premium_dynamic,Rank(mark_index_basis_zscore_168h),24,mark_index_basis_zscore_168h,-11.525327478716509,-22.24923479833714,-5.715299379856679,4344,-10.390944412059078,-23.871034740801708,-8.65437561990674,7296,-12.710286136023653,-46.04502911188862,-0.7312767365931416,504,-21.31059645225533,-41.117891717264534,-10.567720432488258,4344,-19.96051783849798,-45.76239027457707,-16.62465047370791,7296,-22.96464146880004,-83.19392438193087,-1.3212533447802761,504,-11.279844476430062,-21.50412256173656,-5.593566712969428,4344,-10.473891620469441,-23.87564584643548,-8.72346041814441,7296,-12.253257549177034,-42.975388599763576,-0.704981941185528,504,-11.235510844219126,-17.99605962264961,-5.571582089873046,4344,-10.805620575682614,-20.55318768226225,-8.999749739746616,7296,-12.54544218720253,-34.25568845980426,-0.7217925641952141,504,-21.00404401082395,-33.619351053119054,-10.415704016326398,4344,-20.33597834699539,-38.604233978675936,-16.937362787634516,7296,-22.737651283692745,-62.175544862390964,-1.3081936355001305,504,-10.991812095905534,-17.41030766012987,-5.4507342174216475,4344,-10.86390422876466,-20.544379587597103,-9.0482928371081,7296,-11.855216433102033,-31.590332253432653,-0.6820809454661444,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-8.74820244081873
a7af1_G0_basis_premium_dynamic_24_d4a745b6fa68,G0_basis_premium_dynamic,Neg(Rank(mark_index_basis_zscore_168h)),24,mark_index_basis_zscore_168h,-8.045210468361132,-15.506733280833581,-3.989542725406479,4344,-8.74820244081873,-20.09832181168822,-7.286174087695599,7296,-7.79842452952912,-28.049951080354123,-0.44867647978112746,504,-17.830479441899946,-34.29604052049056,-8.841963778038057,4344,-18.31777586725763,-42.000932838331785,-15.256448941496767,7296,-18.05277986230551,-64.47854324619837,-1.038653087968262,504,-8.290693470647577,-15.777240032021561,-4.11127539229373,4344,-8.665255232408366,-19.76036008783599,-7.2170892894579275,7296,-8.255453116375737,-28.77709045323345,-0.474971275188741,504,-8.301555488990523,-13.283459501383533,-4.116661763033656,4344,-8.255094966942941,-15.705408045012085,-6.87547635602919,7296,-7.838976005777905,-21.208326807202244,-0.4510095784146192,504,-18.070088655595345,-28.865758712635188,-8.960783689487007,4344,-17.78545273825572,-33.77764894234582,-14.813089403917093,7296,-18.031185102268118,-48.41152713020742,-1.0374106497195357,504,-8.545254237304116,-13.51492091103634,-4.237509635485055,4344,-8.196811313860895,-15.505717771712304,-6.826933258667704,7296,-8.5292017598784,-22.55353561382192,-0.4907211971436888,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-9.53172345881012
a7af1_G0_basis_premium_dynamic_24_9ff1f2f4d951,G0_basis_premium_dynamic,Rank(premium_index_change_24h),24,premium_index_change_24h,-12.87851154538734,-25.221610956435867,-6.38633038278112,4344,-10.374584196964792,-24.6233629765339,-8.64074957774602,7296,-11.050691305701848,-42.068574273684455,-0.6357931984102434,504,-23.258300842793716,-45.50829865181289,-11.533568363138802,4344,-20.436945893574716,-48.38040108701931,-17.021456305881408,7296,-21.57768932310724,-81.71858620268672,-1.2414560980417866,504,-12.982189655490707,-25.182529476052,-6.437743363407721,4344,-10.316786590403806,-24.50899057616689,-8.592611297213033,7296,-10.727352211964108,-40.12253157655591,-0.6171901272636884,504,-12.84417499858146,-20.444811833808863,-6.369303218474641,4344,-10.207942408883325,-19.428564264471607,-8.501957513152139,7296,-12.588169855423347,-32.297944828338,-0.7242508683942199,504,-23.218690812522485,-36.91736989152081,-11.513926128949507,4344,-20.291546643041464,-38.545062379226174,-16.900356656122206,7296,-23.34667805524097,-59.7653408773108,-1.343233531945371,504,-13.042986374131827,-20.476124058915886,-6.467891873199618,4344,-10.259346767115952,-19.47969545554719,-8.5447710060363,7296,-12.273832454805236,-31.35496228272371,-0.7061657028792053,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-9.750139196255056
a7af1_G0_basis_premium_dynamic_24_34f0c66594e8,G0_basis_premium_dynamic,Neg(Rank(premium_index_change_24h)),24,premium_index_change_24h,-7.8810670494254085,-15.420210887399646,-3.9081455779342438,4344,-9.750139196255056,-23.161680040726562,-8.12066387852476,7296,-10.003304729108939,-38.10712881735677,-0.5755326008528431,504,-18.260856346831783,-35.66417918566139,-9.055383558291926,4344,-19.812500892864975,-46.984502731157626,-16.501370606660146,7296,-20.530302746514337,-77.85640375742368,-1.1811955004843866,504,-7.77738893932204,-15.071923713194169,-3.856732597307642,4344,-9.807936802816043,-23.32021328001395,-8.168802159057744,7296,-10.326643822846684,-38.59719287551087,-0.5941356719993982,504,-7.904856629300596,-12.579555725048339,-3.91994260247509,4344,-9.95926605943296,-18.95675168297064,-8.294840772788,7296,-8.92884654421191,-22.866060093780696,-0.5137144587080825,504,-18.279372443241623,-29.049832422937868,-9.064565512949956,4344,-20.0428702935911,-38.07864067627788,-16.693239915758067,7296,-19.687354744029538,-50.20991374663154,-1.1326971222592337,504,-7.706045253750228,-12.093048677935228,-3.8213539477501137,4344,-9.907861701200332,-18.811351477941603,-8.252027279903839,7296,-9.24318394483002,-23.56693773083675,-0.5317996242230971,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-9.721174179384478
a7af1_G0_basis_premium_dynamic_24_98a5afb82379,G0_basis_premium_dynamic,Rank(premium_index_bps),24,premium_index_bps,-12.082678890953982,-22.626345644021207,-5.991684600719646,4344,-8.645683457846378,-20.523783345007494,-7.200788414206297,7296,-9.18081816606325,-37.48380036768589,-0.5282114561296665,504,-21.89592628843551,-40.9708828506537,-10.857979885498157,4344,-17.64023893071023,-41.73612649742404,-14.692144205303864,7296,-18.915415507700526,-76.72259802601043,-1.0882841798950986,504,-11.907671265558719,-22.15476526677661,-5.904899997441446,4344,-8.522212798173276,-20.2770867003758,-7.0979525771087015,7296,-8.72019591389889,-34.929079699625355,-0.5017099018955525,504,-12.62258369824261,-19.137546145875262,-6.259418217484691,4344,-8.910706651063101,-16.715398629816413,-7.421520060063515,7296,-9.248347902928277,-25.858944282968416,-0.5320967286616269,504,-22.763079967000273,-34.49374082060327,-11.287993079526164,4344,-18.210339386471624,-34.070101977209696,-15.166967598595544,7296,-19.065203819877837,-53.16395826811472,-1.0969021375820125,504,-12.40781029128699,-18.616550644269413,-6.152914144446425,4344,-8.846448518048362,-16.591156355598976,-7.368000957497814,7296,-8.630522726451671,-23.86644089945425,-0.49655062261776745,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-8.55753583071262
a7af1_G0_basis_premium_dynamic_24_1da5d3dcb336,G0_basis_premium_dynamic,Neg(Rank(premium_index_bps)),24,premium_index_bps,-7.54381590400907,-14.105352320720174,-3.7409059688373745,4344,-9.343427487881332,-22.21932792991952,-7.781923167988836,7296,-10.288376517211296,-42.09035359392127,-0.5919339914011978,504,-17.357063301490594,-32.37990943833242,-8.607201253615884,4344,-18.337982960745187,-43.53964800667119,-15.273278959086403,7296,-20.02297385884857,-81.53865767680988,-1.15200671516663,504,-7.718823529404333,-14.340758504080894,-3.827690572115573,4344,-9.466898147554433,-22.56454626752276,-7.884759005086432,7296,-10.748998769375655,-43.07030442614171,-0.6184355456353117,504,-7.658408839272718,-11.593291613549997,-3.797731506598252,4344,-9.688558819753947,-18.19683236715969,-8.069375017000548,7296,-10.38536393097084,-28.98833493758245,-0.5975140891791443,504,-17.798905108030382,-26.88849316431247,-8.826306368639724,4344,-18.98819155516247,-35.612192523520925,-15.81482255553258,7296,-20.202219847920404,-56.14296002229997,-1.16231949809953,504,-7.87318224622834,-11.793797861774324,-3.904235579636519,4344,-9.752816952768688,-18.313688951205435,-8.122894119566249,7296,-11.003189107447445,-30.37769290827148,-0.6330601952230037,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-8.645683457846378
a7af1_G1_crowding_x_basis_dynamic_24_d1936e5cf8d5,G1_crowding_x_basis_dynamic,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_basis_change_24h))",24,global_long_short_account_ratio_zscore_168h;mark_index_basis_change_24h,-3.10758655971003,-4.1453753863820815,-1.5410223761849737,4344,-8.138741697722205,-13.43985230281444,-6.778568427691919,7296,2.1625691343593174,5.213543213340034,0.12442178581245389,504,-8.873775524305861,-11.819841533423771,-4.400420191505098,4344,-13.424766475605992,-22.16734321550559,-11.181175365984169,7296,-3.12818803107554,-7.52710867186754,-0.1799779415139352,504,-3.421531766077229,-4.544242149527248,-1.696704793588982,4344,-8.228054759028211,-13.638116735632586,-6.852955196560483,7296,2.4615944213168044,5.9752084320667,0.14162598040452845,504,-0.8990073528570165,-1.0342577751606237,-0.4458091256633424,4344,-9.299561834307708,-13.018347785754273,-7.745388486656283,7296,3.2692696670282553,6.112662147553495,0.1880949671440914,504,-6.356048879457411,-7.301260943520773,-3.1519036909090175,4344,-14.211416501933336,-19.900901001609775,-11.836357853665024,7296,-1.6300194929645624,-3.031812072516047,-0.09378194343083784,504,-1.3403853226465732,-1.5394259612888892,-0.6646842284904925,4344,-9.492528106071333,-13.357053652368062,-7.9061056006731105,7296,3.782917009530214,7.149058502900283,0.21764728000036845,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-2.4333078580453718
a7af1_G1_crowding_x_basis_dynamic_24_2db9e7972b5e,G1_crowding_x_basis_dynamic,"Mul(Neg(ZScore(global_long_short_account_ratio_zscore_168h)),Rank(mark_index_basis_zscore_168h))",24,global_long_short_account_ratio_zscore_168h;mark_index_basis_zscore_168h,-2.946538893158807,-3.861168754758003,-1.4611603826349153,4344,-8.301164238999728,-13.486743170622061,-6.913846379879226,7296,3.1032608165980635,7.4432338112659595,0.1785437730097516,504,-8.576785236476933,-11.232765489891134,-4.253145555622807,4344,-13.478523717036293,-21.894441160166718,-11.225948520490501,7296,-2.185127473596389,-5.2353436647659874,-0.12571966286444977,504,-3.408378976716692,-4.442450358272944,-1.6901824514677295,4344,-8.410604903004565,-13.732856854606391,-7.004996960310651,7296,3.596786045467895,8.670011880192218,0.20693837521870082,504,-1.0022374380368078,-1.1366239820749835,-0.4969999350264718,4344,-9.64603399185445,-13.377961512298212,-8.03395707814727,7296,4.481908185788828,8.151991683351797,0.25786321068922025,504,-6.556245278522579,-7.430772994920817,-3.2511791655139364,4344,-14.787311521226531,-20.507329318662386,-12.316007403980453,7296,-0.8261497375056948,-1.497640578636312,-0.047531902705807094,504,-1.530131031534082,-1.7357276594018667,-0.7587773060484078,4344,-9.818027083550238,-13.682026337060234,-8.177206118902115,7296,5.323031405793641,9.794654526806989,0.3062566014292232,504,A7AF1_REJECTED,cost20_recent_nonpositive;lag1_recent_nonpositive;raw_recent_nonpositive;raw_validation_nonpositive;residual_funding_recent_nonpositive,0,-2.053554717073397
