seed_id,semantic_pair,operator,operator_origin,expression,materialization_status,rows,non_null_rows,finite_rows,nan_rows,inf_rows,active_rows,non_null_ratio,active_ratio,std,stale_signal,sign_flip_signal,time_shuffle_signal,symbol_shuffle_signal,stale_signal_corr,sign_flip_signal_corr,time_shuffle_signal_corr,symbol_shuffle_signal_corr
a7ffcore48se_0200,positioning_like|state_or_taxonomy,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(global_long_short_account_ratio_last,4)),ZScore(Mean(kline_taker_buy_quote_share,16)))",pass,6949596,6931008,6931008,18588,0,6931008,0.997325,0.997325,1.4629944925,6931008,6931008,6919554,6910028,0.9782031611548567,-0.9999999999999999,0.5765461195446789,0.004119778691106594
a7ffcore48se_0201,positioning_like|state_or_taxonomy,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(global_long_short_account_ratio_last,4)),-3,3),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6939618,6939618,9978,0,6939618,0.998564,0.998564,0.8752946052,6939618,6939618,6928164,6918614,0.014421981116212958,-1.0,0.0071124101282911386,0.0014470741283023776
a7ffcore48se_0202,positioning_like|volatility_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(global_long_short_account_ratio_last,4)),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6617822,6617822,331774,0,6616610,0.95226,0.952086,0.1378803747,6617822,6617822,6617822,6597464,0.5687880916283642,-1.0,0.06275896597493646,0.14514760354665757
a7ffcore48se_0203,positioning_like|volatility_like,CSRank,native,"Mul(CSRank(global_long_short_account_ratio_last),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6618622,6618622,330974,0,6618551,0.952375,0.952365,0.5790401868,6618622,6618622,6618622,6598260,0.633974075908175,-1.0,0.09372019292071483,0.2517996413915574
a7ffcore48se_0204,positioning_like|volatility_like,Delta,native,"Mul(Delta(taker_buy_sell_volume_ratio_last,4),ZScore(Delta(trade_high,4)))",pass,6949596,6940094,6940094,9502,0,6940020,0.998633,0.998622,67.6969837688,6940094,6940094,6928640,6919088,9.219828564966391e-06,-1.0,-7.301716085382847e-06,-3.7827276599055823e-06
a7ffcore48se_0205,positioning_like|volatility_like,Identity,native,"Mul(ZScore(taker_buy_sell_volume_ratio_last),Sign(Delta(trade_high,4)))",pass,6949596,6940894,6940894,8702,0,6868844,0.998748,0.98838,0.9836437619,6940894,6940894,6929440,6919884,0.0233825278234267,-1.0,3.487344149350368e-05,0.0001575220050580893
a7ffcore48se_0206,positioning_like|volatility_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(global_long_short_account_ratio_last,4)),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6617822,6617822,331774,0,6617751,0.95226,0.95225,0.5783242827,6617822,6617822,6617822,6597464,0.5843812128628744,-1.0,0.07588008631165401,0.21789122805740618
a7ffcore48se_0207,positioning_like|volatility_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(global_long_short_account_ratio_last,4)),ZScore(Mean(realized_vol_168h,16)))",pass,6949596,6612643,6612643,336953,0,6612643,0.951515,0.951515,1.5402429207,6612643,6612643,6612643,6592295,0.9996292469204313,-1.0,0.9638675875662679,0.017251544308400032
a7ffcore48se_0208,positioning_like|volatility_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(global_long_short_account_ratio_last,4)),-3,3),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6617822,6617822,331774,0,6617751,0.95226,0.95225,0.8768783322,6617822,6617822,6617822,6597464,0.4628990284941818,-0.9999999999999999,-0.003697259172757271,0.0036585475202742697
a7ffcore48se_0209,price_like,AbsDelta,repaired_native_proxy,"Abs(Delta(trade_close,4))",pass,6949596,6947106,6947106,2490,0,6873650,0.999642,0.989072,45.4771864201,6947106,6947106,6935652,6926086,0.8226836521565305,-0.9999999999999999,0.5179960306081617,-0.0012950775736869948
a7ffcore48se_0210,price_like,CSRank,native,CSRank(trade_close),pass,6949596,6949098,6949098,498,0,6949098,0.999928,0.999928,0.2886741593,6949098,6949098,6937644,6928074,0.999964760297942,-1.0,0.9995435715283091,0.056968241967177057
a7ffcore48se_0211,price_like,Delta,native,"Delta(trade_return_1h,4)",pass,6949596,6945612,6945612,3984,0,6926566,0.999427,0.996686,0.0206930985,6945612,6945612,6934158,6924595,0.0007584929597735501,-0.9999999999999998,-0.014651049695377531,0.3218190203230775
a7ffcore48se_0212,price_like,Identity,native,ZScore(trade_close),pass,6949596,6949098,6949098,498,0,6949098,0.999928,0.999928,0.9984862116,6949098,6949098,6937644,6928074,0.999999808286353,-1.0,0.9999959386756339,-0.003681883342262646
a7ffcore48se_0213,price_like,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(trade_close,4))",pass,6949596,6947106,6947106,2490,0,6947106,0.999642,0.999642,0.28867231,6947106,6947106,6935652,6926086,0.5848077461150707,-1.0,-0.014056099439312006,0.0158419026205583
a7ffcore48se_0214,price_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(trade_close,4)),ZScore(Mean(trade_close,16)))",pass,6949596,6941628,6941628,7968,0,6941628,0.998853,0.998853,0.0012768616,6941628,6941628,6930174,6920619,0.9511091958842375,-1.0,0.10493574673413082,0.00414237697865876
a7ffcore48se_0215,price_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(trade_close,4)),-3,3)",pass,6949596,6947106,6947106,2490,0,6947106,0.999642,0.999642,0.2407614045,6947106,6947106,6935652,6926086,0.522313863255653,-1.0,-0.002152771763578988,0.02890003689892308
a7ffcore48se_0216,price_like|price_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(trade_close,4)),Sign(Delta(trade_return_1h,4)))",pass,6949596,6945612,6945612,3984,0,6862365,0.999427,0.987448,45.5281954657,6945612,6945612,6934158,6924595,-0.013594783016482072,-1.0,-0.0036574241148616218,0.00044807925477060456
a7ffcore48se_0217,price_like|price_like,CSRank,native,"Mul(CSRank(trade_close),Sign(Delta(trade_return_1h,4)))",pass,6949596,6945612,6945612,3984,0,6926567,0.999427,0.996686,0.5779385913,6945612,6945612,6934158,6924595,-0.0181665865080523,-1.0,-0.00631872837122813,0.28347274778099585
a7ffcore48se_0218,price_like|price_like,Delta,native,"Mul(Delta(trade_return_1h,4),ZScore(Delta(trade_return_24h,4)))",pass,6949596,6636354,6636354,313242,0,6618203,0.954927,0.952315,0.1004044996,6636354,6636354,6636354,6615958,0.0011180967634774293,-1.0,0.015183218767462104,0.0019985649309396726
a7ffcore48se_0219,price_like|price_like,Identity,native,"Mul(ZScore(trade_close),Sign(Delta(trade_return_1h,4)))",pass,6949596,6945612,6945612,3984,0,6926567,0.999427,0.996686,0.9985965991,6945612,6945612,6934158,6924595,-0.029993093835009286,-1.0,-0.003748060067862511,-0.0015088509522567218
a7ffcore48se_0220,price_like|price_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(trade_close,4)),Sign(Delta(trade_return_1h,4)))",pass,6949596,6945612,6945612,3984,0,6926567,0.999427,0.996686,0.5768332012,6945612,6945612,6934158,6924595,-0.01772002408544407,-0.9999999999999998,0.0022545411745689614,0.2856939545580386
a7ffcore48se_0221,price_like|price_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(trade_close,4)),ZScore(Mean(trade_return_1h,16)))",pass,6949596,6933162,6933162,16434,0,6933162,0.997635,0.997635,1.4108785689,6933162,6933162,6921708,6912170,0.9654842052932252,-1.0,0.49727936202833073,0.001110818873872389
a7ffcore48se_0222,price_like|price_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(trade_close,4)),-3,3),Sign(Delta(trade_return_1h,4)))",pass,6949596,6945612,6945612,3984,0,6926567,0.999427,0.996686,0.2407361269,6945612,6945612,6934158,6924595,-0.009971952752814801,-1.0,0.055393478097965326,0.009901900846132636
a7ffcore48se_0223,price_like|state_or_taxonomy,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(age_percentile_active_universe,4)),Sign(Delta(trade_return_1h,4)))",pass,6949596,6647808,6647808,301788,0,368948,0.956575,0.053089,0.0005401166,6647808,6647808,6647808,6627389,-0.010997639560945972,-1.0,0.00031000329633983043,0.3280770838394896
a7ffcore48se_0224,price_like|state_or_taxonomy,CSRank,native,"Mul(CSRank(age_percentile_active_universe),Sign(Delta(trade_return_1h,4)))",pass,6949596,6647808,6647808,301788,0,6629480,0.956575,0.953937,0.561223351,6647808,6647808,6647808,6627389,-0.017765922622345668,-1.0,-0.006600246991876006,0.3476048669439045
a7ffcore48se_0225,price_like|state_or_taxonomy,Delta,native,"Mul(Delta(kline_taker_buy_quote_share,4),ZScore(Delta(trade_return_1h,4)))",pass,6949596,6940873,6940873,8723,0,6940873,0.998745,0.998745,0.0768768452,6940873,6940873,6929419,6919858,0.06540432329903596,-1.0,0.048424536617488384,0.007514021385666957
a7ffcore48se_0226,price_like|state_or_taxonomy,Identity,native,"Mul(ZScore(age_percentile_active_universe),Sign(Delta(trade_return_1h,4)))",pass,6949596,6612432,6612432,337164,0,6591426,0.951484,0.948462,0.9957699129,6612432,6612432,6612432,6592214,-0.021133195844007337,-0.9999999999999999,-0.007485660002548843,0.003766523949740532
a7ffcore48se_0227,price_like|state_or_taxonomy,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(age_percentile_active_universe,4)),Sign(Delta(trade_return_1h,4)))",pass,6949596,6647808,6647808,301788,0,6629480,0.956575,0.953937,0.5045854851,6647808,6647808,6647808,6627389,-0.01940920493430416,-1.0,-0.006169750129904409,0.37585481099754886
a7ffcore48se_0228,price_like|state_or_taxonomy,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(age_percentile_active_universe,4)),ZScore(Mean(trade_return_1h,16)))",pass,6949596,6608362,6608362,341234,0,6608362,0.950899,0.950899,1.4108834818,6608362,6608362,6608362,6588147,0.9654724489023702,-1.0,0.49637461607710825,-0.003498769911975269
a7ffcore48se_0229,price_like|state_or_taxonomy,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(age_percentile_active_universe,4)),-3,3),Sign(Delta(trade_return_1h,4)))",pass,6949596,369120,369120,6580476,0,368027,0.053114,0.052957,0.9890419052,369120,369120,369120,368033,-0.02678712494051267,-1.0,-0.02329635619270323,0.0045698107929380925
a7ffcore48se_0230,price_like|volatility_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(trade_close,4)),Sign(Delta(trade_high,4)))",pass,6949596,6947106,6947106,2490,0,6809829,0.999642,0.979888,45.5220569919,6947106,6947106,6935652,6926086,0.7334595623887719,-1.0,-0.03077780152519191,0.000625411550150121
a7ffcore48se_0231,price_like|volatility_like,CSRank,native,"Mul(CSRank(trade_close),Sign(Delta(trade_high,4)))",pass,6949596,6947106,6947106,2490,0,6870810,0.999642,0.988663,0.5753654447,6947106,6947106,6935652,6926086,0.5686413841673291,-1.0,-0.012011772527862287,0.26807204920450156
a7ffcore48se_0232,price_like|volatility_like,Delta,native,"Mul(Delta(realized_vol_168h,4),ZScore(Delta(trade_return_1h,4)))",pass,6949596,6624402,6624402,325194,0,6620327,0.953207,0.95262,0.0069365322,6624402,6624402,6624402,6604030,-0.07390128859182452,-1.0,-0.0013140177408476788,0.0009787538496302632
a7ffcore48se_0233,price_like|volatility_like,Identity,native,"Mul(ZScore(trade_close),Sign(Delta(trade_high,4)))",pass,6949596,6947106,6947106,2490,0,6870810,0.999642,0.988663,0.9984476544,6947106,6947106,6935652,6926086,0.5483858392695755,-1.0,0.0053863620959531235,-0.0014409797957435511
a7ffcore48se_0234,price_like|volatility_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(trade_close,4)),Sign(Delta(trade_high,4)))",pass,6949596,6947106,6947106,2490,0,6870810,0.999642,0.988663,0.5690488511,6947106,6947106,6935652,6926086,0.5444899575348876,-1.0,0.05381625779483053,0.295723966213557
a7ffcore48se_0235,price_like|volatility_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(trade_close,4)),ZScore(Mean(trade_high,16)))",pass,6949596,6941628,6941628,7968,0,6941628,0.998853,0.998853,0.0013288828,6941628,6941628,6930174,6920619,0.9536933517178013,-1.0,0.13267441165415259,0.0035596138008581395
a7ffcore48se_0236,price_like|volatility_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(trade_close,4)),-3,3),Sign(Delta(trade_high,4)))",pass,6949596,6947106,6947106,2490,0,6870810,0.999642,0.988663,0.2404769016,6947106,6947106,6935652,6926086,0.5025495815672996,-1.0,0.42247594995311827,0.007322904574390867
a7ffcore48se_0237,state_or_taxonomy,AbsDelta,repaired_native_proxy,"Abs(Delta(age_percentile_active_universe,4))",pass,6949596,6648306,6648306,301290,0,369850,0.956646,0.053219,0.0005313731,6648306,6648306,6648306,6627886,0.7756297346112357,-0.9999999999999998,0.08632883327555892,0.7970043381192596
a7ffcore48se_0238,state_or_taxonomy,CSRank,native,CSRank(age_percentile_active_universe),pass,6949596,6650298,6650298,299298,0,6650298,0.956933,0.956933,0.2539119047,6650298,6650298,6650298,6629874,0.9999995053405445,-1.0,0.9999871720927823,-0.009241637944138905
a7ffcore48se_0239,state_or_taxonomy,Delta,native,"Delta(kline_taker_buy_quote_share,4)",pass,6949596,6942358,6942358,7238,0,6942358,0.998959,0.998959,0.0966879923,6942358,6942358,6930904,6921340,0.028603883592300462,-1.0,0.0011928154875770697,0.09312058817612545
a7ffcore48se_0240,state_or_taxonomy,Identity,native,ZScore(age_percentile_active_universe),pass,6949596,6614042,6614042,335554,0,6611350,0.951716,0.951329,0.9984704908,6614042,6614042,6614042,6593824,0.9999955798958646,-1.0,0.9998924101980372,-0.015998773515059295
a7ffcore48se_0241,state_or_taxonomy,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(age_percentile_active_universe,4))",pass,6949596,6648306,6648306,301290,0,6648306,0.956646,0.956646,0.0615539656,6648306,6648306,6648306,6627886,0.7714969102665579,-1.0,0.15642322780408702,-0.0015886908644137856
a7ffcore48se_0242,state_or_taxonomy,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(age_percentile_active_universe,4)),ZScore(Mean(age_percentile_active_universe,16)))",pass,6949596,6606572,6606572,343024,0,1025397,0.950641,0.147548,0.0104421021,6606572,6606572,6606572,6586369,0.9193584539957543,-1.0,0.04501565372460557,0.13748257531765695
a7ffcore48se_0243,state_or_taxonomy,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(age_percentile_active_universe,4)),-3,3)",pass,6949596,369169,369169,6580427,0,368917,0.053121,0.053085,0.9911873833,369169,369169,369169,368082,0.999677936823951,-1.0,0.9520448123810654,-0.0060306042809040936
a7ffcore48se_0244,state_or_taxonomy|state_or_taxonomy,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(age_percentile_active_universe,4)),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6643558,6643558,306038,0,369553,0.955963,0.053176,0.0005405708,6643558,6643558,6643558,6623140,0.0066128575598653015,-1.0,-0.0018097409652945398,0.07052205639466373
a7ffcore48se_0245,state_or_taxonomy|state_or_taxonomy,CSRank,native,"Mul(CSRank(age_percentile_active_universe),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6643558,6643558,306038,0,6643558,0.955963,0.955963,0.562388757,6643558,6643558,6643558,6623140,0.016670686946467235,-1.0,0.0012766231018678728,0.07057932325542111
a7ffcore48se_0246,state_or_taxonomy|state_or_taxonomy,Delta,native,"Mul(Delta(kline_taker_buy_quote_share,4),ZScore(Delta(listing_age_days,4)))",pass,6949596,6601284,6601284,348312,0,6572596,0.94988,0.945752,0.0943430022,6601284,6601284,6601284,6581106,-0.013909774221346783,-0.9999999999999999,0.0008912831996621872,-0.0012124374972643836
a7ffcore48se_0247,state_or_taxonomy|state_or_taxonomy,Identity,native,"Mul(ZScore(age_percentile_active_universe),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6608006,6608006,341590,0,6605314,0.950848,0.95046,0.9973059825,6608006,6608006,6608006,6587790,0.017541394616148703,-1.0,-7.535592706462502e-05,0.0015592193341366566
a7ffcore48se_0248,state_or_taxonomy|state_or_taxonomy,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(age_percentile_active_universe,4)),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6643558,6643558,306038,0,6643558,0.955963,0.955963,0.5052736843,6643558,6643558,6643558,6623140,0.017621342480296145,-0.9999999999999998,0.0005042889415406705,0.0773375235182342
a7ffcore48se_0249,state_or_taxonomy|state_or_taxonomy,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(age_percentile_active_universe,4)),ZScore(Mean(kline_taker_buy_quote_share,16)))",pass,6949596,6600613,6600613,348983,0,6600613,0.949784,0.949784,1.3856500654,6600613,6600613,6600613,6580414,0.9763453323178981,-1.0,0.5559347319056606,-0.004507330446647456
a7ffcore48se_0250,state_or_taxonomy|state_or_taxonomy,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(age_percentile_active_universe,4)),-3,3),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,368849,368849,6580747,0,368609,0.053075,0.05304,0.9903524404,368849,368849,368849,367762,0.01650088011655152,-0.9999999999999999,-0.013244812024306515,0.00030969812386772816
a7ffcore48se_0251,state_or_taxonomy|volatility_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(age_x_volatility,4)),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6620088,6620088,329508,0,6620088,0.952586,0.952586,0.0041323851,6620088,6620088,6620088,6599718,0.11056253173709239,-1.0,0.0002148614204153641,0.020022526003291328
a7ffcore48se_0252,state_or_taxonomy|volatility_like,CSRank,native,"Mul(CSRank(age_x_volatility),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6622044,6622044,327552,0,6622044,0.952867,0.952867,0.5788460803,6622044,6622044,6622044,6601670,0.016542727123421152,-1.0,-0.0008445549832056811,0.06572212973219876
a7ffcore48se_0253,state_or_taxonomy|volatility_like,Delta,native,"Mul(Delta(realized_vol_168h,4),ZScore(Delta(rolling_coverage_168h,4)))",pass,6949596,714925,714925,6234671,0,714284,0.102873,0.102781,0.0347719855,714925,714925,714925,712754,0.8368681998913887,-1.0,0.0005380904711829636,-2.8329853862040993e-06
a7ffcore48se_0254,state_or_taxonomy|volatility_like,Identity,native,"Mul(ZScore(age_x_volatility),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6622044,6622044,327552,0,6622044,0.952867,0.952867,0.9967904304,6622044,6622044,6622044,6601670,0.018017212385978476,-1.0,-0.0028340073946031743,0.005634625571404767
a7ffcore48se_0255,state_or_taxonomy|volatility_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(age_x_volatility,4)),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6620088,6620088,329508,0,6620088,0.952586,0.952586,0.5786873943,6620088,6620088,6620088,6599718,0.013779959450890644,-1.0,-0.0003575975408172083,0.062697201978046
a7ffcore48se_0256,state_or_taxonomy|volatility_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(age_x_volatility,4)),ZScore(Mean(kline_taker_buy_quote_share,16)))",pass,6949596,6617160,6617160,332436,0,6617160,0.952165,0.952165,1.4135510069,6617160,6617160,6617160,6596803,0.9770572739662075,-1.0,0.5499525784836751,0.005816705193498127
a7ffcore48se_0257,state_or_taxonomy|volatility_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(age_x_volatility,4)),-3,3),Sign(Delta(kline_taker_buy_quote_share,4)))",pass,6949596,6620088,6620088,329508,0,6620088,0.952586,0.952586,0.6313598572,6620088,6620088,6620088,6599718,0.01466135030598927,-0.9999999999999998,0.0007195040671093678,0.0036303199789954354
a7ffcore48se_0258,volatility_like,AbsDelta,repaired_native_proxy,"Abs(Delta(trade_high,4))",pass,6949596,6947106,6947106,2490,0,6870810,0.999642,0.988663,44.7944599971,6947106,6947106,6935652,6926086,0.8432895031962828,-1.0,0.5097723264462102,-0.0012985462003323699
a7ffcore48se_0259,volatility_like,CSRank,native,CSRank(trade_high),pass,6949596,6949098,6949098,498,0,6949098,0.999928,0.999928,0.288674159,6949098,6949098,6937644,6928074,0.9999619281561831,-1.0,0.9995037800164267,0.05704479344549207
a7ffcore48se_0260,volatility_like,Delta,native,"Delta(realized_vol_168h,4)",pass,6949596,6624402,6624402,325194,0,6620342,0.953207,0.952623,0.0009718609,6624402,6624402,6624402,6604030,0.7891443412085012,-0.9999999999999999,0.031003105796880166,0.08839766220330963
a7ffcore48se_0261,volatility_like,Identity,native,ZScore(trade_high),pass,6949596,6949098,6949098,498,0,6949098,0.999928,0.999928,0.9984862116,6949098,6949098,6937644,6928074,0.9999998116485534,-0.9999999999999999,0.9999957797432698,-0.0036823698981942685
a7ffcore48se_0262,volatility_like,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(trade_high,4))",pass,6949596,6947106,6947106,2490,0,6947106,0.999642,0.999642,0.2886722926,6947106,6947106,6935652,6926086,0.6318543418242341,-0.9999999999999998,-0.008865848674269816,0.014597520165243603
a7ffcore48se_0263,volatility_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(trade_high,4)),ZScore(Mean(trade_high,16)))",pass,6949596,6941628,6941628,7968,0,6941628,0.998853,0.998853,0.0013050553,6941628,6941628,6930174,6920619,0.9518008451701309,-1.0,0.10174364139657244,0.0038544276770886973
a7ffcore48se_0264,volatility_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(trade_high,4)),-3,3)",pass,6949596,6947106,6947106,2490,0,6947106,0.999642,0.999642,0.2410940752,6947106,6947106,6935652,6926086,0.5725856554249834,-0.9999999999999999,-0.0004258740804256766,0.028791845211036376
a7ffcore48se_0265,volatility_like|volatility_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(age_x_volatility,4)),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6624402,6624402,325194,0,6620527,0.953207,0.952649,0.0043411122,6624402,6624402,6624402,6604030,0.8012362968099592,-0.9999999999999998,0.03990329347899595,0.1305936024557462
a7ffcore48se_0266,volatility_like|volatility_like,CSRank,native,"Mul(CSRank(age_x_volatility),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6624402,6624402,325194,0,6620527,0.953207,0.952649,0.5786986186,6624402,6624402,6624402,6604030,0.654453482052538,-1.0,0.11862509741536129,0.19139416142927626
a7ffcore48se_0267,volatility_like|volatility_like,Delta,native,"Mul(Delta(realized_vol_168h,4),ZScore(Delta(realized_vol_24h,4)))",pass,6949596,6624402,6624402,325194,0,6620298,0.953207,0.952616,0.0118776378,6624402,6624402,6624402,6604030,0.7580635274121669,-0.9999999999999999,-0.002726512799494206,0.0006080388174929737
a7ffcore48se_0268,volatility_like|volatility_like,Identity,native,"Mul(ZScore(age_x_volatility),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6624402,6624402,325194,0,6620527,0.953207,0.952649,0.9957664067,6624402,6624402,6624402,6604030,0.6919212382809142,-0.9999999999999999,0.1799173404477337,0.012131217062351719
a7ffcore48se_0269,volatility_like|volatility_like,SignedRankDelta,repaired_native_proxy,"Mul(CSRank(Delta(age_x_volatility,4)),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6624402,6624402,325194,0,6620527,0.953207,0.952649,0.5543691026,6624402,6624402,6624402,6604030,0.6332125412002586,-1.0,0.10449985408544604,0.2499383824666373
a7ffcore48se_0270,volatility_like|volatility_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(age_x_volatility,4)),ZScore(Mean(realized_vol_168h,16)))",pass,6949596,6618924,6618924,330672,0,6618924,0.952419,0.952419,0.5385010356,6618924,6618924,6618924,6598563,0.9988117601972417,-1.0,0.9464134071583385,0.012704117630993512
a7ffcore48se_0271,volatility_like|volatility_like,WinsorZ,repaired_native_proxy,"Mul(Clip(ZScore(Delta(age_x_volatility,4)),-3,3),Sign(Delta(realized_vol_168h,4)))",pass,6949596,6624402,6624402,325194,0,6620527,0.953207,0.952649,0.5800699058,6624402,6624402,6624402,6604030,0.7456373651851327,-1.0,0.10313092075279567,0.042108268656950616
a7ffcore48se_0272,basis_premium_like,AbsDelta,repaired_native_proxy,"Abs(Delta(index_close,8))",pass,6949596,6935152,6935152,14444,0,6934254,0.997922,0.997792,64.1402309983,6935152,6935152,6923698,6914136,0.9015881133163536,-1.0,0.5510322714034361,-0.0014207840998525583
a7ffcore48se_0273,basis_premium_like,CSRank,native,CSRank(index_close),pass,6949596,6939162,6939162,10434,0,6939162,0.998499,0.998499,0.2886741869,6939162,6939162,6927708,6918138,0.9999640067251063,-1.0,0.9995416955979491,0.05678963287207773
a7ffcore48se_0274,basis_premium_like,Delta,native,"Delta(mark_trade_basis_bps,8)",pass,6949596,6942878,6942878,6718,0,6182649,0.999033,0.889641,63.226061857,6942878,6942878,6931424,6921862,0.8515523555415816,-1.0,-0.04176818360276647,0.0010833918339149477
a7ffcore48se_0275,basis_premium_like,Identity,native,ZScore(mark_close),pass,6949596,6946888,6946888,2708,0,6946888,0.99961,0.99961,0.9984857297,6946888,6946888,6935434,6925864,0.9999998082393042,-1.0,0.9999959260452791,-0.0036850499569591132
a7ffcore48se_0276,basis_premium_like,SignedRankDelta,repaired_native_proxy,"CSRank(Delta(index_close,8))",pass,6949596,6935152,6935152,14444,0,6935152,0.997922,0.997922,0.2886741855,6935152,6935152,6923698,6914136,0.73442357690477,-0.9999999999999998,-0.027484697312804514,0.016209753411511745
a7ffcore48se_0277,basis_premium_like,SpreadShortLong,repaired_native_proxy,"Sub(ZScore(Mean(index_close,8)),ZScore(Mean(index_close,32)))",pass,6949596,6927625,6927625,21971,0,6927625,0.996839,0.996839,0.0016449412,6927625,6927625,6916171,6906624,0.9761731261708158,-1.0,0.13053705376065633,0.0024775087922081058
a7ffcore48se_0278,basis_premium_like,WinsorZ,repaired_native_proxy,"Clip(ZScore(Delta(index_close,8)),-3,3)",pass,6949596,6935152,6935152,14444,0,6935152,0.997922,0.997922,0.2397311486,6935152,6935152,6923698,6914136,0.6777447201897621,-1.0,-0.017887243150939328,0.02912039772799291
a7ffcore48se_0279,basis_premium_like|basis_premium_like,AbsDelta,repaired_native_proxy,"Mul(Abs(Delta(index_close,8)),Sign(Delta(mark_index_basis_bps,8)))",pass,6949596,6932920,6932920,16676,0,6919987,0.9976,0.995739,64.2201553198,6932920,6932920,6921466,6911904,0.24528725996789078,-1.0,0.015790426765602283,9.490753446300535e-05
a7ffcore48se_0280,basis_premium_like|basis_premium_like,CSRank,native,"Mul(CSRank(mark_trade_basis_bps),Sign(Delta(premium_close_bps,8)))",pass,6949596,6937926,6937926,11670,0,5485834,0.998321,0.789375,0.515093238,6937926,6937926,6926472,6916910,0.07252408650548929,-1.0,0.004944381541596631,0.07812179661433599
a7ffcore48se_0281,basis_premium_like|basis_premium_like,Delta,native,"Mul(Delta(mark_trade_basis_bps,8),ZScore(Delta(premium_close_bps,8)))",pass,6949596,6937902,6937902,11694,0,6178673,0.998317,0.889069,843.5321908841,6937902,6937902,6926448,6916886,0.7808883932859716,-1.0,4.303281981451081e-05,-1.676817482680986e-06
a7ffcore48se_0282,basis_premium_like|basis_premium_like,Identity,native,"Mul(ZScore(index_close),Sign(Delta(mark_index_basis_bps,8)))",pass,6949596,6932920,6932920,16676,0,6920711,0.9976,0.995844,0.9988269353,6932920,6932920,6921466,6911904,0.187959238780766,-1.0,0.0072823619127879045,-0.00011252637089279486
