semantic_pair,operator,seed_count,pass_count,median_active_ratio,median_stale_corr,median_time_shuffle_corr
funding_like|state_or_taxonomy,AbsDelta,6,6,0.107446,0.06884288684469166,0.001699732061079299
funding_like|state_or_taxonomy,SignedRankDelta,6,6,0.19320199999999998,0.045618731120405744,0.00012370957799588434
funding_like|state_or_taxonomy,SpreadShortLong,6,6,0.008947,0.9910017946383647,0.8012234756996798
funding_like|state_or_taxonomy,WinsorZ,6,6,0.193036,0.03655034435449446,0.007907274261496275
funding_like|volatility_like,AbsDelta,6,6,0.1068355,0.7109852988549779,0.18468314734708066
funding_like|volatility_like,SignedRankDelta,6,6,0.1924775,0.7916551818605846,0.14877552882143327
funding_like|volatility_like,SpreadShortLong,6,6,0.008906500000000001,0.9983606216027272,0.9369944735855575
funding_like|volatility_like,WinsorZ,6,6,0.192315,0.5591941798084159,0.002523807889995773
generic_numeric|state_or_taxonomy,AbsDelta,6,6,0.1825145,0.9275793286841537,0.1288735335649597
generic_numeric|state_or_taxonomy,SignedRankDelta,6,6,0.9557865,0.9253621078431945,0.3291535864692357
generic_numeric|state_or_taxonomy,SpreadShortLong,6,6,0.316388,0.9992344035108041,0.8863644170937719
generic_numeric|state_or_taxonomy,WinsorZ,6,6,0.182783,0.9994456405962424,0.9520448123810654
generic_numeric|volatility_like,AbsDelta,6,6,0.9855160000000001,0.9162932317767889,-0.021907319711041845
generic_numeric|volatility_like,SignedRankDelta,6,6,0.990585,0.7308719935872554,0.06988881400062429
generic_numeric|volatility_like,SpreadShortLong,6,6,0.998352,0.9886711797140131,0.4104106863039718
generic_numeric|volatility_like,WinsorZ,6,6,0.990585,0.724047269946944,0.5645617965888111
liquidity_like|positioning_like,AbsDelta,6,6,0.997571,0.45112653576004424,0.05945953218704434
liquidity_like|positioning_like,SignedRankDelta,6,6,0.9976305000000001,0.34652235186381647,0.09521514014634336
liquidity_like|positioning_like,SpreadShortLong,6,6,0.997737,0.9998672557260411,0.9783844628833104
liquidity_like|positioning_like,WinsorZ,6,6,0.9976305000000001,0.38454615495160605,0.037980436575515523
liquidity_like|price_like,AbsDelta,6,6,0.990445,0.5308228252685983,0.15272491062564375
liquidity_like|price_like,SignedRankDelta,6,6,0.9979024999999999,0.4235782662990591,0.09819981782749418
liquidity_like|price_like,SpreadShortLong,6,6,0.998352,0.9997385322358618,0.9706064716284274
liquidity_like|price_like,WinsorZ,6,6,0.9979024999999999,0.3548183699031001,0.01917496938408487
liquidity_like|state_or_taxonomy,AbsDelta,6,6,0.182376,0.3793266301199525,0.016847187816112406
liquidity_like|state_or_taxonomy,SignedRankDelta,6,6,0.955191,0.3674950338018459,0.12226898629995947
liquidity_like|state_or_taxonomy,SpreadShortLong,6,6,0.950945,0.9999660580306016,0.9965372120726032
liquidity_like|state_or_taxonomy,WinsorZ,6,6,0.18264750000000002,0.380282094333812,0.10533452223154999
liquidity_like|volatility_like,AbsDelta,6,6,0.990278,0.46039477431594533,0.12802790403890496
liquidity_like|volatility_like,SignedRankDelta,6,6,0.9981880000000001,0.374245102035882,0.0932358656707527
liquidity_like|volatility_like,SpreadShortLong,6,6,0.998352,0.9998811551071762,0.9868623552816214
liquidity_like|volatility_like,WinsorZ,6,6,0.9981880000000001,0.32560764572403605,0.022037120296976805
positioning_like,AbsDelta,6,6,0.9976465,0.866568201303081,0.3325481766576097
positioning_like,SignedRankDelta,6,6,0.9977024999999999,0.8410252006605876,-0.020684831898709552
positioning_like,SpreadShortLong,6,6,0.9968079999999999,0.9940673371616855,0.2357043566608447
positioning_like,WinsorZ,6,6,0.9977024999999999,0.8722187563061463,-0.02328837043529624
positioning_like|positioning_like,AbsDelta,6,6,0.9976465,0.8821713777526017,-0.009485070638428586
positioning_like|positioning_like,SignedRankDelta,6,6,0.9977024999999999,0.7377424026901953,0.007991358685468618
positioning_like|positioning_like,SpreadShortLong,6,6,0.997614,0.9991276094622068,0.7315397595718008
positioning_like|positioning_like,WinsorZ,6,6,0.9977024999999999,0.7740318447135945,0.21109492270487445
positioning_like|price_like,AbsDelta,6,6,0.995506,-0.0046611778328203715,-0.002423078902629645
positioning_like|price_like,SignedRankDelta,6,6,0.9955609999999999,-0.02492694749649916,-0.0050495264917402504
positioning_like|price_like,SpreadShortLong,6,6,0.9969805,0.9894828243303809,0.7245992004701395
positioning_like|price_like,WinsorZ,6,6,0.9955609999999999,-0.0148368201048532,0.007325536851902718
positioning_like|state_or_taxonomy,AbsDelta,6,6,0.995216,0.023837140342465944,0.003693413330274606
positioning_like|state_or_taxonomy,SignedRankDelta,6,6,0.9952369999999999,0.02332557385577269,0.001171864151414109
positioning_like|state_or_taxonomy,SpreadShortLong,6,6,0.9972925,0.9987385285776321,0.9489869850263508
positioning_like|state_or_taxonomy,WinsorZ,6,6,0.9952369999999999,0.02356536491884656,0.004418461066372672
positioning_like|volatility_like,AbsDelta,6,6,0.9512054999999999,0.8034030708063511,0.13395455545254845
positioning_like|volatility_like,SignedRankDelta,6,6,0.9512575000000001,0.8165329020267929,0.1367217774119573
positioning_like|volatility_like,SpreadShortLong,6,6,0.9547920000000001,0.9998778328023651,0.9755444083183356
positioning_like|volatility_like,WinsorZ,6,6,0.9512575000000001,0.7584667999447625,0.002513166407402993
price_like,AbsDelta,6,6,0.9921835,0.9318263018070303,0.5681841472245985
price_like,SignedRankDelta,6,6,0.9987820000000001,0.8021004107158023,-0.006710991493025501
price_like,SpreadShortLong,6,6,0.9979450000000001,0.9877210473729181,0.4002417409081598
price_like,WinsorZ,6,6,0.9987820000000001,0.7518337707040436,-0.0025096392610319453
price_like|price_like,AbsDelta,6,6,0.9889205,-0.03130030487357537,-0.0051928604433608945
price_like|price_like,SignedRankDelta,6,6,0.9939804999999999,-0.020295711895497143,-0.00633025866198122
price_like|price_like,SpreadShortLong,6,6,0.998209,0.9960899670836698,0.744729657162521
price_like|price_like,WinsorZ,6,6,0.9939804999999999,-0.02323033212160436,0.027351398246007887
price_like|state_or_taxonomy,AbsDelta,6,6,0.388478,-0.010419780148998626,-0.005285135904405413
price_like|state_or_taxonomy,SignedRankDelta,6,6,0.9533484999999999,-0.023553000344309193,-0.007255349097731012
price_like|state_or_taxonomy,SpreadShortLong,6,6,0.95218,0.9886039623721768,0.7446863925230449
price_like|state_or_taxonomy,WinsorZ,6,6,0.38908449999999994,-0.02198442218802145,-0.00927846257383032
price_like|volatility_like,AbsDelta,6,6,0.985528,0.9083802916368564,-0.02830331600542036
price_like|volatility_like,SignedRankDelta,6,6,0.9902975,0.7515002515478852,0.07506421102904336
price_like|volatility_like,SpreadShortLong,6,6,0.998352,0.9881202175661361,0.4131216024212683
price_like|volatility_like,WinsorZ,6,6,0.9902975,0.7296047335515482,0.5785330243826645
state_or_taxonomy,AbsDelta,6,6,0.3893035,0.9275793286841537,0.13971368699636277
state_or_taxonomy,SignedRankDelta,6,6,0.9557865,0.9253621078431945,0.3291535864692357
state_or_taxonomy,SpreadShortLong,6,6,0.637629,0.9689238331344091,0.4419067305948916
state_or_taxonomy,WinsorZ,6,6,0.389914,0.9990252953903643,0.9517229652112498
state_or_taxonomy|state_or_taxonomy,AbsDelta,6,6,0.182333,0.02366560866936337,-8.822055876762426e-05
state_or_taxonomy|state_or_taxonomy,SignedRankDelta,6,6,0.9551035,0.02519160332852503,0.0007896074160772897
state_or_taxonomy|state_or_taxonomy,SpreadShortLong,6,6,0.949821,0.9985386785238939,0.9544048653003352
state_or_taxonomy|state_or_taxonomy,WinsorZ,6,6,0.1825965,0.02643457116597837,-0.0006939518699337474
state_or_taxonomy|volatility_like,AbsDelta,6,6,0.9517260000000001,0.07854652536060266,0.002694284434163999
state_or_taxonomy|volatility_like,SignedRankDelta,6,6,0.9517260000000001,0.02435095423261028,0.0008225455857462666
state_or_taxonomy|volatility_like,SpreadShortLong,6,6,0.952292,0.9986054461185336,0.9435440128080856
state_or_taxonomy|volatility_like,WinsorZ,6,6,0.9517260000000001,0.025876755071349622,0.00209522525456604
volatility_like,AbsDelta,6,6,0.9902975,0.9424547580741226,0.5626100817027598
volatility_like,CSRank,6,6,0.955643,0.9990203162092538,0.9627869644863689
volatility_like,Identity,6,6,0.955643,0.998761603220307,0.9519408912100297
volatility_like,SignedRankDelta,6,6,0.9987820000000001,0.8265408450557754,-0.006968498376373493
volatility_like,SpreadShortLong,6,6,0.9982675,0.9878651323153785,0.39337962505765495
volatility_like,WinsorZ,6,6,0.9987820000000001,0.7782948240952863,0.004653816790430578
volatility_like|volatility_like,AbsDelta,6,6,0.951815,0.9429726875378684,0.11568207896251627
volatility_like|volatility_like,SignedRankDelta,6,6,0.951815,0.8445218724364123,0.18222237950014253
volatility_like|volatility_like,SpreadShortLong,6,6,0.9528485,0.9995204953033958,0.9366749035283771
volatility_like|volatility_like,WinsorZ,6,6,0.951815,0.91413741599288,0.1719815384029827
basis_premium_like|generic_numeric,CSRank,8,5,0.0003375,0.6791212634659,-0.00524301844181247
basis_premium_like|generic_numeric,Delta,8,5,0.0030015,0.9995009436188799,0.4798445342546164
basis_premium_like|funding_like,AbsDelta,7,5,7e-06,0.8060258108912841,-1.1145611597925757e-07
basis_premium_like|funding_like,SignedRankDelta,7,5,7e-06,0.9471836753451153,-4.1648907014630735e-09
basis_premium_like|funding_like,WinsorZ,7,5,7e-06,0.7724026849740405,-4.48081385285384e-07
funding_like|generic_numeric,Delta,7,5,0.003,0.9899914612839978,0.8484179472726965
generic_numeric|positioning_like,CSRank,7,5,0.950968,0.9960171359829288,0.9482646218398957
generic_numeric|state_or_taxonomy,Delta,7,5,0.004434,0.05484195001078528,0.13291360588860562
generic_numeric|volatility_like,Delta,7,5,0.004434,0.9999939584264378,0.17075981639754556
generic_numeric|positioning_like,AbsDelta,6,5,0.9522895,0.9109818735735173,0.3585502909092295
generic_numeric|positioning_like,SignedRankDelta,6,5,0.95231,0.9021167832782007,-0.020002539303078333
generic_numeric|positioning_like,SpreadShortLong,6,5,0.9516855,0.999942892507,0.98313791562415
generic_numeric|positioning_like,WinsorZ,6,5,0.95231,0.9251877738824675,-0.022373821265056743
generic_numeric|positioning_like,Delta,5,5,0.997016,1.2790755939589032e-05,1.189819368390558e-06
generic_numeric|positioning_like,Identity,5,5,0.991784,0.03396455640119256,0.0005462635396360876
generic_numeric|price_like,AbsDelta,5,5,0.985834,0.9462191797607031,-0.020287941131361096
generic_numeric|price_like,CSRank,5,5,0.992068,0.8092646572086876,-0.016092418968211578
generic_numeric|price_like,Identity,5,5,0.992068,0.8052743850506195,0.0036982159621407667
generic_numeric|price_like,SignedRankDelta,5,5,0.992068,0.795048685718992,0.07274591770534088
generic_numeric|price_like,SpreadShortLong,5,5,0.998352,0.9991127422778049,0.6792099693873793
generic_numeric|price_like,WinsorZ,5,5,0.992068,0.7528903055252737,0.5547570249339553
positioning_like,Delta,5,5,0.997088,6.139945607754377e-06,-1.722761021641849e-06
price_like,Delta,5,5,0.995618,-0.002653185733408984,-0.014651049695377531
price_like|price_like,Delta,5,5,0.951225,0.014795220675899732,0.012280514220550046
state_or_taxonomy,Delta,5,5,0.997525,0.03837400659529197,0.0010262196377891373
basis_premium_like|state_or_taxonomy,CSRank,8,3,0.0,0.7158507176324893,0.19651830187914723
basis_premium_like|state_or_taxonomy,Delta,8,3,0.0,0.9303506623486432,0.04771607298652111
price_like,CSRank,3,3,0.999785,0.9275139558000567,0.0013996052711822305
price_like,Identity,3,3,0.999751,0.9525005799933157,-0.004050164181408615
positioning_like,Identity,1,1,0.999101,0.042221943662251585,0.028769207206466786
basis_premium_like|generic_numeric,Identity,8,0,0.0,,
basis_premium_like|generic_numeric,AbsDelta,7,0,0.0,,
basis_premium_like|generic_numeric,SignedRankDelta,7,0,0.0,,
basis_premium_like|generic_numeric,SpreadShortLong,7,0,0.0,,
basis_premium_like|generic_numeric,WinsorZ,7,0,0.0,,
