semantic_pair,operator,seed_count,pass_count,median_active_ratio,median_stale_corr,median_time_shuffle_corr
basis_premium_like,CSRank,8,8,0.9994160000000001,0.7493410286904486,0.6973554761191946
basis_premium_like,Delta,8,8,0.8897349999999999,0.7814608520005597,-0.014938155730139086
basis_premium_like,Identity,8,8,0.9994160000000001,0.7995888676643076,0.6955544456779804
basis_premium_like|basis_premium_like,CSRank,8,8,0.7916075,0.08955228496666343,0.005941254515896305
basis_premium_like|basis_premium_like,Delta,8,8,0.8887075,0.7808883932859716,0.00015189080754865984
basis_premium_like|basis_premium_like,Identity,8,8,0.9879925,0.17976193025502193,0.014782903467113535
basis_premium_like|funding_like,CSRank,8,8,9e-06,0.6972607761080489,-3.465131527311088e-08
basis_premium_like|funding_like,Delta,8,8,0.0022125,0.041463923652029396,0.10165386306080985
basis_premium_like|funding_like,Identity,8,8,9e-06,0.915607775314065,-2.3089420074489003e-09
basis_premium_like|liquidity_like,CSRank,8,8,0.997726,0.3104205033966775,0.09678633117638322
basis_premium_like|liquidity_like,Delta,8,8,0.889278,0.7208943349165351,0.0003070641160627281
basis_premium_like|liquidity_like,Identity,8,8,0.9967345000000001,0.4211525125881064,0.17336083643207945
basis_premium_like|positioning_like,CSRank,8,8,0.9973110000000001,0.6354527504171037,0.015923770703269623
basis_premium_like|positioning_like,Delta,8,8,0.888341,0.08282795534130971,0.008934329005736003
basis_premium_like|positioning_like,Identity,8,8,0.9963234999999999,0.8021205629614016,0.037506492056819
basis_premium_like|price_like,CSRank,8,8,0.9928845,-0.01432993717702628,-0.010089076257555517
basis_premium_like|price_like,Delta,8,8,0.8891895000000001,0.05771409143310441,2.68285892117e-05
basis_premium_like|price_like,Identity,8,8,0.9952975,-0.03267857669799021,0.002841753109729803
basis_premium_like|state_or_taxonomy,Identity,8,8,0.989628,0.006156541228713816,0.00543264254639232
basis_premium_like|volatility_like,CSRank,8,8,0.9521955,0.6528768622843981,0.09520071271296653
basis_premium_like|volatility_like,Delta,8,8,0.8493839999999999,0.9144169654460297,-0.0007552697698708485
basis_premium_like|volatility_like,Identity,8,8,0.9513075,0.8335811154422939,0.12765159060133033
funding_like,Delta,8,8,0.4105065,0.9804411571860425,0.3655462312109839
funding_like|funding_like,CSRank,8,8,0.1184835,0.7628088410965191,0.22629014252323248
funding_like|funding_like,Delta,8,8,0.342874,0.9849322581632796,0.26923540290792203
funding_like|funding_like,Identity,8,8,0.1183395,0.4468781568464488,0.2637185297981556
funding_like|generic_numeric,CSRank,8,8,8.35e-05,0.46649664870586877,0.5386804651582002
basis_premium_like,AbsDelta,7,7,0.997509,0.9016123092303516,0.5510322714034361
basis_premium_like,SignedRankDelta,7,7,0.997922,0.73442357690477,-0.013948991810848277
basis_premium_like,SpreadShortLong,7,7,0.996839,0.9761731261708158,0.13053705376065633
basis_premium_like,WinsorZ,7,7,0.997922,0.6777447201897621,-0.0015705975060812448
basis_premium_like|basis_premium_like,AbsDelta,7,7,0.991388,0.24528725996789078,0.015790426765602283
basis_premium_like|basis_premium_like,SignedRankDelta,7,7,0.991418,0.1036243740716691,0.003855757263618548
basis_premium_like|basis_premium_like,SpreadShortLong,7,7,0.99672,0.9989843452571436,0.9026966007807078
basis_premium_like|basis_premium_like,WinsorZ,7,7,0.991418,0.12643155673371423,0.009319151479553625
basis_premium_like|funding_like,SpreadShortLong,7,7,0.055209,0.9999998911919336,0.9999907630054518
basis_premium_like|liquidity_like,AbsDelta,7,7,0.996989,0.46995641845305786,0.1425463150377372
basis_premium_like|liquidity_like,SignedRankDelta,7,7,0.997105,0.38136872585256304,0.0981004607025766
basis_premium_like|liquidity_like,SpreadShortLong,7,7,0.996933,0.9997741478981311,0.9761836266890447
basis_premium_like|liquidity_like,WinsorZ,7,7,0.997105,0.3220425919354341,0.009605558528674745
basis_premium_like|positioning_like,AbsDelta,7,7,0.996761,0.7231332235838213,0.03916102830094237
basis_premium_like|positioning_like,SignedRankDelta,7,7,0.996876,0.7193635086543714,0.01676987162441625
basis_premium_like|positioning_like,SpreadShortLong,7,7,0.996224,0.9999992512157527,0.9997030644234168
basis_premium_like|positioning_like,WinsorZ,7,7,0.996876,0.5276951393363281,0.019625590348501264
basis_premium_like|price_like,AbsDelta,7,7,0.994732,-0.02841221828645938,-0.0036127945237333686
basis_premium_like|price_like,SignedRankDelta,7,7,0.995267,-0.0192036647949106,-0.0023426332013924966
basis_premium_like|price_like,SpreadShortLong,7,7,0.996864,0.9828645920327695,0.619591941416117
basis_premium_like|price_like,WinsorZ,7,7,0.995267,-0.024039121219400605,0.02641104737783504
basis_premium_like|state_or_taxonomy,AbsDelta,7,7,0.992679,0.002323931522850484,-0.0006061179243537884
basis_premium_like|state_or_taxonomy,SignedRankDelta,7,7,0.992711,0.02415441296686136,0.001077051438954485
basis_premium_like|state_or_taxonomy,SpreadShortLong,7,7,0.996358,0.9995208867639263,0.9847383598429386
basis_premium_like|state_or_taxonomy,WinsorZ,7,7,0.992711,7.462653889286425e-05,0.002840217667608769
basis_premium_like|volatility_like,AbsDelta,7,7,0.951044,0.7886627620062143,0.1846584743213473
basis_premium_like|volatility_like,SignedRankDelta,7,7,0.951151,0.7433029822924478,0.10795607831822332
basis_premium_like|volatility_like,SpreadShortLong,7,7,0.953644,0.99995373875691,0.9867424294444362
basis_premium_like|volatility_like,WinsorZ,7,7,0.951151,0.5609667731202387,0.0008252683545477693
funding_like,AbsDelta,7,7,0.112973,0.8436675646282273,0.3206738831304535
funding_like,SignedRankDelta,7,7,0.195961,0.668829086880902,0.16348347441820374
funding_like,SpreadShortLong,7,7,0.01026,0.9942993671417545,0.35041587123209683
funding_like,WinsorZ,7,7,0.195846,0.7083466221194116,0.21163057515028313
funding_like|funding_like,AbsDelta,7,7,0.072829,0.6618246245389205,0.15296987756169092
funding_like|funding_like,SignedRankDelta,7,7,0.113015,0.7938665398452646,0.17882245218526474
funding_like|funding_like,SpreadShortLong,7,7,0.00886,0.9983256309470929,0.9453359298604647
funding_like|funding_like,WinsorZ,7,7,0.112906,0.5164977707344617,0.022734752899516437
funding_like|generic_numeric,AbsDelta,7,7,1.3e-05,0.7057737289310488,0.2148941692898712
funding_like|generic_numeric,Identity,7,7,4.9e-05,0.4703012319588668,0.4138027917550439
funding_like|generic_numeric,SignedRankDelta,7,7,2.6e-05,0.46644013073258184,0.007849169137153535
funding_like|generic_numeric,SpreadShortLong,7,7,0.002758,0.9913533159129942,0.7799654549183171
funding_like|generic_numeric,WinsorZ,7,7,2.6e-05,0.5293348986680637,0.006959333125731859
funding_like|liquidity_like,AbsDelta,7,7,0.105468,0.5413879911705536,0.034092774208849604
funding_like|liquidity_like,CSRank,7,7,0.196501,0.3724525450576006,0.08938373772795583
funding_like|liquidity_like,Delta,7,7,0.371287,0.6152724511640576,0.005123527961025464
funding_like|liquidity_like,Identity,7,7,0.19634,0.26759612516314724,0.06408299914203297
funding_like|liquidity_like,SignedRankDelta,7,7,0.194477,0.4126770922966948,0.09035795911386649
funding_like|liquidity_like,SpreadShortLong,7,7,0.008947,0.99615555436723,0.8135266848675556
funding_like|liquidity_like,WinsorZ,7,7,0.194343,0.3405884466219394,0.03636478438051118
funding_like|positioning_like,AbsDelta,7,7,0.105407,0.5865051801911784,-0.004200353469086623
funding_like|positioning_like,CSRank,7,7,0.196463,0.6321029221738438,-0.00975644857994363
funding_like|positioning_like,Delta,7,7,0.371169,0.8915352262184293,-0.003379587947131114
funding_like|positioning_like,Identity,7,7,0.196303,0.3764351084199498,-0.008762215182046574
funding_like|positioning_like,SignedRankDelta,7,7,0.194401,0.6656663118118847,-0.007449317616286587
funding_like|positioning_like,SpreadShortLong,7,7,0.008947,0.9889589809343291,0.7295986717902495
funding_like|positioning_like,WinsorZ,7,7,0.194266,0.4480338332969709,0.015866025671992023
funding_like|price_like,AbsDelta,7,7,0.112802,0.037040832900842514,-0.00395549565510556
funding_like|price_like,CSRank,7,7,0.196229,-0.019773036022752488,-0.006871502252245313
funding_like|price_like,Delta,7,7,0.371291,0.07759441441937816,-0.0033921555463899736
funding_like|price_like,Identity,7,7,0.196069,0.00629782075135882,-0.0005103346655532437
funding_like|price_like,SignedRankDelta,7,7,0.195599,-0.018196264561712847,-0.004970244997364223
funding_like|state_or_taxonomy,CSRank,7,7,0.196522,0.04826152618902745,0.000125525185098645
funding_like|state_or_taxonomy,Delta,7,7,0.37128,0.06790393605827956,0.010377009253856297
funding_like|state_or_taxonomy,Identity,7,7,0.196361,0.031976166516620476,0.013214704728755917
funding_like|volatility_like,CSRank,7,7,0.195778,0.6877963472409367,0.1357598720305119
funding_like|volatility_like,Delta,7,7,0.371289,0.8924156836120775,0.05159528588446599
funding_like|volatility_like,Identity,7,7,0.195623,0.40446929921825103,0.13741608766762056
generic_numeric|state_or_taxonomy,CSRank,7,7,0.95636,0.9999995057285372,0.9999871726140799
generic_numeric|state_or_taxonomy,Identity,7,7,0.950958,0.9999955790170754,0.9998923505143794
generic_numeric|volatility_like,CSRank,7,7,0.992068,0.6634999934155745,-0.016097593684435356
generic_numeric|volatility_like,Identity,7,7,0.992068,0.657081976058929,0.0036978396200325436
liquidity_like|positioning_like,CSRank,7,7,0.998179,0.3532640053037074,0.11789069299356479
liquidity_like|positioning_like,Delta,7,7,0.998229,2.634200809811087e-05,1.2481114612899525e-05
liquidity_like|positioning_like,Identity,7,7,0.998179,0.016506181032049063,0.004522084184308153
liquidity_like|price_like,CSRank,7,7,0.998463,0.41683997393933775,0.13846196348469567
liquidity_like|price_like,Delta,7,7,0.992334,-0.04479956700185798,-0.0010054611714207006
liquidity_like|price_like,Identity,7,7,0.998463,0.45219745864883093,0.20467194356329355
liquidity_like|state_or_taxonomy,CSRank,7,7,0.955488,0.3647640166321499,0.12703512011328197
liquidity_like|state_or_taxonomy,Delta,7,7,0.998672,0.02818383010960161,0.028127058446009146
liquidity_like|state_or_taxonomy,Identity,7,7,0.950087,0.3950223520096619,0.13243983034868367
liquidity_like|volatility_like,CSRank,7,7,0.99875,0.3687552049272171,0.12714460632465646
liquidity_like|volatility_like,Delta,7,7,0.952369,0.6499627053878277,0.005025570332086816
liquidity_like|volatility_like,Identity,7,7,0.99875,0.41137087052561844,0.20465112662404986
positioning_like,CSRank,7,7,0.999101,0.9990882892280664,0.991258384704704
positioning_like|positioning_like,CSRank,7,7,0.998304,0.7221427794555629,0.015483727353020674
positioning_like|positioning_like,Delta,7,7,0.998082,9.171875815789862e-07,2.961797433821925e-07
positioning_like|positioning_like,Identity,7,7,0.997904,0.01663627814662468,0.006532633890219524
positioning_like|price_like,CSRank,7,7,0.996334,-0.02058192631359941,-0.007060341663846745
positioning_like|price_like,Delta,7,7,0.998015,1.436618386600155e-06,-3.0964337816039025e-06
positioning_like|price_like,Identity,7,7,0.992058,0.0008930230588565167,0.00066814214831387
positioning_like|state_or_taxonomy,CSRank,7,7,0.993802,0.02171637343859507,0.00016853426057682688
positioning_like|state_or_taxonomy,Delta,7,7,0.998168,-0.011582483320639587,0.009002378850010189
positioning_like|state_or_taxonomy,Identity,7,7,0.949763,0.6972837604782717,-0.013065120318389328
positioning_like|volatility_like,CSRank,7,7,0.952094,0.7810750861282169,0.13390799833539788
positioning_like|volatility_like,Delta,7,7,0.998229,1.3652838050549688e-05,1.618346866058627e-06
positioning_like|volatility_like,Identity,7,7,0.99161,0.02866282510668651,0.00047585507990448463
price_like|price_like,CSRank,7,7,0.992342,-0.021701295489284955,-0.0076605376789024675
price_like|price_like,Identity,7,7,0.992342,-0.029993093835009286,-0.003748060067862511
price_like|state_or_taxonomy,CSRank,7,7,0.953851,-0.021254815663968894,-0.0064630994484428375
price_like|state_or_taxonomy,Delta,7,7,0.998458,0.05101535429188832,0.04086435983456246
price_like|state_or_taxonomy,Identity,7,7,0.948462,-0.02395052329496822,-0.007701377138669768
price_like|volatility_like,CSRank,7,7,0.991893,0.7014463644976536,-0.012011772527862287
price_like|volatility_like,Delta,7,7,0.952371,0.013602796447234701,-0.0013140177408476788
price_like|volatility_like,Identity,7,7,0.991893,0.6958346513332689,0.0053863620959531235
state_or_taxonomy|state_or_taxonomy,CSRank,7,7,0.955677,0.023855347327146018,0.0018662232806354914
state_or_taxonomy|state_or_taxonomy,Delta,7,7,0.124909,-0.022403123192749983,0.0007403971079923861
state_or_taxonomy|state_or_taxonomy,Identity,7,7,0.950275,0.02728918557212121,0.0016858330288144884
state_or_taxonomy|volatility_like,CSRank,7,7,0.952862,0.023181863487867313,0.0014643587321115906
state_or_taxonomy|volatility_like,Delta,7,7,0.151476,0.9297465680576603,0.0030463096669789856
state_or_taxonomy|volatility_like,Identity,7,7,0.952862,0.03835257150437514,0.006741778909401122
volatility_like,Delta,7,7,0.952373,0.9061483021770985,0.05281687099970627
volatility_like|volatility_like,CSRank,7,7,0.952378,0.796328051686104,0.16449218723908754
volatility_like|volatility_like,Delta,7,7,0.95237,0.8812779572259949,-0.00013373756262206562
volatility_like|volatility_like,Identity,7,7,0.952378,0.8249358796917818,0.23806777783715982
state_or_taxonomy,CSRank,7,6,0.956933,0.9999995053405445,0.9999871720927823
state_or_taxonomy,Identity,7,6,0.951716,0.9999550712395306,0.9989058844324794
funding_like,CSRank,6,6,0.557752,0.9980132177355863,0.9607595320044637
funding_like,Identity,6,6,0.377159,0.9994171766676413,0.9552604604916407
funding_like|price_like,SpreadShortLong,6,6,0.009603,0.9859053941085594,0.5836492623344962
funding_like|price_like,WinsorZ,6,6,0.1947715,-0.007889097074750427,0.008796822382115516
