seed_id,semantic_pair,operator,stale_risk_tier,metric_rows,clean_label_count,min_control_ratio,median_control_ratio,max_original_spread,median_original_spread,max_original_tstat,clean_label_families,clean_horizons,arbitration_status
a7ffcore48se_1153,funding_like|funding_like,AbsDelta,high,8,0,1.1047285805482805,1.590621319493276,0.0024642602998706,0.00024376876248905,4.389348938741006,0,0,rejected
a7ffcore48se_1544,positioning_like|volatility_like,AbsDelta,medium,8,0,1.0695282013253884,1.6033801531533989,1.9886039605710136e-05,-1.6490610405677023e-05,0.6946736423238241,0,0,rejected
a7ffcore48se_1217,generic_numeric|state_or_taxonomy,Delta,low,8,0,1.022878720630257,1.6034058722994124,5.515355734880934e-05,-2.498712965623428e-05,0.4358512442702688,0,0,rejected
a7ffcore48se_1454,funding_like|price_like,SignedRankDelta,low,8,0,1.0029504019630615,1.605279677901613,5.290922289653255e-05,-5.7396495198671745e-05,0.2490969184984914,0,0,rejected
a7ffcore48se_0263,volatility_like,SpreadShortLong,high,8,0,1.4417371538464103,1.6321283632051458,0.0002100328744645,6.284201099921663e-05,1.4315346340578856,0,0,rejected
a7ffcore48se_1563,price_like|state_or_taxonomy,Delta,low,8,0,1.0,1.682540341654164,8.913818399506475e-05,9.868882824193002e-07,1.0486054560870643,0,0,rejected
a7ffcore48se_1357,basis_premium_like,SpreadShortLong,high,8,0,1.04593476350215,1.6868159968041598,0.0003302765927634,7.53085496492817e-05,2.2168956106953965,0,0,rejected
a7ffcore48se_1408,basis_premium_like|volatility_like,AbsDelta,medium,8,0,0.9991069189910796,1.699249228210812,7.629869085365507e-05,-1.020588786180976e-06,1.051057453019234,0,0,rejected
a7ffcore48se_1495,liquidity_like|positioning_like,SpreadShortLong,high,8,0,1.2001811011743933,1.714534426944247,0.0002470396984057,0.0001707121606854,1.858848236275328,0,0,rejected
a7ffcore48se_0169,liquidity_like|volatility_like,Delta,medium,8,0,1.0673229643695956,1.7193837649655088,3.7594613530194855e-05,-3.5123477985975184e-05,0.4126073097809121,0,0,rejected
a7ffcore48se_0130,generic_numeric|price_like,SpreadShortLong,high,8,0,1.588757175393307,1.7725380996642333,0.000221419836337,4.3643487034761494e-05,1.4865231622979562,0,0,rejected
a7ffcore48se_0827,basis_premium_like|basis_premium_like,WinsorZ,medium,8,0,1.5535102911128205,1.7767347524255486,9.40677772974224e-05,5.036467510258462e-05,1.3714046497631898,0,0,rejected
a7ffcore48se_1167,funding_like|liquidity_like,AbsDelta,high,8,0,1.363222422509594,1.7945947744708048,0.000654723655625,-7.67118433948537e-05,1.2554012217971315,0,0,rejected
a7ffcore48se_1591,state_or_taxonomy|volatility_like,Identity,high,8,0,1.604547841142589,1.8114149212467896,0.0008719347865443,0.00015291735608222358,3.759202897041487,0,0,rejected
a7ffcore48se_0257,state_or_taxonomy|volatility_like,WinsorZ,low,8,0,1.0,1.820530210401711,0.0002082372430934,4.4590281801922765e-05,1.4801767170542568,0,0,rejected
a7ffcore48se_0214,price_like,SpreadShortLong,high,8,0,1.0533497333225714,1.8298012339622067,0.0002922268124814,5.771706610484958e-05,1.974189123922888,0,0,rejected
a7ffcore48se_1755,price_like|volatility_like,Identity,medium,8,0,1.0104385864910568,1.8465304049004732,0.0001193049731081,8.412459469086996e-05,1.496816000004318,0,0,rejected
a7ffcore48se_0520,state_or_taxonomy|state_or_taxonomy,SpreadShortLong,high,8,0,1.0553744929922928,1.8489636909522367,2.650794605317122e-06,-0.00012827391114557222,0.0869794033366169,0,0,rejected
a7ffcore48se_0301,basis_premium_like|liquidity_like,CSRank,medium,8,0,0.976506403930106,1.8708767633292518,4.257118058730785e-05,-4.9418164737883064e-05,0.3529107380883077,0,0,rejected
a7ffcore48se_0246,state_or_taxonomy|state_or_taxonomy,Delta,low,8,0,1.6932098291684836,1.88071425520838,8.807024550344315e-05,4.980817039399429e-05,1.7524989377769709,0,0,rejected
a7ffcore48se_0665,generic_numeric|positioning_like,Identity,low,8,0,1.6245276502049426,1.9019552862156108,7.40030456624494e-05,3.4729948875736684e-05,1.0412604886002503,0,0,rejected
a7ffcore48se_0218,price_like|price_like,Delta,low,8,0,1.0,1.9351323491346795,4.151927579379177e-05,-1.4348286449169667e-05,0.5994445925308625,0,0,rejected
a7ffcore48se_1781,basis_premium_like|liquidity_like,Delta,high,8,0,1.1688908569598673,1.9455144515018148,9.89576707217091e-06,-7.097215694635909e-05,0.3102951190482184,0,0,rejected
a7ffcore48se_1588,state_or_taxonomy|volatility_like,AbsDelta,high,8,0,1.173005833177998,1.9474147016638466,0.0002035674916906,2.845520288069161e-05,2.166718446721988,0,0,rejected
a7ffcore48se_0195,positioning_like|state_or_taxonomy,AbsDelta,low,8,0,1.0,1.9561625449935165,2.535925287624557e-05,-3.752366862985391e-05,0.3677723573904397,0,0,rejected
a7ffcore48se_1564,price_like|state_or_taxonomy,Identity,low,8,0,1.2188822703679416,1.9730671600101717,0.0001115471171267,7.089339917463776e-05,2.2136451881151,0,0,rejected
a7ffcore48se_0160,liquidity_like|state_or_taxonomy,AbsDelta,low,8,0,1.7453561441900505,1.9749633890369307,0.0001766049122462,5.746516002682039e-05,1.5576264719178337,0,0,rejected
a7ffcore48se_0533,volatility_like,SignedRankDelta,high,8,0,1.0155990799056276,1.9993472148975595,0.000256095981052,-2.5726141297063958e-05,1.7419001472529303,0,0,rejected
a7ffcore48se_0247,state_or_taxonomy|state_or_taxonomy,Identity,low,8,0,1.0584246618651705,2.025073651462729,2.025918130080592e-05,-5.351131970061477e-05,0.2345772675127471,0,0,rejected
a7ffcore48se_0245,state_or_taxonomy|state_or_taxonomy,CSRank,low,8,0,1.0420224114532166,2.02564763093243,4.1023940910791246e-05,-1.2267650821346542e-05,0.4923041207899647,0,0,rejected
a7ffcore48se_0030,basis_premium_like|liquidity_like,Delta,low,8,0,1.0023383867671891,2.031799292748038,4.25600975108563e-05,-3.6237625316167e-05,1.4263117932945215,0,0,rejected
a7ffcore48se_0540,volatility_like|volatility_like,SignedRankDelta,high,8,0,1.3619119292402642,2.0337979628844973,0.0001014456492804,5.576467569503068e-05,1.2959910374851666,0,0,rejected
a7ffcore48se_0087,funding_like|liquidity_like,Identity,low,8,0,1.397691137873675,2.0510501024478187,0.0003327818634194,5.511384920649412e-05,1.2027342237630043,0,0,rejected
a7ffcore48se_1567,price_like|state_or_taxonomy,WinsorZ,low,8,0,1.0734447172104702,2.089641837891098,0.0001440444875841,3.2750907827392683e-05,1.8231907619744228,0,0,rejected
a7ffcore48se_1556,price_like|price_like,CSRank,medium,8,0,1.0059331615459988,2.0923494306650956,0.000399848368615,4.377026969867313e-05,3.124546775402851,0,0,rejected
a7ffcore48se_0747,positioning_like|volatility_like,Identity,low,8,0,1.734359615923578,2.096461999000486,2.6411228915560165e-05,2.0429010009133846e-06,0.6004832965723033,0,0,rejected
a7ffcore48se_0587,basis_premium_like|price_like,Delta,low,8,0,1.0,2.110735664635809,-8.505093368723605e-06,-2.4206025692064922e-05,-0.1393722408963638,0,0,rejected
a7ffcore48se_0075,funding_like|funding_like,SpreadShortLong,high,8,0,1.1029195689259994,2.1108713829920727,0.0034179296691608,0.0007816513993473501,1.3704337723797784,0,0,rejected
a7ffcore48se_0414,generic_numeric|volatility_like,Identity,medium,8,0,1.3747550194563716,2.111131397254631,0.0001009575983968,6.790132372615172e-05,1.2787395097609284,0,0,rejected
a7ffcore48se_1733,liquidity_like|volatility_like,Delta,high,8,0,1.0,2.1114011621316013,6.441014011645732e-05,-1.3675177326984716e-05,0.6999823378928969,0,0,rejected
a7ffcore48se_0031,basis_premium_like|liquidity_like,Identity,medium,8,0,0.9966477665923894,2.1616404043926307,2.199007647549643e-05,-2.041950915295684e-05,0.4560949424419216,0,0,rejected
a7ffcore48se_0400,generic_numeric|price_like,Identity,medium,8,0,1.4674921211050491,2.167940144273345,9.827770038280393e-05,6.907021133388851e-05,1.2748863412546148,0,0,rejected
a7ffcore48se_1151,funding_like,SpreadShortLong,high,8,0,1.959457296388972,2.17696674910556,-3.39888446298899e-05,-0.0001911258740916,-0.7968066840357614,0,0,rejected
a7ffcore48se_0505,price_like|volatility_like,SignedRankDelta,medium,8,0,1.0129833400577477,2.208126519601954,1.0463301546721009e-05,-0.00011164795153734535,0.3533074534833873,0,0,rejected
a7ffcore48se_0189,positioning_like|price_like,CSRank,low,8,0,0.9996590086861764,2.211999073221558,1.077726277239749e-05,-2.0174272192479395e-05,0.1452597466009844,0,0,rejected
a7ffcore48se_1324,state_or_taxonomy|state_or_taxonomy,AbsDelta,low,8,0,1.7570555654727769,2.2296824500672185,-1.1026401767055135e-05,-1.4906848748440842e-05,-0.0777845940103239,0,0,rejected
a7ffcore48se_1496,liquidity_like|positioning_like,WinsorZ,medium,8,0,1.0,2.2355509038252483,0.0001499896811737,-2.278811927462068e-05,1.2522254628738063,0,0,rejected
a7ffcore48se_1391,basis_premium_like|positioning_like,SignedRankDelta,medium,8,0,1.3024973894358347,2.2677671992699504,-1.5518717633052415e-06,-6.347876003210952e-05,-0.0611764643466989,0,0,rejected
a7ffcore48se_0152,liquidity_like|positioning_like,WinsorZ,low,8,0,1.598440423604634,2.2689008399108053,8.172858587580908e-05,-2.3018126036044308e-05,0.681093457340963,0,0,rejected
a7ffcore48se_1555,price_like|price_like,AbsDelta,medium,8,0,1.0633606553720507,2.2799179691572036,0.0003230588833361,-2.100433059495377e-06,2.3529377950500217,0,0,rejected
a7ffcore48se_0924,funding_like|state_or_taxonomy,SpreadShortLong,high,8,0,1.0,2.2918484135795,0.0002878364798218,-0.00032360204060085003,0.1297045884694551,0,0,rejected
a7ffcore48se_0359,funding_like|liquidity_like,Identity,medium,8,0,1.3168611233290153,2.293436293281523,0.0004346809987648,0.00030238788984525,1.8321996929848827,0,0,rejected
a7ffcore48se_0727,positioning_like|positioning_like,SignedRankDelta,high,8,0,1.183199908096877,2.3091476179791393,0.0001738724889131,-3.34716691634197e-06,1.508839361811125,0,0,rejected
a7ffcore48se_1775,basis_premium_like|funding_like,Delta,medium,8,0,1.0,2.3383480258769596,0.0013981744220849,0.00031818733117542654,0.8830403126984113,0,0,rejected
a7ffcore48se_1668,basis_premium_like|volatility_like,Identity,high,8,0,1.8865714228650297,2.3718366119453638,0.0001697815301461,-5.015246422698928e-06,1.2578437685728587,0,0,rejected
a7ffcore48se_1099,basis_premium_like|funding_like,Delta,low,8,0,1.122928996696505,2.379946210980057,0.0011385186214581,-8.224541536254038e-05,1.7082574610418209,0,0,rejected
a7ffcore48se_1597,volatility_like,Delta,high,8,0,1.0558816686946504,2.4218836560166928,5.419671942560958e-05,2.8420421266009532e-05,1.0248055771965003,0,0,rejected
a7ffcore48se_0527,state_or_taxonomy|volatility_like,SpreadShortLong,high,8,0,1.0621808370990025,2.422756330791273,0.0003942165245218,5.196363186603836e-05,2.118736531727743,0,0,rejected
a7ffcore48se_1602,volatility_like|volatility_like,AbsDelta,medium,8,0,1.0,2.435830039158118,-9.670703758029683e-06,-4.580140282072181e-05,-0.2815714667708629,0,0,rejected
a7ffcore48se_0049,basis_premium_like|state_or_taxonomy,AbsDelta,low,8,0,1.5696474672617036,2.436038452201255,5.778852505262188e-05,7.2828102080583976e-06,0.6017911282908013,0,0,rejected
a7ffcore48se_1548,positioning_like|volatility_like,SignedRankDelta,medium,8,0,1.26381567894436,2.4463545889894487,9.7999510481334e-05,4.548347871981311e-05,1.4240862914439032,0,0,rejected
a7ffcore48se_0855,basis_premium_like|positioning_like,WinsorZ,high,8,0,1.0805202833998429,2.4879497041064074,0.000317053516322,4.4156238897340294e-05,2.6315362035637486,0,0,rejected
a7ffcore48se_1745,positioning_like|volatility_like,CSRank,high,8,0,1.6762156951224885,2.4996855326389804,1.1615830766676324e-05,-4.753296593880929e-05,0.489700473495403,0,0,rejected
a7ffcore48se_0269,volatility_like|volatility_like,SignedRankDelta,medium,8,0,1.026272543267441,2.528455794294598,0.0001666007293543,1.783822682153462e-05,1.7691320882032169,0,0,rejected
a7ffcore48se_1411,basis_premium_like|volatility_like,Identity,medium,8,0,1.1517138592702016,2.538559146104153,0.0001592913534958,-9.835302289382243e-06,1.2228017984293391,0,0,rejected
a7ffcore48se_0148,liquidity_like|positioning_like,Delta,low,8,0,1.2077767802886543,2.546130814923435,0.0001476205724843,4.0319937692394846e-05,1.1734153499295847,0,0,rejected
a7ffcore48se_0161,liquidity_like|state_or_taxonomy,CSRank,medium,8,0,1.0972830886207512,2.6183562080763285,0.0002324126648859,-8.308356839931882e-06,2.09990290908965,0,0,rejected
a7ffcore48se_1570,price_like|volatility_like,Delta,medium,8,0,1.529082510989113,2.729054033957091,1.5770796628669118e-05,-2.3683263188648538e-05,0.4261953134063811,0,0,rejected
a7ffcore48se_0201,positioning_like|state_or_taxonomy,WinsorZ,low,8,0,1.0,2.79999790142907,4.847782234766915e-07,-1.0634086864056428e-05,0.0041428978603015,0,0,rejected
a7ffcore48se_0085,funding_like|liquidity_like,CSRank,medium,8,0,1.0727371173175642,2.8017699146862087,0.0002020937961903,-1.4335148951231426e-05,0.9684286236319796,0,0,rejected
a7ffcore48se_0053,basis_premium_like|state_or_taxonomy,SignedRankDelta,low,8,0,1.000571066760352,2.820298057222262,4.40428305797884e-05,1.7701071986586555e-05,0.371296803742392,0,0,rejected
a7ffcore48se_0669,generic_numeric|price_like,AbsDelta,high,8,0,1.628093519118042,2.8378251576402,3.0479165040353224e-05,-2.9671656231721337e-06,0.2025465127582481,0,0,rejected
a7ffcore48se_1339,volatility_like,CSRank,high,8,0,1.3099966156616594,2.8500813962254243,-4.630469138557075e-06,-0.00013769204104867834,-0.0894723073350414,0,0,rejected
a7ffcore48se_1341,volatility_like,Identity,high,8,0,1.3099966156616594,2.8500813962254243,-4.630469138557075e-06,-0.00013769204104867834,-0.0894723073350414,0,0,rejected
a7ffcore48se_0750,positioning_like|volatility_like,WinsorZ,high,8,0,1.258054556864835,2.878765507572493,5.39781914732336e-05,8.002243398111232e-06,0.7097576068177932,0,0,rejected
a7ffcore48se_0383,funding_like|state_or_taxonomy,WinsorZ,low,8,0,1.0413893194202204,2.897100659176105,0.0001885677127318,4.502213619774533e-05,0.7380920017497217,0,0,rejected
a7ffcore48se_0871,basis_premium_like|volatility_like,CSRank,high,8,0,1.018863826394541,2.9080096265556774,5.301089117577256e-05,-2.3833122127488143e-05,0.4113038075496876,0,0,rejected
a7ffcore48se_0144,generic_numeric|volatility_like,SpreadShortLong,high,8,0,1.1468590917113326,2.9200307791557893,0.0001619537659216,2.8719009445717883e-05,1.102442501515786,0,0,rejected
a7ffcore48se_1604,volatility_like|volatility_like,Delta,medium,8,0,1.0,3.013315624434591,-1.4222858912349516e-06,-5.770752579771725e-05,-0.0144710375406288,0,0,rejected
a7ffcore48se_0360,funding_like|liquidity_like,SignedRankDelta,medium,8,0,1.28368905722829,3.030877401605851,0.0009148375155614,0.00011194457479855288,1.7719961299852718,0,0,rejected
a7ffcore48se_0388,funding_like|volatility_like,SignedRankDelta,medium,8,0,1.7970333400961238,3.0493017183520412,1.60991286633259e-05,-4.2935046691601115e-05,0.0563770687659261,0,0,rejected
a7ffcore48se_0052,basis_premium_like|state_or_taxonomy,Identity,low,8,0,1.00157615213846,3.0507903415057,1.7226431816094296e-05,1.2795355531060488e-06,0.8143658482304513,0,0,rejected
a7ffcore48se_1787,basis_premium_like|price_like,Delta,medium,8,0,1.2907609814792935,3.140494390251005,5.326071756642822e-05,-1.8009066339493045e-05,0.9786354454703964,0,0,rejected
a7ffcore48se_0680,generic_numeric|state_or_taxonomy,SpreadShortLong,high,8,0,1.7778760780953633,3.150383700599534,4.691544420597178e-05,9.361421547849095e-07,0.4090083147539049,0,0,rejected
a7ffcore48se_0191,positioning_like|price_like,Identity,low,8,0,1.690709218910885,3.160293226049629,3.555324766807026e-05,-1.5268957205448676e-05,1.1735860401137863,0,0,rejected
a7ffcore48se_1410,basis_premium_like|volatility_like,Delta,medium,8,0,1.8615377894774623,3.169491839777339,4.018401875794996e-05,1.42700352628193e-05,0.4637077805090308,0,0,rejected
a7ffcore48se_0177,positioning_like,Identity,low,8,0,1.1137962870972509,3.1881880261753475,1.8901187020274627e-05,-8.829944544635965e-06,0.2322753339155344,0,0,rejected
a7ffcore48se_1735,positioning_like,CSRank,low,8,0,1.1137962870972509,3.1881880261753475,1.8901187020274627e-05,-8.829944544635965e-06,0.2322753339155344,0,0,rejected
a7ffcore48se_0343,funding_like|funding_like,CSRank,medium,8,0,1.1447293839568105,3.227580565697821,-4.361364342252615e-05,-0.00014393858688939532,-0.4072388814359796,0,0,rejected
a7ffcore48se_0773,price_like|volatility_like,CSRank,high,8,0,1.0080847637122967,3.234470060121892,-4.273937294117461e-06,-1.0509576226718356e-05,-0.0557909774237843,0,0,rejected
a7ffcore48se_0729,positioning_like|positioning_like,WinsorZ,high,8,0,1.0,3.3623399840451267,4.68534116751619e-06,-3.17031741784496e-05,0.1837785490368288,0,0,rejected
a7ffcore48se_1220,generic_numeric|state_or_taxonomy,SpreadShortLong,medium,8,0,2.6807089693908046,3.453409253953276,-5.988792268798495e-06,-3.556044209512936e-05,-0.1571174976932611,0,0,rejected
a7ffcore48se_0580,basis_premium_like|positioning_like,Delta,low,8,0,1.0051446227798533,3.4579874625474476,4.082106572725928e-05,-6.883682898139811e-06,1.4986247284837366,0,0,rejected
a7ffcore48se_1790,basis_premium_like|state_or_taxonomy,Delta,high,8,0,1.0013980049823052,3.4674946458658003,8.321946204958603e-05,-0.00017116317349234522,0.3786579087452501,0,0,rejected
a7ffcore48se_1670,basis_premium_like|volatility_like,SpreadShortLong,high,8,0,2.42616544106135,3.513605165809355,7.026920767781601e-05,3.609575072809678e-05,0.5213827595896141,0,0,rejected
a7ffcore48se_1243,liquidity_like|state_or_taxonomy,AbsDelta,medium,8,0,1.676789067030701,3.5575360786239614,0.0003149739001217,5.5687672555150105e-05,2.0419225584551994,0,0,rejected
a7ffcore48se_0164,liquidity_like|state_or_taxonomy,SignedRankDelta,medium,8,0,1.050979969210192,3.625871971437017,0.0002328569153801,4.2294744585576655e-06,1.963625561896311,0,0,rejected
a7ffcore48se_0163,liquidity_like|state_or_taxonomy,Identity,medium,8,0,1.3285221810178962,3.626855804687862,6.501194147394698e-05,1.7000269458262225e-05,0.7472299485054072,0,0,rejected
a7ffcore48se_1094,basis_premium_like|basis_premium_like,SignedRankDelta,medium,8,0,1.0,3.750500820278435,5.412436429257749e-05,-9.928456710610109e-05,0.4249831498492297,0,0,rejected
a7ffcore48se_1707,funding_like|price_like,Delta,medium,8,0,1.01567055122814,3.832781231687581,2.8311368277409413e-05,-4.900630283697823e-06,0.3799810540876912,0,0,rejected
a7ffcore48se_1387,basis_premium_like|positioning_like,AbsDelta,medium,8,0,1.2965518454585547,3.8694848907948027,1.9131626352083733e-06,-2.5252291793060168e-05,0.0308590222062922,0,0,rejected
a7ffcore48se_1545,positioning_like|volatility_like,CSRank,medium,8,0,1.219003138162983,3.9718441206407906,2.858024100187752e-06,-3.8304217612040615e-05,0.1223283229147137,0,0,rejected
a7ffcore48se_0106,funding_like|state_or_taxonomy,CSRank,low,8,0,0.5766983557473793,4.027995137648641,-1.4841746709219406e-05,-4.048180732864366e-05,-0.0518951356894738,0,0,rejected
a7ffcore48se_0204,positioning_like|volatility_like,Delta,low,8,0,1.0,4.195766821814631,8.662102425335819e-05,8.048907222643409e-06,1.065927966602104,0,0,rejected
a7ffcore48se_1390,basis_premium_like|positioning_like,Identity,medium,8,0,1.0196292939618503,4.385831450849853,1.3678802911936971e-05,1.4535671391803323e-06,0.35083485491196,0,0,rejected
a7ffcore48se_0744,positioning_like|volatility_like,AbsDelta,high,8,0,2.1411369633941835,4.472270755900262,0.000598718527659,2.6015832100503468e-05,4.335258307264224,0,0,rejected
a7ffcore48se_1706,funding_like|price_like,CSRank,low,8,0,0.9903751160617827,4.657385439785758,1.0898200490747867e-05,-6.958231357922793e-05,0.0870395063086579,0,0,rejected
a7ffcore48se_0683,generic_numeric|volatility_like,CSRank,high,8,0,3.2352853830848294,4.900411574132083,6.210492930057676e-05,1.3081736708332245e-05,0.4622492002287237,0,0,rejected
a7ffcore48se_0748,positioning_like|volatility_like,SignedRankDelta,high,8,0,3.274825206449304,5.018727041203496,0.0002366687690117,-3.6625474215856496e-06,1.8766851308157968,0,0,rejected
a7ffcore48se_1330,state_or_taxonomy|state_or_taxonomy,WinsorZ,low,8,0,1.530562556794944,5.024475965684744,1.7267522230459813e-05,-1.665539953122794e-05,0.261418779490666,0,0,rejected
a7ffcore48se_0566,basis_premium_like|generic_numeric,Delta,high,8,0,1.0005356474505267,5.06788083429199,0.0001718645271598,-0.0003414391728269,0.1425132859496081,0,0,rejected
a7ffcore48se_1469,funding_like|volatility_like,SpreadShortLong,high,8,0,1.0702397829333083,5.130622241361436,-7.534986633962477e-06,-0.00085840314761205,-0.0077679878375426,0,0,rejected
a7ffcore48se_0184,positioning_like|positioning_like,Identity,low,8,0,1.3522098083294494,6.070902867060437,0.0001302277137091,1.1504697966836361e-05,1.6556809502400829,0,0,rejected
a7ffcore48se_0670,generic_numeric|price_like,CSRank,high,8,0,1.414989215930564,6.507574039349734,6.327267643630383e-05,8.182268868976698e-06,0.4719508090928595,0,0,rejected
a7ffcore48se_1532,positioning_like|price_like,Delta,low,8,0,2.7739903981163163,8.102915401576153,1.9907056950641032e-05,5.737328758511561e-06,0.6272937427144084,0,0,rejected
a7ffcore48se_1459,funding_like|state_or_taxonomy,Delta,medium,8,0,4.112699628059793,8.727664583906572,3.045603347162818e-05,5.608983509454329e-06,0.1455152285639567,0,0,rejected
a7ffcore48se_1551,price_like,AbsDelta,medium,8,0,2.670170426058096,15.693817220519731,3.6778464291811146e-05,1.1408577120283814e-06,0.3479940295558206,0,0,rejected
a7ffcore48se_0724,positioning_like|positioning_like,CSRank,high,8,0,10.25245722016263,23.470176331056848,7.0883400298364304e-06,3.233163235420974e-06,0.2183832238800596,0,0,rejected
a7ffcore48se_1549,positioning_like|volatility_like,SpreadShortLong,high,8,0,2.808646167424944,41.81633504454307,-6.787021288979147e-08,-2.3964113471999808e-05,-0.0016188267102661,0,0,rejected
