seed_id,semantic_pair,operator,stale_risk_tier,metric_rows,clean_label_count,min_control_ratio,median_control_ratio,max_original_spread,median_original_spread,max_original_tstat,clean_label_families,clean_horizons,arbitration_status
a7ffcore48se_0219,price_like|price_like,Identity,low,8,8,0.9939924220832212,0.9955865867840621,0.0002739727236391,0.0001343647887298,2.3239409406335865,2,4,diagnostic_clue
a7ffcore48se_1397,basis_premium_like|price_like,Identity,low,8,8,0.9929077964100816,0.9965697931827215,0.0002746777773361,0.00013324112495775,2.3060172498027063,2,4,diagnostic_clue
a7ffcore48se_0248,state_or_taxonomy|state_or_taxonomy,SignedRankDelta,low,8,6,0.7880125372922985,0.8829837651727406,0.0003375051388064,9.457648063826341e-05,3.1181507684735434,2,3,strict_replay_clue
a7ffcore48se_1159,funding_like|funding_like,WinsorZ,medium,8,6,0.9444484924250162,0.9684016692838455,0.0018563000938473,0.0007077951971748,3.5932684867623523,2,3,diagnostic_clue
a7ffcore48se_0824,basis_premium_like|basis_premium_like,Identity,medium,8,6,0.9961456973866712,0.9985147926596885,0.0003714883750779,0.00017570652402,8.577826347932586,2,3,diagnostic_clue
a7ffcore48se_0545,basis_premium_like,Delta,high,8,6,0.9988639828528516,0.9994415556572671,0.0006403198115579,0.0005992267305502,22.72852243730104,2,3,diagnostic_clue
a7ffcore48se_0274,basis_premium_like,Delta,high,8,6,0.9988302332005524,0.9995126804216385,0.0007570525176162,0.0007366030307918499,23.440599994610075,2,3,diagnostic_clue
a7ffcore48se_1446,funding_like|positioning_like,Identity,medium,8,4,0.7158992088154902,0.9649860951179887,0.0013652481756405,0.0007053955450037,3.4726394395690336,2,2,diagnostic_clue
a7ffcore48se_1540,positioning_like|state_or_taxonomy,Identity,medium,8,4,0.9434494018175402,1.0160331129538587,0.0012892804033839,0.00049769115603305,8.368158230024012,2,2,diagnostic_clue
a7ffcore48se_1456,funding_like|price_like,WinsorZ,low,8,4,0.9772762505741288,2.9471855537070466,0.0002577028790302,3.016117069832893e-05,1.243633925633977,2,2,diagnostic_clue
a7ffcore48se_1566,price_like|state_or_taxonomy,SpreadShortLong,high,8,2,0.9994652219325342,1.0000000705125187,0.0004326285932313,2.2073500918503813e-05,2.6750443873758414,2,1,diagnostic_clue
a7ffcore48se_0010,basis_premium_like|basis_premium_like,Identity,low,8,2,0.9981291952276736,1.0003199306849244,0.0002216831407128,0.00019244961161799998,10.618228196740178,2,1,diagnostic_clue
a7ffcore48se_0013,basis_premium_like|basis_premium_like,WinsorZ,low,8,2,0.999263829267396,1.003412651847056,0.0006052710554738,0.00018412379987019998,5.110217248453211,2,1,diagnostic_clue
a7ffcore48se_0001,basis_premium_like,CSRank,low,8,2,0.9972979890989828,1.004154337323003,0.0008878047972042,0.0007336946163769,29.494329373462023,2,1,diagnostic_clue
a7ffcore48se_1355,basis_premium_like,Identity,medium,8,2,0.9972979890989828,1.004154337323003,0.0008878047972042,0.0007336946163769,29.494329373462023,2,1,diagnostic_clue
a7ffcore48se_1557,price_like|price_like,Identity,medium,8,2,0.9973267772301404,1.0111659022049588,0.0001714943145553,8.110388947320805e-05,2.2317844874095987,2,1,diagnostic_clue
a7ffcore48se_1509,liquidity_like|state_or_taxonomy,SpreadShortLong,high,8,2,0.9998115002066608,1.0122843737920193,0.0004306439101126,0.00018092983104249998,1.9716987200910367,2,1,diagnostic_clue
a7ffcore48se_0090,funding_like|liquidity_like,WinsorZ,low,8,2,0.99808428812331,1.0129810432528294,0.0015323718097072,0.0007639283578881,2.613471589332614,2,1,diagnostic_clue
a7ffcore48se_1188,funding_like|state_or_taxonomy,AbsDelta,low,8,2,0.9801672809854658,1.0327098021811734,0.0010150337368827,0.00047626365560965,2.172372615557331,2,1,diagnostic_clue
a7ffcore48se_0147,liquidity_like|positioning_like,CSRank,medium,8,2,0.9999342305808092,1.0527279776767817,0.00011671589437,3.3851630800370006e-05,1.2571025129247697,2,1,diagnostic_clue
a7ffcore48se_0740,positioning_like|state_or_taxonomy,Identity,high,8,2,0.949673127767186,1.0545850685253662,0.0009457963097221,0.0005131292395073,7.561424441105445,2,1,diagnostic_clue
a7ffcore48se_0029,basis_premium_like|liquidity_like,CSRank,low,8,2,0.9585804183457146,1.1329328061673276,0.0002102525140473,-4.7328671007326076e-05,1.7635364625251124,2,1,diagnostic_clue
a7ffcore48se_1704,funding_like|positioning_like,WinsorZ,medium,8,2,0.947724775732408,1.1811068498775539,0.0010875085865339,0.00021752352739495,1.7228646925733409,2,1,diagnostic_clue
