candidate_id,interval,horizon,motif_family,expression,gross_recent_ls_annualized,turnover_mean,net_low_1bp,net_normal_5bp,net_stress_2x_10bp,net_stress_5x_25bp
crypto_a1_1h_1_price_momentum_continuation_cd58bdfa34b6,1h,1,price_momentum_continuation,Rank(ret_3),1.0680917897724145,0.8995202193283071,0.28011207764081747,-2.8718067708855703,-6.811705331543555,-18.63140101351751
crypto_a1_1h_1_price_momentum_continuation_fd4cc71299e6,1h,1,price_momentum_continuation,Rank(ret_24),1.0231961586132576,0.3617089330591729,0.7063391332534221,-0.5610889681859197,-2.145374094985097,-6.898229475382628
crypto_a1_1h_1_basis_premium_continuation_2f57cd57cb58,1h,1,basis_premium_continuation,Rank(premium_index),0.2504172255134756,1.012337217272104,-0.6363901768168874,-4.183619786138339,-8.617656797790154,-21.9197678327456
crypto_a1_1h_1_basis_premium_continuation_97d363b5f73e,1h,1,basis_premium_continuation,Rank(mark_minus_index),0.204039249299215,0.1933287639936029,0.034683252040818846,-0.6427407369927657,-1.4895207232847465,-4.029860682160689
crypto_a1_1h_1_price_basis_confirmation_a3ece719e014,1h,1,price_basis_confirmation,"Mul(Rank(ret_3),Rank(premium_index))",0.5080448578454824,1.050491204021019,-0.4121854368769303,-4.0931066157665805,-8.694258089378645,-22.497712510214836
crypto_a1_1h_1_price_basis_confirmation_419b4b2e5a89,1h,1,price_basis_confirmation,"Mul(Rank(ret_24),Rank(premium_index))",0.7853500566862783,0.8185515193054603,0.0682989257746951,-2.7999055978716383,-6.385161252429555,-17.1409282161033
crypto_a1_1h_1_price_basis_confirmation_cd03f009af21,1h,1,price_basis_confirmation,"Mul(Rank(ret_24),Rank(mark_minus_index))",1.085684092387024,0.3777016221156042,0.7548174714137545,-0.5686490124793226,-2.222982117345669,-7.185981431944708
crypto_a1_1h_1_price_basis_confirmation_e46bae96309e,1h,1,price_basis_confirmation,"Mul(Rank(ret_6),Rank(premium_index))",0.7943118698246583,0.9377198994745258,-0.027130762115026408,-3.312901289873765,-7.420114449572188,-19.741753928667457
crypto_a1_1h_1_price_basis_confirmation_bdae62c87774,1h,1,price_basis_confirmation,"Mul(Rank(ret_6),Rank(mark_minus_index))",0.986069301059528,0.5550376970527758,0.4998562784412963,-1.44499581203163,-3.876060925122788,-11.169256264396262
crypto_a1_1h_1_price_funding_state_1281e210fe56,1h,1,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",0.8480686090379798,0.4870459218642905,0.4214163814848612,-1.2851925287276131,-3.418453666493206,-9.818237079789983
crypto_a1_1h_1_price_funding_state_454007b64299,1h,1,price_funding_state,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))",0.6791266862308477,0.4803289924605894,0.2583584888353714,-1.4247143007465337,-3.5285552877239152,-9.84007824865606
crypto_a1_1h_1_price_funding_state_15ee2a8dd6cf,1h,1,price_funding_state,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",0.7239318853695264,0.2776787754169522,0.4806852781042762,-0.4923011509567242,-1.7085341872829747,-5.357233296261726
crypto_a1_1h_1_price_funding_state_8527c10ad952,1h,1,price_funding_state,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",0.6185215888173079,0.2312542837559972,0.41594283624705436,-0.39437217403395985,-1.4072659368852276,-4.44594722543903
crypto_a1_1h_1_price_funding_state_3410f1bc0853,1h,1,price_funding_state,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",0.93081266458303,0.3989033584647019,0.5813733225679512,-0.8163840454923642,-2.5635807555677586,-7.805170885793942
crypto_a1_1h_1_price_funding_state_23dc0eed885a,1h,1,price_funding_state,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",0.9319209289225948,0.3720356408498972,0.6060177075380848,-0.6975951779999551,-2.327111284922505,-7.215659605690154
crypto_a1_1h_1_basis_funding_state_22dbf13869c1,1h,1,basis_funding_state,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))",0.664855388086128,0.5875713959332878,0.1501428452485679,-1.908707326101673,-4.482270040289474,-12.202958182852875
crypto_a1_1h_1_basis_funding_state_34d2888cadd0,1h,1,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",0.8104380922728335,0.2164496230294722,0.6208282224990158,-0.13761125659625484,-1.085660605465343,-3.929808652072608
crypto_a1_1h_1_basis_funding_state_bcb9a54219dd,1h,1,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",0.7740381541890188,0.1801690655700251,0.6162100527496768,-0.015102353007691138,-0.804242860204401,-3.1716643817945305
crypto_a1_1h_1_momentum_volatility_state_a7e28ba60f6c,1h,1,momentum_volatility_state,"Mul(Rank(ret_3),ZScore(realized_vol_12))",0.3457025054542896,0.4561114918894219,-0.05385116144084401,-1.6520658290213786,-3.6498341634970464,-9.643139166924051
crypto_a1_1h_1_momentum_volatility_state_cf6bee74a8a0,1h,1,momentum_volatility_state,"Mul(Rank(ret_24),ZScore(realized_vol_6))",0.7226497941989962,0.4734292894676719,0.30792573662531564,-1.3509704936694067,-3.42459078153781,-9.645451645143018
crypto_a1_1h_1_momentum_volatility_state_e668b5eab14d,1h,1,momentum_volatility_state,"Mul(Rank(ret_24),ZScore(realized_vol_12))",0.5580968880378118,0.3132282385195339,0.28370895109470007,-0.8138427966777467,-2.1857824813933053,-6.301601535539981
crypto_a1_1h_3_price_momentum_continuation_21296a630ab9,1h,3,price_momentum_continuation,Rank(ret_1),0.3778992464838315,1.495956134338588,-0.058919944743036246,-1.806196709650507,-3.9902926657848456,-10.542580534187863
