candidate_id,interval,horizon,motif_family,expression,full_recent_ls,best_low_order_name,best_low_order_expression,best_low_order_recent_ls,marginal_ls,ablation_pass
crypto_a1_1h_3_price_funding_state_d00f0ac71fa4,1h,3,price_funding_state,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",0.5567606585933556,B,Rank(ret_24),0.8377866390262959,-0.28102598043294036,False
crypto_a1_1h_3_price_funding_state_5ef9d34d8240,1h,3,price_funding_state,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",0.4985736268345527,B,Rank(ret_24),0.8377866390262959,-0.3392130121917432,False
crypto_a1_1h_3_price_funding_state_cb04ff909481,1h,3,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",0.7343185284248817,B,Rank(ret_3),0.7848114161086794,-0.05049288768379778,False
crypto_a1_1h_3_price_funding_state_16ae17acb8d0,1h,3,price_funding_state,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))",0.742886272410102,B,Rank(ret_3),0.7848114161086794,-0.04192514369857747,False
crypto_a1_1h_3_price_funding_state_8a876a361e3a,1h,3,price_funding_state,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",0.8403020973088582,B,Rank(ret_12),0.4463116068036568,0.3939904905052014,True
crypto_a1_1h_3_price_funding_state_54ab1649533d,1h,3,price_funding_state,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",0.5445305350123645,B,Rank(ret_12),0.4463116068036568,0.0982189282087077,True
crypto_a1_1h_3_basis_funding_state_6f31eb328f68,1h,3,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",0.7932921686865432,B,Rank(mark_minus_index),0.1193588982039809,0.6739332704825622,True
crypto_a1_1h_3_basis_funding_state_80a801adcdf7,1h,3,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",0.5927976136184024,B,Rank(mark_minus_index),0.1193588982039809,0.4734387154144215,True
crypto_a1_1h_3_basis_funding_state_81bd0d894999,1h,3,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.7145680573959307,B,Rank(mark_index_ratio),-0.0148794859369206,0.7294475433328512,True
crypto_a1_1h_3_basis_funding_state_31416b6f7871,1h,3,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",0.5957783462239269,B,Rank(mark_index_ratio),-0.0148794859369206,0.6106578321608475,True
crypto_a1_1h_3_momentum_volatility_state_9b5f05629619,1h,3,momentum_volatility_state,"Mul(Rank(ret_24),ZScore(realized_vol_12))",0.43571303791741,B,Rank(ret_24),0.8377866390262959,-0.4020736011088859,False
crypto_a1_1h_3_momentum_volatility_state_de8827677208,1h,3,momentum_volatility_state,"Mul(Rank(ret_24),ZScore(realized_vol_24))",0.456706704642989,B,Rank(ret_24),0.8377866390262959,-0.3810799343833069,False
crypto_a1_1h_3_momentum_liquidity_state_a18f64638380,1h,3,momentum_liquidity_state,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",0.44627449660276,B,Rank(ret_24),0.8377866390262959,-0.39151214242353594,False
crypto_a1_1h_6_price_basis_confirmation_5ff93c391fe0,1h,6,price_basis_confirmation,"Mul(Rank(ret_24),Rank(mark_index_ratio))",0.4618778339827873,B,Rank(ret_24),0.6368847702233128,-0.1750069362405255,False
crypto_a1_1h_6_price_basis_confirmation_b6a7f930c89b,1h,6,price_basis_confirmation,"Mul(Rank(ret_24),Rank(mark_minus_index))",0.5304108129666777,B,Rank(ret_24),0.6368847702233128,-0.10647395725663511,False
crypto_a1_1h_6_price_basis_confirmation_fac6cde83bb1,1h,6,price_basis_confirmation,"Mul(Rank(ret_12),Rank(mark_index_ratio))",0.2410395373947911,B,Rank(ret_12),0.3692644471336328,-0.12822490973884174,False
crypto_a1_1h_6_price_basis_confirmation_c1c9e5368605,1h,6,price_basis_confirmation,"Mul(Rank(ret_12),Rank(mark_minus_index))",0.2873640624559212,B,Rank(ret_12),0.3692644471336328,-0.0819003846777116,False
crypto_a1_1h_6_price_basis_confirmation_e425c352d0e0,1h,6,price_basis_confirmation,"Mul(Rank(hl_range),Rank(mark_index_ratio))",0.2330724439265212,B,Rank(hl_range),0.2780408129377223,-0.044968369011201104,False
crypto_a1_1h_6_price_basis_confirmation_4f4039129e74,1h,6,price_basis_confirmation,"Mul(Rank(hl_range),Rank(mark_minus_index))",0.2257346408859749,B,Rank(hl_range),0.2780408129377223,-0.052306172051747424,False
crypto_a1_1h_6_price_funding_state_6108cc3017ea,1h,6,price_funding_state,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",0.4739963102154696,B,Rank(ret_24),0.6368847702233128,-0.16288846000784318,False
crypto_a1_1h_6_price_funding_state_5654e7f99c44,1h,6,price_funding_state,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",0.4483515576681181,B,Rank(ret_24),0.6368847702233128,-0.18853321255519473,False
crypto_a1_1h_6_price_funding_state_9a00b8ca89fa,1h,6,price_funding_state,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",0.7496942905955591,B,Rank(ret_12),0.3692644471336328,0.3804298434619263,True
crypto_a1_1h_6_price_funding_state_de2cab5e2f2b,1h,6,price_funding_state,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",0.4491631319841394,B,Rank(ret_12),0.3692644471336328,0.07989868485050655,True
crypto_a1_1h_6_price_funding_state_c8009f9961e8,1h,6,price_funding_state,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",0.496274665260353,B,Rank(hl_range),0.2780408129377223,0.2182338523226307,True
crypto_a1_1h_6_price_funding_state_eb768fc8185e,1h,6,price_funding_state,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",0.4129335696176814,B,Rank(hl_range),0.2780408129377223,0.1348927566799591,True
crypto_a1_1h_6_basis_funding_state_1713bf7671e4,1h,6,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.7046233564574574,B,Rank(mark_index_ratio),0.0674510255489863,0.6371723309084711,True
crypto_a1_1h_6_basis_funding_state_d529e4332c94,1h,6,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",0.5096723738651106,B,Rank(mark_index_ratio),0.0674510255489863,0.44222134831612425,True
crypto_a1_1h_6_basis_funding_state_c76816e530ca,1h,6,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(latest_known_funding_rate))",0.6643387538930015,B,Rank(mark_minus_index),0.0375848533261308,0.6267539005668706,True
crypto_a1_1h_6_basis_funding_state_aa00f3501663,1h,6,basis_funding_state,"Mul(Rank(mark_minus_index),ZScore(funding_rate_persistence_3))",0.5659445788570356,B,Rank(mark_minus_index),0.0375848533261308,0.5283597255309048,True
crypto_a1_1h_6_momentum_volatility_state_231c7bb6b71b,1h,6,momentum_volatility_state,"Mul(Rank(ret_24),ZScore(realized_vol_24))",0.3934584521239594,B,Rank(ret_24),0.6368847702233128,-0.2434263180993534,False
crypto_a1_1h_6_momentum_volatility_state_b3a0691eafb7,1h,6,momentum_volatility_state,"Mul(Rank(ret_24),ZScore(realized_vol_6))",0.3809712935733694,B,Rank(ret_24),0.6368847702233128,-0.2559134766499434,False
crypto_a1_1h_6_momentum_volatility_state_45e571dff51d,1h,6,momentum_volatility_state,"Mul(Rank(ret_12),ZScore(realized_vol_6))",0.4383828345707231,B,Rank(ret_12),0.3692644471336328,0.06911838743709026,True
crypto_a1_1h_6_momentum_liquidity_state_67cddcbb35df,1h,6,momentum_liquidity_state,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",0.4359611705265826,B,Rank(ret_24),0.6368847702233128,-0.20092359969673018,False
crypto_a1_1h_6_momentum_liquidity_state_41d14a80434c,1h,6,momentum_liquidity_state,"Mul(Rank(ret_12),ZScore(avg_trade_size_quote))",0.3783752631576055,B,Rank(ret_12),0.3692644471336328,0.009110816023972679,True
crypto_a1_1h_12_price_basis_confirmation_a8a1e24559bf,1h,12,price_basis_confirmation,"Mul(Rank(ret_24),Rank(mark_index_ratio))",0.3787006710494892,B,Rank(ret_24),0.3848317351212867,-0.006131064071797532,False
crypto_a1_1h_12_price_basis_confirmation_d8d8183e1cbb,1h,12,price_basis_confirmation,"Mul(Rank(ret_24),Rank(premium_index))",0.3806685011900923,B,Rank(ret_24),0.3848317351212867,-0.004163233931194388,False
crypto_a1_1h_12_price_basis_confirmation_2ba5ad03263d,1h,12,price_basis_confirmation,"Mul(Rank(hl_range),Rank(mark_index_ratio))",0.2294635466668197,B,Rank(hl_range),0.3152133903168899,-0.08574984365007018,False
crypto_a1_1h_12_price_basis_confirmation_569ea84b96cf,1h,12,price_basis_confirmation,"Mul(Rank(hl_range),Rank(premium_index))",0.2585363220295559,B,Rank(hl_range),0.3152133903168899,-0.05667706828733399,False
crypto_a1_1h_12_price_basis_confirmation_88f5d8c0b510,1h,12,price_basis_confirmation,"Mul(Rank(ret_3),Rank(mark_index_ratio))",0.1423941848002807,B,Rank(ret_3),0.2176073647583519,-0.0752131799580712,False
crypto_a1_1h_12_price_basis_confirmation_2a01f62340a6,1h,12,price_basis_confirmation,"Mul(Rank(ret_3),Rank(premium_index))",0.2249232561110863,B,Rank(ret_3),0.2176073647583519,0.007315891352734388,True
crypto_a1_1h_12_price_funding_state_830c611c5c9c,1h,12,price_funding_state,"Mul(Rank(ret_24),ZScore(latest_known_funding_rate))",0.5467154777648034,B,Rank(ret_24),0.3848317351212867,0.16188374264351674,True
crypto_a1_1h_12_price_funding_state_d3a92fcdcb6c,1h,12,price_funding_state,"Mul(Rank(ret_24),ZScore(funding_rate_persistence_3))",0.5273986316511737,B,Rank(ret_24),0.3848317351212867,0.14256689652988702,True
crypto_a1_1h_12_price_funding_state_07c3e440d74b,1h,12,price_funding_state,"Mul(Rank(hl_range),ZScore(latest_known_funding_rate))",0.4976993701341579,B,Rank(hl_range),0.3152133903168899,0.182485979817268,True
crypto_a1_1h_12_price_funding_state_076b6d10ef3a,1h,12,price_funding_state,"Mul(Rank(hl_range),ZScore(funding_rate_persistence_3))",0.354355967131982,B,Rank(hl_range),0.3152133903168899,0.03914257681509209,True
crypto_a1_1h_12_price_funding_state_587d316e0cde,1h,12,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",0.6672898118395021,B,Rank(ret_3),0.2176073647583519,0.4496824470811502,True
crypto_a1_1h_12_basis_funding_state_ff70353aad8e,1h,12,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.706528721143133,B,Rank(mark_index_ratio),0.0971785559053474,0.6093501652377856,True
crypto_a1_1h_12_basis_funding_state_00c74eea59eb,1h,12,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",0.4954735895856402,B,Rank(mark_index_ratio),0.0971785559053474,0.3982950336802928,True
crypto_a1_1h_12_basis_funding_state_cca224f9b80e,1h,12,basis_funding_state,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",0.6231580731971456,B,Rank(premium_index),0.0662390962368559,0.5569189769602897,True
crypto_a1_1h_12_basis_funding_state_f8d213e56b50,1h,12,basis_funding_state,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))",0.6019558226191088,B,Rank(premium_index),0.0662390962368559,0.535716726382253,True
crypto_a1_1h_12_momentum_volatility_state_7a42cf4c343f,1h,12,momentum_volatility_state,"Mul(Rank(ret_24),ZScore(realized_vol_24))",0.3930146271349966,B,Rank(ret_24),0.3848317351212867,0.008182892013709864,True
crypto_a1_1h_12_momentum_volatility_state_f1c696327e4f,1h,12,momentum_volatility_state,"Mul(Rank(ret_24),ZScore(realized_vol_6))",0.4261622865844661,B,Rank(ret_24),0.3848317351212867,0.04133055146317938,True
crypto_a1_1h_12_momentum_volatility_state_96e06e74c1a6,1h,12,momentum_volatility_state,"Mul(Rank(hl_range),ZScore(realized_vol_6))",0.418896197519329,B,Rank(hl_range),0.3152133903168899,0.10368280720243911,True
crypto_a1_1h_12_momentum_liquidity_state_32539992c449,1h,12,momentum_liquidity_state,"Mul(Rank(ret_24),ZScore(avg_trade_size_quote))",0.393772799832854,B,Rank(ret_24),0.3848317351212867,0.008941064711567304,True
crypto_a1_1h_12_momentum_liquidity_state_ba6c03059af3,1h,12,momentum_liquidity_state,"Mul(Rank(hl_range),ZScore(avg_trade_size_quote))",0.3574391093268613,B,Rank(hl_range),0.3152133903168899,0.04222571900997141,True
crypto_a1_5m_1_price_basis_confirmation_294b1a35a93a,5m,1,price_basis_confirmation,"Mul(Rank(ret_6),Rank(mark_index_ratio))",5.088659184442278,B,Rank(ret_6),4.584063741124921,0.5045954433173572,True
crypto_a1_5m_1_price_basis_confirmation_dadc9f2d95fd,5m,1,price_basis_confirmation,"Mul(Rank(ret_6),Rank(premium_index))",4.7848537603079455,B,Rank(ret_6),4.584063741124921,0.20079001918302453,True
crypto_a1_5m_1_price_basis_confirmation_59dd2b89f052,5m,1,price_basis_confirmation,"Mul(Rank(ret_3),Rank(mark_index_ratio))",4.994022245151038,B,Rank(ret_3),4.22399741768798,0.7700248274630583,True
crypto_a1_5m_1_price_basis_confirmation_cce0a65546cc,5m,1,price_basis_confirmation,"Mul(Rank(ret_3),Rank(premium_index))",4.801012411242926,B,Rank(ret_3),4.22399741768798,0.577014993554946,True
crypto_a1_5m_1_price_basis_confirmation_23cfb0353981,5m,1,price_basis_confirmation,"Mul(Rank(ret_1),Rank(mark_index_ratio))",4.429775459649997,B,Rank(ret_1),3.404379179981024,1.0253962796689735,True
crypto_a1_5m_1_price_basis_confirmation_93d3f6f5a4e9,5m,1,price_basis_confirmation,"Mul(Rank(ret_1),Rank(premium_index))",4.202292844398556,B,Rank(ret_1),3.404379179981024,0.7979136644175324,True
crypto_a1_5m_1_price_funding_state_8d0f23b892de,5m,1,price_funding_state,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",1.2439813647584852,B,Rank(ret_6),4.584063741124921,-3.3400823763664356,False
crypto_a1_5m_1_price_funding_state_0acfc41307ca,5m,1,price_funding_state,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",1.1676548896952077,B,Rank(ret_6),4.584063741124921,-3.416408851429713,False
crypto_a1_5m_1_price_funding_state_65a3f002e936,5m,1,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",1.2178666206276167,B,Rank(ret_3),4.22399741768798,-3.0061307970603632,False
crypto_a1_5m_1_price_funding_state_e42ddffb632b,5m,1,price_funding_state,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))",0.8968585584839921,B,Rank(ret_3),4.22399741768798,-3.3271388592039877,False
crypto_a1_5m_1_price_funding_state_80326d0f1c39,5m,1,price_funding_state,"Mul(Rank(ret_1),ZScore(latest_known_funding_rate))",0.9065067906319734,B,Rank(ret_1),3.404379179981024,-2.4978723893490504,False
crypto_a1_5m_1_price_funding_state_a7cfcdf47105,5m,1,price_funding_state,"Mul(Rank(ret_1),ZScore(funding_rate_persistence_3))",0.402632332297529,B,Rank(ret_1),3.404379179981024,-3.0017468476834948,False
crypto_a1_5m_1_basis_funding_state_7f72e6ecfaf2,5m,1,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.6948867928280874,B,Rank(mark_index_ratio),2.65490677047773,-1.9600199776496425,False
crypto_a1_5m_1_basis_funding_state_bb27b67dd166,5m,1,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",0.3367741080724953,B,Rank(mark_index_ratio),2.65490677047773,-2.318132662405235,False
crypto_a1_5m_1_basis_funding_state_d73ebd1b7def,5m,1,basis_funding_state,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",0.9200397770239716,B,Rank(premium_index),2.586250990262652,-1.6662112132386806,False
crypto_a1_5m_1_basis_funding_state_3f54e72c0b92,5m,1,basis_funding_state,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))",0.1969857799556341,B,Rank(premium_index),2.586250990262652,-2.389265210307018,False
crypto_a1_5m_1_momentum_volatility_state_7805a377f6b2,5m,1,momentum_volatility_state,"Mul(Rank(ret_6),ZScore(realized_vol_12))",0.5871799151870707,B,Rank(ret_6),4.584063741124921,-3.99688382593785,False
crypto_a1_5m_1_momentum_volatility_state_21b47af08a7e,5m,1,momentum_volatility_state,"Mul(Rank(ret_3),ZScore(realized_vol_24))",0.7311182526702338,B,Rank(ret_3),4.22399741768798,-3.4928791650177464,False
crypto_a1_5m_1_momentum_volatility_state_2a475914f204,5m,1,momentum_volatility_state,"Mul(Rank(ret_3),ZScore(realized_vol_12))",0.4676431217313748,B,Rank(ret_3),4.22399741768798,-3.756354295956605,False
crypto_a1_5m_1_momentum_liquidity_state_d7d5931b0574,5m,1,momentum_liquidity_state,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))",1.509104653371352,B,Rank(ret_6),4.584063741124921,-3.074959087753569,False
crypto_a1_5m_1_momentum_liquidity_state_6ac032c57bbf,5m,1,momentum_liquidity_state,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))",1.5792474244856298,B,Rank(ret_3),4.22399741768798,-2.64474999320235,False
crypto_a1_5m_3_price_basis_confirmation_599a8a707e2f,5m,3,price_basis_confirmation,"Mul(Rank(ret_6),Rank(mark_index_ratio))",3.0232275669897817,B,Rank(ret_6),3.151935357978757,-0.1287077909889751,False
crypto_a1_5m_3_price_basis_confirmation_ca6bc6ca4b5c,5m,3,price_basis_confirmation,"Mul(Rank(ret_6),Rank(premium_index))",3.0316553314652417,B,Rank(ret_6),3.151935357978757,-0.1202800265135151,False
crypto_a1_5m_3_price_basis_confirmation_900851cca6b1,5m,3,price_basis_confirmation,"Mul(Rank(ret_3),Rank(mark_index_ratio))",2.8627149412248944,B,Rank(ret_3),2.7856831031742413,0.07703183805065317,True
crypto_a1_5m_3_price_basis_confirmation_0b32e646c855,5m,3,price_basis_confirmation,"Mul(Rank(ret_3),Rank(premium_index))",2.905637834671924,B,Rank(ret_3),2.7856831031742413,0.11995473149768276,True
crypto_a1_5m_3_price_basis_confirmation_9338a241fcb8,5m,3,price_basis_confirmation,"Mul(Rank(ret_12),Rank(mark_index_ratio))",2.7338898327281407,B,Rank(ret_12),2.3799305746157664,0.3539592581123743,True
crypto_a1_5m_3_price_basis_confirmation_0fc6f321b88d,5m,3,price_basis_confirmation,"Mul(Rank(ret_12),Rank(premium_index))",2.8431882898441017,B,Rank(ret_12),2.3799305746157664,0.46325771522833525,True
crypto_a1_5m_3_price_funding_state_5f6bddf25f04,5m,3,price_funding_state,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",1.2728153548031238,B,Rank(ret_6),3.151935357978757,-1.879120003175633,False
crypto_a1_5m_3_price_funding_state_70021f22b73b,5m,3,price_funding_state,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",0.9163496976112312,B,Rank(ret_6),3.151935357978757,-2.2355856603675255,False
crypto_a1_5m_3_price_funding_state_6ef860a28018,5m,3,price_funding_state,"Mul(Rank(ret_3),ZScore(latest_known_funding_rate))",1.0576633643919604,B,Rank(ret_3),2.7856831031742413,-1.7280197387822809,False
crypto_a1_5m_3_price_funding_state_ce6a9fa532f1,5m,3,price_funding_state,"Mul(Rank(ret_3),ZScore(funding_rate_persistence_3))",0.8782790420078296,B,Rank(ret_3),2.7856831031742413,-1.9074040611664116,False
crypto_a1_5m_3_price_funding_state_95b7397fd767,5m,3,price_funding_state,"Mul(Rank(ret_12),ZScore(latest_known_funding_rate))",1.1519167888819648,B,Rank(ret_12),2.3799305746157664,-1.2280137857338016,False
crypto_a1_5m_3_price_funding_state_42f50f17e23d,5m,3,price_funding_state,"Mul(Rank(ret_12),ZScore(funding_rate_persistence_3))",0.7025330136023005,B,Rank(ret_12),2.3799305746157664,-1.677397561013466,False
crypto_a1_5m_3_basis_funding_state_631beb473183,5m,3,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",0.678992393011658,B,Rank(mark_index_ratio),1.5124640715801954,-0.8334716785685373,False
crypto_a1_5m_3_basis_funding_state_b0c06fc26c73,5m,3,basis_funding_state,"Mul(Rank(mark_index_ratio),ZScore(funding_rate_persistence_3))",0.5169934485915483,B,Rank(mark_index_ratio),1.5124640715801954,-0.9954706229886471,False
crypto_a1_5m_3_basis_funding_state_e29c2b05bfd4,5m,3,basis_funding_state,"Mul(Rank(premium_index),ZScore(latest_known_funding_rate))",0.4997241779809025,B,Rank(premium_index),1.2920582577213977,-0.7923340797404952,False
crypto_a1_5m_3_basis_funding_state_1a435a75759c,5m,3,basis_funding_state,"Mul(Rank(premium_index),ZScore(funding_rate_persistence_3))",0.4357760944860261,B,Rank(premium_index),1.2920582577213977,-0.8562821632353717,False
crypto_a1_5m_3_momentum_volatility_state_8f515f0c7560,5m,3,momentum_volatility_state,"Mul(Rank(ret_3),ZScore(realized_vol_24))",0.36974935507164,B,Rank(ret_3),2.7856831031742413,-2.415933748102601,False
crypto_a1_5m_3_momentum_liquidity_state_50811edeca0a,5m,3,momentum_liquidity_state,"Mul(Rank(ret_6),ZScore(avg_trade_size_quote))",1.189434523499768,B,Rank(ret_6),3.151935357978757,-1.9625008344789887,False
crypto_a1_5m_3_momentum_liquidity_state_6df076fe9287,5m,3,momentum_liquidity_state,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))",1.0365518488081906,B,Rank(ret_3),2.7856831031742413,-1.7491312543660507,False
crypto_a1_5m_6_price_basis_confirmation_37d79e99589a,5m,6,price_basis_confirmation,"Mul(Rank(ret_6),Rank(mark_index_ratio))",1.87450587041375,B,Rank(ret_6),2.119769640620751,-0.24526377020700085,False
crypto_a1_5m_6_price_basis_confirmation_1b02d8fa7f47,5m,6,price_basis_confirmation,"Mul(Rank(ret_6),Rank(premium_index))",1.870680658150228,B,Rank(ret_6),2.119769640620751,-0.2490889824705229,False
crypto_a1_5m_6_price_basis_confirmation_5bf6afc8e54c,5m,6,price_basis_confirmation,"Mul(Rank(ret_3),Rank(mark_index_ratio))",1.7780185233208237,B,Rank(ret_3),1.8457314813091648,-0.0677129579883411,False
crypto_a1_5m_6_price_basis_confirmation_c63feec600f6,5m,6,price_basis_confirmation,"Mul(Rank(ret_3),Rank(premium_index))",1.7875174069574098,B,Rank(ret_3),1.8457314813091648,-0.05821407435175496,False
crypto_a1_5m_6_price_basis_confirmation_96bc764636cb,5m,6,price_basis_confirmation,"Mul(Rank(ret_12),Rank(mark_index_ratio))",1.8611650294199296,B,Rank(ret_12),1.770905191829617,0.09025983759031253,True
crypto_a1_5m_6_price_basis_confirmation_19da80452df9,5m,6,price_basis_confirmation,"Mul(Rank(ret_12),Rank(premium_index))",1.9298849157924007,B,Rank(ret_12),1.770905191829617,0.1589797239627837,True
