candidate_id,cluster_id,interval,horizon,expression,placebo,ls_annualized,mean_ic,turnover_mean
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",original,0.9319209289225947,0.014451043037701726,0.3720356408498972
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",sign_flip,-0.9319209289225947,-0.014451043037701726,0.3720356408498972
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",label_shuffle,-0.3007912355370714,0.00033679352580418746,0.37198994745259306
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",time_shift,-2.91330637584583,-0.03418586013913346,0.37198994745259306
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",symbol_shuffle,0.13758999109336134,0.005695049906307643,0.3720356408498972
crypto_a1_1h_1_price_funding_state_23dc0eed885a,crypto_a3_1h_003,1h,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",wrong_lag_funding_future_shift,0.18611359160350238,0.008446194015901435,0.37427461731779754
crypto_a1_5m_1_price_basis_confirmation_dadc9f2d95fd,crypto_a3_5m_001,5m,1,"Mul(Rank(ret_6),Rank(premium_index))",original,4.7848537603079455,0.028859105554708508,0.9326449726445157
crypto_a1_5m_1_price_basis_confirmation_dadc9f2d95fd,crypto_a3_5m_001,5m,1,"Mul(Rank(ret_6),Rank(premium_index))",sign_flip,-4.7848537603079455,-0.028859105554708508,0.9326449726445157
crypto_a1_5m_1_price_basis_confirmation_dadc9f2d95fd,crypto_a3_5m_001,5m,1,"Mul(Rank(ret_6),Rank(premium_index))",label_shuffle,-0.09521176565380716,-0.0030014279347992307,0.9326487799492105
crypto_a1_5m_1_price_basis_confirmation_dadc9f2d95fd,crypto_a3_5m_001,5m,1,"Mul(Rank(ret_6),Rank(premium_index))",time_shift,-0.6970842623593282,-0.0029317305284439488,0.9326487799492105
crypto_a1_5m_1_price_basis_confirmation_dadc9f2d95fd,crypto_a3_5m_001,5m,1,"Mul(Rank(ret_6),Rank(premium_index))",symbol_shuffle,0.26044353967729345,-0.0018042501707568168,0.9326449726445157
crypto_a1_5m_1_price_basis_confirmation_dadc9f2d95fd,crypto_a3_5m_001,5m,1,"Mul(Rank(ret_6),Rank(premium_index))",basis_shuffle,2.5383699181279624,0.015967814809302816,1.1450392723479268
crypto_a1_5m_1_price_basis_confirmation_cce0a65546cc,crypto_a3_5m_002,5m,1,"Mul(Rank(ret_3),Rank(premium_index))",original,4.801012411242926,0.02886644323335366,1.0289697814226375
crypto_a1_5m_1_price_basis_confirmation_cce0a65546cc,crypto_a3_5m_002,5m,1,"Mul(Rank(ret_3),Rank(premium_index))",sign_flip,-4.801012411242926,-0.02886644323335366,1.0289697814226375
crypto_a1_5m_1_price_basis_confirmation_cce0a65546cc,crypto_a3_5m_002,5m,1,"Mul(Rank(ret_3),Rank(premium_index))",label_shuffle,-0.9189839483257092,-0.0012215171989994537,1.0289697814226375
crypto_a1_5m_1_price_basis_confirmation_cce0a65546cc,crypto_a3_5m_002,5m,1,"Mul(Rank(ret_3),Rank(premium_index))",time_shift,-0.975079939493139,-0.002149275701080154,1.0289697814226375
crypto_a1_5m_1_price_basis_confirmation_cce0a65546cc,crypto_a3_5m_002,5m,1,"Mul(Rank(ret_3),Rank(premium_index))",symbol_shuffle,0.4550737737944829,0.004583865111516821,1.0289697814226375
crypto_a1_5m_1_price_basis_confirmation_cce0a65546cc,crypto_a3_5m_002,5m,1,"Mul(Rank(ret_3),Rank(premium_index))",basis_shuffle,2.636396478852162,0.016437102484873255,1.2258036268384525
crypto_a1_5m_1_price_basis_confirmation_93d3f6f5a4e9,crypto_a3_5m_003,5m,1,"Mul(Rank(ret_1),Rank(premium_index))",original,4.202292844398556,0.026300081782815392,1.327336828439043
crypto_a1_5m_1_price_basis_confirmation_93d3f6f5a4e9,crypto_a3_5m_003,5m,1,"Mul(Rank(ret_1),Rank(premium_index))",sign_flip,-4.202292844398556,-0.026300081782815392,1.327336828439043
crypto_a1_5m_1_price_basis_confirmation_93d3f6f5a4e9,crypto_a3_5m_003,5m,1,"Mul(Rank(ret_1),Rank(premium_index))",label_shuffle,0.1411952059588326,-0.0005371628104744559,1.327344443048433
crypto_a1_5m_1_price_basis_confirmation_93d3f6f5a4e9,crypto_a3_5m_003,5m,1,"Mul(Rank(ret_1),Rank(premium_index))",time_shift,-0.916738568046335,-0.003517910720278935,1.327344443048433
crypto_a1_5m_1_price_basis_confirmation_93d3f6f5a4e9,crypto_a3_5m_003,5m,1,"Mul(Rank(ret_1),Rank(premium_index))",symbol_shuffle,1.683477484641225,0.007497074887672123,1.327336828439043
crypto_a1_5m_1_price_basis_confirmation_93d3f6f5a4e9,crypto_a3_5m_003,5m,1,"Mul(Rank(ret_1),Rank(premium_index))",basis_shuffle,2.1184299031070246,0.01395502053828057,1.4672095883161433
crypto_a1_5m_1_basis_premium_continuation_0b1b94eae8ae,crypto_a3_5m_004,5m,1,Rank(mark_index_ratio),original,2.65490677047773,0.018261452456074898,0.8460744784944393
crypto_a1_5m_1_basis_premium_continuation_0b1b94eae8ae,crypto_a3_5m_004,5m,1,Rank(mark_index_ratio),sign_flip,-2.65490677047773,-0.018261452456074898,0.8460744784944393
crypto_a1_5m_1_basis_premium_continuation_0b1b94eae8ae,crypto_a3_5m_004,5m,1,Rank(mark_index_ratio),label_shuffle,-0.420251058358179,-0.0017333368227063365,0.8460706711897445
crypto_a1_5m_1_basis_premium_continuation_0b1b94eae8ae,crypto_a3_5m_004,5m,1,Rank(mark_index_ratio),time_shift,-1.1632543717420933,-0.004231016008590073,0.8460706711897445
crypto_a1_5m_1_basis_premium_continuation_0b1b94eae8ae,crypto_a3_5m_004,5m,1,Rank(mark_index_ratio),symbol_shuffle,-0.12057602174392573,0.0005969577927551873,0.8460744784944393
crypto_a1_5m_1_basis_premium_continuation_0b1b94eae8ae,crypto_a3_5m_004,5m,1,Rank(mark_index_ratio),basis_shuffle,-0.655001616469023,-0.003162490272673567,1.3787506710374524
crypto_a1_5m_3_price_basis_confirmation_0fc6f321b88d,crypto_a3_5m_005,5m,3,"Mul(Rank(ret_12),Rank(premium_index))",original,2.8431882898441017,0.031086540259373248,0.868792665608236
crypto_a1_5m_3_price_basis_confirmation_0fc6f321b88d,crypto_a3_5m_005,5m,3,"Mul(Rank(ret_12),Rank(premium_index))",sign_flip,-2.8431882898441017,-0.031086540259373248,0.868792665608236
crypto_a1_5m_3_price_basis_confirmation_0fc6f321b88d,crypto_a3_5m_005,5m,3,"Mul(Rank(ret_12),Rank(premium_index))",label_shuffle,0.438351414056341,-0.0027383491474461783,0.8688231240457944
crypto_a1_5m_3_price_basis_confirmation_0fc6f321b88d,crypto_a3_5m_005,5m,3,"Mul(Rank(ret_12),Rank(premium_index))",time_shift,0.04310281659241628,-0.003739769395886129,0.868826931350489
crypto_a1_5m_3_price_basis_confirmation_0fc6f321b88d,crypto_a3_5m_005,5m,3,"Mul(Rank(ret_12),Rank(premium_index))",symbol_shuffle,0.8451769305659873,0.007422129897308122,0.868792665608236
crypto_a1_5m_3_price_basis_confirmation_0fc6f321b88d,crypto_a3_5m_005,5m,3,"Mul(Rank(ret_12),Rank(premium_index))",basis_shuffle,1.46368099790146,0.020396385784110196,1.093294194241071
crypto_a1_5m_1_basis_premium_continuation_bf4e339b6425,crypto_a3_5m_006,5m,1,Rank(premium_index),original,2.5862509902626516,0.017657424712059906,0.9457763665368375
crypto_a1_5m_1_basis_premium_continuation_bf4e339b6425,crypto_a3_5m_006,5m,1,Rank(premium_index),sign_flip,-2.5862509902626516,-0.017657424712059906,0.9457763665368375
crypto_a1_5m_1_basis_premium_continuation_bf4e339b6425,crypto_a3_5m_006,5m,1,Rank(premium_index),label_shuffle,-0.6664160200666156,-0.0033310185995569295,0.9457839811462271
crypto_a1_5m_1_basis_premium_continuation_bf4e339b6425,crypto_a3_5m_006,5m,1,Rank(premium_index),time_shift,-1.1144784786794177,-0.003022850222661351,0.9457763665368375
crypto_a1_5m_1_basis_premium_continuation_bf4e339b6425,crypto_a3_5m_006,5m,1,Rank(premium_index),symbol_shuffle,-1.6909971503182664,-0.00444697434602012,0.9457763665368375
crypto_a1_5m_1_basis_premium_continuation_bf4e339b6425,crypto_a3_5m_006,5m,1,Rank(premium_index),basis_shuffle,0.6386476366097882,0.0015180680560553557,1.4045603895634162
crypto_a1_5m_1_price_momentum_continuation_42187ee9aec2,crypto_a3_5m_007,5m,1,Rank(ret_6),original,4.584063741124921,0.02725401640043358,0.6566420334052914
crypto_a1_5m_1_price_momentum_continuation_42187ee9aec2,crypto_a3_5m_007,5m,1,Rank(ret_6),sign_flip,-4.584063741124921,-0.02725401640043358,0.6566420334052914
crypto_a1_5m_1_price_momentum_continuation_42187ee9aec2,crypto_a3_5m_007,5m,1,Rank(ret_6),label_shuffle,-0.0708605815338025,-1.344359433061754e-05,0.6566420334052914
crypto_a1_5m_1_price_momentum_continuation_42187ee9aec2,crypto_a3_5m_007,5m,1,Rank(ret_6),time_shift,-0.7153204791010302,-0.0011367514595196587,0.6566382261005965
crypto_a1_5m_1_price_momentum_continuation_42187ee9aec2,crypto_a3_5m_007,5m,1,Rank(ret_6),symbol_shuffle,0.5076087085772946,0.0043960483596442584,0.6566420334052914
crypto_a1_5m_1_price_momentum_continuation_e4e012f15888,crypto_a3_5m_008,5m,1,Rank(ret_3),original,4.22399741768798,0.028041906821171088,0.888674410724416
crypto_a1_5m_1_price_momentum_continuation_e4e012f15888,crypto_a3_5m_008,5m,1,Rank(ret_3),sign_flip,-4.22399741768798,-0.028041906821171088,0.888674410724416
crypto_a1_5m_1_price_momentum_continuation_e4e012f15888,crypto_a3_5m_008,5m,1,Rank(ret_3),label_shuffle,-0.5290817364863196,-0.0017377923150980676,0.888674410724416
crypto_a1_5m_1_price_momentum_continuation_e4e012f15888,crypto_a3_5m_008,5m,1,Rank(ret_3),time_shift,-0.25702947912789526,-0.00030778456764204694,0.888674410724416
crypto_a1_5m_1_price_momentum_continuation_e4e012f15888,crypto_a3_5m_008,5m,1,Rank(ret_3),symbol_shuffle,-0.6611527504166513,-0.005027256986790451,0.888674410724416
crypto_a1_5m_1_price_momentum_continuation_943c62c83b8a,crypto_a3_5m_009,5m,1,Rank(ret_1),original,3.404379179981024,0.025224016591215242,1.4909214819552792
crypto_a1_5m_1_price_momentum_continuation_943c62c83b8a,crypto_a3_5m_009,5m,1,Rank(ret_1),sign_flip,-3.404379179981024,-0.025224016591215242,1.4909214819552792
crypto_a1_5m_1_price_momentum_continuation_943c62c83b8a,crypto_a3_5m_009,5m,1,Rank(ret_1),label_shuffle,-0.07839182152994564,-0.0007744344465497986,1.4909252892599743
crypto_a1_5m_1_price_momentum_continuation_943c62c83b8a,crypto_a3_5m_009,5m,1,Rank(ret_1),time_shift,-0.6177331387497427,-0.0023109096218975663,1.4909252892599743
crypto_a1_5m_1_price_momentum_continuation_943c62c83b8a,crypto_a3_5m_009,5m,1,Rank(ret_1),symbol_shuffle,0.16214903644344583,0.0008456482963780173,1.4909214819552792
crypto_a1_5m_1_price_momentum_continuation_fb182ae60bbc,crypto_a3_5m_010,5m,1,Rank(ret_12),original,3.314151331664656,0.02317562699939448,0.48476887756850295
crypto_a1_5m_1_price_momentum_continuation_fb182ae60bbc,crypto_a3_5m_010,5m,1,Rank(ret_12),sign_flip,-3.314151331664656,-0.02317562699939448,0.48476887756850295
crypto_a1_5m_1_price_momentum_continuation_fb182ae60bbc,crypto_a3_5m_010,5m,1,Rank(ret_12),label_shuffle,0.3835469142549681,-0.001458564243517345,0.4847650702638082
crypto_a1_5m_1_price_momentum_continuation_fb182ae60bbc,crypto_a3_5m_010,5m,1,Rank(ret_12),time_shift,0.44837172425252453,-0.0002365179085506847,0.4847650702638082
crypto_a1_5m_1_price_momentum_continuation_fb182ae60bbc,crypto_a3_5m_010,5m,1,Rank(ret_12),symbol_shuffle,0.5975378583928251,0.0016071591972618134,0.48476887756850295
crypto_a1_5m_1_momentum_liquidity_state_6ac032c57bbf,crypto_a3_5m_011,5m,1,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))",original,1.5792474244856298,0.014203104011921265,0.4696919509771447
crypto_a1_5m_1_momentum_liquidity_state_6ac032c57bbf,crypto_a3_5m_011,5m,1,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))",sign_flip,-1.5792474244856298,-0.014203104011921265,0.4696919509771447
crypto_a1_5m_1_momentum_liquidity_state_6ac032c57bbf,crypto_a3_5m_011,5m,1,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))",label_shuffle,-0.31832212696799755,0.0054771807942788665,0.46968433636775514
crypto_a1_5m_1_momentum_liquidity_state_6ac032c57bbf,crypto_a3_5m_011,5m,1,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))",time_shift,-0.06919295327735515,0.005462520254342444,0.46968433636775514
crypto_a1_5m_1_momentum_liquidity_state_6ac032c57bbf,crypto_a3_5m_011,5m,1,"Mul(Rank(ret_3),ZScore(avg_trade_size_quote))",symbol_shuffle,-0.5069616480584764,-0.0036771303090599515,0.4696919509771447
crypto_a1_5m_1_price_funding_state_8d0f23b892de,crypto_a3_5m_012,5m,1,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",original,1.2439813647584852,0.007654671221319478,0.3079005379721534
crypto_a1_5m_1_price_funding_state_8d0f23b892de,crypto_a3_5m_012,5m,1,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",sign_flip,-1.2439813647584852,-0.007654671221319478,0.3079005379721534
crypto_a1_5m_1_price_funding_state_8d0f23b892de,crypto_a3_5m_012,5m,1,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",label_shuffle,0.014688757414770407,0.00041099161481527295,0.30791195988623776
crypto_a1_5m_1_price_funding_state_8d0f23b892de,crypto_a3_5m_012,5m,1,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",time_shift,-2.3100190942710968,-0.005614030937408233,0.30789673066745854
crypto_a1_5m_1_price_funding_state_8d0f23b892de,crypto_a3_5m_012,5m,1,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",symbol_shuffle,0.297596660124596,-7.1381168867465e-05,0.3079005379721534
crypto_a1_5m_1_price_funding_state_8d0f23b892de,crypto_a3_5m_012,5m,1,"Mul(Rank(ret_6),ZScore(latest_known_funding_rate))",wrong_lag_funding_future_shift,-2.1467025489748663,-0.0019131187838352878,0.30771398004210876
crypto_a1_5m_1_price_funding_state_0acfc41307ca,crypto_a3_5m_013,5m,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",original,1.1676548896952077,0.006374480378423982,0.3298686860610768
crypto_a1_5m_1_price_funding_state_0acfc41307ca,crypto_a3_5m_013,5m,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",sign_flip,-1.1676548896952077,-0.006374480378423982,0.3298686860610768
crypto_a1_5m_1_price_funding_state_0acfc41307ca,crypto_a3_5m_013,5m,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",label_shuffle,0.38112207263576986,-6.0828686858887205e-05,0.3298610714516872
crypto_a1_5m_1_price_funding_state_0acfc41307ca,crypto_a3_5m_013,5m,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",time_shift,-2.9411894460330585,-0.009311320280274139,0.3298610714516872
crypto_a1_5m_1_price_funding_state_0acfc41307ca,crypto_a3_5m_013,5m,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",symbol_shuffle,-0.048637223404686215,0.0002679980823863719,0.3298686860610768
crypto_a1_5m_1_price_funding_state_0acfc41307ca,crypto_a3_5m_013,5m,1,"Mul(Rank(ret_6),ZScore(funding_rate_persistence_3))",wrong_lag_funding_future_shift,-0.05552200870012003,0.0035009890908380744,0.32981919110004454
crypto_a1_5m_6_momentum_volatility_state_421160228649,crypto_a3_5m_014,5m,6,"Mul(Rank(ret_6),ZScore(quote_volume_mean_24))",original,0.9015284075594157,0.027927573148820786,0.3143653413439024
crypto_a1_5m_6_momentum_volatility_state_421160228649,crypto_a3_5m_014,5m,6,"Mul(Rank(ret_6),ZScore(quote_volume_mean_24))",sign_flip,-0.9015284075594157,-0.027927573148820786,0.3143653413439024
crypto_a1_5m_6_momentum_volatility_state_421160228649,crypto_a3_5m_014,5m,6,"Mul(Rank(ret_6),ZScore(quote_volume_mean_24))",label_shuffle,-0.4178287585077853,0.00998738597250395,0.31442245091432425
crypto_a1_5m_6_momentum_volatility_state_421160228649,crypto_a3_5m_014,5m,6,"Mul(Rank(ret_6),ZScore(quote_volume_mean_24))",time_shift,0.5554973646780669,0.012494209663943141,0.3143843778673764
crypto_a1_5m_6_momentum_volatility_state_421160228649,crypto_a3_5m_014,5m,6,"Mul(Rank(ret_6),ZScore(quote_volume_mean_24))",symbol_shuffle,0.1362206541233645,-0.003381615891229072,0.3143653413439024
crypto_a1_5m_1_price_funding_state_80326d0f1c39,crypto_a3_5m_015,5m,1,"Mul(Rank(ret_1),ZScore(latest_known_funding_rate))",original,0.9065067906319734,0.006610876844849905,0.6464460714326506
crypto_a1_5m_1_price_funding_state_80326d0f1c39,crypto_a3_5m_015,5m,1,"Mul(Rank(ret_1),ZScore(latest_known_funding_rate))",sign_flip,-0.9065067906319734,-0.006610876844849905,0.6464460714326506
crypto_a1_5m_1_price_funding_state_80326d0f1c39,crypto_a3_5m_015,5m,1,"Mul(Rank(ret_1),ZScore(latest_known_funding_rate))",label_shuffle,-0.05576909893993702,-0.0002888831503893781,0.6464346495185663
crypto_a1_5m_1_price_funding_state_80326d0f1c39,crypto_a3_5m_015,5m,1,"Mul(Rank(ret_1),ZScore(latest_known_funding_rate))",time_shift,-1.9979813379857414,-0.004868776639743845,0.6464346495185663
crypto_a1_5m_1_price_funding_state_80326d0f1c39,crypto_a3_5m_015,5m,1,"Mul(Rank(ret_1),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.15266473527007068,-0.0008103679520140384,0.6464460714326506
crypto_a1_5m_1_price_funding_state_80326d0f1c39,crypto_a3_5m_015,5m,1,"Mul(Rank(ret_1),ZScore(latest_known_funding_rate))",wrong_lag_funding_future_shift,-3.064799530617336,-0.002862123146782512,0.6466478585814744
crypto_a1_5m_1_basis_funding_state_7f72e6ecfaf2,crypto_a3_5m_016,5m,1,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",original,0.6948867928280874,0.006604971111319375,0.419629701545385
crypto_a1_5m_1_basis_funding_state_7f72e6ecfaf2,crypto_a3_5m_016,5m,1,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",sign_flip,-0.6948867928280874,-0.006604971111319375,0.419629701545385
crypto_a1_5m_1_basis_funding_state_7f72e6ecfaf2,crypto_a3_5m_016,5m,1,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",label_shuffle,-0.9332773989308313,-0.001049433832503681,0.41962589424069013
crypto_a1_5m_1_basis_funding_state_7f72e6ecfaf2,crypto_a3_5m_016,5m,1,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",time_shift,-1.90576883923749,-0.005292012914625182,0.41962589424069013
crypto_a1_5m_1_basis_funding_state_7f72e6ecfaf2,crypto_a3_5m_016,5m,1,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",symbol_shuffle,-0.058532160395071094,-0.001701703442659238,0.419629701545385
crypto_a1_5m_1_basis_funding_state_7f72e6ecfaf2,crypto_a3_5m_016,5m,1,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",basis_shuffle,0.6157894211117539,0.003975201107528953,0.6191781552085832
crypto_a1_5m_1_basis_funding_state_7f72e6ecfaf2,crypto_a3_5m_016,5m,1,"Mul(Rank(mark_index_ratio),ZScore(latest_known_funding_rate))",wrong_lag_funding_future_shift,-3.0752347401475455,-0.003277031486425727,0.42645239155844405
crypto_a1_5m_12_price_basis_confirmation_0aaa53790f21,crypto_a3_5m_017,5m,12,"Mul(Rank(ret_24),Rank(premium_index))",original,0.9915125515698477,0.03130601283341288,0.8185628947699055
crypto_a1_5m_12_price_basis_confirmation_0aaa53790f21,crypto_a3_5m_017,5m,12,"Mul(Rank(ret_24),Rank(premium_index))",sign_flip,-0.9915125515698477,-0.03130601283341288,0.8185628947699055
crypto_a1_5m_12_price_basis_confirmation_0aaa53790f21,crypto_a3_5m_017,5m,12,"Mul(Rank(ret_24),Rank(premium_index))",label_shuffle,0.08168536016507093,-0.0026343020617111616,0.8187113796530022
crypto_a1_5m_12_price_basis_confirmation_0aaa53790f21,crypto_a3_5m_017,5m,12,"Mul(Rank(ret_24),Rank(premium_index))",time_shift,0.03864233580387043,-0.004058648893953589,0.8186999577389179
crypto_a1_5m_12_price_basis_confirmation_0aaa53790f21,crypto_a3_5m_017,5m,12,"Mul(Rank(ret_24),Rank(premium_index))",symbol_shuffle,0.22786453416825336,0.0024880322306420934,0.8185628947699055
crypto_a1_5m_12_price_basis_confirmation_0aaa53790f21,crypto_a3_5m_017,5m,12,"Mul(Rank(ret_24),Rank(premium_index))",basis_shuffle,0.6116795793504525,0.022446704502866822,1.0586667580419795
