blueprint_id,a7ls_arm,semantic_pair,motif,skeleton_key,production_key,expression,eval_success,finite_share,nonzero_share,activity_ok,min_value,max_value,std_value,error
a7ls1_04852629668696f7,A7LS_B,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_3dec538a472d89ad,"Mul(Delta(mark_index_basis_bps,8),Sign(Mean(mark_trade_basis_bps,1)))",True,0.0,0.0,False,,,,
a7ls1_0852aca9265388a1,A7LS_B,funding_state_like,single,skel_a311ee3fdacdeca2,prod_eec74fcfb7f35ec2,"ZScore(Mean(funding_rate_update_age_hours,1))",True,0.0,0.0,False,,,,
a7ls1_06b16566948ea71c,A7LS_B,liquidity_like,single,skel_1d39996e97d5ace0,prod_741cd53f20e5fdd2,"Delta(trade_quote_volume,24)",True,0.9981529924692826,1.0,True,-13769998490.402,14164676265.0093,111963448.62616566,
a7ls1_1933d16382f9d834,A7LS_B,listing_age_like,single,skel_1d39996e97d5ace0,prod_35fae645e4ce72d6,"Mean(age_percentile_active_universe,24)",True,0.9696630994847404,1.0,True,0.0054644808743169425,0.824297188755736,0.11646693893143736,
a7ls1_03559222dd52eb57,A7LS_B,open_interest_like,gated_sign,skel_156d0fafafecde17,prod_6fbb3b14772d1559,"Mul(Mean(open_interest_last,1),Sign(ZScore(Mean(open_interest_mean,4))))",True,0.0,0.0,False,,,,
a7ls1_03cec64e0b8de210,A7LS_B,positioning_like,single,skel_1d39996e97d5ace0,prod_cfa296b7020e1985,"Mean(top_long_short_account_ratio_mean,8)",True,0.9977724930638129,1.0,True,0.26080557677096294,14.023680964895902,1.0253124353988328,
a7ls1_01ff9ca94bb59a42,A7LS_B,price_like,gated_sign,skel_c80f62c274b367a9,prod_5fb5e6b22ad22e34,"Mul(trade_close,Sign(ZScore(Mean(mark_close,8))))",True,0.9989615537059057,1.0,True,-1321.81,125986.0,8650.142073454621,
a7ls1_05e7cd8818c2e2ba,A7LS_B,regime_state,single,skel_1d39996e97d5ace0,prod_ab83a89d50449212,"Mean(coverage_state,168)",True,0.0,0.0,False,,,,
a7ls1_09ca3a50db02b64f,A7LS_B,taker_flow_like,single,skel_1d39996e97d5ace0,prod_cab74a19e8c4e1ad,"Delta(kline_taker_buy_quote_share,72)",True,0.9957748711850971,1.0,True,-0.8299842484099862,0.8480393886604634,0.09249249732779381,
a7ls1_0491fb01c27a7550,A7LS_B,volatility_like,single,skel_1d39996e97d5ace0,prod_c5df6e4a180f8759,"Delta(realized_vol_168h,1)",True,0.9684264764169639,0.9970112632707687,True,-0.0688899302789359,0.0757876641944356,0.0002467521129217359,
a7ls1_082c605d6e3ca825,A7LS_B,basis_premium_like,gated_sign,skel_bcb165b7818f5d85,prod_8fc0a2846106eb9c,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(Delta(mark_trade_basis_bps,72)))",True,0.0,0.0,False,,,,
a7ls1_0cb44c3d93042022,A7LS_B,funding_state_like,single,skel_1d39996e97d5ace0,prod_a351f7c44fa078e5,"Mean(funding_rate_update_age_hours,8)",True,0.9701674593737614,0.9981712666723181,True,0.0,4.5,0.8411272237580403,
a7ls1_10ed9f5fdf2e3116,A7LS_B,liquidity_like,single,skel_1d39996e97d5ace0,prod_9b50a7e195382c38,"Mean(trade_count,1)",True,0.0,0.0,False,,,,
a7ls1_197e3f2c5669cf44,A7LS_B,listing_age_like,single,skel_a311ee3fdacdeca2,prod_a6f2fa4a2ea2d2f8,"ZScore(Mean(sqrt_listing_age_days,24))",True,0.9669619500594531,1.0,True,-9.644196509600501,0.9946666286387916,0.994774554787215,
a7ls1_03b489156b60bfb0,A7LS_B,open_interest_like,gated_sign,skel_a2f58ee62d9e7ad2,prod_4e01e1a5ae8fb2bb,"Mul(open_interest_last,Sign(Mean(open_interest_mean,1)))",True,0.0,0.0,False,,,,
a7ls1_102a47a3376820fa,A7LS_B,positioning_like,single,skel_1d39996e97d5ace0,prod_fe82dc4854ed70fc,"Delta(top_long_short_account_ratio_mean,1)",True,0.9986286167261197,1.0,True,-3.4949520816666664,3.184160979999998,0.07736217422101424,
a7ls1_06ddf812e79e1b65,A7LS_B,price_like,gated_sign,skel_3afee12eb6a9078f,prod_bdb5518761252c64,"Mul(Delta(trade_close,4),Sign(Delta(mark_close,8)))",True,0.998913991280222,0.985963749771849,True,-4246.199999999997,8362.399999999994,83.54011486866268,
a7ls1_09e82035bd570591,A7LS_B,regime_state,single,skel_1d39996e97d5ace0,prod_9d0472c93f6e9d9f,"Delta(liquidity_state,72)",True,0.0,0.0,False,,,,
a7ls1_0c92308155de706d,A7LS_B,taker_flow_like,single,skel_ca36cd3eaf5a3a94,prod_18143a0c135a9e3a,taker_buy_quote_volume,True,0.9992944906856916,0.9999514124114516,True,0.0,7231264694.0701,62861372.92479236,
a7ls1_0a6b04b6f1401031,A7LS_B,volatility_like,single,skel_1d39996e97d5ace0,prod_2d03bfe8127903df,"Delta(realized_vol_168h,24)",True,0.9673325406262386,1.0,True,-0.08111974714511237,0.07874786910246065,0.001614310272910845,
a7ls1_08b36cb9cc49bc3a,A7LS_B,basis_premium_like,gated_sign,skel_136259b72205469f,prod_cfe8e44578739c96,"Mul(Delta(mark_index_basis_bps,8),Sign(mark_trade_basis_bps))",True,0.9981807372175981,0.70808317549565,True,-2221.785211308895,2120.9176010941655,12.464888527774345,
a7ls1_1737c515befcd918,A7LS_B,funding_state_like,single,skel_8a3e91f81074ce44,prod_0d7c2dc0dfb35f38,"Clip(ZScore(funding_rate_update_age_hours),-3,3)",True,0.546030519223147,1.0,True,-5.0,5.0,0.9556150217814662,
a7ls1_1197e2ff7b980080,A7LS_B,liquidity_like,single,skel_a311ee3fdacdeca2,prod_a9d2e20cf095ef4e,"ZScore(Mean(trade_quote_volume,1))",True,0.0,0.0,False,,,,
a7ls1_202662d48aedcc3e,A7LS_B,listing_age_like,single,skel_1d39996e97d5ace0,prod_b3382d76c8204403,"Delta(age_x_volatility,72)",True,0.9650495441934205,1.0,True,-0.47834937144917333,0.4679324921384004,0.019069965737011037,
a7ls1_03fb831010bfce2d,A7LS_B,open_interest_like,gated_sign,skel_a2f58ee62d9e7ad2,prod_fb1dd3f00ce4185e,"Mul(open_interest_last,Sign(Delta(open_interest_mean,72)))",True,0.994966309948474,0.9996718519698841,True,-616961593393.0,672382024588.0,21847761794.76278,
a7ls1_13632923a1898e11,A7LS_B,positioning_like,single,skel_a311ee3fdacdeca2,prod_9787248d5bc2b152,"ZScore(Mean(top_long_short_position_ratio_mean,4))",True,0.998581054300436,1.0,True,-2.6266762766521246,8.04429279644686,0.9947745824965504,
a7ls1_0863930f075c71cb,A7LS_B,price_like,gated_sign,skel_6a3533b4d89c4d45,prod_f4df1644c16f7584,"Mul(Mean(trade_close,4),Sign(Clip(ZScore(mark_close),-3,3)))",True,0.9991518034086405,1.0,True,-1315.980000000447,125499.07499998808,8649.285259775354,
a7ls1_0b1e1812921a8431,A7LS_B,regime_state,single,skel_1d39996e97d5ace0,prod_fa70841f8b952db0,"Mean(liquidity_state,24)",True,0.0,0.0,False,,,,
a7ls1_0fe03e7174d1d786,A7LS_B,taker_flow_like,single,skel_1d39996e97d5ace0,prod_dbd67dbc82ab1659,"Delta(taker_buy_quote_volume,72)",True,0.9958699960364645,1.0,True,-7088269368.64487,7078692237.02508,58669009.33099647,
a7ls1_0d78b2798329d258,A7LS_B,volatility_like,single,skel_8a3e91f81074ce44,prod_a1421fcf35e95fc1,"Clip(ZScore(realized_vol_72h),-3,3)",True,0.9696155370590567,1.0,True,-4.709987044738594,5.0,0.949046845049695,
a7ls1_08d78983c81d8fb5,A7LS_B,basis_premium_like,gated_sign,skel_156d0fafafecde17,prod_efcbe861762e7447,"Mul(Delta(mark_index_basis_bps,8),Sign(ZScore(Mean(mark_trade_basis_bps,24))))",True,0.9974673008323425,0.9979148537119379,True,-2120.9176010941655,2221.785211308895,14.064039048796795,
a7ls1_1837b2f86a0c209e,A7LS_B,funding_state_like,single,skel_1d39996e97d5ace0,prod_c5e091336f6125b7,"Mean(funding_rate_update_age_hours,1)",True,0.0,0.0,False,,,,
a7ls1_14a2407741625be2,A7LS_B,liquidity_like,single,skel_1d39996e97d5ace0,prod_2998b111de29b3a6,"Delta(volume_volatility_ratio_168h,72)",True,0.9650495441934205,1.0,True,-6300.149851355581,3555.3662560895573,293.0359621021428,
a7ls1_20f44261fbbea913,A7LS_B,listing_age_like,single,skel_1d39996e97d5ace0,prod_c7d041c8fd1e8243,"Mean(sqrt_listing_age_days,72)",True,0.9719460959175584,1.0,True,0.6441375614779045,29.162975537711947,6.88937467844286,
a7ls1_04a504a97b5d952f,A7LS_B,open_interest_like,gated_sign,skel_af8c1327eb17d836,prod_7681d914f8dc5db2,"Mul(ZScore(Mean(open_interest_last,4)),Sign(ZScore(Mean(open_interest_mean,8))))",True,0.9982005548949663,1.0,True,-0.02627306490993881,9.693522617960845,0.9673810434277914,
a7ls1_155b05f86f9d7cda,A7LS_B,positioning_like,single,skel_a311ee3fdacdeca2,prod_35ce66bc62ccb084,"ZScore(Mean(global_long_short_account_ratio_last,72))",True,0.99824811732065,1.0,True,-3.085180742968619,6.4359711709738034,0.9947745813460014,
a7ls1_0afc610bed536a32,A7LS_B,price_like,gated_sign,skel_156d0fafafecde17,prod_f4f4aff443c051c0,"Mul(Delta(trade_close,1),Sign(ZScore(Mean(mark_close,24))))",True,0.9982005548949663,0.9748631107899272,True,-4409.900000000009,5223.899999999994,42.27230071740183,
a7ls1_0ee97c678bc97537,A7LS_B,regime_state,single,skel_1d39996e97d5ace0,prod_9d9bd8be2dbda5a8,"Mean(rolling_coverage_168h,168)",True,0.9754181529924693,1.0,True,0.9413619614512059,1.0,0.0043698432053368395,
a7ls1_1065e15e541c900f,A7LS_B,taker_flow_like,single,skel_1d39996e97d5ace0,prod_f0f66c55cd2b12de,"Mean(taker_buy_quote_volume,4)",True,0.9991518034086405,1.0,True,1521.5816497802734,3599408696.912964,55973519.691511534,
a7ls1_1079f55c8bb68ea6,A7LS_B,volatility_like,single,skel_1d39996e97d5ace0,prod_d731f1b897696b50,"Mean(realized_vol_72h,8)",True,0.9692826000792707,1.0,True,0.001200935512017054,0.14301995260031752,0.005402096405959201,
a7ls1_0dc99ebfe9f68f90,A7LS_B,basis_premium_like,gated_sign,skel_a2f58ee62d9e7ad2,prod_a2afcdf59d5ae296,"Mul(mark_index_basis_bps,Sign(Mean(mark_trade_basis_bps,8)))",True,0.9982362267142291,0.9875354866887693,True,-2236.5719900454283,1028.4036600865843,12.688651119675814,
a7ls1_1bbeb5c0e9984ff3,A7LS_B,funding_state_like,single,skel_ca36cd3eaf5a3a94,prod_9811bf90998317b5,funding_state_x_basis_delta,True,0.9686013674197385,0.5987207324714517,True,-16.54201370733947,29.714466742739894,0.10081325741195023,
a7ls1_1829af37b04ece20,A7LS_B,liquidity_like,single,skel_a311ee3fdacdeca2,prod_3d4b5611c8faf01f,"ZScore(Mean(trade_volume,4))",True,0.9991518034086405,1.0,True,-0.2332201647518027,9.69589301695395,0.9947745844671364,
a7ls1_2268467489a215fe,A7LS_B,listing_age_like,single,skel_1d39996e97d5ace0,prod_6e3c60ca94d62eae,"Delta(log1p_listing_age_days,72)",True,0.9673325406262386,1.0,True,0.0035275133339913722,1.3862943611198906,0.06525268586246989,
a7ls1_04e4a095bb4b591e,A7LS_B,open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_99fce66f7c32a744,"Mul(Delta(open_interest_last,4),Sign(Mean(open_interest_mean,4)))",True,0.9984859294490686,0.9999975190339714,True,-480389682310.0,495250626157.0,990711445.8355709,
a7ls1_17125033837d1219,A7LS_B,positioning_like,single,skel_1d39996e97d5ace0,prod_604865336bce96b3,"Mean(top_long_short_position_ratio_last,4)",True,0.998581054300436,1.0,True,0.2583162500004619,8.143745249999483,0.7068401214380855,
a7ls1_0b216c2e98e1474a,A7LS_B,price_like,gated_sign,skel_51c2bb588b20fa9e,prod_fac6ac50af3e5ce8,"Mul(ZScore(Mean(trade_close,1)),Sign(mark_close))",True,0.0,0.0,False,,,,
a7ls1_0f9438e157a73f2c,A7LS_B,regime_state,single,skel_ca36cd3eaf5a3a94,prod_c1e3a8f96bbd3b6c,volatility_state,True,0.0,0.0,False,,,,
a7ls1_10a59e72da8cd435,A7LS_B,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_c0725566196dc0b9,"ZScore(Mean(taker_buy_sell_volume_ratio_mean,8))",True,0.9982005548949663,1.0,True,-3.8048191557660047,9.695896898245609,0.9947745811815746,
a7ls1_168e1ce1dbe62b11,A7LS_B,volatility_like,single,skel_a311ee3fdacdeca2,prod_d43cc40fbc807e64,"ZScore(Mean(realized_vol_24h,8))",True,0.9698533491874752,1.0,True,-4.879230180998602,9.609407183396437,0.9947744803140576,
a7ls1_1714ebdec8b705b1,A7LS_B,basis_premium_like,gated_sign,skel_c80f62c274b367a9,prod_b5dacec9052f1ddf,"Mul(mark_index_basis_bps,Sign(ZScore(Mean(mark_trade_basis_bps,72))))",True,0.9974752279032897,0.9880743295597684,True,-1539.4707966998333,2236.5719900454283,13.847889421162064,
a7ls1_1bca7b318814ed41,A7LS_B,funding_state_like,single,skel_1d39996e97d5ace0,prod_9712873a53eee964,"Mean(funding_rate_abs_state_168h_z,1)",True,0.0,0.0,False,,,,
a7ls1_1896dd39fb4e32d6,A7LS_B,liquidity_like,single,skel_f6a3f0b03e9258f2,prod_572e4e03b6c2b273,CSRank(trade_quote_volume),True,0.9992944906856916,1.0,True,0.010416666666666666,1.0,0.28865258270949146,
a7ls1_22c26012bcaaee6d,A7LS_B,listing_age_like,single,skel_1d39996e97d5ace0,prod_96c6f4f6469bc954,"Delta(age_percentile_active_universe,72)",True,0.9673325406262386,0.5404504257184768,True,-0.0012183529474769639,0.01628101145038169,0.0016033683894311828,
a7ls1_056d1b8909b7664d,A7LS_B,open_interest_like,gated_sign,skel_136259b72205469f,prod_93e74fdd5c2048d8,"Mul(Delta(open_interest_last,1),Sign(open_interest_mean))",True,0.9987713040031708,0.9999598198341204,True,-490320180554.0,495486191814.0,807328143.5221713,
a7ls1_196de474b72481ef,A7LS_B,positioning_like,single,skel_ca36cd3eaf5a3a94,prod_f3d8901c988f7def,global_long_short_account_ratio_mean,True,0.9988664288545382,1.0,True,0.2386616483333333,17.58063134083333,0.9475019065739342,
a7ls1_111af2941444671f,A7LS_B,price_like,gated_sign,skel_af8c1327eb17d836,prod_30a77eec5109b211,"Mul(ZScore(Mean(trade_close,4)),Sign(ZScore(Mean(mark_close,8))))",True,0.9989615537059057,1.0,True,-0.001367464601468161,9.694064495754644,0.9729484584984933,
a7ls1_116106636dc0a2e8,A7LS_B,regime_state,single,skel_1d39996e97d5ace0,prod_de25a5f7f7ae7338,"Mean(volatility_state,72)",True,0.0,0.0,False,,,,
a7ls1_120eb3a5d20497d2,A7LS_B,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_97f69491ca4987fc,"ZScore(Mean(taker_buy_sell_volume_ratio_last,72))",True,0.99824811732065,1.0,True,-2.6468794688380117,9.691950519627293,0.9947745813460014,
a7ls1_1ec07d825ae47072,A7LS_B,volatility_like,single,skel_a311ee3fdacdeca2,prod_87e790490ebb5004,"ZScore(Mean(realized_vol_24h,72))",True,0.9713753468093539,1.0,True,-4.532020391863439,9.346495268251807,0.994774485879322,
a7ls1_17a9b5991449a23f,A7LS_B,basis_premium_like,gated_sign,skel_136259b72205469f,prod_a0ec71ddfa42d6da,"Mul(Mean(mark_index_basis_bps,4),Sign(mark_trade_basis_bps))",True,0.9984235037653587,0.7098839926995492,True,-1010.8721855770782,1000.9804946567463,9.83397794489341,
a7ls1_22c025090d2583d9,A7LS_B,funding_state_like,single,skel_a311ee3fdacdeca2,prod_4c1cd217f676772a,"ZScore(Mean(funding_state_x_basis_delta,72))",True,0.9698275862068966,1.0,True,-9.673472304495467,9.6958932094949,0.9947679218746475,
a7ls1_199d15fbdceb9d47,A7LS_B,liquidity_like,single,skel_1d39996e97d5ace0,prod_7b5994b2fb414914,"Delta(trade_volume,8)",True,0.998913991280222,0.9999995040194266,True,-2269507695386.0,2354877932060.0,5810745341.266702,
a7ls1_270c3b715015c543,A7LS_B,listing_age_like,single,skel_1d39996e97d5ace0,prod_f1bd321f00181631,"Mean(sqrt_listing_age_days,168)",True,0.9765120887831946,1.0,True,0.6441375614779045,29.162975537711947,6.945139362280773,
a7ls1_06f1f0ba0d434663,A7LS_B,open_interest_like,gated_sign,skel_af8c1327eb17d836,prod_ab4618bb052a82f9,"Mul(ZScore(Mean(open_interest_last,1)),Sign(ZScore(Mean(open_interest_mean,8))))",True,0.0,0.0,False,,,,
a7ls1_19772d52e9fb8e16,A7LS_B,positioning_like,single,skel_1d39996e97d5ace0,prod_3edccf46fe070615,"Delta(top_long_short_position_ratio_mean,4)",True,0.9984859294490686,0.9999975190339714,True,-3.749402583333333,2.472553666666668,0.08065776067888931,
a7ls1_11270ec8e790970c,A7LS_B,price_like,gated_sign,skel_156d0fafafecde17,prod_55297d17353ffd0c,"Mul(Mean(trade_close,4),Sign(ZScore(Mean(mark_close,4))))",True,0.9991518034086405,1.0,True,-1315.980000000447,125499.07499998808,8649.284994577032,
a7ls1_1c7bc905d18acc44,A7LS_B,regime_state,single,skel_1d39996e97d5ace0,prod_41ef8d29521fc100,"Delta(coverage_state,168)",True,0.0,0.0,False,,,,
a7ls1_1ba8df32e663f986,A7LS_B,taker_flow_like,single,skel_a311ee3fdacdeca2,prod_86d4da3bd86c2ec0,"ZScore(Mean(taker_buy_quote_volume,8))",True,0.9989615537059057,1.0,True,-0.378041231006779,9.499661003224723,0.9947745838105245,
a7ls1_2373eb86ef35a6ed,A7LS_B,volatility_like,single,skel_a311ee3fdacdeca2,prod_320bedc8ee87c50e,"ZScore(Mean(realized_vol_24h,1))",True,0.0,0.0,False,,,,
a7ls1_198250f819a116f7,A7LS_B,basis_premium_like,gated_sign,skel_3afee12eb6a9078f,prod_0493677f41ecf580,"Mul(Mean(mark_index_basis_bps,1),Sign(Delta(mark_trade_basis_bps,4)))",True,0.0,0.0,False,,,,
a7ls1_23ad4f9a2c01c3b2,A7LS_B,funding_state_like,single,skel_1d39996e97d5ace0,prod_d40c80bff7b99700,"Mean(funding_state_x_basis_delta,24)",True,0.967473246135553,0.7749223146048543,True,-0.6406215645572045,7.082447011961581,0.04813711014573446,
a7ls1_1ae3c8cb6b65b991,A7LS_B,liquidity_like,single,skel_a311ee3fdacdeca2,prod_e3948947154f1521,"ZScore(Mean(log_quote_volume_168h,1))",True,0.0,0.0,False,,,,
a7ls1_2731048c10497857,A7LS_B,listing_age_like,single,skel_1d39996e97d5ace0,prod_0c892770c055ac51,"Delta(age_x_volatility,24)",True,0.9673325406262386,1.0,True,-0.46917449142176093,0.4540658823231498,0.009593420291217701,
a7ls1_07a3beec994606f6,A7LS_B,open_interest_like,gated_sign,skel_3afee12eb6a9078f,prod_18956acfcec32464,"Mul(Delta(open_interest_last,4),Sign(Delta(open_interest_mean,8)))",True,0.9981054300435989,0.9999975180881734,True,-458347336999.0,495250626157.0,990518727.0063143,
a7ls1_1e0157e51a904369,A7LS_B,positioning_like,single,skel_ca36cd3eaf5a3a94,prod_dec6dc2521716ca9,top_long_short_account_ratio_last,True,0.9987713040031708,1.0,True,0.25040462,14.51958225,1.0309684854156247,
a7ls1_12ebcbe2c7317230,A7LS_B,price_like,gated_sign,skel_156d0fafafecde17,prod_135611f415d528b6,"Mul(Delta(trade_close,4),Sign(ZScore(Mean(mark_close,1))))",True,0.0,0.0,False,,,,
a7ls1_1cd009e71e691219,A7LS_B,regime_state,single,skel_a311ee3fdacdeca2,prod_0de57aa6deffcb90,"ZScore(Mean(liquidity_state,72))",True,0.0,0.0,False,,,,
a7ls1_1db05865b3de4952,A7LS_B,taker_flow_like,single,skel_1d39996e97d5ace0,prod_6ad7a5d57afc97f5,"Delta(taker_buy_sell_volume_ratio_last,1)",True,0.9987713040031708,0.9999940473828327,True,-85701.038315,85699.62697900001,101.1815426150007,
a7ls1_27d76494cb61dc17,A7LS_B,volatility_like,single,skel_1d39996e97d5ace0,prod_35711edab16376c9,"Delta(realized_vol_24h,72)",True,0.9667617915180341,1.0,True,-0.23553231885671042,0.22232054326712997,0.007137994474565742,
a7ls1_1ddb9c54527b076b,A7LS_B,basis_premium_like,gated_sign,skel_6a3533b4d89c4d45,prod_8d4c39e801713338,"Mul(Mean(mark_index_basis_bps,1),Sign(Clip(ZScore(mark_trade_basis_bps),-3,3)))",True,0.0,0.0,False,,,,
a7ls1_240a4756a90c5df7,A7LS_B,funding_state_like,single,skel_a311ee3fdacdeca2,prod_6910b205f181f46d,"ZScore(Mean(funding_rate_delta_state_24h,4))",True,0.9692063020214031,0.9999994888168462,True,-9.693654902905541,9.688408485543276,0.9947717533660729,
a7ls1_1bbb77ed80608faf,A7LS_B,liquidity_like,single,skel_f6a3f0b03e9258f2,prod_699f7bfcfd04ed13,CSRank(median_quote_volume_168h),True,0.9696630994847404,1.0,True,0.010416666666666666,1.0,0.288659451691712,
a7ls1_323c7dccf27ee6d3,A7LS_B,listing_age_like,single,skel_a311ee3fdacdeca2,prod_2e6c657a4c3c6a48,"ZScore(Mean(log1p_listing_age_days,72))",True,0.9709680935394371,1.0,True,-9.644196509600503,0.9946666286387916,0.9947745863004933,
a7ls1_0892cffe7717e008,A7LS_B,open_interest_like,gated_sign,skel_156d0fafafecde17,prod_df9403f6d2195524,"Mul(Delta(open_interest_last,4),Sign(ZScore(Mean(open_interest_mean,24))))",True,0.9966785572730876,0.9999975145349993,True,-480389682310.0,495250626157.0,991569215.9738182,
a7ls1_1f38836c82d9519a,A7LS_B,positioning_like,single,skel_1d39996e97d5ace0,prod_3a8690a1e1ba1f6a,"Mean(top_long_short_position_ratio_last,72)",True,0.99824811732065,1.0,True,0.26619818055557215,7.37483133333338,0.6937421084829247,
a7ls1_12f4fcc1a0531fd0,A7LS_B,price_like,gated_sign,skel_bcb165b7818f5d85,prod_5969e81ef70513f9,"Mul(ZScore(Mean(trade_close,1)),Sign(Delta(mark_close,72)))",True,0.0,0.0,False,,,,
a7ls1_24646a57948033f6,A7LS_B,regime_state,single,skel_1d39996e97d5ace0,prod_e7ee7d0af13c6ad5,"Delta(rolling_coverage_168h,24)",True,0.9685216012683313,0.0032411461871516382,False,-0.059523809523809534,0.059523809523809534,0.002683911745440537,
