a7ls_arm,arm_name,search_role,level,candidate_role,generation_priority,semantic_pair,motif,primary_field,secondary_field,primary_semantic,secondary_semantic,primary_transform,secondary_transform,modifier_guard_required,expression,skeleton_key,production_key,blueprint_id,in_materialization_queue,in_company_numeric_wave_queue,materialization_shard,checkpoint_key
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,taker_flow_like,single,kline_taker_buy_quote_share,,taker_flow_like,,zmean_24h,,False,"ZScore(Mean(kline_taker_buy_quote_share,24))",skel_a311ee3fdacdeca2,prod_4b84947b1dc71196,a7ls1_0991f6b92f1c214e,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0991f6b92f1c214e
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,volatility_like,single,realized_vol_24h,,volatility_like,,zmean_4h,,False,"ZScore(Mean(realized_vol_24h,4))",skel_a311ee3fdacdeca2,prod_60e128e54a4958f7,a7ls1_048ef43969c2334e,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_048ef43969c2334e
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,gated_sign,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,delta_8h,mean_1h,False,"Mul(Delta(mark_index_basis_bps,8),Sign(Mean(mark_trade_basis_bps,1)))",skel_3afee12eb6a9078f,prod_3dec538a472d89ad,a7ls1_04852629668696f7,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_04852629668696f7
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,funding_state_like,single,funding_rate_update_age_hours,,funding_state_like,,zmean_1h,,False,"ZScore(Mean(funding_rate_update_age_hours,1))",skel_a311ee3fdacdeca2,prod_eec74fcfb7f35ec2,a7ls1_0852aca9265388a1,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0852aca9265388a1
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,liquidity_like,single,trade_quote_volume,,liquidity_like,,delta_24h,,False,"Delta(trade_quote_volume,24)",skel_1d39996e97d5ace0,prod_741cd53f20e5fdd2,a7ls1_06b16566948ea71c,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_06b16566948ea71c
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,listing_age_like,single,age_percentile_active_universe,,listing_age_like,,mean_24h,,True,"Mean(age_percentile_active_universe,24)",skel_1d39996e97d5ace0,prod_35fae645e4ce72d6,a7ls1_1933d16382f9d834,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_1933d16382f9d834
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,open_interest_like,gated_sign,open_interest_last,open_interest_mean,open_interest_like,open_interest_like,mean_1h,zmean_4h,False,"Mul(Mean(open_interest_last,1),Sign(ZScore(Mean(open_interest_mean,4))))",skel_156d0fafafecde17,prod_6fbb3b14772d1559,a7ls1_03559222dd52eb57,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_03559222dd52eb57
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,positioning_like,single,top_long_short_account_ratio_mean,,positioning_like,,mean_8h,,False,"Mean(top_long_short_account_ratio_mean,8)",skel_1d39996e97d5ace0,prod_cfa296b7020e1985,a7ls1_03cec64e0b8de210,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_03cec64e0b8de210
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,price_like,gated_sign,trade_close,mark_close,price_like,price_like,level,zmean_8h,False,"Mul(trade_close,Sign(ZScore(Mean(mark_close,8))))",skel_c80f62c274b367a9,prod_5fb5e6b22ad22e34,a7ls1_01ff9ca94bb59a42,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_01ff9ca94bb59a42
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,regime_state,single,coverage_state,,regime_state,,mean_168h,,True,"Mean(coverage_state,168)",skel_1d39996e97d5ace0,prod_ab83a89d50449212,a7ls1_05e7cd8818c2e2ba,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_05e7cd8818c2e2ba
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,taker_flow_like,single,kline_taker_buy_quote_share,,taker_flow_like,,delta_72h,,False,"Delta(kline_taker_buy_quote_share,72)",skel_1d39996e97d5ace0,prod_cab74a19e8c4e1ad,a7ls1_09ca3a50db02b64f,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_09ca3a50db02b64f
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,volatility_like,single,realized_vol_168h,,volatility_like,,delta_1h,,False,"Delta(realized_vol_168h,1)",skel_1d39996e97d5ace0,prod_c5df6e4a180f8759,a7ls1_0491fb01c27a7550,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0491fb01c27a7550
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,gated_sign,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,zmean_1h,delta_72h,False,"Mul(ZScore(Mean(mark_index_basis_bps,1)),Sign(Delta(mark_trade_basis_bps,72)))",skel_bcb165b7818f5d85,prod_8fc0a2846106eb9c,a7ls1_082c605d6e3ca825,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_082c605d6e3ca825
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,funding_state_like,single,funding_rate_update_age_hours,,funding_state_like,,mean_8h,,False,"Mean(funding_rate_update_age_hours,8)",skel_1d39996e97d5ace0,prod_a351f7c44fa078e5,a7ls1_0cb44c3d93042022,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0cb44c3d93042022
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,liquidity_like,single,trade_count,,liquidity_like,,mean_1h,,False,"Mean(trade_count,1)",skel_1d39996e97d5ace0,prod_9b50a7e195382c38,a7ls1_10ed9f5fdf2e3116,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_10ed9f5fdf2e3116
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,listing_age_like,single,sqrt_listing_age_days,,listing_age_like,,zmean_24h,,True,"ZScore(Mean(sqrt_listing_age_days,24))",skel_a311ee3fdacdeca2,prod_a6f2fa4a2ea2d2f8,a7ls1_197e3f2c5669cf44,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_197e3f2c5669cf44
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,open_interest_like,gated_sign,open_interest_last,open_interest_mean,open_interest_like,open_interest_like,level,mean_1h,False,"Mul(open_interest_last,Sign(Mean(open_interest_mean,1)))",skel_a2f58ee62d9e7ad2,prod_4e01e1a5ae8fb2bb,a7ls1_03b489156b60bfb0,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_03b489156b60bfb0
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,positioning_like,single,top_long_short_account_ratio_mean,,positioning_like,,delta_1h,,False,"Delta(top_long_short_account_ratio_mean,1)",skel_1d39996e97d5ace0,prod_fe82dc4854ed70fc,a7ls1_102a47a3376820fa,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_102a47a3376820fa
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,price_like,gated_sign,trade_close,mark_close,price_like,price_like,delta_4h,delta_8h,False,"Mul(Delta(trade_close,4),Sign(Delta(mark_close,8)))",skel_3afee12eb6a9078f,prod_bdb5518761252c64,a7ls1_06ddf812e79e1b65,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_06ddf812e79e1b65
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,regime_state,single,liquidity_state,,regime_state,,delta_72h,,True,"Delta(liquidity_state,72)",skel_1d39996e97d5ace0,prod_9d0472c93f6e9d9f,a7ls1_09e82035bd570591,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_09e82035bd570591
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,taker_flow_like,single,taker_buy_quote_volume,,taker_flow_like,,level,,False,taker_buy_quote_volume,skel_ca36cd3eaf5a3a94,prod_18143a0c135a9e3a,a7ls1_0c92308155de706d,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0c92308155de706d
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,volatility_like,single,realized_vol_168h,,volatility_like,,delta_24h,,False,"Delta(realized_vol_168h,24)",skel_1d39996e97d5ace0,prod_2d03bfe8127903df,a7ls1_0a6b04b6f1401031,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0a6b04b6f1401031
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,gated_sign,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,delta_8h,level,False,"Mul(Delta(mark_index_basis_bps,8),Sign(mark_trade_basis_bps))",skel_136259b72205469f,prod_cfe8e44578739c96,a7ls1_08b36cb9cc49bc3a,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_08b36cb9cc49bc3a
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,funding_state_like,single,funding_rate_update_age_hours,,funding_state_like,,clip_z,,False,"Clip(ZScore(funding_rate_update_age_hours),-3,3)",skel_8a3e91f81074ce44,prod_0d7c2dc0dfb35f38,a7ls1_1737c515befcd918,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_1737c515befcd918
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,liquidity_like,single,trade_quote_volume,,liquidity_like,,zmean_1h,,False,"ZScore(Mean(trade_quote_volume,1))",skel_a311ee3fdacdeca2,prod_a9d2e20cf095ef4e,a7ls1_1197e2ff7b980080,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_1197e2ff7b980080
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,listing_age_like,single,age_x_volatility,,listing_age_like,,delta_72h,,True,"Delta(age_x_volatility,72)",skel_1d39996e97d5ace0,prod_b3382d76c8204403,a7ls1_202662d48aedcc3e,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_202662d48aedcc3e
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,open_interest_like,gated_sign,open_interest_last,open_interest_mean,open_interest_like,open_interest_like,level,delta_72h,False,"Mul(open_interest_last,Sign(Delta(open_interest_mean,72)))",skel_a2f58ee62d9e7ad2,prod_fb1dd3f00ce4185e,a7ls1_03fb831010bfce2d,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_03fb831010bfce2d
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,positioning_like,single,top_long_short_position_ratio_mean,,positioning_like,,zmean_4h,,False,"ZScore(Mean(top_long_short_position_ratio_mean,4))",skel_a311ee3fdacdeca2,prod_9787248d5bc2b152,a7ls1_13632923a1898e11,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_13632923a1898e11
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,price_like,gated_sign,trade_close,mark_close,price_like,price_like,mean_4h,clip_z,False,"Mul(Mean(trade_close,4),Sign(Clip(ZScore(mark_close),-3,3)))",skel_6a3533b4d89c4d45,prod_f4df1644c16f7584,a7ls1_0863930f075c71cb,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0863930f075c71cb
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,regime_state,single,liquidity_state,,regime_state,,mean_24h,,True,"Mean(liquidity_state,24)",skel_1d39996e97d5ace0,prod_fa70841f8b952db0,a7ls1_0b1e1812921a8431,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0b1e1812921a8431
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,taker_flow_like,single,taker_buy_quote_volume,,taker_flow_like,,delta_72h,,False,"Delta(taker_buy_quote_volume,72)",skel_1d39996e97d5ace0,prod_dbd67dbc82ab1659,a7ls1_0fe03e7174d1d786,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0fe03e7174d1d786
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,volatility_like,single,realized_vol_72h,,volatility_like,,clip_z,,False,"Clip(ZScore(realized_vol_72h),-3,3)",skel_8a3e91f81074ce44,prod_a1421fcf35e95fc1,a7ls1_0d78b2798329d258,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0d78b2798329d258
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,gated_sign,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,delta_8h,zmean_24h,False,"Mul(Delta(mark_index_basis_bps,8),Sign(ZScore(Mean(mark_trade_basis_bps,24))))",skel_156d0fafafecde17,prod_efcbe861762e7447,a7ls1_08d78983c81d8fb5,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_08d78983c81d8fb5
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,funding_state_like,single,funding_rate_update_age_hours,,funding_state_like,,mean_1h,,False,"Mean(funding_rate_update_age_hours,1)",skel_1d39996e97d5ace0,prod_c5e091336f6125b7,a7ls1_1837b2f86a0c209e,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_1837b2f86a0c209e
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,liquidity_like,single,volume_volatility_ratio_168h,,liquidity_like,,delta_72h,,False,"Delta(volume_volatility_ratio_168h,72)",skel_1d39996e97d5ace0,prod_2998b111de29b3a6,a7ls1_14a2407741625be2,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_14a2407741625be2
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,listing_age_like,single,sqrt_listing_age_days,,listing_age_like,,mean_72h,,True,"Mean(sqrt_listing_age_days,72)",skel_1d39996e97d5ace0,prod_c7d041c8fd1e8243,a7ls1_20f44261fbbea913,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_20f44261fbbea913
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,open_interest_like,gated_sign,open_interest_last,open_interest_mean,open_interest_like,open_interest_like,zmean_4h,zmean_8h,False,"Mul(ZScore(Mean(open_interest_last,4)),Sign(ZScore(Mean(open_interest_mean,8))))",skel_af8c1327eb17d836,prod_7681d914f8dc5db2,a7ls1_04a504a97b5d952f,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_04a504a97b5d952f
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,positioning_like,single,global_long_short_account_ratio_last,,positioning_like,,zmean_72h,,False,"ZScore(Mean(global_long_short_account_ratio_last,72))",skel_a311ee3fdacdeca2,prod_35ce66bc62ccb084,a7ls1_155b05f86f9d7cda,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_155b05f86f9d7cda
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,price_like,gated_sign,trade_close,mark_close,price_like,price_like,delta_1h,zmean_24h,False,"Mul(Delta(trade_close,1),Sign(ZScore(Mean(mark_close,24))))",skel_156d0fafafecde17,prod_f4f4aff443c051c0,a7ls1_0afc610bed536a32,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0afc610bed536a32
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,regime_state,single,rolling_coverage_168h,,regime_state,,mean_168h,,True,"Mean(rolling_coverage_168h,168)",skel_1d39996e97d5ace0,prod_9d9bd8be2dbda5a8,a7ls1_0ee97c678bc97537,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0ee97c678bc97537
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,taker_flow_like,single,taker_buy_quote_volume,,taker_flow_like,,mean_4h,,False,"Mean(taker_buy_quote_volume,4)",skel_1d39996e97d5ace0,prod_f0f66c55cd2b12de,a7ls1_1065e15e541c900f,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_1065e15e541c900f
A7LS_B,raw_multi_axis_discovery,raw_discovery,L1_single_axis_raw_transform,ordinary_alpha_probe,P0,volatility_like,single,realized_vol_72h,,volatility_like,,mean_8h,,False,"Mean(realized_vol_72h,8)",skel_1d39996e97d5ace0,prod_d731f1b897696b50,a7ls1_1079f55c8bb68ea6,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_1079f55c8bb68ea6
A7LS_B,raw_multi_axis_discovery,raw_discovery,L2_raw_multi_axis_interaction,role_mixed_allowed,P0,basis_premium_like,gated_sign,mark_index_basis_bps,mark_trade_basis_bps,basis_premium_like,basis_premium_like,level,mean_8h,False,"Mul(mark_index_basis_bps,Sign(Mean(mark_trade_basis_bps,8)))",skel_a2f58ee62d9e7ad2,prod_a2afcdf59d5ae296,a7ls1_0dc99ebfe9f68f90,True,False,a7ls_b_materialization_s020,a7ls_b_materialization_s020::a7ls1_0dc99ebfe9f68f90
