field_name,field_family,source_family,feature_class,transform,label_family,label_horizon_h,orientation_from_train,premay_positive_split_count,premay_all_positive,control_ratio_premay_max,one_bar_lag_recent_oriented,lag_ok,decision,train_2024_n,train_2024_mean_spread,train_2024_tstat,train_2024_nonoverlap_median_tstat,train_2024_nonoverlap_min_tstat,train_2024_positive_rate,validation_2025H1_n,validation_2025H1_mean_spread,validation_2025H1_tstat,validation_2025H1_nonoverlap_median_tstat,validation_2025H1_nonoverlap_min_tstat,validation_2025H1_positive_rate,test_2025H2_n,test_2025H2_mean_spread,test_2025H2_tstat,test_2025H2_nonoverlap_median_tstat,test_2025H2_nonoverlap_min_tstat,test_2025H2_positive_rate,recent_oos_2026JanApr_n,recent_oos_2026JanApr_mean_spread,recent_oos_2026JanApr_tstat,recent_oos_2026JanApr_nonoverlap_median_tstat,recent_oos_2026JanApr_nonoverlap_min_tstat,recent_oos_2026JanApr_positive_rate,avg_n_obs_recent,error
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L0_raw_forward_return,1,-1.0,3,True,1.3414301496264804,0.0008342330340096803,True,HOLD_A7AE1_CONTROL_LIKE,719,-0.0010457143100433381,-3.7687502779261246,-3.7687502779261246,-3.7687502779261246,0.41307371349095967,719,-0.00021927797767041783,-1.2404979935905247,-1.2404979935905247,-1.2404979935905247,0.43532684283727396,719,-0.0006485066100570735,-3.2456523365081433,-3.2456523365081433,-3.2456523365081433,0.3810848400556328,719,-0.0008754738809387903,-2.35321879779842,-2.35321879779842,-2.35321879779842,0.3852573018080668,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L1_cross_sectional_relative_return,1,-1.0,3,True,1.3414301496264804,0.0008342330340096805,True,HOLD_A7AE1_CONTROL_LIKE,719,-0.0010457143100433381,-3.768750277926125,-3.768750277926125,-3.768750277926125,0.41307371349095967,719,-0.00021927797767041783,-1.2404979935905247,-1.2404979935905247,-1.2404979935905247,0.43532684283727396,719,-0.0006485066100570735,-3.2456523365081433,-3.2456523365081433,-3.2456523365081433,0.3810848400556328,719,-0.0008754738809387902,-2.35321879779842,-2.35321879779842,-2.35321879779842,0.3852573018080668,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L2_BTC_ETH_beta_residual_return,1,-1.0,3,True,0.7446772813697266,0.00084260255916542,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010250904791032757,-3.867654686796005,-3.867654686796005,-3.867654686796005,0.40333796940194716,719,-0.00035352304117601037,-2.050822695000313,-2.050822695000313,-2.050822695000313,0.41863699582753827,719,-0.0006733620831118779,-3.3953936859146223,-3.3953936859146223,-3.3953936859146223,0.38386648122392214,719,-0.0008745342234595602,-2.3502078868281644,-2.3502078868281644,-2.3502078868281644,0.3866481223922114,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L3_liquidity_tier_relative_return,1,-1.0,3,True,0.8400746591294805,0.0007834855702813906,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.0010897578168917205,-4.1377995322155625,-4.1377995322155625,-4.1377995322155625,0.3894297635605007,719,-0.0003154907740505583,-1.7537791847987079,-1.7537791847987079,-1.7537791847987079,0.4200278164116829,719,-0.0007451828635070832,-3.727809922431488,-3.727809922431488,-3.727809922431488,0.39360222531293465,719,-0.0008339726321266415,-2.1193857346587506,-2.1193857346587506,-2.1193857346587506,0.4089012517385257,88.87638888888888,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L5_vol_adjusted_return,1,-1.0,3,True,1.2751802826882066,0.038023687866370524,True,HOLD_A7AE1_CONTROL_LIKE,719,-0.06737618942333458,-4.173927651560201,-4.173927651560201,-4.173927651560201,0.4047287899860918,719,-0.028394173554046432,-1.7961587702019564,-1.7961587702019564,-1.7961587702019564,0.4339360222531293,719,-0.06454036295148768,-3.610907788359411,-3.610907788359411,-3.610907788359411,0.3991655076495132,719,-0.08327485171295439,-3.1731230680348674,-3.1731230680348674,-3.1731230680348674,0.3866481223922114,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L6_downside_avoidance,1,-1.0,3,True,0.20454701261619723,0.0012726060455516739,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.001278576827710267,-8.040276007613544,-8.040276007613544,-8.040276007613544,0.3045897079276773,719,-0.000515401227198386,-5.161565243705384,-5.161565243705384,-5.161565243705384,0.3477051460361613,719,-0.0008525113431597785,-6.919177126521181,-6.919177126521181,-6.919177126521181,0.33240611961057026,719,-0.0017693307302668014,-8.531783969576535,-8.531783969576535,-8.531783969576535,0.32684283727399166,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L7_ranked_future_return,1,-1.0,3,True,0.2543170677185504,0.02162746974442906,True,A7AE1_LABEL_ADEQUACY_RESPONSE_CANDIDATE,719,-0.07269508512337093,-9.424357982121402,-9.424357982121402,-9.424357982121402,0.3588317107093185,719,-0.04138855925680073,-5.828584491638501,-5.828584491638501,-5.828584491638501,0.3810848400556328,719,-0.061590888040383866,-9.313300191045903,-9.313300191045903,-9.313300191045903,0.34492350486787204,719,-0.07081091170972952,-10.603270120559912,-10.603270120559912,-10.603270120559912,0.3337969401947149,95.86666666666666,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L0_raw_forward_return,4,-1.0,3,True,0.533585494700558,0.00018127355005887158,False,HOLD_A7AE1_LAG_FRAGILE,716,-0.0019572482194887032,-4.023343256537129,-1.8183974304530155,-3.6195294862104217,0.4106145251396648,716,-0.0007897954303678021,-2.534563769978183,-1.2417442572320285,-1.846775676227019,0.43854748603351956,716,-0.0013636789372808936,-3.8522535299758425,-2.080918068542174,-2.5185636901609376,0.4036312849162011,716,-0.0009483870120120138,-1.4020516877216755,-0.7152602765399185,-2.0044262577692207,0.43575418994413406,95.46666666666667,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L1_cross_sectional_relative_return,4,-1.0,3,True,0.5335854947005579,0.0001812735500588715,False,HOLD_A7AE1_LAG_FRAGILE,716,-0.0019572482194887032,-4.023343256537129,-1.8183974304530155,-3.6195294862104217,0.4106145251396648,716,-0.0007897954303678023,-2.5345637699781833,-1.2417442572320287,-1.846775676227019,0.43854748603351956,716,-0.0013636789372808939,-3.8522535299758434,-2.080918068542175,-2.5185636901609385,0.4036312849162011,716,-0.0009483870120120141,-1.4020516877216762,-0.7152602765399185,-2.004426257769221,0.43575418994413406,95.46666666666667,
trade_return_1h,price_return,derived_replay_base,derived_rolling,level,L2_BTC_ETH_beta_residual_return,4,-1.0,3,True,0.526893253821363,0.0002415817073511934,False,HOLD_A7AE1_LAG_FRAGILE,716,-0.0020057879350203383,-4.270610883181362,-2.0687489504793266,-3.5326452191006026,0.40502793296089384,716,-0.0009830491113166635,-3.245436142754582,-1.661931844202835,-2.416633265547845,0.42877094972067037,716,-0.0013898222957348695,-3.9231499929643925,-2.092849777226027,-2.5985797788534564,0.4036312849162011,716,-0.001000569891553727,-1.4811740525834838,-0.7752806986761163,-1.9552063838615825,0.43435754189944137,95.46666666666667,
